Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21
China Guangdong;104303132;180000;1400;1.3422415733;;26;32;53;78;111;151;207;277;354;436;535;632;725;813;895;970;1034;1095;1131;1159;1177;1219;1241;1261;1294;1316;1322;1328;1331;1332;1333;1339;1342;1345;1347;1347;1347;1348;1349;1349;1350;1350;1350;1351;1352;1352;1352;1352;1353;1356;1356;1356;1356;1360;1361;1364;1370;1378;1395;1400
China Guangxi;46026629;236000;254;0.5518544493;;2;5;23;23;36;46;51;58;78;87;100;111;127;139;150;168;172;183;195;210;215;222;222;226;235;237;238;242;244;245;246;249;249;251;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;252;253;253;253;254;254
China Guizhou;34746468;176000;146;0.4201865928;;1;3;3;4;5;7;9;9;12;29;29;38;46;58;64;71;81;89;99;109;127;133;135;140;143;144;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;147;146;146;146;146
China Hainan;9171300;34000;168;1.8318013804;;4;5;8;19;22;33;40;43;46;52;62;64;72;80;99;106;117;124;131;138;144;157;157;159;162;162;163;163;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168
China Hebei;71854202;187700;318;0.4425628441;;1;1;2;8;13;18;33;48;65;82;96;104;113;126;135;157;172;195;206;218;239;251;265;283;291;300;301;306;306;307;308;309;311;311;311;312;317;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318;318
China Heilongjiang;38312224;454000;484;1.2633043699;;0;2;4;9;15;21;33;38;44;59;80;95;121;155;190;227;277;295;307;331;360;378;395;419;425;445;457;464;470;476;479;479;480;480;480;480;480;480;480;480;480;480;480;481;481;481;481;481;481;482;482;482;482;482;482;482;482;483;484;484
China Henan;94023567;167000;1273;1.3539158752;;5;5;9;32;83;128;168;206;278;352;422;493;566;675;764;851;914;981;1033;1073;1105;1135;1169;1184;1212;1231;1246;1257;1262;1265;1267;1270;1271;1271;1271;1271;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1272;1273;1273;1273;1273;1273;1273;1273;1273;1273;1273;1273
China Hong Kong;7061200;1108;273;3.8661983799;;0;2;2;5;8;8;8;10;10;12;13;15;15;17;21;24;25;26;29;38;49;50;53;56;56;57;60;62;63;68;68;69;74;79;84;91;92;94;95;96;100;100;105;105;107;108;114;115;120;126;129;134;140;145;155;162;181;208;256;273
China Hubei;57237740;185900;67800;118.4533141944;;444;444;549;761;1058;1423;3554;3554;4903;5806;7153;11177;13522;16678;19665;22112;24953;27100;29631;31728;33366;33366;48206;54406;56249;58182;59989;61682;62031;62442;62662;64084;64084;64287;64786;65187;65596;65914;66337;66907;67103;67217;67332;67466;67592;67666;67707;67743;67760;67773;67781;67786;67790;67794;67798;67799;67800;67800;67800;67800
China Hunan;65683722;210000;1018;1.5498512706;;4;9;24;43;69;100;143;221;277;332;389;463;521;593;661;711;772;803;838;879;912;946;968;988;1001;1004;1006;1007;1008;1010;1011;1013;1016;1016;1016;1016;1017;1017;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018;1018
China Inner Mongolia;24706321;1183000;75;0.3035660388;;0;0;1;7;7;11;15;16;19;20;23;27;34;35;42;46;50;52;54;58;58;60;61;65;68;70;72;73;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75
China Jiangsu;78659903;102600;631;0.8021876152;;1;5;9;18;33;47;70;99;129;168;202;236;271;308;341;373;408;439;468;492;515;543;570;593;604;617;626;629;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631
China Jiangxi;44567475;167000;935;2.0979425018;;2;7;18;18;36;72;109;109;162;240;286;333;391;476;548;600;661;698;740;771;804;844;872;900;913;925;930;933;934;934;934;934;934;934;934;934;934;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935;935
China Jilin;27462297;187400;93;0.3386461082;;0;1;3;4;4;6;8;9;14;14;17;23;31;42;54;59;65;69;78;80;81;83;84;86;88;89;89;89;90;91;91;91;91;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93;93
China Liaoning;43746323;145900;126;0.2880242072;;2;3;4;17;21;27;34;39;41;48;64;70;74;81;89;94;99;105;107;108;111;116;117;119;119;121;121;121;121;121;121;121;121;121;121;121;121;121;121;122;122;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;126;126
China Macau;552300;29;18;3.2590983161;;1;2;2;2;5;6;7;7;7;7;7;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;11;12;15;17;17;18
China Ningxia;6301350;66400;75;1.1902211431;;1;1;2;3;4;7;11;12;17;21;26;28;31;34;34;40;43;45;45;49;53;58;64;67;70;70;70;70;71;71;71;71;71;71;71;71;72;72;73;73;74;74;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75;75
China Qinghai;5626722;721200;18;0.3199020673;;0;0;0;1;1;6;6;6;8;8;9;11;13;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
China Shaanxi;37327378;205600;248;0.6643916966;;0;3;5;15;22;35;46;56;63;87;101;116;128;142;165;173;184;195;208;213;219;225;229;230;232;236;240;240;242;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;245;246;246;246;247;248
China Shandong;95793065;153800;764;0.7975525159;;2;6;15;27;46;75;95;130;158;184;206;230;259;275;307;347;386;416;444;466;487;497;509;523;532;537;541;543;544;546;749;750;754;755;756;756;756;756;756;758;758;758;758;758;758;758;758;758;758;760;760;760;760;760;760;761;761;761;762;764
China Shanghai;23019148;6341;380;1.6507995865;;9;16;20;33;40;53;66;96;112;135;169;182;203;219;243;257;277;286;293;299;303;311;315;318;326;328;333;333;333;334;334;335;335;335;336;337;337;337;337;337;337;338;338;339;342;342;342;342;344;344;344;346;353;353;355;358;361;363;371;380
China Shanxi;35712111;156300;133;0.3724226776;;1;1;1;6;9;13;27;27;35;39;47;66;74;81;81;96;104;115;119;119;124;126;126;127;128;129;130;131;131;132;132;132;132;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133
China Sichuan;80418200;485000;542;0.6739767863;;5;8;15;28;44;69;90;108;142;177;207;231;254;282;301;321;344;364;386;405;417;436;451;463;470;481;495;508;514;520;525;526;526;527;529;531;534;538;538;538;538;538;538;539;539;539;539;539;539;539;539;539;539;539;539;540;540;540;541;542
China Tianjin;12938224;11305;137;1.0588779418;;4;4;8;10;14;23;24;27;31;32;41;48;60;67;69;79;81;88;91;95;106;112;119;120;122;124;125;128;130;131;132;135;135;135;135;135;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;136;137;137;137
China Tibet;3002166;1228400;1;0.033309284;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
China Xinjiang;21813334;1660400;76;0.3484107473;;0;2;2;3;4;5;10;13;14;17;18;21;24;29;32;36;39;42;45;49;55;59;63;65;70;71;75;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76;76
China Yunnan;45966239;394000;176;0.3828897117;;1;2;5;11;16;26;44;55;70;83;93;105;117;122;128;133;138;138;141;149;153;154;156;162;168;171;171;172;172;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;174;176;176;176;176;176;176
China Zhejiang;54426891;102000;1236;2.2709362547;;10;27;43;62;104;128;173;296;428;538;599;661;724;829;895;954;1006;1048;1075;1092;1117;1131;1145;1155;1162;1167;1171;1172;1174;1175;1203;1205;1205;1205;1205;1205;1205;1205;1205;1205;1206;1213;1213;1215;1215;1215;1215;1215;1215;1215;1215;1215;1227;1231;1231;1232;1232;1233;1234;1236
Colombia;50882891;1109500;196;0.3851982388;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;9;9;13;22;34;54;65;93;102;128;196
Congo (Brazzaville);5518087;341500;3;0.0543666673;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3
Congo (Kinshasa);81340000;341500;23;0.0282763708;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;3;4;14;18;23
Costa Rica;5094118;51060;117;2.2967665845;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;9;9;13;22;23;26;27;35;41;50;69;89;117
Croatia;4105267;55960;206;5.0179440217;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;5;6;7;7;9;10;10;11;12;12;12;14;19;19;32;38;49;57;65;81;105;128;206
Cuba;11326616;106440;21;0.1854040077;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4;4;4;5;7;11;16;21
Cyprus;1207359;9240;84;6.9573341483;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;6;6;14;26;26;33;46;49;67;67;84
Czechia;10708981;77240;995;9.2912668348;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;8;12;18;19;31;31;41;91;94;141;189;253;298;396;464;694;833;995
Denmark;5742912;42430;1326;23.089331684;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;4;6;10;10;23;23;35;90;262;442;615;801;827;864;914;977;1057;1151;1255;1326
Denmark;5792202;42430;1420;24.515719583;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;4;4;6;11;11;24;24;37;92;264;444;617;804;836;875;933;1025;1116;1225;1337;1420
Denmark Faroe Islands;49290;1395;92;186.650436194;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;2;2;3;9;11;18;47;58;72;80;92
Djibouti;988000;23180;1;0.1012145749;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
Dominican Republic;10847910;48320;112;1.0324569433;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;5;5;5;5;5;5;11;11;11;21;21;34;72;112
East Timor;1318445;14870;1;0.0758469257;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ecuador;17643054;248360;506;2.8679841937;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;7;10;13;13;13;14;15;15;17;17;17;28;28;37;58;111;199;367;506
Egypt;102334404;995450;294;0.2872934111;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;3;15;15;49;55;59;60;67;80;109;110;150;196;196;256;285;294
El Salvador;6486205;20720;3;0.0462520071;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3
Equatorial Guinea;1402985;28050;6;0.4276595972;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;6;6;6
Eritrea;3546421;101000;1;0.0281974419;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Estonia;1326535;42390;306;23.0676160071;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;3;10;10;10;10;12;16;16;79;115;171;205;225;258;267;283;306
Ethiopia;114963588;1000000;9;0.0078285657;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;5;5;6;6;9;9
Fiji;896445;18270;1;0.1115517405;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Finland;5540720;303890;523;9.4392064569;;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;6;6;6;6;12;15;15;23;30;40;59;59;155;225;244;277;321;336;400;450;523
France;64385922;547557;14282;22.1818676449;;0;0;2;3;3;3;4;5;5;5;6;6;6;6;6;6;6;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;14;18;38;57;100;130;191;204;285;377;653;949;1126;1209;1784;2281;2281;3661;4469;4499;6633;7652;9043;10871;12612;14282
France;65273511;547557;14431;22.1085089172;;0;0;2;3;3;3;4;5;5;5;6;6;6;6;6;6;6;11;11;11;11;11;11;11;12;12;12;12;12;12;12;12;12;12;14;18;38;57;100;130;191;204;288;380;656;957;1134;1217;1792;2290;2290;3678;4487;4523;6668;7699;9105;10947;12726;14431
France Mayotte;272815;375;7;2.565841321;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;6;7
France Reunion;895312;2500;45;5.0261808174;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;6;7;9;9;12;14;28;45
France Saint Barthelemy;9877;21;3;30.3735952212;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;1;1;1;1;1;1;1;3;3;3;3;3;3
France Saint Martin;38666;53;4;10.3450059484;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;3;4;4;4
French Guiana;268700;82200;18;6.6989207294;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;5;5;5;7;11;11;11;11;15;18
French Polynesia;280908;3660;15;5.3398265624;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;6;11;15
Gabon;2225734;257670;4;0.1797159948;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;4
Gambia;2416668;10120;1;0.0413792875;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
Georgia;3989167;69490;49;1.2283266156;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;3;4;4;4;13;15;15;24;24;25;30;33;33;34;38;40;43;49
Germany;83783942;348560;22213;26.5122402572;;0;0;0;0;0;1;4;4;4;5;8;10;12;12;12;12;13;13;14;14;16;16;16;16;16;16;16;16;16;16;16;16;16;16;17;27;46;48;79;130;159;196;262;482;670;799;1040;1176;1457;1908;2078;3675;4585;5795;7272;9257;12327;15320;19848;22213
Ghana;31072940;227540;19;0.0611464509;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;6;7;7;11;16;19
Gibraltar;33691;10;10;29.6815173192;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;3;8;10;10;10
Greece;10423054;128900;530;5.0848820317;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;4;7;7;7;9;31;45;46;73;73;89;99;99;190;228;331;331;387;418;418;495;530
Greenland;56770;2166086;2;3.5229874934;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2
Guadeloupe;390253;1690;53;13.5809333945;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;18;27;33;45;53
Guatemala;17915568;107160;17;0.0948895396;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;6;6;9;12;17
Guinea;13132795;245720;2;0.0152290506;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2
Guyana;786552;196850;7;0.8899602315;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4;7;7;7;7;7
Haiti;11402528;27560;2;0.0175399701;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
Honduras;9904607;111890;24;0.2423114819;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;6;8;9;12;24;24
Hungary;9660351;90530;103;1.0662138467;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;4;7;9;9;13;13;19;30;32;39;50;58;73;85;103
Iceland;341243;100250;473;138.6109019086;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;6;11;26;34;43;50;50;58;69;85;103;134;156;171;180;220;250;330;409;473
India;1380004385;2973190;330;0.0239129675;;0;0;0;0;0;0;0;0;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;5;28;30;31;34;39;43;56;62;73;82;102;113;119;142;156;194;244;330
Indonesia;273523615;1811570;450;0.1645196156;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4;6;19;27;34;34;69;96;117;134;172;227;311;369;450
Iran;83992949;1628550;20610;24.5377739981;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;18;28;43;61;95;139;245;388;593;978;1501;2336;2922;3513;4747;5823;6566;7161;8042;9000;10075;11364;12729;13938;14991;16169;17361;18407;19644;20610
Iraq;40222493;434320;214;0.5320406172;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;7;13;19;26;32;35;35;40;54;60;60;71;71;71;101;110;116;124;154;164;192;208;214
Ireland;4937786;68890;785;15.8978133115;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;6;6;18;18;19;21;34;43;43;90;129;129;169;223;292;557;683;785
Israel;8655535;21640;883;10.2015646635;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;4;7;10;10;12;15;20;37;43;61;61;83;109;131;161;193;251;255;337;433;677;705;883
Italy;60461826;294140;53578;88.614591296;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;20;62;155;229;322;453;655;888;1128;1694;2036;2502;3089;3858;4636;5883;7375;9172;10149;12462;12462;17660;21157;24747;27980;31506;35713;41035;47021;53578
Ivory Coast;26378274;318000;14;0.0530739805;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;5;6;9;9;14
Jamaica;2961167;10830;16;0.5403275128;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8;8;10;10;12;13;15;16;16
Japan;126476461;364555;1007;0.7961955861;;2;1;2;2;4;4;7;7;11;15;20;20;20;22;22;45;25;25;26;26;26;28;28;29;43;59;66;74;84;94;105;122;147;159;170;189;214;228;241;256;274;293;331;360;420;461;502;511;581;639;639;701;773;839;825;878;889;924;963;1007
Jordan;10203134;88780;85;0.8330773662;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;8;17;34;52;69;85;85
Kazakhstan;18776707;2699700;53;0.2822646165;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;9;10;33;35;44;49;53
Kenya;53771296;569140;7;0.013018098;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;3;7;7;7
Korea, South;51269185;97230;8799;17.1623559064;;1;1;2;2;3;4;4;4;4;11;12;15;15;16;19;23;24;24;25;27;28;28;28;28;28;29;30;31;31;104;204;433;602;833;977;1261;1766;2337;3150;3736;4335;5186;5621;6088;6593;7041;7314;7478;7513;7755;7869;7979;8086;8162;8236;8320;8413;8565;8652;8799
Kosovo;1810463;10.877;2;0.1104689795;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2
Kuwait;4270571;17820;176;4.1212287537;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11;26;43;45;45;45;56;56;56;58;58;61;64;64;69;72;80;80;104;112;123;130;142;148;159;176
Kyrgyzstan;6524195;191800;14;0.2145858608;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;14
