Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21
Central African Republic;4829767;622980;3;0.0621147977;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chad;16425864;1259200;1;0.0060879598;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Channel Islands;173863;190;32;18.405296124;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chile;19116201;743532;537;2.8091355599;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;6
China;1439323776;9388211;81305;5.6488332476;;28;30;36;39;49;58;101;120;135;214;275;463;614;843;1115;1477;1999;2596;3219;3918;4636;5082;6772;8281;10228;14864;17852;21704;25324;28349;31872;34371;37384;39759;41721;42042;57149;63568;65576;67641;69520;71264;71636;72062;72506;73929;73922;74118;74615;75005;75428;75748;76163;76729;76919;77031;77145;77288;77437;77511
China Anhui;59500510;139700;990;1.6638512846;;0;0;0;0;0;0;0;2;2;3;5;7;14;20;23;34;47;59;72;88;105;148;195;231;291;334;402;474;524;585;659;727;773;824;854;883;904;928;944;956;967;976;980;981;982;983;984;984;984;984;984;984;984;984;984;984;984;984;984;984
China Beijing;19612368;16800;504;2.5698069708;;0;0;1;2;2;2;4;4;4;5;9;9;12;23;24;31;35;39;66;78;88;108;111;136;164;187;208;224;249;270;293;311;322;333;338;348;361;365;367;372;373;379;385;387;388;391;391;391;392;392;402;402;403;405;406;406;410;410;414;418
China Chongqing;28846170;82300;576;1.9967988818;;0;0;0;0;0;0;0;1;1;1;3;7;9;9;15;24;31;55;73;108;129;144;178;206;242;295;332;361;384;405;420;422;462;480;499;512;523;531;538;545;547;549;554;561;566;567;569;570;570;570;570;570;570;570;570;570;570;570;570;570
China Fujian;36894216;121580;303;0.8212669433;;0;0;0;0;0;0;0;0;0;0;0;0;1;3;11;14;20;24;35;59;80;84;101;120;144;159;179;194;205;214;223;238;249;260;266;271;278;280;284;286;289;291;292;292;292;295;295;295;295;295;295;295;295;295;295;295;295;295;295;295
China Gansu;25575254;454300;134;0.5239439655;;0;0;0;0;0;0;0;0;0;0;0;3;3;4;6;6;9;12;16;17;24;31;39;39;49;54;58;62;65;71;76;77;81;81;84;85;88;88;88;88;89;89;89;89;89;89;89;89;89;89;89;89;89;91;91;91;91;100;117;118
China Guangdong;104303132;180000;1400;1.3422415733;;0;2;2;2;2;4;4;5;10;11;14;15;21;30;49;69;88;112;141;167;212;276;352;434;533;630;721;809;890;965;1029;1090;1125;1153;1170;1212;1234;1254;1287;1309;1315;1321;1324;1325;1326;1332;1335;1337;1339;1339;1339;1340;1341;1341;1342;1342;1342;1343;1344;1344
China Guangxi;46026629;236000;254;0.5518544493;;0;0;0;0;0;0;2;2;2;2;2;2;7;10;13;14;23;23;35;45;50;57;76;85;98;109;125;137;148;166;170;181;193;208;213;220;220;224;233;235;236;240;242;243;244;247;247;249;250;250;250;250;250;250;250;250;250;250;250;250
China Guizhou;34746468;176000;146;0.4201865928;;0;0;0;0;0;0;0;1;1;2;2;2;2;2;9;6;6;7;7;10;17;18;27;28;41;46;57;66;70;72;79;90;102;107;125;131;133;138;141;142;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144
China Hainan;9171300;34000;168;1.8318013804;;0;0;0;0;0;0;0;0;1;1;1;4;4;5;5;8;10;17;19;30;37;39;42;48;58;60;68;79;95;102;113;120;126;133;139;152;152;154;157;157;158;158;163;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162
China Hebei;71854202;187700;318;0.4425628441;;0;0;0;0;0;0;0;0;0;0;0;3;3;4;6;13;22;30;34;41;48;54;68;87;101;105;122;136;152;169;184;203;219;234;248;261;274;277;285;294;296;300;301;304;305;307;307;307;307;307;311;312;312;312;312;312;312;312;312;312
China Heilongjiang;38312224;454000;484;1.2633043699;;0;0;0;0;0;0;0;0;0;0;2;2;2;4;7;8;12;13;14;30;28;31;35;48;69;84;110;144;178;215;265;283;295;319;348;366;382;406;412;432;444;451;457;463;466;466;467;467;467;467;467;467;467;467;467;467;467;468;468;468
China Henan;94023567;167000;1273;1.3539158752;;0;0;0;0;0;0;0;1;2;3;3;10;16;27;47;56;86;116;153;191;218;246;296;357;409;480;550;656;745;832;895;962;1014;1054;1086;1116;1149;1164;1191;1209;1224;1235;1240;1243;1245;1248;1249;1249;1249;1249;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250
China Hong Kong;7061200;1108;273;3.8661983799;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;7;7;7;9;9;11;12;14;14;16;19;22;23;24;27;36;47;48;51;54;54;55;58;60;61;66;66;67;71;76;81;88;89;90;91;92;96;96;101;101;103;104
China Hubei;57237740;185900;67800;118.4533141944;;28;28;31;32;42;45;80;88;90;141;168;295;386;522;633;817;1115;1439;1795;2222;2639;2686;3593;4774;5623;9481;11733;14757;17636;19968;22809;24754;27285;29233;30803;30751;45565;51724;53522;55421;57186;58847;59160;59540;59731;61125;61098;61279;61762;62141;62540;62852;63262;63822;64004;64106;64210;64336;64459;64527
China Hunan;65683722;210000;1018;1.5498512706;;0;0;0;0;0;0;0;0;2;2;8;16;22;31;54;81;112;156;186;208;247;304;339;364;425;464;518;589;657;707;768;799;834;875;908;942;964;984;997;1000;1002;1003;1004;1006;1007;1009;1012;1012;1012;1012;1013;1013;1014;1014;1014;1014;1014;1014;1014;1014
China Inner Mongolia;24706321;1183000;75;0.3035660388;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;4;5;7;7;11;15;16;19;20;23;27;34;35;42;46;50;52;54;58;58;60;61;65;68;70;72;72;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74
China Jiangsu;78659903;102600;631;0.8021876152;;0;0;0;1;1;1;1;1;1;5;6;7;8;12;23;34;43;51;71;81;93;125;139;168;202;236;271;308;341;373;408;439;468;492;515;543;570;593;604;617;626;629;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631
China Jiangxi;44567475;167000;935;2.0979425018;;0;0;0;0;0;2;3;3;5;7;9;12;18;20;27;37;45;55;73;105;128;152;170;239;285;332;390;475;547;599;660;697;739;770;803;843;871;899;912;924;929;932;933;933;933;933;933;933;933;933;934;934;934;934;934;934;934;934;934;934
China Jilin;27462297;187400;93;0.3386461082;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;4;4;12;13;18;22;24;25;26;30;34;41;53;58;64;68;77;79;80;82;83;85;87;88;88;88;89;90;90;90;90;92;92;92;92;92;92;92;92;92;92;92;92;92
China Liaoning;43746323;145900;126;0.2880242072;;0;0;0;0;0;0;0;1;1;1;1;1;1;2;4;5;7;17;21;27;34;38;40;47;63;69;73;80;88;93;98;104;106;107;110;115;116;118;118;120;120;120;120;120;120;120;120;120;120;120;120;120;120;121;121;124;124;124;123;123
China Macau;552300;29;18;3.2590983161;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;5;6;7;7;7;7;7;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
China Ningxia;6301350;66400;75;1.1902211431;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;5;15;13;13;22;24;24;24;33;33;35;42;42;44;48;48;56;58;61;65;68;68;70;70;70;70;71;71;71;71;71;71;71;72;72;72;73;73;75;75;75;75;75;75
China Qinghai;5626722;721200;18;0.3199020673;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;6;6;9;11;11;13;13;13;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
China Shaanxi;37327378;205600;248;0.6643916966;;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;9;17;20;25;35;46;56;63;87;101;116;128;142;165;172;183;194;207;212;218;224;228;229;231;235;239;239;241;244;244;244;244;244;244;244;243;243;243;243;243;242;242;242;242;242
China Shandong;95793065;153800;764;0.7975525159;;0;0;0;0;0;0;0;1;1;2;3;6;7;11;15;27;37;44;63;74;94;128;156;182;204;228;257;272;304;343;382;412;440;461;481;491;503;517;526;531;535;537;538;578;743;744;748;749;750;750;750;749;749;751;751;751;751;751;751;751
China Shanghai;23019148;6341;380;1.6507995865;;0;0;1;1;1;3;4;5;5;9;10;10;10;12;15;25;30;41;44;52;65;95;111;134;168;181;202;218;241;255;275;283;290;296;300;308;312;315;323;325;330;330;330;331;331;332;332;332;333;334;334;334;334;334;334;335;335;336;339;339
China Shanxi;35712111;156300;133;0.3724226776;;0;0;0;0;0;0;0;1;1;1;1;3;2;4;5;12;15;21;25;25;30;33;36;39;47;66;74;81;81;96;104;115;119;119;124;126;126;127;128;129;130;131;131;132;132;132;132;133;133;133;133;133;133;133;133;133;133;133;133;133
China Sichuan;80418200;485000;542;0.6739767863;;0;0;0;0;0;0;0;1;1;1;3;11;14;14;24;31;42;60;71;80;89;107;141;176;206;228;251;279;298;318;341;361;383;402;414;433;448;460;467;478;492;505;511;517;522;523;523;524;526;528;531;535;535;535;535;535;535;536;536;536
China Tianjin;12938224;11305;137;1.0588779418;;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;7;9;13;22;22;25;28;31;38;45;57;64;66;76;78;85;88;92;103;109;116;117;119;121;122;125;127;128;129;132;132;132;132;132;133;133;133;133;133;133;133;133;133;133
China Tibet;3002166;1228400;1;0.033309284;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
China Xinjiang;21813334;1660400;76;0.3484107473;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;4;5;10;13;13;16;17;20;23;28;31;35;38;40;43;47;53;57;61;62;67;68;72;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73
China Yunnan;45966239;394000;176;0.3828897117;;0;0;0;0;0;0;0;0;0;1;2;3;5;5;5;7;12;17;18;26;44;55;70;83;93;105;117;122;127;131;136;136;139;147;151;152;154;160;166;169;169;170;170;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172
China Zhejiang;54426891;102000;1236;2.2709362547;;0;0;1;1;1;1;3;3;4;14;21;32;43;62;78;94;123;175;201;242;270;321;428;538;599;661;724;829;895;953;1005;1047;1074;1091;1116;1130;1144;1154;1161;1166;1170;1171;1173;1174;1202;1204;1204;1204;1204;1204;1204;1204;1211;1211;1216;1216;1216;1217;1219;1219
Colombia;50882891;1109500;196;0.3851982388;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
Congo (Brazzaville);5518087;341500;3;0.0543666673;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo (Kinshasa);81340000;341500;23;0.0282763708;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costa Rica;5094118;51060;117;2.2967665845;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
Croatia;4105267;55960;206;5.0179440217;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;5;6;7;7;9;10;9;10;11
Cuba;11326616;106440;21;0.1854040077;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;1207359;9240;84;6.9573341483;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;10708981;77240;995;9.2912668348;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;8;12;18;19
Denmark;5742912;42430;1326;23.089331684;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;1;2;6;4;14;10
Denmark;5792202;42430;1420;24.515719583;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;1;2;7;5;15;11
Denmark Faroe Islands;49290;1395;92;186.650436194;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
Djibouti;988000;23180;1;0.1012145749;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dominican Republic;10847910;48320;112;1.0324569433;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
East Timor;1318445;14870;1;0.0758469257;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ecuador;17643054;248360;506;2.8679841937;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;5;8;10;8;6
Egypt;102334404;995450;294;0.2872934111;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;27;27;27;27;21;27;32;32;32;39;41
El Salvador;6486205;20720;3;0.0462520071;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Equatorial Guinea;1402985;28050;6;0.4276595972;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eritrea;3546421;101000;1;0.0281974419;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;1326535;42390;306;23.0676160071;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;3;10;10
Ethiopia;114963588;1000000;9;0.0078285657;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fiji;896445;18270;1;0.1115517405;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;5540720;303890;523;9.4392064569;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;10;10;10;10;12;15;14
France;64385922;547557;14282;22.1818676449;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;3;4;5;5;5;5;5;5;5;5;5;5;10;10;10;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;39;43;56;137;134;203;387
France;65273511;547557;14431;22.1085089172;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;3;4;5;5;5;5;5;5;5;5;5;5;10;10;10;11;11;11;11;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;39;43;56;140;137;206;395
France Mayotte;272815;375;7;2.565841321;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France Reunion;895312;2500;45;5.0261808174;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France Saint Barthelemy;9877;21;3;30.3735952212;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3
France Saint Martin;38666;53;4;10.3450059484;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
French Guiana;268700;82200;18;6.6989207294;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5
French Polynesia;280908;3660;15;5.3398265624;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gabon;2225734;257670;4;0.1797159948;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gambia;2416668;10120;1;0.0413792875;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Georgia;3989167;69490;49;1.2283266156;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;3;4;4;4
Germany;83783942;348560;22213;26.5122402572;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;4;5;8;10;12;12;12;12;14;14;14;14;16;16;16;16;16;16;16;16;16;16;17;18;18;18;18;25;43;46;70;119;142;172;234;438;603;715
Ghana;31072940;227540;19;0.0611464509;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;33691;10;10;29.6815173192;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2
Greece;10423054;128900;530;5.0848820317;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;8;8;8;8;8;25;39;33
Greenland;56770;2166086;2;3.5229874934;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guadeloupe;390253;1690;53;13.5809333945;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guatemala;17915568;107160;17;0.0948895396;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guinea;13132795;245720;2;0.0152290506;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guyana;786552;196850;7;0.8899602315;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haiti;11402528;27560;2;0.0175399701;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Honduras;9904607;111890;24;0.2423114819;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;9660351;90530;103;1.0662138467;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;7
Iceland;341243;100250;473;138.6109019086;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;8;6;10;25;33;43;49
India;1380004385;2973190;330;0.0239129675;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;13;13;14;25;26;26;30
Indonesia;273523615;1811570;450;0.1645196156;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;8;8;8;8;11;11;15;15
Iran;83992949;1628550;20610;24.5377739981;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;49;73;123;175;291;291;552;739;913;1669;2134;2394;2731;2959;2959;2959;2959;4590;4590;5389;5389;5710;6745;7635
Iraq;40222493;434320;214;0.5320406172;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;15;15;24;26;26;26;32;43;43;49;51
Ireland;4937786;68890;785;15.8978133115;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;15;15
Israel;8655535;21640;883;10.2015646635;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;4;4;4;4;7;10;10;12;15;20;37;42
Italy;60461826;294140;53578;88.614591296;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;2;1;1;3;45;46;46;83;149;160;276;414;523;589;622;724;724;1045;1045;1439;1966;2335;2749;2941;4025;4440;4440;6072
Ivory Coast;26378274;318000;14;0.0530739805;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
