Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08
US Delaware;973764;5047;1327;136.2753192765;0.0856018578;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;6;7;8;16;25;30;38;45;56;68;90;113;126;158;205;222;253;303;343;363;412;548;617;732.5;837;952.5;1077;1163;1265;1320;1361;1442;1646;1682;1873;1837.5;1865;1944.5;2003;2132.5;2101;2116;2097;2482;2537;2814;2641;2659;2595;2607.5;2670;2543;2440;2578;2631;2669;2701;2413;2403;2166;2297;2489;2455;2509;2462;2581;2666;2416;2447;2418;2413;2362;2400;2325;2144;1948;1863;1875;1828;1736;1648;1518;1360;1244;1155;1133;1007;954;960;935;937;807;766;735;718;732;753;838;836;833;848;827;833;874;844;862;962;1036;1071;1066;1232;1312;1315;1353;1473;1567;1573;1551;1635;1652;1578;1503;1495;1540;1383;1414;1433;1391;1339.5;1332;1330;1393;1550;1432;1486;1527;1507;1552;1575;1451;1448;1430;1422.5;1391;1504;1441;1243;1327
US District of Columbia;705749;158;936;132.6250550833;0.0739745515;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7.5;10;12;14;16;17;22;31;39;70;76;97;114;132;175.5;221;255;290;326;384;473;555;614;686;825;900;981;1074;1257;1292;1393;1474;1533;1554;1563;1611;1697;1719;1764;1795;1830;1887;1766;1838;1868;1921;1966;1937;1936;1909;1973;2182;2131;2223;2243;2224;2255;2293;2371;2403;2431;2497;2491;2478;2413;2213;2245;2107;2100;2112;2090;2134;1994;1864;1823.5;1836;1849;1822;1756;1667;1675;1678;1587;1452;1465;1332;1306;1303;1236.5;1164;1140;1131;1097;1116;992;966;942;932;831;783;753;715;688;669;620;591;570;531;507;481;493;509;518;487;483;463;462;457;475;514;520;558;585;599;614;619;661;686;680;747;779;824;858;887;892;906;916;933;952;999;973;981;1011;1011;1013;974;971;914;947;940;936
US Florida;21477737;138887;112066;521.7775038404;0.2128197775;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;11.5;14;17;18;19;26;30;48;74;112;137;180;307;381;508.5;644;813;1153;1393;1654;2323;2715;3686;4130;5332;6152;6641;7620;9065;10453;11321;12153;13335;13773;14009;14766;14731;15109;15128;15029;15556;14887;14534;14158;13845;13336;12748;12854;12468;12643;12345;12173;11537;11479;10682;10793;10609;10194;10082;10237;9944;9693;9996;9025;9162;9068;8844;9077;9209;9520;9282.5;9348;9510;9545;9505;9469;9847;10252;10126;10271;10764;10332;10232;10075;10486.5;10613;10575;10388;10503;11293;11508;12037;12631;13071;13158;13745;14737;15784;16474;18128;19405;20496;22662;23955;25743;28260;31039;33353;35313;37503;41643;44949;51989;58993;65507;69015;72325;76278;83180;88846;96255;102820;106230;110291;114769;118700;121191;121966;128736;136094;139195;142813;146669;148647;147517;149936;153947;156040;155836;157150;158161;160000;154044;150312;150348;149613;145604;143145;142459;137085;131490;127496;123120;120521;115763;112066
US Georgia;10617423;148959;48239;454.338119523;0.2260210751;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;7;12;17;22;31;41;65;98;120;145;195;277;407;493;577;747;994;1207;1477;1937;2297;2552;2688;3783;4441;5061;5411;5653;6047;6542;7792;8654;9041;9482;9793;9801;10506;10294;10349;10321;11363;11509;11654;11633;11063;10839;10946;10664;10536;10949;10598;10392;10636;10486;10076;10637;10301;10421;9830;9956;9927;9959;9837;10040;10014;10020;9709;9703;9411;8841;9099;8713;9010;8951;8966;9112;9600;9397;9417;9095;9089;9212;8989;9139;9285;9537;9486;9247;9442;9403;9177;9060;9153;9519;9559;9903;10113;10515;10695;10796;10871;11136;11065;11388;12500;12803;13431;14429;15401;16122;17212;18184;19529;21003;22213;24207;26797;28484;29510;30815;31136;32792;34509;35632;38216;39416;39716;41152;42672;43597;43566;44690;46553;47607;48511;48518;48412;49861;50190;50787;51027;50274;51089;50489;51011;51169;50140;50054;49860;48960;49411;48307;47603;48239
US Guam;162742;543;72;44.2418060488;0.1747572816;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;8;12;14;15;26;28;31;36;44;50;54;55;55;64;69;70;70;78;85;84;89;88;83;79;78;77.0909090909;75.1818181818;64.2727272727;56.3636363636;51.4545454545;49.5454545455;40.6363636364;21.7272727273;20.8181818182;12.9090909091;9;7;11;9;9.9090909091;10.8181818182;11.7272727273;12.1363636364;12.5454545455;13.4545454545;14.3636363636;16.2727272727;15.1818181818;16.0909090909;17;16.1666666667;10.3333333333;9.5;8.6666666667;7.8333333333;7;7;7;7;8.2;8.4;11.6;12.8;14;14.0833333333;14.1666666667;14.25;14.3333333333;15.6666666667;17;17.5;19;18.5;16.8;15.6;14.4;14.2;13;13.75;13.7;13.65;13.6;12.3;11;12;11;11.5;12;11.3333333333;10.6666666667;9;10;14;20.8;42.6;43.4;44.2;45;49;62;64;65.3333333333;67.3333333334;69.3333333333;73;79;87;86;66;71.5;77;78;76;64;62;61.6666666667;59.5833333333;57.5;53.75;46;34;28.5;27;22.5;18;24;23;23;27;28;30.75;33.5;36.25;38;40;41.5;52;50.5;49;48;59;65;74;72
US Hawaii;1415872;16635;1566;110.60321837;0.5027287319;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;7;10;14;16;26;36;47;54;75;88;93;104;118;149;168;194;194;242;259;282;303;315;310;320;340;336;345;335;324;300;309;272;256;234;223;209;197;176;157;154;136;117;107;103;92;83;77;66;46;40.5;37;39;34;33;29;28;26;27;26;25;19;19;19;19.5;19.5;16;17;18;12;12;11.25;9.5;8.75;6;10;11;12;12;12;12;11;8;22;30;31.75;32.5;38.25;41;45;57;72;76;83.5;87;90;107;125;130;139;140;137;150;158;160;149;171;164;177;182;184;186;196;209;214;252;259;280;292;328;321;343;347;366;365;359;355;358;363;347;341;360;391;420;463;468;493;573;678;777;843;861;1055;1173;1328;1424;1566
US Idaho;1787065;214045;6658;372.5661909332;0.2783212106;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;6;7;9;11;23;31;42;47;50;73;123;186;226;256;304;408;516;658;868;982;1035;1054;1120;1137;1109;1164;1166;1146;1116;1038;939;918;718;642;591;571;566;556;570;483;474;480;471;464;488;397;406;380;393;411.5;370;361;356;342;335;343;348;343;341;340;336;354;358;353.5;349;349;348;356;390;396;405.3333333333;414.6666666667;406;407;418;414;420;435.5;451;457;484;520;516;513;513.6666666667;514.3333333333;521;529;533;550;560;558;556;607;642;689;760;867;966;1065;1182;1385;1563;1795;1920;2105;2290;2577;2738;2850;3123;3364;3603;3798;4137;4324;4563;4780;5186;5366.5;5650;5601;6075;6540;6758;6932;7140;7214;7283;7353;7308;7336;7322;7275;7292;7504;7234;7113;6969;6812;6471;6409;6412;6385;6663;6658
US Illinois;12671821;143793;22873;180.5028653735;0.1179032774;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;5.5;6;6.5;7;19;22;25;32;46;64;93;158;284;417;579.5;747;1040;1261;1516;1843;2512;2992;3444;4531;4964;5835;6692;7273;8319;9604;10207;10989;12014;13213;13884;14861;15689;16256;16968;17253;17613;18038;18671;18803;19101;19246;19510;20030;20512;21771;22597;23051;23858;24855;25762;27185;28480;29345;31142;32332;32903;33124;33939;34102;34308;33838;33124;34919;34343;35019;34314;33952;32692;32645;32068;32186;31813;31684;31711;32563;33010;30174;29608;27896;27086;26460;26069;24749;24818;23412;22073;20471;19094;17453;17122;16741;16255;15494;14604;13815;13144;12643;11652;11216;10880;10555;10214;10005;9085;8889;8979;9107;9285;9398;9372;9637;9738;10020;10296;10402;10630;10611;10763;10749;11014;11138;11555;11964;12272;12417;12400;12759;13147;13637;14051;14377;14936;15304;15922;16528;16800;17031;17618;17966;18335;18541;19056;19609;19972;20474;20599;21115;21276;21605;22109;22873
US Indiana;6732219;92789;11767;174.7863520186;0.160560536;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;6;10;12;13.5;15;19;23;28;37;54;77;122;195;252;353;463;628;957;1201;1482;1751;2110;2500;2961;3335;3827;4210;4685;5142;5466;5706;5926;6203;6414;6450;6368;6390;6503;6717;6688;6799;6742;6590;6495;6688;6773;6960;7084;7725;8061;8227;8293;8476;8654;8723;8821;8936;9432;9464;9466;9337;9114;8666;8539;8291;8218;8025;7985;7845;7748;7672;7404;7433;7263;7169;7250;7088;6951;6964;7015;6903;6931;6796;6575;6532;6438;6160;6169;6096;6021;5908;5955;5900;5680;5588;5332;5335;5600;5549;5301;5342;5168;5064;5026;5010;4838;4803;4907;4994;5032;5021;4798;4808;4939;4949;5169;5371;5585;5698;5755;5923;5920;6160;6504;6682;6809;7091;7418;7693;7898;8222;8563;8875;9290;9610;10027;10298;10441;10760;10870;10993;10929;11173;11341;11468;11286;11227;11339;11302;11413;11656;11767
US Iowa;3155070;144669;6612;209.5674580913;0.1369426092;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;13;14;16;17;18;22;23;29;38;45;68;90;102;116;132;165;219;281;318;402;474;520;576;654;718;778;841;924;1000;1091;1153;1212;1251;1286;1402;1446;1527;1633;1727;2034;2213;2593;2603;2654;3057;3582;3889;4158;4477;4848;5004;5552;6128;6267;6544;6470;6656;7135;7012;6579;6483;6505;6536;6446;6530;6165;5687;5482;5252;5238;5210;5111;5047;5222;5293;5204;4791;5071;4898;4877;4916;4901;4742;4667;4441;4635;4648;4585;4415;4410;4533;4191;4365;4411;4473;4374;4356;4163;4406;4049;4123;4018;4296;4064;4137;4154;4259;4349;4295;4563;4729;4828;4990;5355;5154;5545;5390;5606;5656;5804;6043;6298;6635;6582;6747;6842;6840;6923;7293;6866;7370;7509;7445;7284;7394;7287;7024;7129;7025;6928;6986;6906;6860;7069;6769;6675;6568;6866;6727;6594;6612
US Kansas;2913314;211754;5174.6666666667;177.6213160225;0.1688970124;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;6;6;7;10;14;15;33;43;53;62;80;96;123;164;196;254;311;357;413;466;518;576;643;683;763;802;920;938;964;1007;1018;1008;998;1012;1036;1085;1092;1102;1141;1125;1165;1376;1611;1788;1837;1952;2065;2244;2650;2744;2956;3181;3259;3433;3523;3662;3724;3695;3774;3788;3801;3730;3439;3437;3291.3333333333;3158.6666666667;3095;2981.5;2805;2604.5;2457;2293.6666666667;2183.3333333333;2102;1985.5;1869;1851;1833;1779;1725;1671;1651;1631;1533;1435;1434;1433;1432;1453.5;1475;1401.5;1328;1354.6666666667;1381.3333333333;1408;1459.5;1511;1588.5;1666;1715.6666666666;1765.3333333334;1815;1986.5;2158;2324.5;2491;2668.6666666667;2846.3333333333;3024;3166.5;3309;3584.5;3860;4052;4244;4436;4542;4648;4860.5;5073;5253.6666666666;5434.3333333334;5615;5779;5943;5994.5;6046;6175;6304;6433;6459.5;6486;6492;6498;6370;6242;6114;6025.5;5937;5892;5847;5745.3333333334;5643.6666666666;5542;5577.5;5613;5571;5529;5174.6666666667
US Kentucky;4467673;102269;7814;174.9008935972;0.2259818382;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;8;9.5;11;13;15;20;21;25;34;46;52;96;100;118;149;188.5;237;288;378;418;458;565;645;723;777;818;851;884;992;1148;1445;1464.5;1446;1524;1568;1619;1611;1659;1691;1790;2005;2042;2043;2027;1788;2012.5;2065;2111;2098;2165;2248;2279;2357;2297.5;2170;2195;2630;2561;2648;2509;2535;2484.5;2531;2478;2541;2517;2565;2683.5;2748.5;2824;2296;2233;2157;2138;2131;2181.1666666667;2231.3333333333;2224;2050.5;1959;2020;2016;2167.5;2116;2292;2538;2691;2861;2810.5;2736.3333333333;2799.6666666667;2806;2814.5;3011;2981;2842;2601;2644;2585;2492;2477;2343;2368.5;2363;2433;2480;2672;2664;2600.5;2686;2700;2795;2847;2882;2922;3004.6666666667;3143.3333333333;3313;3378;3556;3628;3811;4075.5;4157;4306;4599;4835;5004;5229;5549.3333333333;6267.6666666667;6262;6541;6621;6902;7261;7643;7690;7948;7903;8050;8303;8546;8539;8024;8094;8137;8201;8107;7865;7814
US Louisiana;4648794;111898;23092;496.7309801209;0.1793609122;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;14;36;51;88;113;133;234;339;461;564;817;1138;1342;1730;2222;2627;3178;3389;3840;4998;6151;8803;9824;11916;12173;13695;14896;15235;15978;16507;16699;17055;16991;16281;15527;13382;12821;11084;10918;9656;8570;8228;7456;6887;6498;6178;6052;5768;5709;5469;5593;5560;5412;5150;5142;5141;4913;4715;4905;4827;4747;4764;5002;5488;5126;4977;5092;5036;5042;4917;5852;6070;5623;5569;5994;6004;5835;5313;5352.5;5460;5484;5632;5708;5817;5058;5064;5446;5647;5241;5558;5533;5670;5805.5;6706;6703;6831;6960;7501;7012.5;6526;6899;6962;7189;7983;8447;8943;9774;9219.5;9617;9909;10389;11544;12986.5;14774;14872.5;15448;16088;16668;17674;18579;19867;21300.5;21886;22746;23947;23953;24850;25301;25890.5;26480;28565;28320;29203;29656;29098;28851;29452;30090;28996;28642;28070;27690;27865.5;28041;25954;27878;26589;25596;25012;23092
US Maine;1344212;79883;236;17.5567544405;0.0586189767;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;17;32;43;53;57;73;89;107;125;149;154;165;208;250;258;271;301;323;375;383;381;392;394;388;405;418;405;380;423;431;426;420;395;391;397;376;369;370;377;379;374;382;325;306;286;299;296;305;318;330;338;347;393;409;418;421;439;437;459;470;480;496;502;508;515;565;547;574;605;619;612;632;622;624;623;634;638;636;636;599;569;534;511;515;514;497;500;478;495;475;468;461;442;418;432;431;414;387;383;388;380;403;381;397;398;409;434;458;450;460;459;458;452;446;443;416;397;366;348;339;313;284;270;263;249;272;288;283;270;251;258;270;275;274;272;288;290;276;291;271;259;252;262;260;257;236
US Maryland;6045680;25142;11527;190.6650699342;0.1218743722;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;5;6;9;12;17;26;31;35;57;83;105;146;187;240;283;343;414;568;757;966;1208;1376;1603;1900;2224;2609;2935;3365;3757;4022;5106;5605;6194;6702;6986;7523;7812;8047;8453;8814;9183;9221;9639;9822;9246;9552;9648;10072;10356;10551;10641;10817;10958;11900;12165;12632;12724;12924;13388;13637;13869;13768;14006;13886;13948;13963;14161;13514;13495;13342;13354;14429;14160;14157;13939;13961;13726;13779;13626;13611;13806;14002;14047;13974;13565;12629;12659;12327;12346;11987;11660;11252;11217;11042;10488;9625;9290;8923;8705;8234;7987;7371;6778;6474;6333;6199;6103;5872;5580;5502;5145;5076;5222;5150;4949;5194;5413;5385;5326;5301;5389;5524;5670;5795;6017;6332;6273;6701;7098;7241;7410;7865;8499;8781;9149;9311;9389;9856;10587;10639;11349;11264;11269;11513;11975;12159;12143;12459;12309;12254;12169;12040;11527
US Massachusetts;6892503;20202;5443;78.9698604411;0.0450911682;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;23;38;64;97;118;154;226;309;419;536;661;1034;1706;2276;3094;4086;4757;5529;6368;7452;8638;9989;11211;11855;13061;14044;14953;16525;17727;18608;20525;21141;21588;22331;23625;24822;25890;27418;27677;28064;28221;29149;30091;30582;29557;29668;30193;30295;29713;29186;28736;28267;27671;27103;27112;25729;24364;23395;22855;22000;21030;20232;19977;19110;18670;17923;17965;17654;16945;16363;15556;14919;14882;14809;14361;13723;12713;12091;11368;10955;13753;13238;12622;11979;11668;11470;10761;10355;10196;9936;9772;9547;9094;8638;4885;4722;4559;4359;4093;3804;3625;3584;3550;3455;3170;3011;3048;3064;3078;2997;2992;2916;2978;2902;2913;2927;2899;2991;3060;3040;2955;2930;3059;3248;3204;3243;3251;3400;3560;3652;3695;3718;3750;3875;3870;4040;4099;4052;4337;4517;4733;4802;4924;4868;5170;5323;5227;5306;5443
US Michigan;9986857;146435;10324.5;103.380873482;0.1073333264;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;18;34;52;72;98;128;168;254;358;497;702;945;1196;1471;1915;3625;4479;5204;6121;6895;7654;8808;9797;10838;11773;12854;13669;14304;15430;14995;15715;16100;16360;16558;16636;16723;16809;16729;16621;16373;16115;15882;15339;14959;14287;14079;13741;13448;13099;12709;12625;12641;12598;12558;12283;12123;12007;11925;11955;12050;11920;11643;11472;11315;10908;10426;10037;9619;9469;9244;9295;10103;9970;9531;9447;9351;9249;9003;9079;9020;8879;8726;8561;8424;7628;6434;6003;5761;5429;5298;5290;5001;4527;4231;4006;3746;3621;3512;3472;3092;2721;2652;2556;2515;2486;2272;2166;2115;2182;2276;2631;2742;2853;3030;3373;3540;3657;3843;3892;4138;4459;4592;4880;5078;5036;5230;5312;5703;5996;6074;6356;6691;6830;6975;7136;7824;8161;8418;8757;8927;9126;9159;9179;9368;9387;9496.5;9885;9975;10094;10061;9942;9981;9994;9893;9979;10116;10163;10225;10398;10324.5
US Minnesota;5639632;206232;9810;173.94751998;0.1632252375;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;5;11;21;43;62;90;128;179;246;269;287;302;325;347;388;433;481;522;578;597;597;644;670;704;769;816;831;868;937;988;1032;1072;1092;1119;1139;1189;1249;1348;1430;1549;1630;1697;1860;2020;2224;2633;3056;3321;3648;4175;4623;5147;5630;6068;6283;6497;7045;7424;7752;8058;8252;8194;8040;8192;8255;8304;8449;8627;8634;8605;8752;8966;9099;9254;9334;9444;9569;9145;9265;9216;8994;8650;8476;8306;7910;7534;7280;6708;6314;6088;5867;5912;5558;5211;4859;4450;4284;4149;3796;3506;3407;3385;3343;3614;3932;3791;3603;3564;3705;4153;4568;5078;5168;5421;5420;5535;5593;5413;5216;5342;5664;5826;6040;6151;6538;6732;6911;6867;7026;7137;7389;7590;8068;8538;8324;8372;8558;8721;8720;8872;9031;9111;9205;9345;9450;9718;9743;9453;9705;9818;9919;9697;9810
US Mississippi;2976149;121531;15549;522.4536809145;0.2333073253;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;6;10;12;21;34;50;79;139;206;248;319;375;479;571;650;744;831;916;1039;1127;1278;1315;1431;1489;1595;1626;1775;1890;1979;2023;2095;2150;2287;2447;2435;2519;2636;2774;2801;2891;2893;2965;3076;3130;3152;3255;3209;3191;3419;3467;3276;3365;3491;3530;3533;3656;3660;3590;3580;3566;3521;3668;3589;3682;3746;3555;3497;3543;3536;3534;3627;3751;3784;3823;3954;3889;3989;4106;4205;4320;4316;4355;4338;4135;3764;4018;4310;4394.5;4439;4415;4301;4119;4015;4047;4132;4319;4410.2;4540.4;4859.6;4687.8;4519;4772.5;4941;5729;5975;6183;6376;6768;7095;7259;7799.8;8422.6;9045.4;8942.2;8970;9316;9464;9075;9556;9888;10395;10113;10295;10667;11027;11107;11172;11738;12632;13310;14183;14462;15041;15678;16017;16277;16757;17237;17782;17918;18035;17915;17236;16675;16373;16347;15773;15549
US Missouri;6137428;178040;16670;271.6121476293;0.2905244079;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;4;5;6;8;13;23;46;70;87;180;266.5;348;494;661;828;924.5;1018;1313;1563;1810;2066;2218;2277;2539;2767.5;2971;3037;3130;3186;3225.5;3357;3359;3314;3277;3170;3226;3300;3085;2904;2810;2782;2826;2802;2837;2783;2617;2530;2451;2552;2637;2719;2947;2975;2965;3020;2864;2840;2847;2747;2703;2717;2755;2621;2521;2403;2191;2164;2130;1999;2069;2086;2144;2249;2285;2350;2356;2339;2287;2358;2382;2495;2535;2717;2695;2690;2565;2567;2622;2695;2717;2790;2848;2852.5;2862;2839;2858;2851;2948;3148;3450;3409;3592.5;3681;4031;4329;4451;4575.5;4854;5137;5302;5375;5629;5625;5433;5713;6123.5;6336;6578;6652;6872;6868;6847;7275;7787;8139;8458;9033;9658;9768;10133;10859;11701;12786;13576;14484;15160;15997;17036;18412;19035;19010;18746;19263;19318;19258;18683;18027;16670
US Montana;1068778;376962;1629;152.4170594829;0.3331969728;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;7.5;8;10;12;16;20;31;34;46;53;70;107;124;147;163.5;176;198;215;227;245;255;265;273;279;283;257;248;233;223;215;196;188;179;161;147;136;118;107;88;79;68;61;55;52;48;38;32;29;23;22;19;17.6666666667;15.3333333333;14;13.3333333333;10.6666666667;10;10;10;11;12;13;13;13;15;21.3333333333;21.6666666667;21.3333333333;21.3333333334;21.3333333333;21.3333333333;19.6666666667;19;21;27;37;46;49;52;47;60;61.6666666667;60.3333333333;65;67.6666666667;73.3333333333;80;78;80;83;86;90;91;105;116;125;158;172;192;189;205;240;256;264;262;310;353;386;428;462;469;495;509;584;605;663;764;825;895;924;985;1080;1148;1238;1304;1321;1372;1385;1442;1444;1446;1583;1584;1538;1523;1580;1583;1599;1610;1660;1612;1602;1616;1692;1718;1629
US Nebraska;1934408;198974;3930;203.1629315015;0.1398377455;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;10;13;14;17;18;21;24;27;32;37;47;47;49;56;63;72;82;91;127;151;186;219;247;283;315;359;395;458;494;550;604;683;669;699;691;706;787;817;924;1065;1201;1203;1246;1489;1721;1941;2214;2487;2473;2832;3215;3700;4039;4436;4435;4716;4958;5066;5410;5502;5287;5214;5318;5291;5135;4934;4894;4438;4542;4408;4351;4235;3831;3755;3819;3783;3927;3901;3845;3882;3685;3753;3720;3765;3744;3692;3717;3554;3500;3397;3264;3049;3054;2859;2728;2624;2506;2420;2360;2298;2212;2164;2176;2205;2209;2196;2031;2011;2142;2174;2191;2146;2084;2037;2069;2120;2119;2089;2109;2204;2277;2253;2223;2273;2357;2540;2669;2682;2701;2654;2654;2801;2989;3061;3195;3397;3397;3446;3500;3440;3443;3632;3850;3910;4119;4109;3988;4003;4003;3930
