Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08
US Nevada;3080156;284332;0.4422641006;0.0136442203;0.015779933;0.0162470431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4422641006;0.3420739232;0.2831343116;0.2468826436;0.2554728415;0.2643616997;0.2665348686;0.245829052;0.2291636733;0.2193171178;0.2239378967;0.2345424234;0.2234630854;0.2119387621;0.1940436098;0.1576391662;0.133166836;0.1062476713;0.0948023784;0.0842955378;0.0776624147;0.0773945047;0.0739622875;0.0713090986;0.0630626907;0.0552303007;0.0485678609;0.0461276798;0.0432893178;0.0427068052;0.041622978;0.0408001115;0.0383781037;0.0340009261;0.0313693511;0.0296362738;0.0320255406;0.0341008705;0.0339163084;0.031317287;0.0266961654;0.0229341647;0.0207986155;0.0225771706;0.0245971139;0.026236834;0.0250133703;0.0221952448;0.0189571824;0.0161869071;0.0163114828;0.0172201115;0.0183280113;0.0179422575;0.0175535187;0.016271784;0.0161773163;0.0164018638;0.0159650786;0.0165037219;0.0155296129;0.0162842183;0.0165624728;0.0161684708;0.0166772875;0.0180434045;0.020091436;0.0211878301;0.020271566;0.0178269336;0.015499387;0.0139072272;0.0145548079;0.0147701988;0.0146632179;0.0142830966;0.0136868167;0.0136442203;0.0143807094;0.0159393762;0.0176893614;0.0184726841;0.0193462956;0.0189062769;0.0189938177;0.0197073672;0.0210309162;0.0227055737;0.0221734548;0.0222078179;0.020854315;0.0205416863;0.0217794439;0.0239225747;0.0265483688;0.0276116232;0.0285134712;0.0281356282;0.0285075318;0.0289079423;0.0332873582;0.0385590547;0.0442628453;0.0474032837;0.0453433694;0.0412393011;0.0375238658;0.0376113316;0.0393628318;0.0395372824;0.0379209483;0.0343404219;0.0305553284;0.029364062;0.0295489494;0.0316828861;0.0327632229;0.0338667186;0.0335357805;0.0341800361;0.0360636027;0.0381647998;0.0397118958;0.0383671875;0.035502308;0.0316014181;0.0290533748;0.0280311244;0.0275104197;0.0268982845;0.0256650021;0.0245087828;0.0235266512;0.0231252125;0.0229869209;0.0227225798;0.0229645341;0.0226816777;0.0221117318;0.0205736734;0.0184766757;0.0169109035;0.015779933
US New Hampshire;1359711;23187;0.3233253839;0.0031490774;0.0045069071;0.0112726194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3233253839;0.2967431533;0.2465589881;0.2231812976;0.2008830158;0.2051970575;0.1944279679;0.1855347898;0.1813605873;0.1989677064;0.2199043913;0.2272779664;0.2170654564;0.1702554814;0.1320912569;0.1066397483;0.1052127447;0.1057867959;0.10326912;0.0889988038;0.0713071699;0.0575030806;0.0492953772;0.0495722987;0.0503601667;0.058182071;0.0637980177;0.0678119807;0.0678109681;0.0582781439;0.0467709086;0.0380330098;0.0376659251;0.040290843;0.0433504554;0.0418544349;0.0401658252;0.0384570788;0.0389144374;0.0394836874;0.0376585205;0.0369530944;0.0388712311;0.0432648728;0.0511327078;0.0527954605;0.0474380822;0.0378474627;0.0291370114;0.0283012271;0.0294598146;0.0336306596;0.0333226431;0.029943935;0.0256020079;0.023403306;0.0232544235;0.0234255393;0.022934443;0.0194699555;0.0165235327;0.016469014;0.0196265672;0.0242773784;0.0257457817;0.0239459315;0.019817026;0.0140994335;0.0115539564;0.010867916;0.0137337316;0.0164081349;0.0186252734;0.0184331197;0.0170498602;0.0146848996;0.0131093325;0.0142622469;0.0146041783;0.0148463596;0.0124727439;0.0094631889;0.0076663143;0.0069827715;0.0079074293;0.0081757068;0.0081207019;0.0076364824;0.0067340142;0.0062159941;0.0055373534;0.0057860727;0.0060228124;0.0060347864;0.0056443398;0.0045649091;0.0041223666;0.0043825153;0.0051199906;0.006077049;0.0065709279;0.0060027412;0.0051188475;0.0039717094;0.0034040457;0.0033602285;0.0034906049;0.0039523066;0.0040259497;0.0037260483;0.0034284436;0.003189293;0.0032070629;0.0034343331;0.0037850632;0.0040217061;0.0041188233;0.0039239196;0.0041251598;0.0043254315;0.0046211385;0.0046333077;0.0041791834;0.0037032434;0.0034053771;0.0035006214;0.004652092;0.0057148207;0.0067509606;0.0069341646;0.0058154291;0.0045401692;0.0031490774;0.0034096502;0.0039052774;0.0044655043;0.0044933542;0.0040048555;0.0036639974;0.003547919;0.0045069071
US New Jersey;8882190;19047;0.594778479;0.0007887439;0.0019366627;0.0019993372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4515959323;0.5007375128;0.5116164957;0.5425844211;0.594778479;0.557388902;0.5278695791;0.4753147264;0.4347509985;0.4225955257;0.3860514786;0.3793303256;0.3481868057;0.3354862089;0.3217810252;0.2879524279;0.2476912937;0.210448122;0.188631447;0.1724092294;0.1645698571;0.1522880725;0.1408458081;0.1215660462;0.1036426136;0.0891825637;0.0794697348;0.0741624046;0.0705029062;0.0661203694;0.0627777581;0.0570230809;0.0536387033;0.0505258338;0.0476325094;0.0464883474;0.0439104966;0.0434364907;0.0417931509;0.0412718703;0.0392333674;0.0366038989;0.0340436728;0.0310550028;0.0289422199;0.0262470462;0.0243629158;0.0225252707;0.0213637874;0.0215207891;0.0208149554;0.020096184;0.0181964473;0.0160669333;0.014373699;0.0130761337;0.0127538608;0.0120519652;0.0111837722;0.0097500197;0.0083697548;0.0074995207;0.0073595564;0.0076558953;0.0083964572;0.0087689099;0.0090004539;0.0088162185;0.0084970624;0.0077518851;0.0069262396;0.006297768;0.0056818299;0.0055243097;0.0055142818;0.0058620625;0.0059978431;0.0060483225;0.005674528;0.0050437243;0.0043099591;0.0037613754;0.003599757;0.0035280274;0.0035218879;0.0032806897;0.0028178556;0.002481767;0.0023144319;0.0024133192;0.0025879339;0.0025230901;0.0023262414;0.0020466874;0.0018236804;0.0017894471;0.0018511667;0.002001819;0.0021039293;0.0020577805;0.0019696601;0.001777869;0.00164951;0.001612698;0.0016494946;0.0017623838;0.0017143237;0.0016842019;0.0015667145;0.0016112732;0.0017966356;0.0019442525;0.0020862358;0.0019783217;0.0018636453;0.0016350498;0.001431885;0.0013725308;0.0014061553;0.0016053439;0.00172966;0.0018251505;0.001850432;0.0018092907;0.0016841875;0.0014827403;0.0011506234;0.0008811975;0.0007887439;0.0009413611;0.0012426173;0.0015593202;0.0019191315;0.0022028619;0.0024520765;0.0026088223;0.0026910002;0.0025366171;0.0024826866;0.0023960496;0.0023793013;0.0022807995;0.0020812893;0.0019459922;0.0018076919;0.0018668192;0.0019366627
US New Mexico;2096829;314161;0.2641960881;0.0089596519;0.0092524474;0.0088182611;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2565212539;0.2641960881;0.2633232088;0.2404499354;0.2077809063;0.1849775028;0.1642050481;0.1634535122;0.1743080514;0.2038699069;0.2280240035;0.235331968;0.2223918444;0.1813413309;0.141917887;0.1199979796;0.1286869844;0.1393954124;0.147368977;0.144227632;0.1365346015;0.1294570395;0.1341628524;0.1362346956;0.1272712542;0.1093465651;0.08163126;0.0665878587;0.0566937081;0.0602548245;0.0622256851;0.063130715;0.0603044982;0.0575596928;0.0528409006;0.0519664871;0.0561248628;0.0608385619;0.0644824325;0.0604271235;0.0536289755;0.0463590188;0.0448423057;0.0496445416;0.0541557881;0.0574270864;0.0534177427;0.0487957531;0.0434934376;0.0398745698;0.03884465;0.0375307011;0.0378384578;0.0352869571;0.0329296264;0.029966471;0.0291935323;0.0294956255;0.0295761573;0.0296568102;0.0277760923;0.0270554586;0.0247341192;0.0224798828;0.0211448922;0.0206341661;0.0221079615;0.0228289735;0.0226993567;0.0210257892;0.0185313744;0.0165632505;0.0158147622;0.0159876723;0.0159404587;0.015358091;0.0155112432;0.0160987599;0.0182503119;0.0214924331;0.02372444;0.0246144926;0.0225274344;0.0187582302;0.0150674475;0.0136237187;0.0141321483;0.0145597648;0.0134100411;0.0115275542;0.0100033947;0.0096308694;0.0104975017;0.0108618628;0.0122881652;0.0132347519;0.0141053936;0.0135319829;0.012234109;0.012216869;0.0130805517;0.015623531;0.0173321259;0.0176237035;0.0170351785;0.0156017263;0.0147895107;0.0149265106;0.0164320322;0.017981875;0.0189635113;0.0188749053;0.0183376506;0.018049962;0.0182686811;0.0185149811;0.0182743068;0.0179477299;0.0171629027;0.0171833353;0.017264748;0.0180402559;0.0185520041;0.0183387582;0.0175809365;0.0164572311;0.015982109;0.0162692949;0.0169626603;0.0175352156;0.0173558848;0.0174067004;0.0173044169;0.0175862296;0.0173481328;0.0161402835;0.0144641517;0.0123190728;0.0107152106;0.0095237706;0.0089904217;0.0089596519;0.0092524474
US New York;19453561;122057;0.5957167355;0.0014439022;0.0016320448;0.0016752375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4189131263;0.3484292596;0.3114660192;0.3169870028;0.332493911;0.3283790364;0.3713217843;0.4126720302;0.4892371185;0.5773138757;0.5902545388;0.5957167355;0.540722552;0.4585241335;0.3754752856;0.3019170952;0.2484112606;0.2143997254;0.1925827187;0.1744393584;0.1567730128;0.1391528561;0.1264109781;0.1183533475;0.1123420788;0.1063487913;0.0982320364;0.0884839524;0.0790658511;0.0725721487;0.0696979479;0.0687583134;0.0653972372;0.0592717406;0.0512471928;0.0457503963;0.0428465678;0.0422345257;0.0412113885;0.0379407354;0.0330867817;0.0274927488;0.0237397453;0.0215737598;0.0217147702;0.0244291767;0.0270910127;0.0278842295;0.0251856002;0.0206442768;0.0166253588;0.0142466744;0.0141284679;0.0140540634;0.0134008362;0.0118927211;0.010229124;0.0092327551;0.0087650831;0.0089272673;0.008904365;0.0083128037;0.0072776023;0.0062525432;0.0057743104;0.0059026014;0.0064076554;0.0068099118;0.0066653754;0.0059714088;0.0051405565;0.0046381059;0.0045552239;0.0047559409;0.0049250673;0.0047911879;0.0044448611;0.0039381453;0.0036707068;0.0036182342;0.0037836759;0.0039046882;0.0037683501;0.0035130926;0.0031890429;0.0030400973;0.0029730719;0.0029310045;0.002844603;0.0026523637;0.0024240284;0.0021592876;0.0019624102;0.0018792642;0.0019430648;0.0020209866;0.0020471366;0.0019807414;0.0018340886;0.0016967349;0.0016395873;0.0016767796;0.0017513257;0.0017735461;0.0017344224;0.0016454426;0.0015890448;0.0016298142;0.0017220456;0.0018034427;0.0017543242;0.0016228687;0.0014677197;0.0014439022;0.0015914599;0.0017978505;0.001929665;0.0018744478;0.0017071531;0.0015524806;0.0014841661;0.0015414916;0.001635524;0.0017153039;0.0017334224;0.0017478757;0.0017862447;0.0018489282;0.0019309179;0.0019589974;0.0019002047;0.0017450777;0.0016392552;0.0015911765;0.0016577355;0.0017560076;0.0018424223;0.00183118;0.0017309606;0.0016081563;0.0015127895;0.0015076711;0.0015541173;0.0016517797;0.001663567;0.0016213615;0.0015557269;0.0015036513;0.0015326626;0.0015750541;0.0016320448
US North Carolina;10488084;125920;0.4345671897;0.0115630354;0.0122325185;0.014712526;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2842282703;0.3001186521;0.3554030054;0.41252696;0.4345671897;0.3850388476;0.3373398596;0.3013997691;0.2783019841;0.2680612853;0.2519711222;0.2292877821;0.2086360959;0.1922419231;0.1710250416;0.1589144971;0.1395283767;0.1337140695;0.1269818433;0.1230638078;0.1189742617;0.1063623675;0.0981961262;0.0873912325;0.0815383919;0.0756409799;0.072948882;0.0692729852;0.0595777811;0.052136964;0.0477421596;0.0501402891;0.05436578;0.0557692429;0.0528322029;0.0463628465;0.0417500082;0.0421503137;0.0469953471;0.0506016793;0.0512124963;0.0474347521;0.0422835527;0.0416322606;0.042229199;0.0457869323;0.0443940489;0.0392292976;0.0332619326;0.0285147609;0.0302391403;0.0339398496;0.0386396492;0.0392072994;0.0355366836;0.0306211531;0.0264513768;0.0261529502;0.0286474965;0.03400784;0.0379127182;0.0388371859;0.0372165949;0.0333015919;0.0314001606;0.0304741122;0.033121674;0.0351494447;0.0360277951;0.0331619041;0.0276955783;0.0236258906;0.0228659279;0.0277310214;0.0327866561;0.0362190293;0.0347741098;0.0310589776;0.0286041202;0.0293007176;0.0328375594;0.0355772262;0.0358694972;0.0327142512;0.0287085496;0.0264537564;0.027545524;0.0310704786;0.0344625937;0.0352897371;0.0323965949;0.0279834298;0.0242002034;0.0237540388;0.0255505287;0.0282083956;0.0287234588;0.0264953435;0.0239162661;0.0216523316;0.0220431068;0.0235244213;0.0253046271;0.0262871304;0.0253328979;0.0247396332;0.0237008891;0.0242595639;0.0249827034;0.0250024519;0.0240068272;0.021835776;0.0204071226;0.0199376586;0.0208134461;0.0228059635;0.0244606278;0.025347222;0.0250161632;0.0235016321;0.0225031481;0.0217918758;0.0222273255;0.0224675656;0.0217184797;0.0203538683;0.0186838287;0.0178818116;0.0180054427;0.0186487628;0.0187990715;0.0180800821;0.0169005833;0.0158984036;0.0156525355;0.0159174389;0.0164085523;0.0160956172;0.0148428402;0.0134147877;0.0119100734;0.0115630354;0.0116020538;0.0122325185
US North Dakota;762062;178711;0.2431526801;0.0068356679;0.0190515308;0.0247031527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.130769716;0.1287683459;0.1571811124;0.2109794177;0.2431526801;0.2341615053;0.2087316911;0.1717307804;0.1478184254;0.1306939957;0.1167896529;0.1069264633;0.0968320948;0.0899634729;0.0831533382;0.0753995789;0.0659911621;0.0585546691;0.0537190613;0.0533677267;0.0527028436;0.0540831417;0.0574314046;0.0645585676;0.0853709867;0.1060588629;0.121728848;0.1158888943;0.0942685708;0.0696901499;0.0525991137;0.0504674911;0.0552501469;0.0647860856;0.0700133489;0.0703250181;0.063311907;0.0526438242;0.0440557568;0.0385883653;0.036601626;0.0351331239;0.0347417488;0.0349933435;0.036480918;0.0371258373;0.035197836;0.0309222859;0.0268769879;0.0268346698;0.0295960665;0.0339463079;0.0378117525;0.0385209685;0.0364123151;0.0331806673;0.03172551;0.0348483518;0.0398971858;0.0436652919;0.0421145615;0.0346411235;0.023829683;0.0144084963;0.0084143284;0.0068356679;0.0087244105;0.0111869339;0.0138083294;0.0134364367;0.0128220902;0.0121918963;0.0118431275;0.0130881508;0.0145233033;0.0159865918;0.0153854341;0.0134843252;0.0116678626;0.0109217872;0.0117111982;0.0121589191;0.0116131786;0.0101390372;0.0091781469;0.0088665217;0.0092338014;0.0096655171;0.0098110106;0.0095891234;0.0086507902;0.0082984071;0.0078437381;0.008122189;0.0087298912;0.0093478477;0.0101905622;0.0104959364;0.0109651336;0.0112321257;0.0117526782;0.0126695312;0.0134046635;0.0134610054;0.0126950758;0.0123175922;0.0134659431;0.0160170333;0.0189968898;0.0209447874;0.021885928;0.0213253167;0.0201004808;0.018991049;0.0187821116;0.0200746956;0.0218302553;0.0233225721;0.0228584162;0.0224295436;0.0221661594;0.0228247137;0.02344291;0.0234607632;0.0230153022;0.0224367589;0.0217104131;0.0203147223;0.0193079873;0.0184914668;0.0186823375;0.0183882191;0.0181164972;0.0176340804;0.0172867067;0.0179433142;0.0190515308
US Ohio;11689100;105829;0.3957919656;0.0094757272;0.0121953326;0.0131137573;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3895232116;0.3581770628;0.3674630111;0.3907862095;0.3957919656;0.3783134707;0.3370898194;0.2916671923;0.2702927814;0.2590519003;0.2515835381;0.2365713334;0.2089648546;0.1830123164;0.1619250103;0.1509852971;0.1452825936;0.1352569767;0.1245723423;0.1094818764;0.0963550478;0.0861851142;0.0783168181;0.0736581194;0.0683321935;0.0645089475;0.0597480452;0.0573233068;0.0581606416;0.0629342771;0.073902824;0.0883436294;0.1028569591;0.10870215;0.1009633249;0.0829057795;0.0607107667;0.0440876692;0.0346945869;0.0300019216;0.0276883664;0.0261661849;0.0276233462;0.0309032756;0.034130019;0.0357163937;0.0347324209;0.0320979441;0.0294789838;0.0276465449;0.0280955691;0.0292016996;0.0295115802;0.0291556165;0.0265908333;0.0241799478;0.0223158204;0.0216071093;0.0218012017;0.021114461;0.0204526719;0.0193502198;0.018239105;0.0183241715;0.0189701055;0.0200169684;0.0203048479;0.0198435933;0.0188131603;0.0172827063;0.0161966498;0.0156124356;0.0153546706;0.0152918167;0.0150299052;0.0142316604;0.0132841223;0.0123991245;0.0122144248;0.0120747315;0.0117477228;0.0111327133;0.0102216156;0.0096322728;0.0094757272;0.0097735618;0.0101492281;0.0101486096;0.0100196973;0.0097135551;0.0096150447;0.010323435;0.0113433373;0.0125509429;0.0132131245;0.0135458289;0.0136365275;0.0136522052;0.014255411;0.0153213914;0.0165688134;0.0175549567;0.0177939508;0.0171957783;0.0166570625;0.0171063353;0.0185071146;0.0197507192;0.0200851928;0.0190763066;0.0175893983;0.0168325654;0.0170918301;0.0185641438;0.0200621314;0.021364015;0.021785403;0.0211151327;0.0202846;0.019220762;0.019186811;0.0196946305;0.0200527671;0.0198603466;0.0184773138;0.0173356142;0.0166676351;0.0170664064;0.0179098196;0.0177020883;0.0168179241;0.0153022369;0.0144238568;0.0147438242;0.015713125;0.0163355258;0.0157195544;0.0139697666;0.0122615594;0.0112623935;0.0112160117;0.0117674655;0.0121953326
US Oklahoma;3956971;177660;0.3895656364;0.0102091546;0.021737672;0.0195243166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3180281;0.2224704978;0.2012087069;0.2451984321;0.3231551265;0.3823722293;0.3895656364;0.338907258;0.2554869325;0.1906222386;0.1684191941;0.1767571749;0.1905907207;0.1967935112;0.1780171516;0.1465571168;0.1187509849;0.0932741461;0.0832374649;0.0755388382;0.0718072189;0.0683642637;0.0599375535;0.0561218515;0.0507224952;0.0483961434;0.0465096104;0.043976059;0.0403818569;0.0363644474;0.0335904087;0.0318901589;0.0337515584;0.035720089;0.0364506139;0.0336416088;0.0277307481;0.0243146346;0.0215824748;0.0235609793;0.0274571951;0.0305992453;0.0329688899;0.0310448824;0.0288076731;0.0248039669;0.0227006911;0.0221723258;0.021935049;0.0221098865;0.0198245203;0.01837938;0.017523276;0.0187751167;0.0213623497;0.0234047049;0.0243808154;0.023222862;0.0210854281;0.0180528287;0.0166583619;0.0170562895;0.0193717621;0.0210536131;0.0201311654;0.0171800971;0.0135452693;0.0108877954;0.0102091546;0.0102710275;0.0107434817;0.0113553413;0.0121717797;0.0134444998;0.0145033468;0.0146760555;0.013555275;0.0126862849;0.0114893556;0.0124780048;0.0138826769;0.0157437639;0.0181797346;0.0204199452;0.0230479158;0.0241665152;0.0245555062;0.0247486792;0.0273345711;0.0312959559;0.0356475152;0.0389838369;0.0384458664;0.0365019019;0.0340806464;0.0332386691;0.0342838648;0.0342695048;0.0332998934;0.0296263149;0.0272968082;0.0267171988;0.0282982569;0.0305516542;0.0321255244;0.0324772618;0.0311010643;0.0316042609;0.0327538969;0.035438829;0.037224788;0.0375100283;0.0351631502;0.0317945458;0.0311265754;0.0328948441;0.0356346242;0.0374836389;0.0373884886;0.0333812368;0.0273937947;0.0227573429;0.0214091117;0.0231398524;0.0273447547;0.0314074453;0.0343114809;0.0361551537;0.037426048;0.0377286942;0.0357662611;0.032408622;0.0298689379;0.0269812185;0.0241275461;0.0213908454;0.0191568067;0.0194046363;0.0204495194;0.021737672
US Oregon;4217737;248608;0.2915760613;0.0077691202;0.0155748816;0.0181236674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1909120758;0.1952902143;0.1656467908;0.1350581801;0.1646742019;0.2068297985;0.2655054021;0.2915760613;0.2651718468;0.2356155078;0.1929459663;0.184361199;0.1815661047;0.1982146288;0.214365002;0.2119142152;0.1938026373;0.1626993713;0.1360330552;0.118088296;0.1079785615;0.1024567139;0.0991623926;0.0917204951;0.082638306;0.068603183;0.0597517451;0.0511858343;0.0453946808;0.0455037732;0.0462152255;0.049791641;0.0484877889;0.043497263;0.0370466315;0.031231716;0.0321739301;0.032104969;0.0314692326;0.0290881358;0.028086686;0.0274399626;0.0281435838;0.0288121367;0.0282709419;0.0265085256;0.0236625806;0.0220669579;0.0215877456;0.0225452243;0.023272155;0.0235563481;0.0237891941;0.0246436317;0.0258958116;0.0267441348;0.0272260902;0.0265815493;0.0255904863;0.0239761832;0.0219426483;0.0202620246;0.0191356573;0.0188950904;0.0175141913;0.0161011787;0.0140734336;0.0134128247;0.0129246937;0.0125788282;0.0118614078;0.0102091008;0.0091301909;0.0077691202;0.008217793;0.0087049236;0.0102749273;0.0115969224;0.0124193853;0.0129582494;0.0125130673;0.0125422553;0.0126759591;0.0137175114;0.0156608589;0.018722009;0.0216944224;0.0229117092;0.0222986051;0.0214675719;0.0215618667;0.0234678599;0.0253707582;0.0268059443;0.0287244522;0.0294350908;0.0307882607;0.0304370654;0.0290971529;0.0280615682;0.026841192;0.0268053087;0.0258141929;0.0241263266;0.0239231302;0.024731793;0.0270043024;0.0283216465;0.0278551115;0.0265238963;0.0260534584;0.028281839;0.0316103812;0.0339413507;0.032545544;0.0289489326;0.0246858176;0.0228176373;0.02295768;0.0251555;0.0275803576;0.0282849712;0.0283178967;0.0266796781;0.0265489785;0.0259416266;0.0260102299;0.0263751717;0.0255316609;0.0248838233;0.0228369437;0.0211566038;0.0202324932;0.0203720037;0.0212142325;0.0214280808;0.0207993538;0.0196769457;0.0192624116;0.0193278997;0.0197810062;0.0194401021;0.0183197212;0.0171193876;0.0158700053;0.0151513989;0.0151881717;0.0155748816
US Pennsylvania;12801989;115883;0.4118817926;0.004195841;0.0065995119;0.0069321873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4118817926;0.3887872955;0.3132886555;0.2904072326;0.2867845815;0.3322820234;0.3684055828;0.3836794502;0.3782803487;0.3547600552;0.3355998725;0.345575416;0.3547136562;0.3550850103;0.3363873387;0.2926222825;0.2509869069;0.2197875792;0.205540319;0.2003381431;0.1988002421;0.1939902918;0.1822369722;0.1644175418;0.1451944506;0.1311450116;0.120765345;0.1127185457;0.1015910174;0.0879577291;0.0737635313;0.06160793;0.0540300057;0.0505545655;0.0508056093;0.0510612242;0.0496392966;0.0457081922;0.0405280676;0.0368944151;0.0362944094;0.0371372673;0.0375228658;0.0353675631;0.0322717198;0.0288078009;0.0270917877;0.0269523653;0.0276144421;0.0274980719;0.0257355254;0.0232739987;0.0203820395;0.0187901583;0.0186600124;0.0196269931;0.0210271189;0.0207977283;0.0194831777;0.0170602363;0.0149475163;0.0142916822;0.0144057222;0.0149400007;0.0146690959;0.013686367;0.0126544114;0.0121371744;0.0121857594;0.0125644571;0.0124491851;0.0117933763;0.0104836957;0.009439685;0.0087690966;0.0096148787;0.0106767365;0.011528169;0.0110820534;0.0095355093;0.0081217072;0.0070754806;0.0069532369;0.0071359554;0.0072840427;0.0071155323;0.0069096765;0.0063907056;0.0060396418;0.0053372162;0.0049268984;0.004485386;0.004195841;0.0042614934;0.0042687735;0.0045153784;0.0046578759;0.0050811489;0.005548767;0.0058402125;0.0059634849;0.0059413344;0.0059959155;0.0062117141;0.0064863794;0.0067103999;0.0067016184;0.0066564478;0.0066149523;0.0069167486;0.0073669946;0.0077554132;0.0077358611;0.007186722;0.0069336166;0.007026721;0.0076951734;0.0085690541;0.0090625959;0.0090809985;0.0083834228;0.0077862188;0.0075934342;0.0077925335;0.0085458509;0.0089906123;0.0090699354;0.0086179986;0.0083037861;0.0080635322;0.0080268025;0.0084072398;0.0089008465;0.0093847915;0.0093638527;0.0092446659;0.008816424;0.0085400654;0.0084476729;0.0083461098;0.0080667855;0.0074766655;0.0069837733;0.0064947663;0.006341277;0.0064197847;0.0065995119
