Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08
US Delaware;973764;5047;0.247866224;0.0046917508;0.0064230857;0.0036905147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2421015078;0.2330732542;0.247866224;0.2468985482;0.2465031049;0.2392027681;0.2210028635;0.2056736453;0.188842607;0.1702890443;0.1539888582;0.1428032021;0.1521239582;0.1590020167;0.1761234618;0.1866827024;0.1812604997;0.1688074301;0.1488989999;0.1368929761;0.1172814755;0.098072356;0.0821739305;0.077105414;0.0764455743;0.0832910012;0.0844101079;0.0779677798;0.0715782854;0.0638742472;0.0677583957;0.0666631124;0.0657194678;0.058874173;0.0563452789;0.056771438;0.0643891921;0.0671570307;0.0602108416;0.0499644163;0.0356171236;0.0315542763;0.026995085;0.0262107533;0.0284902757;0.0303134396;0.0350345122;0.0366905495;0.0346316684;0.0307530284;0.0259651516;0.0253598239;0.0265456149;0.028073852;0.028965584;0.027613772;0.0249850112;0.0227412886;0.0213983351;0.0217148925;0.0212220451;0.0208540694;0.0194265469;0.0182515751;0.0168064061;0.0145401689;0.0123055685;0.0096739356;0.0090873743;0.0093511851;0.010728677;0.0114812959;0.0103749885;0.0086507713;0.0061309413;0.004964985;0.0047756932;0.0052429113;0.0059589765;0.0057732686;0.0052194803;0.0048041416;0.0047597885;0.0051025856;0.0053492124;0.0054927361;0.0055182691;0.0054980889;0.0057954336;0.0062620867;0.0069807835;0.0073360914;0.0069625053;0.0059623174;0.0050217647;0.0046917508;0.0049413683;0.0059215167;0.0073835867;0.008926175;0.0094752128;0.0102001639;0.0107404518;0.0113529164;0.0120547157;0.0120378356;0.0116740278;0.010486081;0.0093015455;0.0083255776;0.0073237919;0.0068569663;0.0067417392;0.0066214195;0.0063465402;0.0060574636;0.006921764;0.0078497553;0.008797562;0.0091217405;0.0087235676;0.0079935379;0.0072255175;0.0081398684;0.0084711261;0.0089659069;0.0083895622;0.0073964214;0.0069194112;0.0063838709;0.0069711541;0.0067755407;0.0064342758;0.0063033917;0.005969609;0.0063313736;0.0065696639;0.0067548495;0.0064230857
US District of Columbia;705749;158;0.369175965;0.0028990222;0.0051979417;0.0050838033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1808612863;0.216563085;0.316074013;0.3579060687;0.369175965;0.3336021605;0.2560935946;0.2356948045;0.2233595679;0.2368400246;0.2294668205;0.2029458329;0.1740829214;0.1611635199;0.1659192125;0.173936427;0.1750421996;0.1690061509;0.1571398166;0.1465933337;0.1344505711;0.1283736558;0.119541566;0.1144466617;0.106793486;0.0911515111;0.0766235865;0.0623337448;0.0577440555;0.0559254357;0.0578611449;0.0620806386;0.0631972209;0.0615012478;0.05855117;0.0535684227;0.0505427545;0.0474610106;0.0467933609;0.046417755;0.0428697958;0.0381740054;0.0316192128;0.0292937452;0.0343784683;0.0411176613;0.0480976106;0.0479560604;0.0433473624;0.0373230927;0.0323596053;0.0322904563;0.0329468662;0.0345271013;0.0336414839;0.0299541848;0.0246077094;0.020331391;0.0185066937;0.019072876;0.0196854932;0.0199694412;0.0196686216;0.0189013639;0.0200331145;0.020330286;0.0202239177;0.0185676481;0.0162163345;0.0149681171;0.0136519957;0.0130739344;0.0116283024;0.010898631;0.0107506837;0.0111374552;0.0107165755;0.0096847844;0.0091423586;0.0089778969;0.0096909466;0.009586952;0.0088378135;0.007774245;0.0072784223;0.0071178869;0.006982615;0.0066456422;0.0063650277;0.005848836;0.0052059056;0.0043920903;0.0037380001;0.0036266791;0.0038488765;0.0041486969;0.0041508963;0.0039327025;0.003674526;0.003528153;0.0033923193;0.0031995131;0.0030327412;0.0030716289;0.003225045;0.0034506844;0.003513367;0.0035092514;0.003264185;0.0030520972;0.0028990222;0.0030002571;0.0036098512;0.0041665919;0.0048933635;0.0051632567;0.0051994888;0.0051652361;0.0049146854;0.0050434902;0.0050327328;0.0050531101;0.0052040445;0.0052208489;0.0055961558;0.0060413091;0.00674587;0.0070519527;0.0069912058;0.006619843;0.0061466241;0.0059421345;0.0059469134;0.0061330602;0.0060270656;0.0057972224;0.0056084323;0.0055606748;0.0054482164;0.0055027517;0.0052216825;0.0051102639;0.0051112551;0.0051979417
US Florida;21477737;138887;0.43393625;0.0121411815;0.0130675933;0.0164107513;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1676415488;0.2240499804;0.3099383027;0.3905071592;0.43393625;0.4166180146;0.4169849132;0.383394145;0.3835942158;0.3716256027;0.3303821822;0.3147164068;0.2922267221;0.2842312814;0.2834775449;0.2646768609;0.2701524301;0.260707928;0.2541785785;0.239529722;0.2055993703;0.1858122952;0.1616473163;0.1563174198;0.1502202246;0.1447707933;0.1313657869;0.1096704453;0.0911722326;0.0776880241;0.068302173;0.0620648811;0.0584708336;0.0558058378;0.0532817181;0.0478888911;0.0443407965;0.0419723584;0.0398368911;0.0393593531;0.0361887282;0.0334847031;0.0293640293;0.0288522504;0.0289546685;0.0292418763;0.0279569192;0.0253523103;0.0224191165;0.0188771417;0.0182900139;0.0185648891;0.0199977392;0.021151098;0.0209885096;0.0197592221;0.0183110542;0.0170592701;0.0168109773;0.0161993373;0.0156230178;0.0157246243;0.0150736896;0.0157732399;0.0161444667;0.0168380071;0.0176856676;0.0177631284;0.0175676487;0.0163077077;0.0157687076;0.0156265532;0.0162896043;0.0165993579;0.0164496617;0.0155523509;0.0138444551;0.0126032914;0.0123337692;0.0131963294;0.0147516032;0.0158105228;0.0152686141;0.0147363637;0.015170533;0.0173812143;0.019916039;0.0211943889;0.0208875888;0.0193901873;0.0182623515;0.0184234911;0.0200208993;0.0232355042;0.0264400314;0.0284118714;0.0295144149;0.0297367456;0.0310790134;0.033544125;0.0370211892;0.0398979894;0.0402661491;0.0389039693;0.037924507;0.0384109042;0.0439495936;0.052603421;0.0611796846;0.0649269203;0.061841353;0.0549987317;0.049177591;0.0480568551;0.0515244116;0.0557701584;0.055579443;0.051895176;0.0461163851;0.0419210357;0.041005345;0.0420204047;0.0451572569;0.0474159683;0.0475962587;0.0461034602;0.0429401223;0.040284849;0.0382496207;0.0375064474;0.0361552411;0.0340597228;0.0314411805;0.0293434674;0.0283049446;0.0280528396;0.0282506488;0.0277429693;0.0260152434;0.0238796195;0.0222387594;0.0213492234;0.0211173659;0.0203696228;0.0187086251;0.0164282681;0.0139021161;0.0124456664;0.0121411815;0.0130675933
US Georgia;10617423;148959;0.4217295767;0.0128436575;0.0169397213;0.0211622744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4193844478;0.4217295767;0.4010039832;0.351685936;0.3208166989;0.3333697538;0.3495357704;0.346884218;0.3141548968;0.2762042515;0.2584679295;0.2558245848;0.2624557467;0.251997293;0.2321299568;0.1981086973;0.1842870386;0.1787771571;0.1866358413;0.1923288921;0.1657385994;0.131364197;0.0965831988;0.0954754139;0.1069424512;0.1195963662;0.1225490466;0.107001622;0.0851198271;0.0667753038;0.0577185852;0.055915487;0.0559711166;0.0598300407;0.060238989;0.0574098016;0.051758204;0.0453065458;0.0419853977;0.039743391;0.0406221835;0.0381321037;0.0345733163;0.0302862117;0.0280310328;0.0281641953;0.0286055511;0.030823363;0.0324539675;0.0322155509;0.0308823621;0.0262511387;0.0237458406;0.0220341583;0.0223214451;0.0231245008;0.022363071;0.0212364572;0.0199837781;0.0197477562;0.0191850909;0.0193769382;0.0183206801;0.017886455;0.0163757659;0.015028041;0.0150703472;0.0158567706;0.0179746749;0.0196156018;0.020282819;0.0195043411;0.0173583942;0.0152818471;0.0136514782;0.0130813914;0.013417566;0.0138672079;0.0140908636;0.0138590122;0.013749477;0.0141040879;0.0147054379;0.0153390185;0.0153773238;0.0145746865;0.0135830316;0.0128436575;0.0133400391;0.0141966851;0.0153628806;0.0161023171;0.0160900188;0.015475998;0.0145475385;0.0140254234;0.0142323541;0.0161006575;0.0178212828;0.0194480441;0.0203538658;0.0210888456;0.0223782856;0.023621584;0.0252120308;0.0262902877;0.0270558815;0.0274769881;0.028297878;0.0297801468;0.0317318304;0.0335798429;0.0333833819;0.0307927827;0.0279650231;0.0264637131;0.0272871312;0.0300369341;0.0319529473;0.0324825782;0.0312954861;0.0294576938;0.0288384293;0.0283546421;0.0288472683;0.0296870759;0.0294322991;0.0284551079;0.0264461555;0.0240575483;0.0229329052;0.0234961778;0.0250284025;0.0256677732;0.0242754014;0.0223909598;0.0205902593;0.0201680352;0.0206689494;0.0211188259;0.0209471616;0.0194750554;0.0176279356;0.0159253728;0.0150276797;0.0156116136;0.0169397213
US Guam;162742;543;0.2433991174;0.0006800412;0.0237886651;0.00243309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2433991174;0.1944808901;0.1698988742;0.1445204812;0.133893419;0.1034317174;0.0830533804;0.0781105726;0.0891932923;0.0950397698;0.0907172171;0.0909803259;0.0867335332;0.0923641942;0.0850473013;0.0665800101;0.0475937856;0.0310391697;0.0248849283;0.0164815752;0.0106292302;0.0055911571;0.0025151679;0.0006823614;0.0006818961;0.0006814314;0.0006809674;0.000680504;0.0006800412;0.0012448392;0.0054504055;0.0101479238;0.014774559;0.0158101697;0.0131528549;0.0097256174;0.0061058223;0.0054907424;0.0051681308;0.0059874378;0.0059602468;0.0059333017;0.005063453;0.0040021275;0.0036156896;0.0027724136;0.0024906793;0.0015628639;0.0011007171;0.0012824062;0.0016460961;0.0024634099;0.0041995961;0.0066535344;0.009534891;0.0119179971;0.0133320436;0.0127964484;0.0106402085;0.0075418962;0.004499637;0.003128981;0.0033866901;0.0049976569;0.0068424716;0.0075505082;0.0073805745;0.0063557342;0.0053386998;0.0055417132;0.0059847076;0.0069059943;0.0067324714;0.0054682909;0.0038456837;0.0022396557;0.0014886532;0.0019474289;0.0031438206;0.0046995075;0.0057893528;0.0057336903;0.0050081238;0.0036232478;0.0034542829;0.0056642599;0.0110562896;0.0250734381;0.0361140629;0.042223268;0.0370466315;0.0254357381;0.0210325228;0.0199481912;0.0255423133;0.0251390003;0.0197361064;0.0144181331;0.0124343147;0.0178265522;0.0238679509;0.027336746;0.0269036493;0.0232173086;0.0191034457;0.0162840896;0.0142299293;0.0118149877;0.008922715;0.0063201814;0.0047940336;0.0030903963;0.0019411718;0.0014685308;0.0012652774;0.0015961743;0.00219103;0.0029794749;0.0056607276;0.008502498;0.011041351;0.0123862612;0.0117337083;0.0110848163;0.0099613886;0.0096200493;0.0090440586;0.0082311468;0.0076854836;0.0092635469;0.0104701678;0.0113104545;0.0114648495;0.0125294899;0.0157846307;0.0207723275;0.0237886651
US Hawaii;1415872;16635;0.3702183532;-0.0001941559;0.0629538251;0.0689773507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3702183532;0.3408266613;0.2961923171;0.2394944261;0.198583981;0.1540021405;0.1402737373;0.1422427017;0.1617046297;0.1628756245;0.1546048119;0.1391378165;0.1292961539;0.1293831855;0.1164620919;0.1023586196;0.0789067104;0.0657413933;0.0544644785;0.0488303413;0.0450259343;0.041572065;0.0371200677;0.0316271614;0.02722403;0.0229881994;0.0219339607;0.0235006306;0.0242487222;0.0228214295;0.0188564659;0.0138004145;0.0096713279;0.0072566472;0.0070675775;0.0067419548;0.0058669929;0.0045799547;0.0040036695;0.0041181379;0.0046481088;0.0047682028;0.0041431254;0.0029084821;0.0022223108;0.0020132979;0.0027447957;0.003141225;0.0031328496;0.0027927661;0.0022530128;0.0021152947;0.002241132;0.0022375921;0.0021019559;0.0017052597;0.0013083896;0.0012411429;0.0011089746;0.0013686609;0.0018207905;0.0016240675;0.0013633297;0.000486784;-0.0001618725;-0.0001941559;-0.0000970638;0.0008416698;0.0013252554;0.0021299375;0.0026753289;0.0026705085;0.002247566;0.0016011836;0.0012782846;0.0022298103;0.0043773051;0.0066318725;0.0078081736;0.0075174421;0.0063400528;0.0057894886;0.0072092149;0.0106500981;0.0136673183;0.0151918185;0.014216286;0.0114701637;0.0101593819;0.0121234256;0.0165967503;0.0203182673;0.0201947617;0.0163692657;0.0120981329;0.0100309348;0.0119104652;0.0138970786;0.0164904298;0.0162718378;0.0157920902;0.0146479538;0.0141089045;0.0160811505;0.0182707563;0.0223868003;0.0227841843;0.0234836035;0.0227559218;0.0239816381;0.025999782;0.0279366787;0.028708595;0.0268224964;0.0245813524;0.0215819345;0.0196085273;0.018197729;0.0177661507;0.0173130112;0.0164625425;0.0158134639;0.0150960701;0.0164254598;0.0203262802;0.0267574415;0.0339158677;0.0365699751;0.0358548231;0.0343552386;0.037002657;0.04437515;0.0515030479;0.0527310417;0.0525614345;0.0511026857;0.0550379052;0.05996077;0.0629538251
US Idaho;1787065;214045;0.4142135624;0.0092228977;0.0222274568;0.0223513825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2716977157;0.2652197672;0.3383505165;0.4052258217;0.4142135624;0.343304137;0.2650393837;0.2323318742;0.2402572741;0.2701891124;0.2709858567;0.2426905357;0.1867047754;0.1256926942;0.0784898428;0.0491713952;0.0442902999;0.044243263;0.0453046417;0.0402135002;0.0308847061;0.0219965105;0.0203066347;0.0245592011;0.0314419174;0.0323056626;0.0262053576;0.0216071509;0.0162458555;0.0183454138;0.0198703404;0.0206294122;0.0196581591;0.0161037922;0.0134653972;0.0115099906;0.0114243993;0.0128812612;0.0142933221;0.0146340003;0.0136632536;0.0123512007;0.0115044521;0.0112630369;0.0112771743;0.0114218869;0.0115340479;0.0111181616;0.0103593412;0.0096811602;0.0098343176;0.0106084377;0.0119947806;0.0130194888;0.0131175564;0.0120854013;0.0105893837;0.0095698094;0.0092228977;0.0108996923;0.0128801177;0.0142911372;0.0141652967;0.0125010206;0.0110865632;0.0102483401;0.0108886516;0.0118454386;0.0124090019;0.012523476;0.0120791448;0.0121991563;0.0133116106;0.015241271;0.0165861538;0.0161683622;0.0140435946;0.0112241377;0.0096665412;0.0096326025;0.0109594757;0.0123313946;0.0130204547;0.012774493;0.0128005271;0.0141202242;0.017518538;0.0224212098;0.0273169026;0.030823863;0.0321953341;0.0326048374;0.0343548171;0.0375015748;0.0429196561;0.0464440853;0.047311532;0.0452547148;0.0438707019;0.0443607782;0.0449551089;0.0470183348;0.0475310155;0.0491391004;0.049582555;0.050715005;0.0508916324;0.0507513265;0.0516743538;0.0526096282;0.0522458277;0.0505457558;0.046881392;0.0446711864;0.0444992664;0.0463638767;0.0489386302;0.0481584294;0.0447933306;0.0397199584;0.0358036782;0.032999627;0.0315576822;0.0304849427;0.0295539495;0.0285136561;0.0275138715;0.0267321896;0.0265180319;0.026142508;0.0256814686;0.0234037199;0.020439376;0.0184731411;0.0177824594;0.0198247714;0.0222274568
US Illinois;12671821;143793;0.5892544371;0.0043599565;0.0096878476;0.0114176677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3243050208;0.4142135624;0.5131749175;0.5728338887;0.5892544371;0.5362305461;0.4499888572;0.3715332351;0.3136962724;0.27649988;0.2558765277;0.2467268409;0.2378262945;0.241820667;0.2197528437;0.2046896553;0.1879080891;0.1678095911;0.1573093398;0.1456608997;0.1405924856;0.1314619657;0.1197356718;0.1097822143;0.1022645222;0.0988371542;0.096021971;0.0909469724;0.0833690028;0.0756887283;0.0690519159;0.0616328601;0.0584931795;0.0567727019;0.0566463328;0.0546553392;0.0506504467;0.0485163223;0.0481106793;0.0525024644;0.0567335282;0.0589467676;0.0577468239;0.0540672618;0.0508414151;0.0483175319;0.0490340481;0.0498030336;0.0509157055;0.049781285;0.0467820912;0.042786736;0.0388656505;0.0373222649;0.0364064998;0.0353839913;0.0322554607;0.0302015364;0.0282395191;0.0295029886;0.030930658;0.0308585358;0.0293732447;0.0258494389;0.0235837062;0.0216061831;0.0210884009;0.0217227444;0.0227803834;0.0234166907;0.0232388577;0.0211690063;0.0181678014;0.014952846;0.0129805237;0.0122098761;0.0123702547;0.01220926;0.0118339372;0.0109673014;0.0102205843;0.0096354844;0.008951604;0.0084871454;0.0082099782;0.008129871;0.0078992556;0.0073175564;0.0065542046;0.0059480338;0.0054469975;0.0051844649;0.0049348318;0.0045788241;0.0043599565;0.0044340268;0.0045926739;0.0048680003;0.0048421188;0.0046681235;0.0044760681;0.0045052916;0.0049427769;0.005438097;0.0057479324;0.0056943846;0.0054207568;0.005213761;0.0052309531;0.0054711351;0.0057643389;0.005818122;0.0056132431;0.0051336369;0.004830495;0.0048858666;0.0055319618;0.0064434492;0.0071188826;0.0073207012;0.0068476442;0.0063874617;0.0061672681;0.0065699495;0.0072761144;0.0076967103;0.007781758;0.0073210362;0.0071425201;0.0073458225;0.0079988875;0.0087210575;0.0090692166;0.0090046104;0.0084496357;0.0079184344;0.0076942427;0.0080792653;0.008741715;0.0093231281;0.0093243298;0.0088220624;0.0083456648;0.0083121479;0.0088720811;0.0096878476
US Indiana;6732219;92789;0.4756255798;0.0067167268;0.0131315176;0.0142967863;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.197494774;0.2309969626;0.2736617335;0.316074013;0.3750845794;0.4454756206;0.4714547144;0.4756255798;0.4331336815;0.3833951021;0.3763706852;0.3642754653;0.3564163575;0.3212796105;0.2693122032;0.2285128148;0.2013444555;0.1884519895;0.1756617624;0.1603378403;0.1442496849;0.1323096197;0.1197229143;0.108233815;0.0959803403;0.08626691;0.0795899215;0.0730310767;0.064887448;0.05585294;0.0495602004;0.0496911752;0.0528305734;0.0561975601;0.0554645341;0.0512605035;0.0453144433;0.0409201122;0.039492356;0.0411232346;0.0443509235;0.0482516407;0.0498092415;0.0487195526;0.046131746;0.0427950276;0.040561964;0.0385658934;0.0372519773;0.0346292253;0.03266331;0.0311302865;0.0310964304;0.0307160452;0.028682296;0.0260242805;0.0227635015;0.0204301852;0.0193224405;0.0190917117;0.0200571111;0.0208909483;0.0210474008;0.0203384368;0.0189747523;0.0184576068;0.0184080654;0.018670915;0.0182018977;0.0168501981;0.0151351201;0.0133842791;0.0129546593;0.0132232488;0.0145678653;0.0155163369;0.0151076868;0.0137890623;0.0120334919;0.0112931389;0.0113177724;0.0118065361;0.0120535417;0.0114149941;0.0105951871;0.0097098547;0.0092121157;0.0092749847;0.0095566974;0.0099498185;0.0101891182;0.0103642102;0.0100487315;0.0096385817;0.0088794628;0.0083972479;0.0080848335;0.0077797541;0.0074251241;0.0067167268;0.0067366583;0.0074257085;0.0085718404;0.0095801313;0.0096293489;0.0090730818;0.0082157901;0.0079265071;0.0082852748;0.0090511896;0.0100486543;0.0104173103;0.0100988351;0.0092606203;0.0085117599;0.0088661626;0.0101720927;0.011727104;0.0124371668;0.012189856;0.0116174614;0.0114748653;0.0119583711;0.0128826504;0.0138561664;0.014207114;0.0142225726;0.0137639124;0.0134261578;0.0136498938;0.0142909132;0.0150417092;0.0147234727;0.0138052796;0.0123756708;0.0116386905;0.0117131582;0.0124305523;0.0131609699;0.0129208343;0.0123383609;0.0113088137;0.0111383589;0.011870798;0.0131315176
US Iowa;3155070;144669;0.307459695;0.008739373;0.0109806846;0.0087328946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1001908367;0.1201687828;0.1525720491;0.1839566242;0.2442541544;0.2869630544;0.307459695;0.2991017419;0.2545086603;0.2188366197;0.2074357068;0.2222845653;0.2346306197;0.2396580742;0.2245622508;0.1986967705;0.1756338383;0.1517905268;0.1367613267;0.1248021767;0.1187068955;0.1134545343;0.1058461729;0.1014318762;0.0997354996;0.098536573;0.0933086469;0.0854389646;0.0811493816;0.0768187377;0.0770322476;0.0770205063;0.0768119331;0.0843234681;0.0917584229;0.1066819197;0.1084992024;0.0992869132;0.0903173103;0.085310522;0.092255753;0.0978792738;0.0996820911;0.0912269603;0.0791924564;0.0740465172;0.0750623067;0.0771433674;0.0781240025;0.0729110296;0.0629598598;0.052869321;0.0458766559;0.0421480345;0.0380544391;0.0333614869;0.0313334953;0.0306433871;0.0325030367;0.0331079698;0.0308194025;0.0276947098;0.0245243613;0.0232084452;0.0222310702;0.0230420406;0.0239048923;0.0247163321;0.02481855;0.0234993157;0.02128318;0.019938613;0.0191239439;0.0194230794;0.019464458;0.0185049647;0.0171997621;0.014907082;0.01306919;0.0133889968;0.0147123836;0.0171445206;0.0184283883;0.0170377577;0.0152802599;0.0129070925;0.0130702826;0.0138869402;0.0152131254;0.0153882899;0.0143468345;0.0118892667;0.0095109806;0.008739373;0.0099419692;0.0118012814;0.0136168264;0.0133896466;0.0124902718;0.0113874782;0.0113421763;0.0129013211;0.0140773277;0.0156108669;0.0152442506;0.0140711924;0.0128539596;0.0130461846;0.0138000873;0.0152954726;0.0156287493;0.0148464824;0.0134621251;0.0120935517;0.0130861714;0.0147729133;0.0175064662;0.0189635722;0.0185729626;0.0164257895;0.0139347964;0.0131656097;0.0137247531;0.0145053303;0.0151688223;0.0146030567;0.0137020343;0.0123447919;0.0119166926;0.0125056862;0.012979678;0.0138707415;0.0133338242;0.011772989;0.0100281146;0.0097453799;0.0106493216;0.0116829306;0.0122939727;0.0117389861;0.0102251981;0.0091297261;0.0091516479;0.0100735255;0.0109806846
US Kansas;2913314;211754;0.4035716208;0.0081429359;0.013451643;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4035716208;0.3260829012;0.2693035456;0.2315936651;0.2453017995;0.2533472278;0.2681186311;0.2643616997;0.2470405268;0.2244704187;0.1929586036;0.1693247845;0.1492957268;0.1379984874;0.1274500249;0.1187216103;0.1079065583;0.1052984411;0.1025952529;0.0971353916;0.0917263837;0.0781375545;0.0686904096;0.0568290952;0.0495792898;0.0456391701;0.0471714966;0.052703752;0.056089061;0.0569018421;0.0518614702;0.0518467618;0.0588718128;0.0734937463;0.091418119;0.0968886407;0.0921486585;0.0754589086;0.0614989453;0.0622271864;0.0677813787;0.0767609125;0.0774023994;0.0698238077;0.0607884595;0.0517496716;0.0506889281;0.0517336224;0.0537198423;0.0528880669;0.046783526;0.0382441879;0.0305378203;0.0266049515;0.0256143649;0.0252966921;0.0246282605;0.0229217546;0.0203953359;0.0177238655;0.0163399052;0.0166702161;0.0173936393;0.0174637896;0.015819572;0.0129058146;0.0099558117;0.0091650783;0.0106874848;0.0127530944;0.0142139589;0.0139072373;0.0122888167;0.0102343461;0.0091523368;0.0091495756;0.0093466823;0.0094814309;0.00929116;0.008805456;0.0082420651;0.0081429359;0.0085316911;0.0092780745;0.0100967278;0.0107015719;0.0110651196;0.0111442462;0.0116412877;0.0124908822;0.0132985923;0.0136639921;0.0131838888;0.0130947013;0.0137568356;0.0157418346;0.0182370787;0.0201713478;0.0213649989;0.0216443427;0.0215438378;0.0209754237;0.021243173;0.022447812;0.0240541081;0.0250326669;0.0243398682;0.0227772974;0.0211520146;0.0211356159;0.0224732099;0.0241652968;0.0255654606;0.0260224802;0.0256150729;0.0244712008;0.0235829995;0.023110689;0.0229242243;0.0227058247;0.0221377525;0.0210213915;0.0196230571;0.0186692564;0.0183792204;0.0182560012;0.0178990758;0.0169057177;0.015522129;0.0142707286;0.0139167563;0.0144352957;0.0149735264;0.015164424;0.0146385105;0.0139420613;0.0134384267;0.0135987845;0.0142110981;0.013451643
