Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24
US Mississippi;2976149;121531;8876;298.2377562414;0.6697856927;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12;24;51;105;164;198;261;310;409;497;570;662;749;826;951;1048;1218;1303;1479;1569;1732;1810;2059;2260;2421;2554;2713;2848;3110;3363;3512;3683;3971;4202;4374;4520;4757;5025;5297;5481;5659;5885;6104;6335;6719;6931;7029;7349;7653;7854;8106;8494;8762;8876
US Missouri;6137428;178040;9163;149.2970671102;0.764347681;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;28;49;56;144;216.5;298;425;573;729;824.5;917;1194;1434;1682;1948;2116;2191;2545;2848;3119;3321;3537;3751;3886;4100;4372;4577;4782;4946;5166;5315;5449;5564;5741;5903;6176;6354;6515;6683;6779;6883;7000;7259;7565;7792;8149;8300;8471;8680;8818;8990;9163
US Montana;1068778;376962;442.6666666667;41.4180182102;0.9241475296;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;3.5;4;5;7;11;15;25;28;40;47;65;102;123;148;164;177;201;220;235;255;276;289;307;318;340;351;363;373;380;384;388;399;406;410;417;419;421;423;426;428;429;432;433;435;436;437;438;439;440;441;440;440.6666666667;441.3333333333;442;442.3333333333;442.6666666667
US Nebraska;1934408;198974;8087;418.0607193519;0.6745349904;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;10;13;12;15;16;18;20;22;26;32;40;42;42;49;59;70;79;91;128;154;190;225;255;297;335;381;414;481;522;588;650;738;758;816;846;884;996;1065;1211;1396;1570;1640;1727;2034;2329;2636;2930;3258;3271;3677;4168;4719;5203;5787;5958;6306;6633;7047;7684;8087
US Nevada;3080156;284332;5706;185.2503574494;0.7343629344;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10;7;30;38;49;57;66;78;144;199;220;250;340;449;519;626;894;993;1148;1321;1372;1591;1681;1795;1924;2146;2267;2387;2496;2630;2765;2869;2981;3084;3281;3372;3471;3568;3669;3805;3922;4105;4238;4296;4384;4493;4577;4667;4888;4966;5077;5141;5229;5290;5388;5503;5640;5706
US New Hampshire;1359711;23187;2803;206.1467473603;0.6854976767;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4.5;4;4.5;5;5.5;5;11;12;14;22;35;39;48;56;69;92;90;119;137;165;191;291;341.5;383;415;442;503;583;628;673;746;755.5;768;832;869;925;960;1079;1147;1215;1233.5;1258;1306;1405;1447.5;1477;1556;1599;1656;1731;1805;1868;1904;1987;2151;2258;2416;2440;2454;2550;2644;2739;2803
US New Jersey;8882190;19047;127399;1434.3196891758;0.826439794;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72;205;244;481;997;1841;2443;2898;5176;6893;8941;11036;14193;15891;19099;22072;26055;30054;33303;36713;39663;42374;45659;48971;52288;55912;58540;62382;64260;68089;70929;73678;77430;80896;84143;87316;91188;93244;96407;99783;101878;104348;106562;108706;111052;113468;116388;117834;120007;121143;122792;124469;126004;127399
US New Mexico;2096829;314161;4470;213.1790432124;0.6578366446;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;9;10.5;11;15;19;23;29;36;47;50;53;71;87;96;117;172;217;233;250;279;327;359;444;490;569;628;729;794;1013;1048.5;1081;1146;1241;1297;1372;1474;1580;1659;1694;1815;1910;2041;2207;2340;2469;2526;2615;2755;2982;3169;3260;3473;3585;3761;3862;4008;4199;4371;4470
US New York;19453561;122057;312004;1603.8400373073;0.8630457934;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;32;0;28;0;0;0;0;0;0;0;150;441;1779;4167;6791;11009;16117;20176;24543;30191;36791;43691;50128;56441;64961;72126;80189;90041;100342;108162;116342;124035;134014;144197;154350;163859;171728;177728;184570;195764;203963;211032;217823;223597;228097;232045;237339;242632;250545;260872;266567;270356;273261;277678;282202;286010;290499;293796;296224;298349;301002;304566;307212;309840;312004
US North Carolina;10488084;125920;14020;133.6755121336;0.6037378348;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;7;8.5;10;12;19;28;27;32;53;81;118;160;224;264;352;451;571;689;855;959;1221;1390;1467;1726;1941;2238;2413;2691;3008;3184;3398;3639;4023;4221;4510;4682;4769;5087;5460;5720;6071;6334;6499;6743;7101;7525;8079;8283;8592;8991;9351;9894;10282;10857;11005;11187;11565;12056;12681;13140;13623;14020
US North Dakota;762062;178711;1438;188.6985573352;0.5947063689;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;3;12;17;25;26;27;30;35;47;59;76;90;101;117;133;150;164;177;197;212;224;237;254;263;277;291;312;322;346;374;416;504;560;602;619;648;678;715;768;832;906;953;993;1027;1065;1111;1148;1181;1221;1274;1320;1373;1412;1438
US Ohio;11689100;105829;22112;189.1676861349;0.6929272038;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;12;23;38;78;145;232;300;397;511;654;906;1159;1400;1659;1875;2186;2513;2894;3288;3572;3941;4225;4538;4856;5188;5539;5876;6222;6481;6854;7439;8105;9201;10564;11863;12590;12892;13423;13863;14256;14622;14342;14692;15820;16493;17162;17725;18289;18817;19249;19795;20295;21144;21741;22112
US Oklahoma;3956971;177660;4278;108.1129985537;0.7086301143;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;11;11;21;30;39;85;168;234;283;333;382;457;596;748;852;1020;1112;1184;1308;1354;1505;1606;1674;1775;1872;1977;2049;2135;2235;2332;2361;2442;2560;2641;2757;2855;2923;2981;3006;3132;3195;3334;3463;3563;3684;3756;3833;3902;4026;4117;4179;4278
US Oregon;4217737;248608;3080;73.0249420483;0.7843137255;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;9.5;7;11;13.5;18;20;23;23;29;57;67;92;111.5;134;164;176;235;283;370;431;496;553;635;678;762;829;927;994;1057;1103;1161;1238;1260;1284;1436;1492;1541;1562;1633;1681;1735;1801;1847;1889;1944;2006;2053;2126;2184;2224;2270;2312;2373;2442;2498;2543;2621;2699;2772;2844;2921;3013;3080
US Pennsylvania;12801989;115883;51487;402.1796925462;0.7603709775;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;4;5;5;6;19;13;25;27;33;59;95;166;235;329;482;611;818;1349;1802;2257;2887;3563;4259;5158;6309;7664;9181;10398;11776;12995;14617;16807;18487;20118;21283;22602;23629;24295;25443;27087;28651;29840;30774;31516;32578;33637;35036;36361;37458;38319;39458;40423;41545;42629;43902;44849;45587;46333;47221;48046;49254;50220;51487
US Puerto Rico;3193694;8868;2071;64.8465382094;0.6494198808;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;10;16;27;31;40;58;83;129;194;235;260;320;392;413;450;509;553;614;648;705;813;819;837;888;951;976;1023;1116;1155;1199;816;993.5;1169;1199;1260;1276;1286;1318;1422;1453;1635;1685;1719;1800;1843;1905;2030;2046;2071
US Rhode Island;1059361;2678;10666;1006.8333646415;0.7583362958;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;3;2;3;3;3;5;9.5;14;20;17.5;17;15;23;32;40;49;58;79;94;97;122;154;183;231;329;409;479;552;591;656;758;907;1044;1249;1514;1813;2134;2439;2743;3012;3278;3572;3898;4183;4435;4757;5112;5475;5874;6300;6711;7017;7278;7482;7785;8153;8483;8800;8978;9146;9401;9667;9974;10200;10392;10666
US South Carolina;5148714;77857;7218;140.1903465603;0.7149366086;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;3;2;1;3;0;3;10;11;34;39.5;50;112;151;254;310;361;389;425.5;459;692;843;986;1186;1447;1626.5;1798;1929;2113;2293;2412;2642;2915;3041;3145;3262;3376;3453;3549.5;3675;3979;4102;4133;4156;4456;4612;4769;4923;5159;5220.5;5258;5526;5724;5878;6109;6246;6300.5;6358;6537;6632;6723;7106;7218
US South Dakota;884659;196350;3467;391.9024166374;0.7598071444;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;8;8.3333333333;8.6666666667;9;10;10;11;12;15.5;19;24;24;35;40;52;62;84;95;102;123;158;180;205;233;281;312;385;438;526;616;719;857;977;1155;1294;1390;1521;1614;1664;1731;1829;1925;2009;2113;2178;2211;2274;2334;2406;2481;2544;2587;2624;2675;2733;2857;3094;3343;3467
US Tennessee;6829174;106798;14649;214.5061760031;0.7271779598;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;1;5;9.5;15;20;26;32;39;50;74;122;191;328;461;550;595;705;863;1105;1272;1436;1725;2115;2548;2704;2925;3176;3485;3650;3981;4196;4464;4694;4936;5127;5426;5635;5884;6063;6385;6553;6860;7019;7168;7603;8029;8485;8947;9424;9667;9787;10093;10448;11601;12366;12879;13270;13385;13629;13783;14126;14439;14649
US Texas;28995881;676587;37363;128.8562330629;0.6750560093;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;4;4;9;5;16;24;22;23;23;25;73;104;199;207;212;256;797;1197;1505;1798;2281;2590;2948;3633;4276;4902;5657;6335;6781;7745;8810;9669;11078;11938;12836;13243;13934;14760;15673;16555;17413;18056;18574;19290;20121;20971;21802;22724;23543;24197;25038;25896;26871;27957;29217;30212;30985;32000;33003;33950;35129;36354;37363
US Utah;3205958;212818;6154;191.9551035915;0.7333174452;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3;4;15;26;35;46;56;71;105;128;173;244;286;333;389;463;584;701;788;868;992;1053;1223;1403;1578;1647;1706;1812;1941;2063;2165;2262;2322;2367;2497;2637;2759;2882;3019;3163;3240;3387;3551;3721;3882;4056;4165;4270;4420;4597;4751;4903;5095;5237;5369;5505;5632;5826;6006;6154
US Vermont;623989;23871;872.5;139.8261828334;0.9126569038;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;5;11;27;32;54;74;102;137;162;189;209;229;265;291;329;355;425;474;505;537;568;591;637;669;687;708;714;723;732;743;752;762;765;768;776;779;781;790;799;802;809;811;813;826;832;843;847;852;855;860;862;864;872;872.5
US Virgin Islands;104425;350;6.4444444444;6.1713616896;0.8055555556;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;3;3.3333333333;3.6666666667;4;4.2;4.4;4.6;4.8;5;5.0909090909;5.1818181818;5.2727272727;5.3636363636;5.4545454545;5.5454545455;5.6363636364;5.7272727273;5.8181818182;5.9090909091;6;6.1111111111;6.2222222222;6.3333333333;6.4444444444
US Virgin Islands;104425;350;63;60.330380656;0.9130434783;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;6;10.5;16;16.5;17;17.5;18;21;22;29;30;31;32;36;37;39;40;41;42;43;47;48;47.2857142857;47.5714285714;47.8571428571;48.1428571429;48.4285714286;48.7142857143;49;49.3333333333;49.6666666667;50;50.25;50.5;50.75;51;53;54;54.5;56;60;60.25;60.5;60.75;61;61.25;61.5;61.75;62;62.5;63
US Virginia;8535519;102279;22910;268.4078144516;0.6321046242;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;16;20.5;23;26;40;43;53;68;100;168;200;227;316;351;483;609;749;871;1096;1289;1498;1781;2149;2360;2578;3009;3296;3670;4099;4641;4826;5289;5679;5978;6337;6910;7437;7877;8306;8917;9553;10229;10782;11539;12131;12685;13448;14034;14891;15924;16729;17662;18478;19215;19839;20471;21206;22037;22910
US Washington;7614893;172119;16390;215.2361169093;0.8368649477;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;46;87;114;145;191;241;342;462;616;816;951;1040;1329;1578;1847;2151;2426;2593;2755;3197;3609;4034;4450;4883;5148;5371;5915;6366;6803;7187;7582;7777;7929;8308;8706;9040;9395;9691;9839;9850;10194;10469;10772;11061;11389;11548;11631;11953;12210;12466;12719;13042;13193;13283;13626;13892;14193;14421;14721;14818;14888;15261;15508;15754;15991;16229;16344;16390
US West Virginia;1792147;62259;1288;71.8691044875;0.732234224;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;9;9;12;16;35;46;71;91;105;117;153;181;204;224;266;306;321;386;436;494;522;545;577;590;603;664;698;708;737;813;852;864;889;916;937;967;990;1009;1022;1037;1058;1074;1105;1124;1139;1170;1179;1217;1239;1263;1288
US Wisconsin;5822434;140268;9709;166.7515681586;0.6355305361;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;6;13;20;33;56;82;124;169;225;317;339;365;486;596;714;852;968;1067;1181;1368;1533;1707;1901;2047;2210;2336;2510;2628;2806;2947;3069;3147;3255;3413;3559;3718;3865;4007;4159;4267;4483;4678;4972;5289;5511;5672;5871;6099;6420;6869;7207;7511;7777;8099;8420;8728;9094;9432;9709
US Wyoming;578759;251470;649;112.1364851346;0.7982779828;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;10;15;18;19;23;24;26;29;44;53;70;82;86;93;108;128;148;160;185;195;208;210;215;223;246;254;261;268;274;280;289;293.5;298;302;306;313;315;319;342;348.5;355;363;382;529;537;552;559;571;578;586;593;620;623;632;649
