Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16
Azerbaijan;10139177;82658;1283;12.6538869969;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;5;6.5;8;8.6666666667;9.3333333333;10;10.3333333333;10.6666666667;12;15;19;24;28.3333333333;33.6666666667;39;43.5;48;58;65;79;85;113;155;171;198;261;285;346;385
Bahamas;393244;10010;53;13.4776372939;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0.3333333333;0;0;0;1;2;2.5;3;6;9.5;13;16
Bahrain;1701575;760;1700;99.9074386965;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;33;34.5;36;41;47;48;49.5;51;54;59;84;88;93;107;191;196;201;206;210;217;224;252;274;281;301;330;373;387;414;453;460;470;493;509;560;562;636
Bangladesh;164689383;130170;1572;0.9545241905;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;5;8;11;14;17;18;21;22;21.5;23;21;18.3333333333;14.6666666667;10;5;4;0
Barbados;287375;430;75;26.0983036103;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;5.5;6;13;15;15;17;19;20;22;29;29.5;30;35;41
Belarus;9449323;202910;4204;44.4899597569;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;6;6.5;7;7.5;8;8.5;9;10.5;12;27;30;33;36;42.5;49;56;65;71;70.5;68;70.5;73;74;75;90.3333333333;106.6666666667;123;124.5;127;264
Belgium;11589623;30280;34809;300.346266656;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;3;3;9;29;72;102;125;151;145;136;216.5;270;336;455;545;538;658;784;1114;1532;1954;2111;2234;2697;3712;4265;5788;7236;7996;8618;9524;10491
Belize;397628;22810;18;4.526844186;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1
Benin;12123200;112760;35;0.2887026528;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;4;5;5.4285714286;5.8571428571;6.2857142857;6.7142857143;7.1428571429;7.5714285714;8;12;13.5
Bermuda;62278;50;81;130.0619801535;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;4.3333333333;4.6666666667;4;11;13;15.5;18;22;27;28.5;30
Bhutan;771608;38117;5;0.6479974287;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;3;3;4;4.25;4.5;4.75;5
Bolivia;11673021;1083300;441;3.7779423167;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;10;9.5;7;5.5;5;5.5;6;9;14;16;15;17;25;42;54;57;70;79;87;94
Bosnia and Herzegovina;3280819;51000;1167;35.5703865407;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;4;8;9;13;18;15;13;25;47;72;72;103;107;133;142;156;201;221;284;329;380;418;490
Botswana;2351627;566730;15;0.6378562587;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3.4;3.8
Brazil;212559417;8358140;30425;14.313644829;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;1;1;2.5;2;1.5;0;0;0;0;0;59;45.5;26;41;120;132;297;434;576;1060;1360;1561;1735;2035;2360;2780;3033;3251;4185;5100;6120
Brunei;437479;5270;136;31.0872064716;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;11;24;37;39;49;53;55;67;74;77;82;87;90;103;108;113;114;119;125;126;128;130;132
Bulgaria;6948445;108560;800;11.5133673793;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;4;12;20;34;43;44;59;82;84;113;146;167;179;195;218;240;268;303;317;327;364;386;419
Burkina Faso;20903273;273600;546;2.6120311398;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3.5;4;17;24;48;58;81;95;123;128;156;180;195;219;231;250;256
Burma;Not defined;Not defined;85;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;6;10;11;13.5;16
Burundi;11890784;25680;5;0.042049372;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2
Cambodia;16718965;176520;122;0.7297102422;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;5;7;15.6666666667;24.3333333333;33;35;37;51;53;84;87;91;96;97.5;99;101;103;107;109;109.5;110
Cameroon;26545863;472710;996;3.7519970626;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;1;1;0;0;0;0;4;5.5;6;12;18;31;47;57;65;73;79;103;127;154;179;216;284
Canada;37742154;9093510;30796;81.5957668977;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;4;4.2;4.4;4.6;4.8;5;6;7;7.1;7.2;7.3;7.4;7.5;7.6;7.7;7.8;7.9;8;8.25;8.5;8.75;9;9.3333333333;9.6666666667;9;10;11;12;13;19;23;23;25;25;28;37;35;44;53;54;79;80;138;136;187;334;370;540;653;755;1050;1198;1737;2403;2832;3527;4113;4910;5554;6605;7614;8540;10013
Canada Alberta;4067175;640330.46;1996;49.075832734;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;6;12;17;22;27;32;37;53;66;88;106;133;177;239;278;335;332;457;510;541.5;581;615;642;706;921
Canada British Columbia;4648055;922503.01;1561;33.5839399491;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;4;4.1;4.2;4.3;4.4;4.5;4.6;4.7;4.8;4.9;5;5.25;5.5;5.75;6;6.25;6.5;5.75;6;6.25;6.5;6.75;7;7.3333333333;4.6666666667;5;5;6;13;14;17;19;22.5;26;32;50;51.5;56;84;120.5;162;200;240;386;410;434;578;628;677;754.5;826;869;901;944;995;1046
Canada Manitoba;1278365;552370.99;250;19.5562300282;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;5;6;7;14;16;15.5;16;18;18.5;18;32;33;36;60;68;92;99;122;162
Canada New Brunswick;747101;71388.81;117;15.6605331809;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;6;8;11;13;15;17;17.3333333333;17.6666666667;18;25.5;33;45;51;66;68;70;81;91
Canada Newfoundland and Labrador;519716;370514.08;252;48.4880203804;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;2;2;3;5;8;23;34;57.5;80;99;117;132;145;149;172;180
Canada Northwest Territories;41786;1143793.8600000001;5;11.9657301489;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2
Canada Nova Scotia;923598;52942.27;579;62.6896117142;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;12;14;15;21;28;41;50;67;72;88;108;120;124;144;170;190
Canada Ontario;13448494;908699.33;9840;73.168043946;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4.6666666667;5.3333333333;6;8.5;11;15;18;19;20;21;23;25;24;28;29;33;29;56;61;83;146;152;184;204;241;283;306;353;435;535;658;772;891;1081;1415;1632;2007;2303
Canada Prince Edward Island;142907;5686.03;26;18.193650416;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;3;3;3;4;7;9;11;14.5;18;21;21.5;22
Canada Quebec;8164361;1356625.27;15857;194.2221810133;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;1.3333333333;2.6666666667;2;1;0;0;2;28;43;61;85;78;120;144;507;863;1167;1416;1783;2209;2512;3070;3727;4124;4888
Canada Recovered;Not defined;Not defined;0;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Canada Saskatchewan;1098352;588243.54;305;27.7688755517;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;5;5.5;5;13;17;23;49;63;69;80.5;92;111.5;130;152;166;180;189;202
Canada Yukon;35874;474712.68;8;22.3002731783;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;4.3333333333;4.6666666667;5;5.5;6
Cape Verde;555987;4030;56;10.0721779466;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;3.5;4;4.5;5;5.1666666667;5.3333333333;5.5;5.6666666667
Central African Republic;4829767;622980;12;0.2484591907;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3
Chad;16425864;1259200;27;0.1643749151;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;5;7;7.5;8
Channel Islands;173863;190;457;262.8506352703;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;4;4.6666666667;6.3333333333;8;10;27;28;29;34;38;58;79;88;99;132;143.5;157;174
Chile;19116201;743532;8807;46.0708694159;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5.3333333333;6.6666666667;7;8.5;11;20;29;38;55;67;147;189;222;318;412;510;598;709;879;1094;1249;1545;1836;2059;2367;2646;2937;3299
China;1439323776;9388211;83403;5.7945961423;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;202;601;1170;1865;4397;4970;6772;8281;10228;14864;17852;21704;25324;28349;31872;34371;37384;39759;41721;42042;57149;63568;65576;67641;69520;71264;71636;72062;72506;73929;73922;74118;74615;75005;75428;75748;76163;76729;76919;77031;77145;77288;77437;77511;77549;77586;77606;77636;77641;77649;77678;77699;77725;77749;77786;77834;77924;77975;78102;78163;78256;78324;78443;78557;78656;78779;78853;78934;79015;79086
China Anhui;59500510;139700;991;1.6655319425;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;15;39;59;67;102;148;195;231;291;334;402;474;524;585;659;727;773;824;854;883;904;928;944;956;967;976;980;981;982;983;983.1666666667;983.3333333333;983.5;983.6666666667;983.8333333333;984;984.0243902439;984.0487804878;984.0731707317;984.0975609756;984.1219512195;984.1463414634;984.1707317073;984.1951219512;984.2195121951;984.243902439;984.2682926829;984.2926829268;984.3170731707;984.3414634146;984.3658536585;984.3902439024;984.4146341463;984.4390243902;984.4634146341;984.487804878;984.512195122;984.5365853659;984.5609756098;984.5853658537;984.6097560976;984.6341463415;984.6585365854;984.6829268293;984.7073170732;984.7317073171;984.756097561;984.7804878049;984.8048780488;984.8292682927
China Beijing;19612368;16800;593;3.0236022494;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;21;35;39;66;78;88;108;111;136;164;187;208;224;249;270;293;311;322;333;338;348;361;365;367;372;373;379;385;387;388;391;391.3333333333;391.6666666667;392;397;402;402.5;403;405;406;408;410;412;414;418;420;420.5;421;427;427.5;428;429;434;444;448;461;472;483;496;514;529;550;553;558;561;565;569;570.5;572;573;574
China Chongqing;28846170;82300;579;2.007198876;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;25;55;73;108;129;144;178;206;242;295;332;361;384;405;420;422;462;480;499;512;523;531;538;545;547;549;554;561;566;567;569;570;570.037037037;570.0740740741;570.1111111111;570.1481481481;570.1851851852;570.2222222222;570.2592592593;570.2962962963;570.3333333333;570.3703703704;570.4074074074;570.4444444444;570.4814814815;570.5185185185;570.5555555556;570.5925925926;570.6296296296;570.6666666667;570.7037037037;570.7407407407;570.7777777778;570.8148148148;570.8518518519;570.8888888889;570.9259259259;570.962962963;571;572;572.1666666667;572.3333333333;572.5;572.6666666667;572.8333333333;573;573;573;573;573
China Fujian;36894216;121580;353;0.9567895412;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;10;18;35;59;80;84;101;120;144;159;179;194;205;214;223;238;249;260;266;271;278;280;284;286;289;291;292;292.1666666667;292.3333333333;292.5;292.6666666667;292.8333333333;293;294;295;295.1363636364;295.2727272727;295.4090909091;295.5454545455;295.6818181818;295.8181818182;295.9545454545;296.0909090909;296.2272727273;296.3636363636;296.5;296.6363636364;296.7727272727;296.9090909091;297.0454545455;297.1818181818;297.3181818182;297.4545454545;297.5909090909;297.7272727273;297.8636363636;298;302;312;314.5;317;321;327;330;336;337;339;342;344;346
China Gansu;25575254;454300;139;0.5434941135;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;5;12;17;22;24;27;38;49;53;55;60;62.5;65;77;81;82.5;84;85;88;88.25;88.5;88.75;89;89.6470588235;90.2941176471;90.9411764706;91.5882352941;92.2352941176;92.8823529412;93.5294117647;94.1764705882;94.8235294118;95.4705882353;96.1176470588;96.7647058824;97.4117647059;98.0588235294;98.7058823529;99.3529411765;100;117;118;122;122.5;123;125;125.6666666667;126.3333333333;127;131;131.25;131.5;131.75;132;132.6666666667;133.3333333333;134;134.2857142857;134.5714285714;134.8571428571;135.1428571429;135.4285714286;135.7142857143;136;136.125;136.25;136.375;136.5
China Guangdong;104303132;180000;1571;1.5061867941;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;32;52;77;110;150;206;276;352;434;533;630;721;809;890;965;1029;1090;1125;1153;1170;1212;1234;1254;1287;1309;1315;1321;1324;1325;1326;1332;1335;1337;1339;1339.3333333333;1339.6666666667;1340;1341;1341.5;1342;1342.3333333333;1342.6666666667;1343;1344;1344.25;1344.5;1344.75;1345;1348;1349;1350;1351;1352;1353;1356;1362;1370;1387;1392;1405;1407;1420;1425;1440;1448;1459;1467;1476;1486;1493;1499
China Guangxi;46026629;236000;254;0.5518544493;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;23;29.5;35;45;50;57;76;85;98;109;125;137;148;166;170;181;193;208;213;220;222;224;233;235;236;240;242;243;244;247;248;249;250;250.0476190476;250.0952380952;250.1428571429;250.1904761905;250.2380952381;250.2857142857;250.3333333333;250.380952381;250.4285714286;250.4761904762;250.5238095238;250.5714285714;250.619047619;250.6666666667;250.7142857143;250.7619047619;250.8095238095;250.8571428571;250.9047619048;250.9523809524;251;251.3333333333;251.6666666667;252;252;252;252;252;252;252;252;252;252;252;252;252;252
China Guizhou;34746468;176000;146;0.4201865928;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;4;6;8;9.5;11;28;32.5;37;45;56;62;69;79;87;97;107;125;131;133;138;141;142;144;144.0344827586;144.0689655172;144.1034482759;144.1379310345;144.1724137931;144.2068965517;144.2413793103;144.275862069;144.3103448276;144.3448275862;144.3793103448;144.4137931034;144.4482758621;144.4827586207;144.5172413793;144.5517241379;144.5862068966;144.6206896552;144.6551724138;144.6896551724;144.724137931;144.7586206897;144.7931034483;144.8275862069;144.8620689655;144.8965517241;144.9310344828;144.9655172414;145;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144
China Hainan;9171300;34000;168;1.8318013804;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;6;17;19;30;37;39;42;48;58;60;68;76;95;102;113;120;126;133;139;152;153;154;157;157.5;158;160.5;163;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162
China Hebei;71854202;187700;328;0.4564799147;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;11;16;31;46;62;79;93;101;110;122;131;152;167;189;200;212;233;245;259;277;285;294;295;300;300.5;301;302;303;305;305.3333333333;305.6666666667;306;311;312;312.0434782609;312.0869565217;312.1304347826;312.1739130435;312.2173913043;312.2608695652;312.3043478261;312.347826087;312.3913043478;312.4347826087;312.4782608696;312.5217391304;312.5652173913;312.6086956522;312.652173913;312.6956521739;312.7391304348;312.7826086957;312.8260869565;312.8695652174;312.9130434783;312.9565217391;313;313.25;313.5;313.75;314;314.25;314.5;314.75;315;316;317;319
China Heilongjiang;38312224;454000;861;2.2473245093;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;9;14;25;30;35;48;69;84;110;144;178;215;265;283;295;319;348;366;382;406;412;432;444;451;457;463;466;466.5;467;467.0909090909;467.1818181818;467.2727272727;467.3636363636;467.4545454545;467.5454545455;467.6363636364;467.7272727273;467.8181818182;467.9090909091;468;468.1666666667;468.3333333333;468.5;468.6666666667;468.8333333333;469;469.125;469.25;469.375;469.5;469.625;469.75;469.875;470;471;471.3076923077;471.6153846154;471.9230769231;472.2307692308;472.5384615385;472.8461538462;473.1538461538;473.4615384615;473.7692307692;474.0769230769;474.3846153846;474.6923076923;475
China Henan;94023567;167000;1276;1.3571065646;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;6;28;77;122;161;198;268;341;409;480;550;656;745;832;895;962;1014;1054;1086;1116;1149;1164;1191;1209;1224;1235;1240;1243;1245;1248;1249;1249.25;1249.5;1249.75;1250;1250.0769230769;1250.1538461538;1250.2307692308;1250.3076923077;1250.3846153846;1250.4615384615;1250.5384615385;1250.6153846154;1250.6923076923;1250.7692307692;1250.8461538462;1250.9230769231;1251;1251.0909090909;1251.1818181818;1251.2727272727;1251.3636363636;1251.4545454545;1251.5454545455;1251.6363636364;1251.7272727273;1251.8181818182;1251.9090909091;1252;1252.25;1252.5;1252.75;1253;1253.3333333333;1253.6666666667;1254;1254;1254;1254;1254
China Hong Kong;7061200;1108;1017;14.4026511075;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;7;7.6666666667;8.3333333333;9;10;11;12;14;15;16;19;22;23;24;27;36;47;48;51;54;54.5;55;58;60;61;66;66.5;67;71;76;81;88;89;90;91;92;96;98.5;101;102;103;104;110;111;116;122;125;130;136;141;151;158;177;204;252;269;313;352;382;406;449;515;557;637;678;710;761;798
China Hubei;57237740;185900;67803;118.4585554915;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;449;2486;3160.5;3593;4349;5557;9481;11733;14757;17636;19968;22809;24754;27285;29233;30803;38171;45565;51724;53522;55421;57186;58847;59160;59540;59731;61125;61199.5;61279;61762;62141;62540;62852;63262;63822;64004;64106;64210;64336;64459;64527;64554;64590;64600;64610;64612;64612;64613;64612;64612;64612;64607;64601.1666666667;64597.3333333333;64593.5;64590.6666666667;64588.8333333333;64589;64588.125;64586.25;64585.375;64582.5;64582.625;64580.75;64580.875;64580;64580.3333333333
