Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;Last Trend
Guinea-Bissau;1968001;28120;43;2.1849582394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.206973443;0.1659718911;0.1172229371;0.0721632651;0.0458350901;0.0327736324;0.0310790279;0.0306558886;0.0283150098;
Guyana;786552;196850;55;6.992544676;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0782590542;-0.2328329542;-0.2304444849;-0.161502743;-0.0544186183;;;;;;;0.1405126055;0.108451201;0.0871401384;0.1059981493;0.1167896529;0.1096073534;0.096049737;0.0712296056;0.0572105321;0.039601649;0.0395820182;0.042346237;0
Haiti;11402528;27560;41;0.3595693867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0518979701;0.0400696735;0.0456858095;0.0584943359;0.075029641;0.0823855008;0.0842082952;0.085776556;0.0786792608;0.0764836882;0.072353855;0.0749792139;0.0738059285;0.0662575174;0.0507333255;
Honduras;9904607;111890;426;4.3010288041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.128694321;0.1270184525;0.1780396143;0.2467004416;0.2886407572;0.298503929;0.2574334297;0.2041344835;0.1815095772;0.1553817625;0.1595276987;0.1364706591;0.117613438;0.0917907742;0.0673528014;0.0622456757;0.0572438463;0.0641644695;0.0627043064;0.0533836201;0.0365227736;0.0229238888;0.0177318551;0.0167064439
Hungary;9660351;90530;1652;17.1008279099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2605652931;0.2600449358;0.2263120465;0.2226394057;0.209297331;0.2118916251;0.2137195212;0.2200185933;0.2241143719;0.2209471672;0.2056390424;0.1836071771;0.1684406912;0.1602289042;0.154646997;0.1437950582;0.128088473;0.111130193;0.096693921;0.0877861455;0.0856815761;0.0769516121;0.0726269703;0.0682469672;0.0725832901;0.0920582424;0.1098044391;0.1232776008;0.1161520083;0.0933542764;0.0692620992;0.0494677367;0.0462317923
Iceland;341243;100250;1739;509.6075230847;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2290347615;0.1513578797;0.136666433;0.1498837779;0.1873676553;0.2138876526;0.2143426992;0.1851374147;0.1539714365;0.134044774;0.1477499048;0.1818084287;0.2070260077;0.2221194654;0.1945594666;0.1621443106;0.1295517073;0.1082052295;0.1050364602;0.1014302453;0.0985052458;0.0883962239;0.074763426;0.0669769485;0.0634103465;0.0619410663;0.060537932;0.0552600393;0.0499547383;0.0438530621;0.0382381286;0.032534981;0.0255442187;0.0197970662;0.0154345222;0.0126943716;0.0096292066;0.0072042946;0.0059195893;0.0069484655
India;1380004385;2973190;13430;0.9731853135;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1170572436;0.115892272;0.1409735262;0.1641260481;0.1695005655;0.1681900672;0.1654204736;0.1499481924;0.1457845639;0.1286277726;0.1344938955;0.1548085603;0.1970778762;0.2349771433;0.2561535976;0.245842945;0.2183155424;0.1861302273;0.1668640541;0.1611148504;0.1439959991;0.1416833882;0.1276423672;0.156071549;0.1964249277;0.2149708704;0.2221424179;0.1874434453;0.1783447111;0.177771001;0.182269358;0.1807160694;0.1530943852;0.1358952346;0.1207200095;0.1185716919;0.1137810416;0.1075598107;0.1020174132;0.0899204675
Indonesia;273523615;1811570;5516;2.0166448882;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3702183532;0.3252390915;0.2863316956;0.2526141896;0.2596570165;0.2715090425;0.2784522712;0.2575513712;0.2141627208;0.1834288849;0.1612703716;0.1546057815;0.1532126626;0.1483812429;0.1412450035;0.1293710798;0.1155965898;0.1053680648;0.0940874275;0.0906388075;0.0854616004;0.0828630572;0.0823901442;0.0830172912;0.0867562453;0.0906694717;0.0923350671;0.0914718731;0.090970525;0.0890130475;0.0871917094;0.080872665;0.0751082023;0.0739875389
Iran;83992949;1628550;77995;92.8589851036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5231279115;0.5551090268;0.5754671366;0.6052885388;0.5913709449;0.5803189497;0.5323147922;0.4546337802;0.3812572454;0.3077499797;0.2618471518;0.2218683422;0.181217161;0.1449684122;0.1215872067;0.1170456064;0.1192968196;0.1196109468;0.1133050874;0.1032697875;0.0916352377;0.0810226132;0.0739309347;0.06794293;0.0627379601;0.0588979124;0.0582593647;0.0629179553;0.070350042;0.0797541948;0.0873344653;0.090911539;0.0912894816;0.088089809;0.083105937;0.0769696801;0.0703975583;0.0639103713;0.0574278079;0.0515972621;0.0463787103;0.041678292;0.0371305236;0.0334336769;0.0304657596;0.0283835577;0.0268509141;0.0252442469;0.023753624;0.0222940078;0.0210239694
Iraq;40222493;434320;1434;3.5651693693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2559338046;0.1801334824;0.1431645726;0.1343823041;0.1448195589;0.1496152284;0.1340530661;0.1207826212;0.1105153055;0.1134253299;0.1073173962;0.0955077208;0.0960576402;0.0999015944;0.1175207759;0.126685655;0.1172954684;0.1033282996;0.0873762383;0.096401513;0.1087787686;0.1236079405;0.1356612039;0.1336313896;0.1296115441;0.1267975767;0.1207203931;0.1111765668;0.0977236973;0.0835550168;0.0719037529;0.0669283255;0.0694520527;0.0763602623;0.0795652404;0.0753772727;0.0664997626;0.0530322924;0.0415944384;0.0329271383;0.0269664967;0.022962878;0.0184738891;0.0134275618
Ireland;4937786;68890;13271;268.7641789255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1922603035;0.2680597846;0.3589289742;0.401501601;0.3920519267;0.3285071787;0.2832568502;0.2441206463;0.3064317958;0.3606230079;0.390935337;0.3649167181;0.2730910537;0.2169426948;0.1868510715;0.1869464935;0.1823918939;0.1727192913;0.1550192207;0.1393412075;0.1231982554;0.1084048152;0.1016045187;0.0986739559;0.0978599776;0.0966035574;0.0917671165;0.0855747747;0.077392771;0.0725646619;0.0850233123;0.1007859791;0.1167780223;0.1233284983;0.1126418924;0.1010607141;0.0874381862;0.0577030366
Israel;8655535;21640;12758;147.3970124319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3193849171;0.3879022474;0.3831129488;0.2974015658;0.2206418158;0.1585203078;0.1539655615;0.1690247396;0.2213594404;0.2324405379;0.222395713;0.193089658;0.1870951062;0.2109277515;0.2510141836;0.287906405;0.2839490327;0.2616040787;0.2940946531;0.312340432;0.3201278662;0.3081343203;0.2355249803;0.1882858252;0.1527973635;0.1464139225;0.1383811884;0.1285713147;0.1154260352;0.1008263;0.0830068247;0.0687148697;0.0562804882;0.0481877942;0.042787183;0.0401823845;0.0404785707;0.0399429033;0.039541557;0.0380531654;0.0367035292;0.0205583553
Italy;60461826;294140;168941;279.4176279096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5672811954;0.4544755315;0.3946566332;0.3864686346;0.3576266929;0.3292807848;0.299929994;0.2632897862;0.242627288;0.23242417;0.2376231424;0.2412545576;0.2321292975;0.2193591844;0.2045582629;0.1913419852;0.191904112;0.1891977608;0.1834037211;0.1684948465;0.1529360798;0.1423736665;0.1376675496;0.1387314438;0.1381337036;0.1302203427;0.1163709677;0.100162631;0.0883881113;0.081292116;0.0779472747;0.0745767291;0.068251112;0.0603179231;0.0521643938;0.0463333048;0.043153976;0.0419146974;0.0408855749;0.0387864903;0.0352919455;0.0317183267;0.0289943984;0.0276429972;0.0280098219;0.02859612;0.0283421392;0.0266336458;0.0237658576;0.0214256096;0.02292392
Ivory Coast;26378274;318000;654;2.4793130892;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5337222158;0.4751323108;0.2945505642;0.2235964924;0.1696249998;0.1659973086;0.1294449982;0.0898930289;0.0661115383;0.064323992;0.0775590287;0.1015685644;0.1157612852;0.1259643421;0.1291703717;0.1225781459;0.1195050185;0.1086851297;0.1015533231;0.0870040468;0.0684689012;0.0498185468;0.0123839009
Jamaica;2961167;10830;143;4.8291771454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1010497678;0.098915251;0.0901772482;0.0806240865;0.0841347521;0.0908274954;0.0975930569;0.0941750316;0.0785572728;0.0715455001;0.0712787142;0.0868527253;0.0963668903;0.0952121655;0.0855926041;0.0762450264;0.0696660381;0.0651588477;0.0566656433;0.0429590958;0.0286302125;0.0161342383;0.0150319815;0.0209837769;0.058470975;0.113060754;0.1660747419;0.144
Japan;126476461;364555;8626;6.8202414361;;;;;;;;;;;;;;;;0.0958307867;0.055148215;0.0380904643;0.0387094307;0.0362926153;0.0316755196;0.0266900961;0.0242698635;0.0231488604;0.022671447;0.0586905065;0.1242537913;0.1897977321;0.2351557953;0.2218573036;0.17769359;0.1392506589;0.1269716445;0.1367262679;0.1415917118;0.1388201145;0.1270837333;0.1125531173;0.1019106931;0.0944689313;0.0876823011;0.0770229038;0.0686675419;0.0708136737;0.0793549137;0.095632535;0.1081358024;0.1140032577;0.1063068368;0.09444405;0.0867541857;0.0812096321;0.0806240865;0.07692167;0.0751514407;0.0692537044;0.0639381313;0.0519541479;0.0385669935;0.0295765702;0.0295779743;0.0399607498;0.0471857019;0.0536955256;0.0581376998;0.0606782931;0.0649357111;0.0737053391;0.0849516927;0.0890891187;0.0831402891;0.0735273372;0.0714838675;0.074520803;0.0955101796;0.1094729348;0.1135900979;0.1072254985;0.0939567746;0.0881073144;0.0913367856;0.1027427119;0.115282932;0.1190938722;0.107726838;0.0929022435;0.0745001306;0.0649382716
Jordan;10203134;88780;402;3.9399658968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3014577237;0.2147461177;0.1752529027;0.1573353136;0.1615989148;0.1637353263;0.1523520296;0.130533353;0.0948365931;0.0665604292;0.0429660084;0.0355580763;0.0349897087;0.038594095;0.0450359978;0.0455573232;0.0423312667;0.0326959843;0.0258229251;0.0213100754;0.0191424427;0.0198047922;0.0175387119;0.0155615766;0.0129171045;0.0114671832;0.0024937656
Kazakhstan;18776707;2699700;1402;7.4666979679;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2004804806;0.1180339887;0.109552714;0.1015935922;0.1298537414;0.1823526099;0.2600180958;0.3246614031;0.3251197275;0.2838000906;0.2032441297;0.1500391963;0.1195965071;0.1138586475;0.1140753526;0.1129988538;0.1101983155;0.0989920901;0.0870677605;0.0689321496;0.060540528;0.0594434107;0.071541781;0.0899276559;0.1014674585;0.1057683802;0.0826254826
Kenya;53771296;569140;234;0.4351764183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2119853724;0.1659718911;0.1349823267;0.1153624428;0.1273047426;0.1640008911;0.2155802365;0.2456620866;0.2408706712;0.1969548023;0.142529435;0.1081522058;0.0919649258;0.0822367908;0.0669212612;0.0455246496;0.0318451037;0.0273611044;0.029883572;0.0357176999;0.0399967687;0.04
Korea, South;51269185;97230;10613;20.7005436111;;;;;;;;;;;;;;;;;0.1115041773;0.1163201176;0.1135591023;0.0983708291;0.0716633054;0.0492682046;0.0386143557;0.0357877156;0.0272934993;0.0176520814;0.0094797327;0.0093250181;0.0137963626;0.1062517226;0.237308001;0.4380661256;0.6939240131;0.7621466341;0.7427615156;0.5919955173;0.426807561;0.3407743426;0.3017511629;0.3168463172;0.3164309919;0.2938513205;0.2538313422;0.202033001;0.1633797413;0.1300996675;0.1044000676;0.0845256573;0.0662003105;0.0506931942;0.0363072109;0.025158744;0.0196789359;0.0177784821;0.0158945983;0.0142472318;0.0116063117;0.0106399594;0.0108730939;0.0115015645;0.0128772088;0.0141449556;0.0141353536;0.0130752959;0.0109374058;0.0093615115;0.0087688464;0.0096206168;0.0110401988;0.0117113144;0.0117020442;0.0112434808;0.0108802041;0.0103105087;0.0098768198;0.0094198227;0.0085576063;0.00765599;0.0065996113;0.0055600887;0.004693521;0.0040352142;0.0035537077;0.0031245761;0.0028352812;0.0026921992;0.0025820565;0.0020772354
Kosovo;1810463;10.877;449;24.8002858937;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.082073619;0.0754362717;0.0692841349;0.0575423176;0.0453501337;0.0481356954;0.0584228523;0.0725660225;0.0889990946;0.1044618846;0.1224444649;0.1356080026;0.1366171328;0.1288168919;0.1145493415;0.1018805834;0.0741626794
Kuwait;4270571;17820;1524;35.6860944356;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1835930773;0.096843771;0.0560794208;0.0418228964;0.0272618182;0.0198553279;0.0206735542;0.0272119967;0.033545655;0.038352876;0.0461620838;0.0624420766;0.0845299392;0.1037816095;0.1128890163;0.1059252137;0.0937599161;0.0806240865;0.0727824514;0.0725401693;0.0726947332;0.0711960442;0.0605362037;0.0445522731;0.032336277;0.0323064196;0.0413747224;0.0559893769;0.06214507;0.0656911122;0.0688949017;0.0730638736;0.0922514224;0.1118825296;0.135958676;0.1572045858;0.1623376433;0.1627623938;0.1464106949;0.1285903567;0.1169622328;0.1055799504;0.1011990931;0.0897099598;0.0735138422;0.0609650381;0.0846975089
Kyrgyzstan;6524195;191800;466;7.1426436518;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3579060687;0.2531048511;0.2021117936;0.1611001869;0.1682569069;0.1474149978;0.1190299644;0.0942516679;0.0815707576;0.0777843558;0.1099805611;0.134304921;0.1632107341;0.1659350961;0.1372265053;0.1160803546;0.0916538124;0.0990161291;0.0965379191;0.0907528068;0.0731763227;0.0378619154
Laos;7275560;230800;19;0.2611482827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0473435223;0.0681157665;0.0868527253;0.0920483451;0.0835329259;0.0712787142;0.0561944433;0.043898815;0.0281966153;0.0136085703;
Latvia;1886198;62200;675;35.7862748237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2924265025;0.2848962696;0.2960927762;0.3136300395;0.2982449659;0.2483538941;0.2109720695;0.1779550731;0.1682856381;0.1534442192;0.1387755567;0.1258387883;0.1173228542;0.1163073425;0.1075474333;0.1014158579;0.087173275;0.0796943354;0.0682842138;0.0591004127;0.050233938;0.038198814;0.0337027842;0.027958565;0.0293051479;0.0306055007;0.032294833;0.0309168399;0.025054923;0.0194935576;0.0135874334;0.0135135135
Lebanon;6825445;10230;663;9.7136523699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1512719093;0.1784439527;0.206973443;0.198904423;0.2081868491;0.2053905237;0.2133657825;0.2154747615;0.1924139948;0.1677711787;0.1362193665;0.113941745;0.1000348808;0.092490755;0.1010250909;0.1290504322;0.1439006686;0.1644925109;0.1600018463;0.1425316774;0.1167896529;0.0888748663;0.0782818003;0.0619588888;0.0552345603;0.0447306308;0.0384214187;0.0339213758;0.0296722227;0.0275170723;0.0242265791;0.0220486631;0.0227038629;0.0234394615;0.0270616493;0.0287487123;0.027798236;0.0247134631;0.0187099773;0.0163093585;0.0137090491;0.0075987842
Liberia;5057681;96320;59;1.166542532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2885450649;0.2451894735;0.189207115;0.1573718094;0.1328626995;0.104349595;0.0700642983;0
Libya;6871292;1759540;49;0.7131118864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1521144067;0.1241941887;0.0837160325;0.0625167743;0.0572124632;0.061484737;0.0538289314;0.038718368;0.0553319651;0.1054164151;0.1556745591;
Liechtenstein;38128;160;79;207.1968107428;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1225349736;0.1156147017;0.0911198107;0.0618815431;0.0396248623;0.0287954737;0.0272407902;0.0321770297;0.0396124882;0.0492126245;0.0522364611;0.0459476939;0.0339997543;0.0198003862;0.0115945396;0.0065150025;0.0050270884;0.0042827532;0.0039111858;0.0031898332;0.0021209027;0.0010576429;0.0003519269;0;0
Lithuania;2722289;62674;1128;41.4357182503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3280942012;0.4129308277;0.4646811345;0.4756016243;0.4089227343;0.2985794169;0.2313277424;0.1861156843;0.1632181168;0.1451935223;0.1243805194;0.1123419906;0.098837526;0.0939148038;0.0920139417;0.0908107742;0.0823526838;0.0709953419;0.0563704376;0.0479154294;0.0426561538;0.0413636484;0.039613712;0.0340756681;0.026734872;0.0197906137;0.0167140251;0.0339138405
Luxembourg;625978;2590;3444;550.179079776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4176009245;0.4730476665;0.5289818226;0.5240401343;0.4682757658;0.3634387998;0.2833218318;0.2207728845;0.1877575575;0.1700321277;0.1524091632;0.1296867593;0.1038940156;0.086365612;0.0731797907;0.0671106896;0.064869952;0.0636428746;0.0586326325;0.0464852453;0.0381672296;0.031065612;0.0286414764;0.0284872278;0.0275884764;0.0252247379;0.0192836722;0.0132839558;0.0093396148;0.0088345573;0.0210495108
MS Zaandam;Not defined;Not defined;9;0;Missing Country;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Madagascar;27691018;581795;111;0.4008520019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.193825482;0.1802890248;0.1957116809;0.1799806065;0.1558092296;0.1304699695;0.0952261355;0.077533123;0.0663709792;0.0665800101;0.0708568971;0.0678863651;0.0636591794;0.0525319087;0.03943098;0.0326608113;0.0274912595;0.0227788246;0.0174530561;0.0090909091
Malawi;19129952;94280;16;0.0836384744;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Malaysia;32365999;328550;5182;16.0106289319;;;;;;;;;;;;;;;;;;;;;0.0960904438;0.0745699318;0.0573712634;0.0411020726;0.0334179484;0.0362608647;0.0409729437;0.0429163209;0.0340388766;0.0206904199;0.0092263628;0.0037524111;0.0037383829;0.0037244592;0.0037106389;0.0036969207;0.0036833036;0.0036697864;0.0069732888;0.0134619786;0.0330016324;0.0590972765;0.0866907623;0.1326519147;0.182480017;0.2323432713;0.2558182261;0.2342512788;0.1930871245;0.146750792;0.1297213548;0.1316469624;0.1384192207;0.1521820926;0.2157756055;0.2856079267;0.3387271171;0.3515889015;0.2863620866;0.2189602653;0.1689902265;0.1475835255;0.1411399379;0.130834289;0.1222587269;0.1156147017;0.1056447608;0.099986622;0.0892411769;0.0799990781;0.0704411895;0.0625293251;0.06043828;0.0598434669;0.060170994;0.0599858686;0.0561783503;0.0510257403;0.0456810238;0.0411059169;0.037902577;0.0350312478;0.0337095073;0.0332368923;0.0336024855;0.0322159636;0.0296661854;0.0216876972
Maldives;540544;300;25;4.6249704002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0374933456;0.0183562813;0.01802527;0.0177059896;0.0173978273;0.017100212;0.0168126112;0.0165345276;0.017586182;0.0198904499;0.0233620455;0.0266900961;0.030919599;0.0317436865;0.029424315;0.0232056518;0.0148853467;0.0087973286;0.0047282642;0.0047060123;0.0046839689;0.004662131;0.0046404958;0.0046190605;0.0069992182;0.0116978953;0.018588404;0.0342248782;
Mali;20250833;1220190;171;0.844409709;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1711379569;0.1322349006;0.1170572436;0.1044795567;0.0877573059;0.0870235738;0.0870868851;0.1088886743;0.1340775674;0.1479364656;0.1547005384;0.1442496849;0.140328726;0.1272720611;0.1260226483;0.1554054054
Malta;441543;320;412;93.3091454286;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2790591204;0.2387996348;0.2087622783;0.189207115;0.1859265124;0.1723876976;0.1616642506;0.1321937253;0.1046267912;0.0827882115;0.06132185;0.0515114418;0.0431463071;0.0500288424;0.0594126461;0.0647145606;0.0644090646;0.0576803008;0.0534295463;0.0675095285;0.0805651278;0.0967816392;0.0969389326;0.0856068691;0.0714929914;0.0506490646;0.0403423244;0.027029891;0.0233072162;0.0325814536
Mauritania;4649658;1030700;7;0.150548707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mauritius;1271768;2030;324;25.4763447421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3339838987;0.3003269544;0.2714329901;0.2452828896;0.1848365629;0.141029136;0.1175089099;0.1177756075;0.1123845549;0.0987906362;0.0896408754;0.0897231404;0.0939530519;0.0925202979;0.0885219864;0.0792714438;0.0650843899;0.0518733032;0.0312526792;0.0180155725;0.0054753708;0.0028494007;0
Mexico;128932753;1943950;5847;4.5349221699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4142135624;0.3586021336;0.3295739742;0.2884194363;0.283108574;0.2732268139;0.2562581785;0.2238319564;0.1918442198;0.1744559295;0.1744516379;0.1856387672;0.1967640138;0.1897141316;0.1675417255;0.1443494611;0.1253827247;0.1174278148;0.1141470339;0.1160912479;0.1206867775;0.1264221024;0.1336987134;0.1323868021;0.1276791623;0.1178654943;0.1092296904;0.1024122682;0.0954988983;0.090354994;0.0829783293
Moldova;4033963;32850;2154;53.3966226264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2589640879;0.2514597053;0.2574334297;0.2431313569;0.2070807943;0.1838346318;0.1708232151;0.167060088;0.1663495116;0.159801364;0.1511638949;0.1486738203;0.1533308198;0.1660145608;0.1768148718;0.1924466087;0.1972904349;0.1914058239;0.173943001;0.1466799634;0.1237099682;0.1087840922;0.1040834921;0.0989521008;0.0881655426;0.0800372664;0.0735816041;0.0712542345;0.0512445095
Monaco;39242;1;93;236.9909790531;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2229503686;0.159970874;0.1271720818;0.1149722512;0.1163201176;0.1076793808;0.0851827144;0.070026194;0.0605609566;0.0652696591;0.0662500549;0.0680531369;0.0664348281;0.063519881;0.0568143124;0.0470645283;0.0423692888;0.038153419;0.0378774759;0.033150862;0.0227417989;0.012000301;0.0036166956;0
Mongolia;3278290;1553560;31;0.9456149395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0213643658;0.0254538625;0.0314990806;0.0372216288;0.040291604;0.0408999365;0.0374290109;0.0323918866;0.0258994216;0.0197759648;0.0158082339;0.0154818154;0.0185733322;0.0215533848;0.0228532391;0.0208612643;0.017288412;0.0138601173;0.0704000048;0.1202995201;0.1642545338;
Montenegro;628066;13450;303;48.2433374836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.33748061;0.3268251179;0.2541112516;0.1880255864;0.1153624428;0.0885219864;0.082763644;0.1063143123;0.1412119493;0.1616642506;0.1620590389;0.1457682678;0.1176027512;0.0860315948;0.0590725904;0.0389460265;0.0285503865;0.0227570302;0.022192237;0.0236509522;0.0235085995;0.0255836422;0.0520833333
Morocco;36910560;446300;2283;6.1852217902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2641759418;0.2554432888;0.2552598115;0.2394471145;0.2267201279;0.2287614229;0.2350102975;0.2429777704;0.2430877356;0.2286467852;0.2101675165;0.1824651053;0.1563036935;0.1271684678;0.1063608911;0.0999211762;0.1057215865;0.115113075;0.1147741897;0.1030021284;0.088439464;0.0756875308;0.0705276418;0.0678645517;0.0670445314;0.0670825688;0.0676912129;0.0741222995;0.1279644269
Mozambique;31255435;786380;31;0.0991827501;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0806240865;0.0745699318;0.0719774644;0.0721632651;0.0700642983;0.0639187668;0.0639817448;0.0727501625;0.0841176107;0.0937092599;
Namibia;2540905;823290;16;0.6296968993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0715040805;0.0573712634;0.0449537924;0.0343353753;0.0249153442;0.0162654963;0.0079687575;0.0026212545;0;0;0;0;0;0;
Nepal;29136808;143350;16;0.0549133591;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0454216473;0.0651841427;0.0804906514;0.083132919;
