Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16
Bolivia;11673021;1083300;441;3.7779423167;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;10;10.5;11;11.5;12;13.5;15;19;24;27;29;32;43;61;74;81;97;107;115;123;132;139;157;183;194;210;264;268;275;300;330;354;397;441
Bosnia and Herzegovina;3280819;51000;1167;35.5703865407;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;3;5;7;11;13;18;24;25;26;38;63;89;93;126;136;166;176;191;237;258;323;368;420;459;533;579;624;654;674;764;804;858;901;946;1009;1037;1083;1110;1167
Botswana;2351627;566730;15;0.6378562587;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;4.4;4.8;5.2;5.6;6;7.75;9.5;11.25;13;13.2857142857;13.5714285714;13.8571428571;14.1428571429;14.4285714286;14.7142857143;15
Brazil;212559417;8358140;30425;14.313644829;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;4;8.5;13;16.5;20;25;31;38;52;151;156.5;162;200;321;372;621;793;1021;1546;1924;2247;2554;2985;3417;3904;4256;4579;5717;6836;8044;9056;10360;11130;12161;14034;16170;18092;19638;20727;22192;23430;25262;28320;30425
Brunei;437479;5270;136;31.0872064716;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;11;24;37;40;50;54;56;68;75;78;83;88;91;104;109;114;115;120;126;127;129;131;133;134;135;135.1666666667;135.3333333333;135.5;135.6666666667;135.8333333333;136;136;136;136;136;136;136
Bulgaria;6948445;108560;800;11.5133673793;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;6;7;15;23;41;51;52;67;92;94;127;163;187;201;218;242;264;293;331;346;359;399;422;457;485;503;531;549;577;593;618;635;661;675;685;713;747;800
Burkina Faso;20903273;273600;546;2.6120311398;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;3;15;17.5;20;33;40;64;75;99;114;146;152;180;207;222;246;261;282;288;302;318;345;364;384;414;443;463.5;484;497;512.5;528;542;546
Burma;Not defined;Not defined;85;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;10;14;15;17.5;20;20.5;21;21.5;22;22.3333333333;22.6666666667;23;27;38;41;62;63;74;85
Burundi;11890784;25680;5;0.042049372;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;3;3;3;3;3;3;3;5;5;5;5;5;5
Cambodia;16718965;176520;122;0.7297102422;;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;3;5;7;15.6666666667;24.3333333333;33;35;37;51;53;84;87;91;96;97.5;99;101;103;107;109;109.5;110;114;114.25;114.5;114.75;115;117;119;119.5;120;122;122;122;122;122
Cameroon;26545863;472710;996;3.7519970626;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;4;10;11.5;13;20;27;40;56;66;75;83;91;115;139;166;193;233;306;509;555;650;658;694;730;775;820;827;834;841;848;922;996
Canada;37742154;9093510;30796;81.5957668977;;0;0;0;0;1;1;2;2;2;4;4.2;4.4;4.6;4.8;5;6;7;7.1;7.2;7.3;7.4;7.5;7.6;7.7;7.8;7.9;8;8.25;8.5;8.75;9;9.3333333333;9.6666666667;10;11;12;13;14;20;24;27;30;33;37;49;54;64;77;79;108;117;191;196;250;413;470;648;791;933;1267;1456;2075;2777;3238;4029;4669;5563;6267;7385;8514;9547;11271;12424;12965;15743;16550;17859;19128;20641;22046;23303;24286;25667;27022;28196;30796
Canada Alberta;4067175;640330.46;1996;49.075832734;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;4;7;13;19;24;29;34;39;56;74;97;119;146;195;259;301;359;358;486;542;581.5;621;661;690;754;969;1022;1075;1181;1250;1373;1398;1423;1451;1567;1649.5;1732;1870;1933;1996
Canada British Columbia;4648055;922503.01;1561;33.5839399491;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;4;4.1;4.2;4.3;4.4;4.5;4.6;4.7;4.8;4.9;5;5.25;5.5;5.75;6;6.25;6.5;6.75;7;7.25;7.5;7.75;8;8.3333333333;8.6666666667;9;12;13;21;24;27;32;35.5;39;46;64;68.5;73;103;144.5;186;231;271;424;448;472;617;671;725;804.5;884;927;970;1013;1067;1121;1174;1203;1234.5;1266;1278.5;1291;1336;1370;1445;1467.5;1490;1503.5;1517;1561
Canada Manitoba;1278365;552370.99;250;19.5562300282;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;6;7;8;15;17;17.5;18;20;20.5;21;35;36;39;64;72;96;103;127;167;182;192.5;203;210;217;219;221;230;243;242;246;247.3333333333;248.6666666667;250
Canada New Brunswick;747101;71388.81;117;15.6605331809;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;6;8;11;13;15;17;17.3333333333;17.6666666667;18;25.5;33;45;51;66;68;70;81;91;93.3333333333;95.6666666667;98;103;105;106.5;108;112;113;114;116;116.5;117;117
Canada Newfoundland and Labrador;519716;370514.08;252;48.4880203804;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;4;6;9;24;35;58.5;82;102;120;135;148;152;175;183;195;206;217;226;228;230;232;239;241;242;244;245.5;247;252
Canada Northwest Territories;41786;1143793.8600000001;5;11.9657301489;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;4;4.5;5;5;5;5;5;5;5;5;5;5;5
Canada Nova Scotia;923598;52942.27;579;62.6896117142;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;12;14;15;21;28;41;51;68;73;90;110;122;127;147;173;193;207;236;262;293;310;326;342;407;428;445;474;517;549;579
Canada Ontario;13448494;908699.33;9840;73.168043946;;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4.6666666667;5.3333333333;6;8.5;11;15;18;20;21;22;25;28;29;34;36;41;42;74;79;104;177;185;221;257;308;377;425;503;588;688;858;994;1144;1355;1706;1966;2392;2793;3255;3630;4354;4347;4726;5276;5759;6237;6648;7049;7470;7953;8447;9840
Canada Prince Edward Island;142907;5686.03;26;18.193650416;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2;3;3;3;5;7;9;11;14.5;18;21;21.5;22;22.5;23;23.5;24;24.5;25;25.1428571429;25.2857142857;25.4285714286;25.5714285714;25.7142857143;25.8571428571;26;26
Canada Quebec;8164361;1356625.27;15857;194.2221810133;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;3;4;5.3333333333;6.6666666667;8;9;17;20.5;24;50;74;94;121;139;181;219;628;1013;1342;1632;2024;2498;2840;3430;4162;4611;5518;6101;7022.5;7944;8580;9340;10031;10912;11677;12292;12846;13557;14248;14860;15857
Canada Recovered;Not defined;Not defined;0;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Canada Saskatchewan;1098352;588243.54;305;27.7688755517;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;7;7.5;8;16;20;26;52;66;72;83.5;95;114.5;134;156;170;184;193;206;220;234.5;249;254.5;260;265.5;271;285;289;298;300;302;304;305
Canada Yukon;35874;474712.68;8;22.3002731783;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;4.3333333333;4.6666666667;5;5.5;6;6.2;6.4;6.6;6.8;7;7.3333333333;7.6666666667;8;8;8;8;8;8;8
Cape Verde;555987;4030;56;10.0721779466;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;3;4;4.5;5;5.5;6;6.1666666667;6.3333333333;6.5;6.6666666667;6.8333333333;7;7.1428571429;7.2857142857;7.4285714286;7.5714285714;7.7142857143;7.8571428571;8;9;10;11;56;56
Central African Republic;4829767;622980;12;0.2484591907;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;8;8.3;8.6;8.9;9.2;9.5;9.8;10.1;10.4;10.7;11;11.5;12;12
Chad;16425864;1259200;27;0.1643749151;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;3;3;3;3;5;7;7.5;8;8.5;9;9.3333333333;9.6666666667;10;10.5;11;13.3333333333;15.6666666667;18;23;24.3333333333;25.6666666667;27
Channel Islands;173863;190;457;262.8506352703;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;3;6;7.6666666667;9.3333333333;11;14;32;34;36;41;46;66;88;97;108;141;156.5;172;193;232;262;309;323;335;351;361;398;407;431;436;440;447;457
Chile;19116201;743532;8807;46.0708694159;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;5.3333333333;6.6666666667;8;10.5;13;23;33;43;61;74;155;201;238;336;434;537;632;746;922;1142;1306;1610;1909;2139;2449;2738;3031;3404;3737;4161;4471;4815;5116;5546;5972;6501;6927;7213;7525;7917;8273;8807
China;1439323776;9388211;83403;5.7945961423;;548;643;920;1406;2075;2877;5509;6087;8141;9802;11891;16630;19716;23707;27440;30587;34110;36814;39829;42354;44386;44759;59895;66358;68413;70513;72434;74211;74619;75077;75550;77001;77022;77241;77754;78166;78600;78928;79356;79932;80136;80261;80386;80537;80690;80770;80823;80860;80887;80921;80932;80945;80977;81003;81033;81058;81102;81156;81250;81305;81435;81498;81591;81661;81782;81897;81999;82122;82198;82279;82361;82432;82511;82543;82602;82665;82718;82809;82883;82941;83014;83134;83213;83306;83356;83403
China Anhui;59500510;139700;991;1.6655319425;;1;9;15;39;60;70;106;152;200;237;297;340;408;480;530;591;665;733;779;830;860;889;910;934;950;962;973;982;986;987;988;989;989.1666666667;989.3333333333;989.5;989.6666666667;989.8333333333;990;990.0243902439;990.0487804878;990.0731707317;990.0975609756;990.1219512195;990.1463414634;990.1707317073;990.1951219512;990.2195121951;990.243902439;990.2682926829;990.2926829268;990.3170731707;990.3414634146;990.3658536585;990.3902439024;990.4146341463;990.4390243902;990.4634146341;990.487804878;990.512195122;990.5365853659;990.5609756098;990.5853658537;990.6097560976;990.6341463415;990.6585365854;990.6829268293;990.7073170732;990.7317073171;990.756097561;990.7804878049;990.8048780488;990.8292682927;990.8536585366;990.8780487805;990.9024390244;990.9268292683;990.9512195122;990.9756097561;991;991;991;991;991;991;991;991
China Beijing;19612368;16800;593;3.0236022494;;14;22;36;41;68;80;91;111;114;139;168;191;212;228;253;274;297;315;326;337;342;352;366;372;375;380;381;387;393;395;396;399;399.3333333333;399.6666666667;400;405;410;410.5;411;413;414;416;418;420;422;426;428;428.5;429;435;435.5;436;437;442;452;456;469;480;491;504;522;537;558;561;566;569;573;577;578.5;580;581;582;584;585;586;587;587.5;588;588.3333333333;588.6666666667;589;589.25;589.5;589.75;590;593
China Chongqing;28846170;82300;579;2.007198876;;6;9;27;57;75;110;132;147;182;211;247;300;337;366;389;411;426;428;468;486;505;518;529;537;544;551;553;555;560;567;572;573;575;576;576.037037037;576.0740740741;576.1111111111;576.1481481481;576.1851851852;576.2222222222;576.2592592593;576.2962962963;576.3333333333;576.3703703704;576.4074074074;576.4444444444;576.4814814815;576.5185185185;576.5555555556;576.5925925926;576.6296296296;576.6666666667;576.7037037037;576.7407407407;576.7777777778;576.8148148148;576.8518518519;576.8888888889;576.9259259259;576.962962963;577;578;578.1666666667;578.3333333333;578.5;578.6666666667;578.8333333333;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579;579
China Fujian;36894216;121580;353;0.9567895412;;1;5;10;18;35;59;80;84;101;120;144;159;179;194;205;215;224;239;250;261;267;272;279;281;285;287;290;292;293;293.1666666667;293.3333333333;293.5;293.6666666667;293.8333333333;294;295;296;296.1363636364;296.2727272727;296.4090909091;296.5454545455;296.6818181818;296.8181818182;296.9545454545;297.0909090909;297.2272727273;297.3636363636;297.5;297.6363636364;297.7727272727;297.9090909091;298.0454545455;298.1818181818;298.3181818182;298.4545454545;298.5909090909;298.7272727273;298.8636363636;299;303;313;315.5;318;322;328;331;337;338;340;343;345;347;349;350;350.3333333333;350.6666666667;351;351.2;351.4;351.6;351.8;352;352.5;353;353;353
China Gansu;25575254;454300;139;0.5434941135;;0;2;2;4;7;14;19;24;26;29;40;51;55;57;62;64.5;67;79;83;84.5;86;87;90;90.25;90.5;90.75;91;91.6470588235;92.2941176471;92.9411764706;93.5882352941;94.2352941176;94.8823529412;95.5294117647;96.1764705882;96.8235294118;97.4705882353;98.1176470588;98.7647058824;99.4117647059;100.0588235294;100.7058823529;101.3529411765;102;119;120;124;124.5;125;127;127.6666666667;128.3333333333;129;133;133.25;133.5;133.75;134;134.6666666667;135.3333333333;136;136.2857142857;136.5714285714;136.8571428571;137.1428571429;137.4285714286;137.7142857143;138;138.125;138.25;138.375;138.5;138.625;138.75;138.875;139;139;139;139;139;139;139;139;139;139;139
China Guangdong;104303132;180000;1571;1.5061867941;;26;32;53;78;111;151;207;277;354;436;535;632;725;813;895;970;1034;1095;1131;1159;1177;1219;1241;1261;1294;1316;1322;1328;1331;1332;1333;1339;1342;1345;1347;1347.3333333333;1347.6666666667;1348;1349;1349.5;1350;1350.3333333333;1350.6666666667;1351;1352;1352.25;1352.5;1352.75;1353;1356;1357;1358;1359;1360;1361;1364;1370;1378;1395;1400;1413;1415;1428;1433;1448;1456;1467;1475;1484;1494;1501;1507;1514;1516;1524;1532;1533;1536;1539;1544;1548;1552;1555;1564;1566;1571
China Guangxi;46026629;236000;254;0.5518544493;;2;5;23;29.5;36;46;51;58;78;87;100;111;127;139;150;168;172;183;195;210;215;222;224;226;235;237;238;242;244;245;246;249;250;251;252;252.0476190476;252.0952380952;252.1428571429;252.1904761905;252.2380952381;252.2857142857;252.3333333333;252.380952381;252.4285714286;252.4761904762;252.5238095238;252.5714285714;252.619047619;252.6666666667;252.7142857143;252.7619047619;252.8095238095;252.8571428571;252.9047619048;252.9523809524;253;253.3333333333;253.6666666667;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254;254
China Guizhou;34746468;176000;146;0.4201865928;;1;3;3;4;5;7;9;10.5;12;29;33.5;38;46;58;64;71;81;89;99;109;127;133;135;140;143;144;146;146.0344827586;146.0689655172;146.1034482759;146.1379310345;146.1724137931;146.2068965517;146.2413793103;146.275862069;146.3103448276;146.3448275862;146.3793103448;146.4137931034;146.4482758621;146.4827586207;146.5172413793;146.5517241379;146.5862068966;146.6206896552;146.6551724138;146.6896551724;146.724137931;146.7586206897;146.7931034483;146.8275862069;146.8620689655;146.8965517241;146.9310344828;146.9655172414;147;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146;146
China Hainan;9171300;34000;168;1.8318013804;;4;5;8;19;22;33;40;43;46;52;62;64;72;80;99;106;117;124;131;138;144;157;158;159;162;162.5;163;165.5;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168;168
China Hebei;71854202;187700;328;0.4564799147;;1;1;2;8;13;18;33;48;65;82;96;104;113;126;135;157;172;195;206;218;239;251;265;283;291;300;301;306;306.5;307;308;309;311;311.3333333333;311.6666666667;312;317;318;318.0434782609;318.0869565217;318.1304347826;318.1739130435;318.2173913043;318.2608695652;318.3043478261;318.347826087;318.3913043478;318.4347826087;318.4782608696;318.5217391304;318.5652173913;318.6086956522;318.652173913;318.6956521739;318.7391304348;318.7826086957;318.8260869565;318.8695652174;318.9130434783;318.9565217391;319;319.25;319.5;319.75;320;320.25;320.5;320.75;321;322;323;325;326;326.5;327;327.0909090909;327.1818181818;327.2727272727;327.3636363636;327.4545454545;327.5454545455;327.6363636364;327.7272727273;327.8181818182;327.9090909091;328
China Heilongjiang;38312224;454000;861;2.2473245093;;0;2;4;9;15;21;33;38;44;59;80;95;121;155;190;227;277;295;307;331;360;378;395;419;425;445;457;464;470;476;479;479.5;480;480.0909090909;480.1818181818;480.2727272727;480.3636363636;480.4545454545;480.5454545455;480.6363636364;480.7272727273;480.8181818182;480.9090909091;481;481.1666666667;481.3333333333;481.5;481.6666666667;481.8333333333;482;482.125;482.25;482.375;482.5;482.625;482.75;482.875;483;484;484.3076923077;484.6153846154;484.9230769231;485.2307692308;485.5384615385;485.8461538462;486.1538461538;486.4615384615;486.7692307692;487.0769230769;487.3846153846;487.6923076923;488;489;491;504;524;544;569;609;638;661;684;740;819;841;861
China Henan;94023567;167000;1276;1.3571065646;;5;7;9;32;83;128;168;206;278;352;422;493;566;675;764;851;914;981;1033;1073;1105;1135;1169;1184;1212;1231;1246;1257;1262;1265;1267;1270;1271;1271.25;1271.5;1271.75;1272;1272.0769230769;1272.1538461538;1272.2307692308;1272.3076923077;1272.3846153846;1272.4615384615;1272.5384615385;1272.6153846154;1272.6923076923;1272.7692307692;1272.8461538462;1272.9230769231;1273;1273.0909090909;1273.1818181818;1273.2727272727;1273.3636363636;1273.4545454545;1273.5454545455;1273.6363636364;1273.7272727273;1273.8181818182;1273.9090909091;1274;1274.25;1274.5;1274.75;1275;1275.3333333333;1275.6666666667;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276;1276
China Hong Kong;7061200;1108;1017;14.4026511075;;0;2;2;5;8;8.6666666667;9.3333333333;10;11;12;13;15;16;17;21;24;25;26;29;38;49;50;53;56;56.5;57;60;62;63;68;68.5;69;74;79;84;91;92;94;95;96;100;102.5;105;106;107;108;114;115;120;126;129;134;140;145;155;162;181;208;256;273;317;356;386;410;453;519;561;641;682;714;765;802;845;862;890;914;935;960;973;989;1000;1004;1009;1012;1017;1017
China Hubei;57237740;185900;67803;118.4585554915;;444;496.5;549;761;1058;1423;3554;4228.5;4903;5806;7153;11177;13522;16678;19665;22112;24953;27100;29631;31728;33366;40786;48206;54406;56249;58182;59989;61682;62031;62442;62662;64084;64185.5;64287;64786;65187;65596;65914;66337;66907;67103;67217;67332;67466;67592;67666;67707;67743;67760;67773;67781;67786;67790;67794;67798;67799;67800;67800.1666666667;67800.3333333333;67800.5;67800.6666666667;67800.8333333333;67801;67801.125;67801.25;67801.375;67801.5;67801.625;67801.75;67801.875;67802;67802.3333333333;67802.6666666667;67803;67803;67803;67803;67803;67803;67803;67803;67803;67803;67803;67803;67803
China Hunan;65683722;210000;1019;1.5513737178;;4;9;24;43;69;100;143;221;277;332;389;463;521;593;661;711;772;803;838;879;912;946;968;988;1001;1004;1006;1007;1008;1010;1011;1013;1016;1016.25;1016.5;1016.75;1017;1017.5;1018;1018.0303030303;1018.0606060606;1018.0909090909;1018.1212121212;1018.1515151515;1018.1818181818;1018.2121212121;1018.2424242424;1018.2727272727;1018.303030303;1018.3333333333;1018.3636363636;1018.3939393939;1018.4242424242;1018.4545454545;1018.4848484848;1018.5151515152;1018.5454545455;1018.5757575758;1018.6060606061;1018.6363636364;1018.6666666667;1018.696969697;1018.7272727273;1018.7575757576;1018.7878787879;1018.8181818182;1018.8484848485;1018.8787878788;1018.9090909091;1018.9393939394;1018.9696969697;1019;1019;1019;1019;1019;1019;1019;1019;1019;1019;1019;1019;1019;1019;1019
China Inner Mongolia;24706321;1183000;193;0.7811766066;;0;0;1;7;9;11;15;16;19;20;23;27;34;35;42;46;50;52;54;58;59;60;61;65;68;70;72;73;75;75.0571428571;75.1142857143;75.1714285714;75.2285714286;75.2857142857;75.3428571429;75.4;75.4571428571;75.5142857143;75.5714285714;75.6285714286;75.6857142857;75.7428571429;75.8;75.8571428571;75.9142857143;75.9714285714;76.0285714286;76.0857142857;76.1428571429;76.2;76.2571428571;76.3142857143;76.3714285714;76.4285714286;76.4857142857;76.5428571429;76.6;76.6571428571;76.7142857143;76.7714285714;76.8285714286;76.8857142857;76.9428571429;77;89;92;94;95;97;107;111;117;117.25;117.5;117.75;118;121;124;126;128;155;189;190;191;192;193
China Jiangsu;78659903;102600;653;0.8301561216;;1;5;9;18;33;47;70;99;129;168;202;236;271;308;341;373;408;439;468;492;515;543;570;593;604;617;626;629;631;631.0625;631.125;631.1875;631.25;631.3125;631.375;631.4375;631.5;631.5625;631.625;631.6875;631.75;631.8125;631.875;631.9375;632;632.0625;632.125;632.1875;632.25;632.3125;632.375;632.4375;632.5;632.5625;632.625;632.6875;632.75;632.8125;632.875;632.9375;633;634.5;636;638;640;641;642.5;644;645;646;646.5;647;651;651.125;651.25;651.375;651.5;651.625;651.75;651.875;652;653;653;653;653;653
China Jiangxi;44567475;167000;937;2.1024300793;;2;7;18;27;36;72;109;135.5;162;240;286;333;391;476;548;600;661;698;740;771;804;844;872;900;913;925;930;933;934;934.1111111111;934.2222222222;934.3333333333;934.4444444444;934.5555555556;934.6666666667;934.7777777778;934.8888888889;935;935.0434782609;935.0869565217;935.1304347826;935.1739130435;935.2173913043;935.2608695652;935.3043478261;935.347826087;935.3913043478;935.4347826087;935.4782608696;935.5217391304;935.5652173913;935.6086956522;935.652173913;935.6956521739;935.7391304348;935.7826086957;935.8260869565;935.8695652174;935.9130434783;935.9565217391;936;936.1428571429;936.2857142857;936.4285714286;936.5714285714;936.7142857143;936.8571428571;937;937;937;937;937;937;937;937;937;937;937;937;937;937;937;937;937;937;937
China Jilin;27462297;187400;102;0.3714183122;;0;1;3;4;5;6;8;9;14;15.5;17;23;31;42;54;59;65;69;78;80;81;83;84;86;88;89;89.3333333333;89.6666666667;90;91;91.5;92;92.5;93;93.0333333333;93.0666666667;93.1;93.1333333333;93.1666666667;93.2;93.2333333333;93.2666666667;93.3;93.3333333333;93.3666666667;93.4;93.4333333333;93.4666666667;93.5;93.5333333333;93.5666666667;93.6;93.6333333333;93.6666666667;93.7;93.7333333333;93.7666666667;93.8;93.8333333333;93.8666666667;93.9;93.9333333333;93.9666666667;94;95;96;97;98;98.0714285714;98.1428571429;98.2142857143;98.2857142857;98.3571428571;98.4285714286;98.5;98.5714285714;98.6428571429;98.7142857143;98.7857142857;98.8571428571;98.9285714286;99;100;101;102;102
