Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;Last Trend
China Chongqing;28846170;82300;579;2.007198876;;0;0;0;0;0;0;0;0;0.3048961515;0.2222065264;0.1927912978;0.1827076454;0.1778151128;0.168338982;0.1451451464;0.1162169885;0.0909647898;0.0689129525;0.0582841735;0.0561015932;0.0601918576;0.0629423637;0.0623740045;0.0571487415;0.0456562904;0.0434278175;0.0387039454;0.0341591271;0.0291037518;0.0275244204;0.0299651756;0.0311901758;0.0414014676;0.0395836864;0.0332486617;0.0232557754;0.0145883644;0.0092392956;0.0036461258;0.0014687597;0.0015927139;0.0017395214;0.0022680846;0.0039534554;0.0084052493;0.0107551089;0.0250056394;0.0714446044;0.0714446353;0.0714446656;0.0714445841;0.0714446132;0.0714446417;0.0714446697;0.0714445858;0.0714446126;0.0714446387;0.0714446643;0.0714445781;0.0714446025;0.0714446263;0.0793000553;0.1295266345;0.1784823072;0.1834929372;0.1476070745;0.111014753;0.0738448845;0.0688020055;0.0572342943;0.0388070627;0.0197403925;0.0066968422;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Fujian;36894216;121580;353;0.9567895412;;0;0;0;0;0;0;0;0;0.4321098477;0.2846075027;0.2034717606;0.1735696676;0.1613156832;0.1492193987;0.1223796881;0.0999571953;0.0786374487;0.0675920234;0.062649075;0.0662728997;0.0690935434;0.0611039432;0.054768385;0.0458661349;0.0421785144;0.0362477347;0.0344457065;0.0325879392;0.029166687;0.0273627572;0.0213113057;0.0169618513;0.0105433372;0.0072097804;0.0061851143;0.0103115865;0.0222042084;0.033979276;0.0513486148;0.0532546097;0.0540047568;0.0445971977;0.0357718142;0.0360579658;0.0363487253;0.0366442131;0.0369445535;0.0372498506;0.0375602365;0.0492592887;0.0715432143;0.0715431616;0.0715431101;0.0715430442;0.0715429953;0.0715429477;0.0715428859;0.0715428411;0.0715427822;0.0804205136;0.1065619269;0.1701957476;0.2129241798;0.1970905974;0.1545287117;0.130857083;0.1113456354;0.1103806893;0.0975794283;0.0775563491;0.0591776225;0.0513989363;0.0442764329;0.0451725705;0.0483101093;0.0383160337;0.0279873243;0.0196906294;0.0152419315;0.0129769808;0.0158009568;0.0151106133;0.0180492916;0.0275928451;0.0386443352;0.0501065026;0
China Gansu;25575254;454300;139;0.5434941135;;0;0;0;0;0;0;0;0;0;0;0;0.2045548971;0.2060795154;0.1985057674;0.1633393296;0.1156075662;0.0752010946;0.0695430606;0.0776258957;0.0917841262;0.0896625016;0.0713598219;0.0495194524;0.0300752119;0.0297381117;0.0304179918;0.0219389107;0.0150809779;0.0117224249;0.0160767915;0.021057521;0.041256747;0.0557903937;0.0600948468;0.0651210057;0.0674497584;0.0886796078;0.0841909151;0.0801336916;0.0764485955;0.0730866936;0.0730757684;0.0730649853;0.0730543433;0.0919307352;0.1508646621;0.2000093034;0.2115564791;0.1626445094;0.1055003519;0.0477159946;0.0411781453;0.0324689586;0.0358812646;0.0405755105;0.0437964735;0.040939693;0.0289763748;0.0387023052;0.0233660034;0.0387109085;0.0456168086;0.0469423429;0.0488366949;0.0405676351;0.0351805591;0.0330268865;0.057560272;0.0562108088;0.0519696739;0.0446074656;0.0368495408;0.0350816391;0.036701128;0.0436157105;0.0461980861;0.0472930542;0.04382392;0.0336917267;0.0198975493;0.008103371;0;0;0;0;0;0
China Guangdong;104303132;180000;1571;1.5061867941;;0;0;0;0;0;0;0.4337138016;0.4049036157;0.3641344072;0.3309795281;0.2964648867;0.2604915809;0.2257990441;0.1941910957;0.1689856769;0.1415622306;0.1186637136;0.1003232504;0.0841513696;0.0693562334;0.0555088591;0.0451813994;0.0388049069;0.0365945951;0.0390814356;0.0413995309;0.0435984794;0.0414365322;0.0365333036;0.028190707;0.0180314861;0.0130980634;0.0131397236;0.0158020109;0.0187704149;0.0230852174;0.0219756393;0.0163304916;0.0161976466;0.0178561087;0.0193718491;0.0255317903;0.0268690455;0.024149253;0.0226919395;0.0341081641;0.0456838305;0.0592008783;0.0637141455;0.0626588564;0.0828086181;0.1128168278;0.1316649347;0.121404765;0.1063668021;0.0856957718;0.0911411137;0.1091840998;0.1245164185;0.1566413617;0.1594797608;0.1586419874;0.1285214661;0.113789775;0.0946325395;0.0948441223;0.090842345;0.0905234973;0.0810779756;0.0760860918;0.0701305344;0.0684582904;0.0684346817;0.0612009775;0.0571180056;0.0506044426;0.0537821456;0.0523143183;0.0499132471;0.0449188726;0.0435784723;0.0469289426;0.0556343454;0.0626193784;0.0699273473;0.0749772613;0
China Guangxi;46026629;236000;254;0.5518544493;;0;0;0;0;0;0;0;0;0.2056592541;0.189207115;0.18808786;0.1775277251;0.1594947149;0.1402737373;0.1209522859;0.116280899;0.1123033218;0.1016642065;0.0886729415;0.0832809249;0.0794364124;0.0739520977;0.0721577138;0.0551932776;0.0439329207;0.036018811;0.0386772443;0.0383825578;0.0361831193;0.03695851;0.0288847672;0.0298981955;0.0326082541;0.039398163;0.0413212736;0.0423217149;0.0333649621;0.0201449683;0.0166708911;0.0083454152;0.0033355378;0.0046113412;0.005685572;0.006414492;0.0073577998;0.0135224422;0.0185307518;0.0294311882;0.0714757237;0.0714756995;0.0714757081;0.0714757117;0.0714756722;0.0714756656;0.0714756539;0.0714756751;0.0751235604;0.0963936426;0.1253997563;0.1590383719;0.1586867667;0.1208880287;0.0625513227;0.0216108393;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Guizhou;34746468;176000;146;0.4201865928;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2886063847;0.2290075203;0.1850107369;0.1707280172;0.1480384497;0.1315349771;0.1215894454;0.1248020167;0.1220102328;0.1106418886;0.1042050362;0.0743044916;0.0504964921;0.0339138581;0.0277892819;0.0210245011;0.012640593;0.0068472491;0.0034806664;0.0007310636;0.0009266907;0.0017903858;0.0025928127;0.0030420231;0.005409867;0.0101093443;0.014096122;0.071487468;0.0714874522;0.0714874589;0.0714874273;0.0714874182;0.0714874011;0.0714874065;0.0714873736;0.0714873632;0.0714873449;0.0714873491;0.071487315;0.0714873034;0.071487284;0.0714872871;0.0714872823;0.0932489809;0.2390741051;0.3735125186;0.3669058048;0.2368361148;0.1149154376;-0;-0;-0;-0;-0;-0;-0;-0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Hainan;9171300;34000;168;1.8318013804;;0;0;0;0;0;0;0;0;0;0.1783182251;0.1414796159;0.114781516;0.114653159;0.1139464634;0.1241672064;0.1310622304;0.13875737;0.1485873408;0.1242218624;0.1099330715;0.088893293;0.0833978231;0.0760992312;0.0712739085;0.0611690263;0.0403060292;0.0271797907;0.0171270563;0.0219400184;0.0248747108;0.027526353;0.0250259745;0.0170507713;0.0069660539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Hebei;71854202;187700;328;0.4564799147;;0;0;0;0;0;0;0;0;0;0;0.4000747338;0.3020367924;0.2119101384;0.1528481385;0.1146728143;0.1040597873;0.1046432848;0.1165364975;0.1201344154;0.1124169501;0.1082739768;0.0966174772;0.0945933645;0.0927761813;0.0904720592;0.0827605411;0.0681544114;0.0547451403;0.0384169545;0.026132339;0.0184966078;0.0126126156;0.0116842694;0.0106806803;0.0144714616;0.0151549929;0.0206966118;0.0379707355;0.059493463;0.0892746366;0.0667351405;0.0508485167;0.010524923;0.0038628516;0.0042214276;0.0046533864;0.0058851677;0.0061253766;0.0063860285;0.0066698541;0.0277910464;0.0714627083;0.0714627233;0.0714626831;0.0714626927;0.0714626997;0.0714627039;0.0714626532;0.0714626521;0.0714626484;0.071462642;0.0745221376;0.0932274488;0.1196999858;0.1385806817;0.1422017451;0.1356646003;0.1220261008;0.1108792428;0.097592585;0.1055018369;0.116779603;0.1397876014;0.1535604281;0.1420662455;0.1134052139;0.0792849989;0.0449419737;0.0262806493;0.017371562;0.0129157741;0.0132141528;0.0135266469;0.0156401798;0.0185365066;0.030332456;0
China Heilongjiang;38312224;454000;861;2.2473245093;;0;0;0;0;0;0;0;0;0;0;0.2832270771;0.2685182498;0.2711073143;0.2771932529;0.2660340693;0.2537421277;0.2408981284;0.2180686979;0.1807593757;0.1389258088;0.1046666805;0.0839308477;0.0737296137;0.0735112918;0.0684502654;0.0608982463;0.0548181889;0.0520316006;0.0492696005;0.0433641846;0.0426176214;0.0319862121;0.0233891248;0.0167633846;0.0106627826;0.004939822;0.0022657528;0.0020357327;0.0016377455;0.0025527106;0.003833956;0.005408986;0.0083388518;0.0181938539;0.0449076847;0.0599723393;0.085945824;0.0938544423;0.097209326;0.0966081606;0.0927575479;0.0871184723;0.079791148;0.0727324784;0.0677605986;0.0647645837;0.0636414714;0.0625566627;0.0700270218;0.0964242007;0.1253314533;0.1339979382;0.1203765638;0.1035213007;0.0828710772;0.0789927522;0.0754612059;0.0722319081;0.0692676599;0.0665370965;0.0640136411;0.0616745917;0.0733293055;0.08482288;0.0965775616;0.1263403229;0.1650721284;0.1882691448;0.1873494358;0.1918361293;0.1879115752;0.1702933048;0.14331244;0.1338913364;0.140512473;0.1427654311;0
China Henan;94023567;167000;1276;1.3571065646;;0;0;0;0;0;0;0;0;0;0.3639830787;0.2921404925;0.2614893372;0.2284637871;0.2006759934;0.1761168649;0.1608066182;0.1445608896;0.1259001825;0.1079700305;0.0880199138;0.0725349551;0.0586995522;0.0508495909;0.0441197643;0.04064066;0.0381912192;0.0365189975;0.0371135889;0.0348177255;0.0325424681;0.0252719323;0.0198717348;0.0151830984;0.0119347361;0.0099189539;0.0076344468;0.0058738268;0.0033866216;0.0034383052;0.0039660645;0.0045700697;0.005938922;0.0073545002;0.0102062376;0.0137015368;0.0285774694;0.0434874921;0.048202966;0.0540654467;0.061551485;0.0715970838;0.0728014558;0.0750177292;0.0771792704;0.0782714083;0.0783328003;0.0774002631;0.0764896671;0.075600247;0.0747312726;0.0738820469;0.0742275691;0.0829089356;0.0974542733;0.1101860768;0.1133442369;0.1132225992;0.1107243896;0.1119273249;0.0990698309;0.0705358666;0.0366726432;0.0127321726;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Hong Kong;7061200;1108;1017;14.4026511075;;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1043385345;0.1120160157;0.1263176521;0.1337844289;0.1461373193;0.1425837566;0.1382015778;0.1662615781;0.2031981589;0.2196406894;0.1826108117;0.1206781762;0.074180799;0.0458554139;0.0414207514;0.0423562285;0.0509874287;0.0559426691;0.0563515201;0.0559664029;0.0686267085;0.1056049781;0.1207418694;0.1415059723;0.1407393922;0.1073201135;0.0718944719;0.0543796202;0.0477417722;0.0569645603;0.0672645012;0.0623375866;0.0507706228;0.048561734;0.0582512027;0.0784254793;0.1072599815;0.1159541146;0.1223598997;0.1139312739;0.1123029442;0.1149012365;0.1196189567;0.1294172599;0.1445073583;0.1723956264;0.2049070121;0.2212066257;0.2137212483;0.1915021016;0.1705544623;0.1430242084;0.1339912245;0.1291048082;0.1364185524;0.1400614038;0.1317350852;0.1174062068;0.0985168622;0.0914036131;0.0782717951;0.0730302564;0.0651289833;0.0550009295;0.0499871766;0.0470126276;0.048791383;0.0450129016;0.0442213271;0.0382823434;0.0295392167;0.0256420092;0.0208030846;0
China Hubei;57237740;185900;67803;118.4585554915;;0;0;0;0;0;0;0.4340262506;0.5177638241;0.5391729886;0.4820332386;0.3228750867;0.2812989772;0.2669755084;0.2986686814;0.3010102858;0.2546118506;0.2089373157;0.1617258165;0.1361820488;0.1142479866;0.1024421842;0.1038513053;0.1183385009;0.1437020487;0.1580935065;0.1531555555;0.1196435376;0.0798547631;0.0541581563;0.0382608229;0.0294900704;0.0220591096;0.0180117139;0.0167599785;0.0166647294;0.0177279489;0.022698959;0.0305449852;0.0386893988;0.0478867785;0.0570917389;0.0693242196;0.060634577;0.0479032181;0.0348192839;0.035035834;0.031221256;0.0266531599;0.0230429705;0.0178221107;0.0133266504;0.0099792652;0.0084351848;0.0088343378;0.0081556604;0.0073037696;0.007123491;0.0072741903;0.0074004444;0.0061960079;0.0040036173;0.0040827044;0.0040650834;0.0058025709;0.0077159497;0.0094851367;0.0117756466;0.0168485927;0.0333331483;0.0434780997;0.0624998836;0.0657067197;0.0758944306;0.0916669439;0.1086320294;0.1073717877;0.0833332771;0.0444462226;0.0158736509;0;0;0;0;0;0;0;0
China Hunan;65683722;210000;1019;1.5513737178;;0;0;0;0;0;0;0;0;0.4734309234;0.4066484042;0.3373466274;0.2638875344;0.2097708811;0.1740548859;0.1557696965;0.136748905;0.1216446453;0.1027671013;0.086950503;0.072403295;0.0620308925;0.0600785073;0.0564385854;0.0540918358;0.048789197;0.0419511659;0.0331436731;0.0237473272;0.0155921019;0.0089928954;0.0063078841;0.0067809125;0.0089535417;0.0123606276;0.0158175697;0.0183194968;0.0174729711;0.0169769668;0.0184055178;0.0239622469;0.0265606177;0.0220425694;0.0146015399;0.0085209187;0.0042198481;0.0058145554;0.013514906;0.01498281;0.0168084949;0.0191407648;0.022224544;0.0339018302;0.0714359645;0.0714359295;0.0714358944;0.0714360992;0.0714360638;0.0714360282;0.0714359926;0.0714359568;0.0714359209;0.071436125;0.0714360888;0.0714360525;0.0714360161;0.0714359796;0.0714359429;0.0714359061;0.0714361094;0.0714360723;0.0714360352;0.0714359978;0.0705184057;0.0625033456;0.0454563672;0.0250003294;0.0092593813;0;0;0;0;0;0;0;0;0;0
China Inner Mongolia;24706321;1183000;193;0.7811766066;;0;0;0;0;0;0;0;0;0;0;0;0.1362193665;0.1384850195;0.149415729;0.1567321923;0.1513351608;0.1348362432;0.1320666286;0.1065668975;0.092022469;0.0738372885;0.0623864112;0.0528998446;0.0461795815;0.0484335052;0.0567453159;0.0744439786;0.0708616364;0.07259518;0.0615682096;0.0526145808;0.0383312178;0.022000192;0.0127749321;0.0035058122;0.0037204465;0.0039630762;0.0054492189;0.0075672023;0.0101792105;0.0155449645;0.0208885048;0.0716175834;0.0716174397;0.0716172999;0.0716171546;0.0716170136;0.0716168769;0.0716167354;0.071616589;0.0716164477;0.0716163115;0.0716161711;0.0716160267;0.071615888;0.0716157456;0.0716156093;0.0716154696;0.0716153269;0.0716151907;0.0716150518;0.0716149102;0.0716147759;0.0716146296;0.0938327588;0.1677089199;0.2396326262;0.2578089009;0.1968664282;0.1319503467;0.1114300521;0.1302853878;0.13940338;0.1195972347;0.0820612331;0.0383142723;0.0225901247;0.0208467444;0.0438274804;0.0607063481;0.0883257974;0.1364148447;0.1947440056;0.2458963312;0.2084674946;0.1296201246;0
China Jiangsu;78659903;102600;653;0.8301561216;;0;0;0;0;0;0;0;0;0;0.4178075267;0.3505240474;0.2942099019;0.2419596686;0.1977484174;0.1657433188;0.1414758006;0.1243393047;0.1106527102;0.100500176;0.0902873386;0.08191262;0.0754309719;0.0708677312;0.0709493538;0.0694019556;0.0649438861;0.0565263346;0.0460199205;0.0357433534;0.0255674965;0.0175199089;0.0093351717;0.003870436;0.0016091836;0.000537243;0.0007069587;0.0010166123;0.0016213071;0.0022632273;0.0042567931;0.0108733294;0.0222299156;0.0714532916;0.0714532815;0.0714532699;0.0714533293;0.071453315;0.0714532993;0.0714532821;0.0714532636;0.071453316;0.0714532947;0.071453272;0.0714532479;0.0714532947;0.0714532678;0.0714532395;0.0714532821;0.0714532511;0.0714532909;0.071453257;0.0790127142;0.1129537696;0.1455767031;0.1673346266;0.1821359671;0.1681071374;0.1396179331;0.1187317668;0.1008334206;0.0853217458;0.0708131387;0.0602834907;0.0651558546;0.0728730265;0.0707064918;0.0519171649;0.0329375562;0.010645446;0.0115019702;0.0131667282;0.0220313348;0.0326012372;0.0446963481;0.043315881;0.0295339167;0
China Jiangxi;44567475;167000;937;2.1024300793;;0;0;0;0;0;0;0;0;0.4967314445;0.4125738917;0.3343881485;0.2835265671;0.2554956316;0.2223644036;0.198269047;0.174632862;0.1612469782;0.1355960535;0.1089038918;0.0881818303;0.0735740487;0.0645001978;0.0574289079;0.058885925;0.0549887194;0.0491451288;0.04096838;0.0327609688;0.0248478841;0.0159734918;0.0105539213;0.0051892018;0.0025751804;0.0011329423;0.0008506943;0.0012244993;0.0017675198;0.0031759252;0.0047865527;0.0093418714;0.015069726;0.0277835625;0.0403510699;0.0378212729;0.040185069;0.04286413;0.0459258151;0.0494586347;0.0535801422;0.0584510143;0.064296199;0.0714401596;0.0714402514;0.0714401893;0.0714401268;0.0714402177;0.0714401547;0.071440245;0.0714401813;0.0714401173;0.0714402067;0.0731181498;0.0846437202;0.1027809408;0.1173388469;0.1217851355;0.1186199783;0.1095823093;0.1039003436;0.0880353732;0.0608581882;0.0315964184;0.0109527354;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Jilin;27462297;187400;102;0.3714183122;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2855462091;0.2977826746;0.270817271;0.2024911649;0.1460271476;0.1081925974;0.0848297669;0.0677142065;0.0479874012;0.033522536;0.023931096;0.0255177423;0.0275502173;0.0272828891;0.0262315353;0.0205016405;0.0198154265;0.02403621;0.0411021466;0.0447307637;0.0424432681;0.038490426;0.0295263366;0.0211207077;0.0140106696;0.0079464561;0.0085577179;0.0092708569;0.0101136578;0.014303596;0.0178794883;0.0238393026;0.0357589421;0.0715178426;0.0715178227;0.0715177847;0.0715177485;0.0715177342;0.0715177018;0.0715176713;0.0715176226;0.071517596;0.0715175713;0.0715175286;0.071517508;0.0715174693;0.0715174326;0.0715174182;0.0715173857;0.0715173553;0.0802707802;0.116634768;0.157184595;0.1803428634;0.1976581456;0.177756122;0.1222096526;0.068252604;0.0330438125;0.0156975014;0.015567471;0.0154395796;0.0153137705;0.0151899954;0.0189158077;0.0250633992;0.0371308959;0.0716094522;0.0779893489;0.1081344163;0.144836231;0.1880757149;0
China Liaoning;43746323;145900;145;0.3314564289;;0;0;0;0;0;0;0;0;0;0.1846066144;0.1687440007;0.1614963437;0.1622234153;0.1514448379;0.1266077825;0.1006584397;0.0823910417;0.0868331948;0.0778033359;0.0656909395;0.0532115707;0.0447300807;0.0393069219;0.0404159014;0.0476835156;0.0430765481;0.0331341198;0.0237538609;0.0194773548;0.0112024377;0.0066804409;0.0043567977;0.0049362676;0.0052740053;0.0067252339;0.0125257334;0.0149560819;0.0250514073;0.0371131514;0.0715752772;0.0793959343;0.1134465694;0.1762443349;0.2075751241;0.1753011556;0.1110824615;0.0473490117;0.0155811512;0.015633251;0.0156856969;0.0157384991;0.0157916578;0.0158451767;0.0158990595;0.0260166223;0.071545654;0.0715456111;0.0715455523;0.0715454928;0.0759367656;0.0998637707;0.1373632693;0.1580150789;0.1496720108;0.1275164081;0.0962661208;0.1113587036;0.1407043843;0.1596173282;0.1554830718;0.1552375676;0.1387530735;0.1144071762;0.0844884859;0.0565199239;0.0358167315;0.0342386828;0.037134531;0.039654099;0.0390587669;0.0339690351;0.0266647012;0.0209009444;0.0208783494;0.0125134884;0.0052102052;0
China Macau;552300;29;45;8.1477457903;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0059323073;0.0077574744;0.0082121437;0.0087234506;0.0093026811;0.0099643324;0.0107273446;0.0186731556;0.072023611;0.072022197;0.0720207924;0.0720193908;0.0720179978;0.072016613;0.0720152329;0.0720138597;0.072012493;0.072011132;0.072009776;0.0720084272;0.0720070879;0.072005751;0.0720044218;0.0720030992;0.0720017823;0.0720004698;0.0719991638;0.0719978662;0.0719965726;0.0719952849;0.0719940018;0.0719927249;0.071991456;0.0719901905;0.0719889332;0.0719876794;0.0870693867;0.1314872404;0.2054782142;0.2784269293;0.2865510671;0.2157560301;0.194935689;0.1835750609;0.1714901111;0.1487972506;0.1351156236;0.117469388;0.1107727651;0.0977549561;0.0779202476;0.0710653448;0.0642112043;0.0518907869;0.0434593765;0.0435124287;0.0299420142;0.0263624764;0.0296355864;0.0253552195;0.0223189178;0.0210284038;0.0111628392;0.0039743891;0;0;0;
China Ningxia;6301350;66400;75;1.1902211431;;0;0;0;0;0;0;0;0;0;0;0;0;0.2073682014;0.1678262584;0.1270155681;0.1056147595;0.0944273122;0.0890709846;0.0793416283;0.0719040936;0.0701676529;0.0723376799;0.0912730203;0.1106898839;0.123631656;0.1111132478;0.0849005372;0.0549031181;0.0286257073;0.0153499674;0.0078171702;0.0071687015;0.006423916;0.006024282;0.0067075922;0.0090642171;0.0157205835;0.0287124729;0.0739784141;0.0978620205;0.1185030841;0.1278761568;0.1279937775;0.1203921348;0.10126906;0.0695460393;0.0358638429;0.0123628533;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China Qinghai;5626722;721200;18;0.3199020673;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0897422479;0.0493783829;0.0291398204;0.0074392447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
China Shaanxi;37327378;205600;256;0.6858236868;;0;0;0;0;0;0;0;0;0;0.3005698472;0.2494219292;0.2205013219;0.2024964079;0.1699842652;0.1473710398;0.1230993104;0.1121268702;0.1013439193;0.0869994635;0.0770042753;0.06616893;0.0592395701;0.0479671961;0.0426599899;0.0342736535;0.0299894374;0.0273329042;0.0288448567;0.0357708469;0.0359878503;0.033650184;0.0306237943;0.027754621;0.019161855;0.0109243526;0.0019021851;0.002365365;0.0025139432;0.0028834257;0.004100609;0.0070960929;0.0086254215;0.0109950402;0.07146774;0.0714677611;0.071467733;0.0714677471;0.071467712;0.0714677191;0.0714677227;0.0714677227;0.0714677193;0.0714677123;0.0714677019;0.0714676879;0.0714676705;0.0757617775;0.099679882;0.1310541706;0.1330084496;0.1577186309;0.1691815348;0.1539207057;0.1191488468;0.1020870459;0.1279536739;0.1518674234;0.1392754134;0.1004968594;0.0645394084;0.0386383993;0.0386381654;0.0386379347;0.0418575136;0.0399918336;0.0341743837;0.0238483529;0.0139002027;0.0092617728;0;0;0;0;0;0;0;0
China Shandong;95793065;153800;784;0.818430854;;0;0;0;0;0;0;0;0;0.4443718825;0.3363495471;0.2620649388;0.1989956534;0.1606372574;0.1279447833;0.1137634133;0.1082561691;0.1103042795;0.114860357;0.1152020518;0.1108742406;0.0951218648;0.0811084033;0.0670689848;0.055930842;0.0467248256;0.0413363899;0.0365283776;0.0298134097;0.02312996;0.0174971868;0.0697535599;0.1343014884;0.205812146;0.220771874;0.1502687932;0.0762375936;0.0054752751;0.0040712908;0.0024436704;0.0020403048;0.001767743;0.0016271909;0.0013997029;0.0011760908;0.0216878633;0.0217591919;0.0370712079;0.0435183757;0.0526801132;0.0556067722;0.0586326033;0.0612222099;0.0632704007;0.065677158;0.0643959703;0.0641517439;0.0661202402;0.0727560208;0.0834382888;0.0899960485;0.108488749;0.1497443017;0.178252568;0.1660343542;0.1199670473;0.093346069;0.0836607283;0.0801443478;0.0652638203;0.0492966078;0.03912814;0.0407224506;0.0497443086;0.0683412668;0.097650792;0.0976921725;0.0837198698;0.0748129934;0.0802989474;0.089621853;0.0788355187;0.0564956972;0.0353974432;0.016675531;0.0087742639;0.0030866951;0
China Shanghai;23019148;6341;628;2.7281635272;;0;0;0;0;0;0;0;0.3320685128;0.3129316105;0.2866135549;0.2734332668;0.2274160549;0.1934016813;0.1526525489;0.1292148403;0.1096963804;0.0951153753;0.0897897167;0.0754568092;0.0622487056;0.0459971023;0.039376663;0.0320746388;0.0317740291;0.0361647637;0.0354468299;0.0390776025;0.0381086714;0.0387188703;0.0319981517;0.0222204976;0.0157026239;0.0095542228;0.0114103994;0.0122542906;0.0166514798;0.0201431023;0.0237995512;0.0363621385;0.0331407526;0.0489603048;0.0357760422;0.0403341613;0.050166515;0.0729737074;0.1122315325;0.1444838943;0.1450174414;0.1155218607;0.0948686054;0.0667171526;0.0677238669;0.07604789;0.1085465822;0.1385977806;0.132427592;0.1127506535;0.1030784586;0.0982439599;0.1097928265;0.1214901177;0.1543302304;0.1707048903;0.1492530152;0.1263838913;0.1218824288;0.125887487;0.1271556231;0.1130929948;0.0881112631;0.0684031002;0.0564622738;0.0500716653;0.0453103543;0.0425835981;0.0330302517;0.0281593087;0.0310088339;0.0400480886;0.0532888908;0.0767703127;0.0999483461;0.1312912613;0.1581814563;0.1440847878;0.1050901782;0
China Shanxi;35712111;156300;194;0.5432330785;;0;0;0;0;0;0;0;0;0;0;0;0.2096126216;0.1908022992;0.204483191;0.1932290053;0.1511974183;0.1156012339;0.0977460183;0.092426792;0.0847772612;0.0769571033;0.0558463927;0.0377909646;0.0237640648;0.0181116168;0.0170110895;0.0160186929;0.0179374776;0.0218098322;0.024812113;0.0262400469;0.0325504792;0.0306011612;0.027386451;0.0281540094;0.0278882538;0.0216856563;0.0145632131;0.0103580227;0.0084825352;0.0109993283;0.0156396691;0.0196262475;0.0263404811;0.0312793177;0.038497612;0.0500468756;0.0714955245;0.0714955022;0.0714954963;0.0714954802;0.0714954539;0.071495444;0.071495424;0.0714953937;0.07149538;0.0714953561;0.0714953488;0.0714953313;0.0714953036;0.0714952925;0.0714952712;0.076088972;0.1010000404;0.1332633669;0.1542877289;0.1564646507;0.1470962987;0.1301469665;0.11669957;0.1057704245;0.096972296;0.0872888963;0.0768708427;0.0675633633;0.0797983185;0.1228442396;0.1717189314;0.2148345461;0.2144186815;0.1711193228;0.1189327295;0.0804311328;0.0578158853;0.0595368402;0.075815749;0
