Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16
0 America;1024565701;38395425;783942;76.5145660483;;1;1;2;2;6;6.5;7;8.3333333333;9.6666666667;11;12;13.5;15;15.5;15;16;16;16.25;12.5;12.25;12;11.1666666667;10.3333333333;9.25;8.5;7.25;6;6.25;6.5;6.25;6;18.0833333333;30.1666666667;42.25;43;49.5;52;55.75;73.5;91.25;118;143.25;184.5;261.75;333;478.6666666667;622.3333333333;699;1099;1492;1919;2684;3328;4231;5779;7972;9769;16409;22814;30269;39479;51621;62807;76063;96014;115314;137234;158033;179940;208081;235343;263626;292726;321874;346133;367015;389897;416223;435023;457802;470132;482273;490479;492249;499257;503622
00 N. America;372101241;18250341;699775;188.0603779013;;1;1;2;2;6;6.5;7;8.3333333333;9.6666666667;11;12;13.5;15;15.5;15;16;16;16.25;12.5;12.25;12;11.1666666667;10.3333333333;9.25;8.5;7.25;6;6.25;6.5;6.25;6;18.0833333333;30.1666666667;42.25;43;48.5;51;53.75;67.5;77.25;104;126.25;159.5;230.75;287;419.6666666667;533.3333333333;599;976;1321;1709;2296;2835;3651;4928;6753;8262;14301;19923;26447;34200;45318;55546;67715;86194;104086;124260;143610;164395;190093;214838;240876;268238;295460;318620;337865;358192;379821;394915;412980;423437;433270;437876;438756;442373;444344
01 M. America;179670200;2452270;11053;6.1518270698;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;5.4;5.8;6.2;6.6;7;9.5;12;16;17;30;46;63;87;110;145.6;200.2;237.8;312.4;421;556.5;736;859;931;1091;1311;1571;1861;2122;2373;2635;2778;3087;3300;3620;3799;4173;4547;4920;5447;5758;6111;6507;6866;7013;7362;7647
03 Caribbean;40664971;215822;5839;14.358795436;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;4;4.5;5;7;10;10.6666666667;11.3333333333;12;16;28;45;49;63;95;114;153;222;320;461;551.3333333333;646;776;927;1058;1292;1490;1586;1844;2080;2213;2328;2293;2468;2530;2648;2748;2923;3126;3092;3168;3336;3211;3416;3466
04 S. America;432129289;17476992;67275;15.5682573972;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;8;9.5;11;16;22;34;45;66;73;95;128;146;295;358;421;639.5;921;1154;1638;2246;2943;4082;4892;5682;6476;7580;8598;9821;10808;11586;13509;15647;17450;18860;20501;21246;22447;24510;28734;31738;35938;37492;39328;42401;43269;46106;48165
1 Europe;611702015;21312232.3170000017;741683;121.2490692874;;0;0;0;0;0;1;4;5;8;11;15;17;19;20;20.6666666667;21.3333333333;22;23;24;24;22;22.7;21.4;20.1;17.8;17.5;17.2;17.9;18.9333333333;19.9666666667;21;62;154;227;328;482.3;721.6;984.9;1307.2;1998.5;2443;3017;3848;5084;6470;8227;10372;12860;15280;19365;19924;31594;38364;46199;53957;63018;73733;88847;104745;121634;135970;153967;170980;191837;220069;236605;258802;274737;290290;304952;320611;333175;342930;349466;354619;353135;354758;354451;350177;346858;339677;335866;329755;321160;317345;314424
11 N. Europe;21451759;1181143;24728;115.2725983916;;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;3;8;14;29;40;50;68;122;226;266;372;452;541;864;1239;1455;2086;2410;2627;2859;3171;3349;3759;4224;4595;5174;5530;5845;6115;6644;6797;7306;7734;8168;8557;9176;9742;10167;10504;10483;10919;11146;11433;11680;11728;11591;11464;11431;11335;11166;10999
12 W. Europe;136029709;606885;260464;191.4758194476;;0;0;0;0;0;1;4;4.3333333333;4.6666666667;5;8;10;12;13;13.3333333333;13.6666666667;14;14.5;15;15;13;12.9523809524;12.9047619047;12.8571428571;10.1428571429;8.4285714286;6.7142857143;6;5.9523809524;5.9047619047;5.8571428571;5.6428571429;5.4285714286;4.7142857143;4;13.7142857143;41.4285714286;43.1428571429;96.8571428571;166.5714285714;228.2857142857;294;430.7142857143;757.4285714286;1177.1428571429;1503.8571428571;1948.5714285714;2245.2857142857;2799;3645;3855;6747;8318;10886;12970;16300;20617;25817;32794;38049;43343;50651;57693;64498;75829;84434;94936;101114;108007;113032;118936;124900;128097;131661;133815;132774;133058;134991;132796;130789;125793;123937;120413;115973;113850;108970
13 S. Europe;129670199;1023531.4399999999;377415;291.0576238107;;0;0;0;0;0;0;0;0;0;2;3;3;3;3;3;3;4;4.5;5;6.4166666667;7.8333333333;9.25;10.6666666667;10.0833333333;10.5;11.9166666667;13.3333333333;14.75;16.1666666667;17.5833333333;18;59.5;152;224;318;455;657;904;1150;1753;2123;2607;3234;4028;4916;6235;7810;9901;11369;14091;14097;21900;26430;31167;36256;41283;47131;56256;64199;74694;82448;92007;100756;113460;128612;135038;144828;152683;159658;167310;174884;178754;182655;183359;184588;181997;180819;176109;171196;167105;162636;158171;152547;145353;139839;138150
14 E. Europe;324550348;18500672.8770000003;79076;24.3647866925;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;5;6;12;13;17;19;25;38;50;89;94;142;155;231;366;461;809;1100;1346;1637;1987;2361;2940;3528;4296;5005;5779;6686;7764;8984;10336;11732;13206;14457;16053;17615;19779;22011;23942;25733;27445;29735;31918;34505;37236;39657;42294;45364;48499;52490;56305
2 Asia Pacific;4192529278;31181951;163273;3.8943794825;;537;635;911;1387;2053;2835;5432;6012;8042;9681;11740;16383;19408;23352;27022;30092;33339;35569;37914;39641;39032;38828;51906;56698;56670;54047;52892;50672;47352;44735;41791;40766;37962;35891;34527;34873;20692;15136;14342;13413;12311;11536;11764;11891;12083;10988;11205;11014;10566;10304;9495;9032;8204;7601;7316;7013;7059;7357;7422;8229;9429;10247;11412;12448;14056;15349;17129;18505;19702;21086;22842;24616;25834;26792;27398;30189;31048;32095;33382;34806;35828;37292;39601;41136;42287;43929
21 C. Asia;75861692;3497518;6007;7.9183575289;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;7;8;9;10;11;12.5;14;23;25;27;35;38;51;68;85;121;174;193;258;298.5;358;407;467;543;582;682;821;1000;1144;1274;1379;1516;1684;1844;2022;2223;2505;2641;2838;2987;3023;3169;3325;3564;3829;3997;4054
22 India Region;1817448317;4118717;22205;1.2217678925;;0;0;0;1;1;2;2;2;3;3;3;4;5;5.0869565217;5.1739130435;5.2608695652;5.347826087;4.4347826087;4.5217391304;3.6086956522;3.6956521739;3.7826086957;2.8695652174;2.9565217391;3.0434782609;2.1304347826;1.2173913043;1.2173913044;1.2173913043;1.2173913044;1.2173913043;1.2173913043;1.2173913044;1.2173913043;1.2173913044;1.2173913043;1.7971014493;2.3768115942;2.9565217391;3.8695652174;4.7826086957;5.6956521739;28.6086956522;30.5217391304;33.4347826087;36.347826087;48.2608695652;52.1739130435;77.0869565217;89;100.3333333333;121.6666666667;149;194;295;435;500;703;814;1135;1242;1462;1582;1783;1988;2307;2509;2608;2859;3109;3809;4461;4649;4991;5745;7357;8062;8740;9671;10503;11503;12491;13843;15054;15873;17004
23 China;1439323776;9388211;83403;5.7945961423;;531;625;894;1364;2019;2795;5378;5954;7970;9589;11632;16269;19291;23216;26877;29944;33190;35408;37754;39477;38877;38672;51754;56556;56522;53883;52718;50504;47179;44490;41440;40187;37193;34887;33368;33407;18705;12570;10943;9419;7702;6050;5767;5460;5140;3769;3801;3619;3133;2755;2332;2017;1621;1071;897;797;716;619;560;535;612;638;704;740;850;952;1022;1119;1165;1221;1259;1276;1261;1238;1167;1167;1127;1148;1101;1044;1015;1012;1015;1027;995;971
24 N.E. Asia;177745646;461785;19239;10.8238938241;;3;3;4;5.5;7;8;11;13;15;26;32;35;36.5;38;38;42;45;44.5;44;45;43;43;41.5;31;39;53;59.5;67;74;153;260;505;698;939;1093;1394;1923.5;2508;3320;3904;4513;5374;5837;6250;6704;6947;7067;6997;6947;6944;6528;6115;5468;5009;4466;3719;3350;3041;2602;2304;2246;2100;2136;2050;2120;2120;2312;2448;2452;2541;2763;2982;3064;3489;3314;3849;4007;4197;4462;5180;5314;5811;6380;6470;6626;6768
25 S.E. Asia;650252129;5729240;24453;3.7605413207;;3;7;13;18;22;25;36;39;45;54;61;63;65;80;84;87;84;97;101;106;99;99;103;103;104;107;110;99;97;91;91;76;71;65;66;69;60;54;63;66;67;73;83;95;144;164;198;238;283;363;378;534;665;961;1179;1459;1761;2076;2366;2822;3328;3863;4321;4813;5407;5796;6402;6944;7332;8038;8452;8948;9590;9618;9819;10139;10306;10470;10861;11023;11259;11460;12007;12138;12502;13149
26 AU / NZ;30322117;7945610;7863;25.9315667175;;0;0;0;0;4;5;5.5;6;9;10.5;12;12.3333333333;12.6666666667;13;13.5;14;15;15.0476190476;11.0952380952;10.1428571429;9.6904761905;9.2380952381;6.2857142857;4.8333333333;3.380952381;3.0952380953;2.8095238095;2.5238095238;2.0714285714;1.619047619;0.6666666667;0.6666666667;0.6666666667;0.6666666666;0.6666666666;0.6666666667;0.6666666667;0.6666666667;10.619047619;12.5714285714;15.5238095238;24.4761904762;39.4285714286;42.380952381;48.3333333333;52.2857142857;65.2380952381;80.1904761905;96.1428571429;117.0952380952;153.0476190476;189;230;277;354;424;533;651;766;1055;1570;1688;2087;2436;2924;3306;3835;4193;4565;4742;4982;5204;5368;5377;5075;5119;4856;4651;4254;3987;3524;3147;2750;2575;2256;1950
27 Pacific Ocean;1575601;40870;103;6.5371880317;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;9;14;20;24;29;39;44;49;47;49;52;55;56;61;61;58;57;55;53;49;51;46.5;46;45;43;42;43;38.5;33
3 ME/Africa;1706894362;34551900;207808;12.1746257195;;0;0;0;0;0;0;0;4;4.25;4.5;4.75;5;5.3333333333;5.6666666667;6;6.3333333333;6.6666666667;7;7.5;8;8.25;4.5;4.5;4.5;4.75;5;5.3333333334;5.6666666666;6;8.6666666667;23.3333333333;37;51;71;134;208;327;475;692;1090;1629;2481;3073;3672;4940;6058;6842;7419;8353;9615;10693;12116;13487;14533;15227;15821;16752;17825;18388;19072;20589;22484;24709;28172;31807;36577;41069;45913;50826;56903;62382;68223;74077;79782;85430;90525;95329;98507;101900;104598;107977;110791;113210;114167;115948;117979
31 MENA;581540947;12894980;196971;33.8705298425;;0;0;0;0;0;0;0;4;4.25;4.5;4.75;5;5.3333333333;5.6666666667;6;6.3333333333;6.6666666667;7;7.5;8;8.25;4.5;4.5;4.5;4.75;5;5.3333333334;5.6666666666;6;8.6666666667;23.3333333333;37;51;71;134;208;327;474;691;1089;1627;2478;3068;3666;4932;6050;6831;7407;8336;9588;10662;12064;13409;14418;15073;15649;16493;17484;17905;18451;19812;21420;23306;26445;29688;34080;38402;42928;47608;53415;58619;64154;69675;75178;80551;85606;90353;93374;96683;99382;102552;105213;107424;108119;109747;111558
32 SSa Africa;1125353415;21656920;10837;0.9629863699;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;5;6;8;9.5;11;12;17;27;31;52;78;115;154;172;259;341;483;619.5;777;1062;1403;1727;2119;2497;2667;2985;3218;3488;3763;4069;4402;4604;4879;4919;4976;5133;5217;5216;5425;5578;5786;6048;6201;6421
Afghanistan;38928346;652860;840;2.1578106606;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;4;3.5;4;6;7.3333333333;8.6666666667;10;15;20;21;21.6666666667;22.3333333333;23;31;36;52.5;69;77;85.6666666667;100.3333333333;104;104;149;152;214.3333333333;249.6666666667;257;267;309;310;349;360;390;411;440;487;495;540;547;567
Albania;2877797;27400;518;17.9998797691;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;11;22;32;37;41;50;54;57;62;68;74;87;100;113;134;151;153;159;170;172;188;200;213;234;257;272;273;260;254;235;230;236;234;244;232;235;241
Algeria;43851044;2381740;2268;5.1720547406;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;3;5;12;14.5;17;18;19;20;20.3333333333;21.6666666667;23;24;34;44;50;55;62;72.5;73;121;182;210;242.6666666667;279.3333333333;342;383;417;463;530;656;773;899;1066;1112;1119;1193;1204;1270;1299;1352;1371;1403;1399;1354;1313;1282
American Samoa;55191;200;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Andorra;77265;470;673;871.0282792985;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;38;45;52;74;87;112;132;163;187;221;264;305;328;362;337;344;375;364;378;388;392;381;376;359;334;311.5;304;276;283;283;245
Angola;32866272;1246700;19;0.0578100248;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;3;4;4.5;5;5;5.3333333333;5.6666666667;6;6.6666666667;7.3333333333;8;12;13;14;16;15;14.5;14;12;11.6666666667;11.3333333333;11;10.3333333333
Antigua and Barbuda;97929;440;23;23.4864034147;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;3;3;3;7;6.2857142857;6.5714285714;6.8571428571;7.1428571429;7.4285714286;7.7142857143;8;14;15;16;15;16;16.5;13;13.2142857143;13.4285714286;14.1428571429;14.8571428571;14.5714285714;14.2857142857;14
Argentina;45195774;2736690;2571;5.6885849549;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;8;11;13.5;16;18;24;29;32;43;54;66;77;94;125;150;254;286.5;370;425.5;477;558;656;700;764;986;1014.5;1036;1137;1293;1236.5;1253;1241;1270.5;1293;1386;1368.5;1397;1388;1223;1349.5;1438
Armenia;2963243;28470;1159;39.1125533748;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;4;8;18;25;51;77;83;114;135;159;193;234;248;264;286;321;389;398;430;454;487;548;600;610;628;598;604;616;631;608;560;589;557;535;540;496
Australia;25499884;7682300;6462;25.3412917486;;0;0;0;0;4;5;5.5;6;9;10.5;12;12.3333333333;12.6666666667;13;13.5;14;15;15.4545454545;11.9090909091;11.3636363636;11.3181818182;11.2727272727;8.7272727273;7.6818181818;6.6363636364;6.7575757576;6.8787878788;7;6.9545454545;6.9090909091;6.3636363636;6.3636363637;6.3636363636;6.3636363637;6.3636363636;6.3636363637;6.3636363636;6.3636363637;6.3636363636;7.9090909091;10.4545454545;19;31.5454545455;34.0909090909;38.6363636364;41.1818181818;53.7272727273;68.2727272727;83.8181818182;104.3636363636;139.9090909091;175.4545454545;225;270;347;413;516;626;731;1008;1473;1591;1937;2236;2646;2943;3390;3687;3984;4107;4294;4435;4539;4479;4138;4115;3851;3646;3298;3072;2663;2331;1990;1856;1578;1346
Australia Australian Capital Territory;426709;2358;103;24.138230035;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;4;6;9;19;32;39;46;53;61;70;76;76;78;81;83;85;84;77;65;59;53;47;41;31.6666666667;25.3333333333;24;23;19;16
Australia New South Wales;8089526;809952;2897;35.8117397731;;0;0;0;0;3;4;4.0588235294;4.1176470588;4.1764705882;4.2352941176;4.2941176471;4.3529411765;4.4117647059;4.4705882353;4.5294117647;4.5882352941;4.6470588235;4.7058823529;1.7647058824;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294117;0.8235294117;0.8235294117;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294117;0.8235294117;0.8235294117;0.8235294118;0.8235294118;0.8235294118;0.8235294118;0.8235294118;4.2647058824;7.7058823529;16.6470588235;18.5882352941;20.5294117647;22.4705882353;32.4117647059;42.3529411765;49.2941176471;59.2352941176;72.6764705882;86.1176470588;106.0588235294;128;161.5;197;245;283;327;408;631;695.5;763;964;1140.5;1313;1505;1657;1861;1897;1915;1991;2036;2057;1911;1893.5;1868;1705;1554;1417;1240;1069;831;763;704;599
Australia Northern Territory;245869;1419630;28;11.3881782575;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;3;3;5;5.5;5;8;11;12.5;14;14.6666666667;15.3333333333;16;18;20;19;23;22;22.5;22;19;16;14.5;13;12.3333333333;11.6666666667;11;9;7
Australia Queensland;5095100;1851736;1001;19.6463268631;;0;0;0;0;0;0;0;1;3;2;3;2;2;3;3;4;5;5.1818181818;5.3636363636;5.5454545455;5.7272727273;4.9090909091;3.0909090909;4.2727272727;3.4545454545;4.6363636364;4.8181818182;4;4.1818181818;3.3636363636;2.5454545455;2.5454545455;2.5454545455;2.5454545454;2.5454545454;2.5454545454;2.5454545455;2.5454545455;2.5454545455;3.0303030303;3.5151515151;4;4.8181818182;5.6363636364;6.1212121212;6.606060606;7.0909090909;8.4090909091;9.7272727273;11.5454545455;18.8636363636;26.1818181818;37;51.3333333333;57.6666666667;67;82;131;170.3333333333;206.6666666667;244;302.5;379;423;465.5;520;579;595;621;665;687;691;689;679;648;602;537;500;460;410;349;327;298;255;218;166
Australia South Australia;1751693;1044353;433;24.7189433308;;0;0;0;0;0;0;0;0;0;0;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;4;5;5.4;5.8;6.2;6.6;7;10.5;14;16;17;26;30;32;36;43;59.6;92.2;125.8;161.4;193.5;222.5;241;268;279;276;304;330;339.5;346;340;309;277;243;212.5;185;171;142;131.3333333333;126.6666666667;96;66;51.5
Australia Tasmania;534281;90758;169;31.6312951424;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;2;3;3;5;5.5;6;6;7.5;9;11;13;15;20;26;30;33;44;49.5;56.5;60;60.5;60.5;60.5;60;60;64;60;58;57;62;64;67.5;71;72.5;76.5;96;96.5;97
Australia Victoria;6594804;237657;1299;19.6973253489;;0;0;0;0;1;1;1;1;2;3;4;4.1071428571;4.2142857143;4.3214285714;4.4285714286;4.5357142857;4.6428571429;4.75;3.8571428571;3.9642857143;4.0714285714;4.1785714286;3.2857142857;2.3928571429;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;1.5;2.3928571429;3.2857142857;3.6785714286;4.0714285714;4.2976190476;4.5238095238;4.75;6.6428571429;8.5357142857;11.4285714286;14.3214285714;21.7142857143;29.1071428571;42;49;62;84.5;111;146.6666666667;182.3333333333;218;342;368;393;445;491.5;538;636;712;750;823;847;879;892;886;780;775;780;746;708;667;580;499;460;374;331;263
Australia Western Australia;2621680;2642753;532;20.2923316347;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;1;2;2;2;2;3;5;8;10.5;13;15;20.5;26;29;33;49;61;87;117;136;169;194;219.5;240.5;261;288.5;327;333;357;348;354;346;333;320;295.5;278;264;251.5;236;204.5;162;163;137.5;132
Austria;9006398;82409;14476;160.7301831431;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;9;14;18;21;29;41;55;79;104;131;180;244;299;501;646;846;1000;1311;1617;1972;2333;2735;3478;4343;5101;5342;6607;7153;7616;7928;8600;8848;9065;9116;9136;8967;8469;7823;7356;7354;6335;5898;5535;5157;4423;4046;3625;3347
Azerbaijan;10139177;82658;1283;12.6538869969;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;6;7.5;9;9.6666666667;10.3333333333;11;12.3333333333;13.6666666667;14;18;20;25;30.3333333333;35.6666666667;38;41;44;55.3333333333;61.6666666667;76;80.6666666667;108.3333333333;150;163;186;245;264.6666666667;320.3333333333;356;394.5;468;519;569;630;729;804;826;876;889;875;899;894;883
Bahamas;393244;10010;53;13.4776372939;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;4;4.3333333333;4.6666666667;5;7;9;10;10.5;11;13;16.5;20;21;23;24;24.1666666667;24;27;33;32;32;35.5;35.5;33;31.5;30;29
Bahrain;1701575;760;1700;99.9074386965;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;23;33;34.5;36;41;47;49;50.5;52;55;60;85;90;94;87;162;165.5;169;169;167;172;177.5;204;223;225;220;244;282;282;224;258;261;266;285;294;339;313;365;387;383;366;379;419;404;429;459;564;637;846;961;1102;1057
Bangladesh;164689383;130170;1572;0.9545241905;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;3;3;5;8;10;13;16;19;23;24;30;35;36.5;39;43;43.3333333333;43.6666666667;41;41;40;39;41;45;61;90;125;176.5;286;376;433.6666666667;572.3333333333;754;961;1177;1512
Barbados;287375;430;75;26.0983036103;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;5.5;6;14;17;18;20;22;24;26;33;33.5;32;38;41;45.5;46;42;43;45;44.5;44;43;42;38;38.5;38.5;33;29
Belarus;9449323;202910;4204;44.4899597569;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;6;6.5;7;7.5;8;8.5;9;10.5;12;26;29;32;35;42.5;45;53.5;62;68.5;70.5;72.5;74.5;75.5;78;67;83.3333333333;99.6666666667;116;114;112;244;282;364;483.5;619;777.5;980;1396;1887;2112.6666666667;2445.3333333333;2767;3123.5;3565;3900
Belgium;11589623;30280;34809;300.346266656;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;7;12;22;49;108;168;199;238;266;311;433.5;556;685;882;1050;1230;1463;1745;2148;2646;3201;3504;4002;4623;5798.5;6725;8445;9950;10841;11532;12478;13553;14513;15616;16290;17071;17925;18466;18748;19383;18884;18811;18690;18344;19609;19461
Belize;397628;22810;18;4.526844186;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;3;3;3;3;4;4.5;5;6;6.5;6;7;8;11;12;15;15;15;15
Benin;12123200;112760;35;0.2887026528;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;5;6;6.4285714286;6.8571428571;7.2857142857;7.7142857143;8.1428571429;7.5714285714;8;11;12.5;14;17;20;21;22.25;24.0714285714;25.8928571429;27.7142857143;27.2857142857;26.8571428571;26.4285714286;26;22;20.5
Bermuda;62278;50;81;130.0619801535;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;6.3333333333;6.6666666667;7;15;17;19.5;22;27;32;33.5;33;33.6666666667;34.3333333333;31;32.6666666667;35.3333333333;38;33;34;34.5;35;38;41;47.5;46
Bhutan;771608;38117;5;0.6479974287;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3;3.25;3.5;3.75;4;3;3;3;3;3;3;3;2;2;1;0.75;0.5;0.25;0
