Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16
US Mississippi;2976149;121531;3624;121.7680969602;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;6;10;12;21;34;50;79;139;206;248;319;375;479;571;650;744;831;916;1039;1127;1278;1315;1431;1489;1595;1626;1775;1890;1979;2023;2095;2150;2287;2447
US Missouri;6137428;178040;5111;83.2759260068;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;4;5;6;8;13;23;46;70;87;180;266.5;348;494;661;828;924.5;1018;1313;1563;1810;2066;2218;2277;2539;2767.5;2971;3037;3130;3186;3225.5;3357;3359;3314;3277
US Montana;1068778;376962;415;38.8293920721;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;7.5;8;10;12;16;20;31;34;46;53;70;107;124;147;163.5;176;198;215;227;245;255;265;273;279;283;257;248;233;223;215;196;188
US Nebraska;1934408;198974;952;49.2140231016;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;10;13;14;17;18;21;24;27;32;37;47;47;49;56;63;72;82;91;127;151;186;219;247;283;315;359;395;458;494;550;604;683;669;699;691;706
US Nevada;3080156;284332;3321;107.8192143515;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;5;7;11;20;21;44;54;74;94;108;122;188;241;274;315;410;524;601;717;963;1058;1204;1363;1405;1618;1646;1708;1809;1997;2036;2049;2079;2098;1963;1975;1932;1863
US New Hampshire;1359711;23187;1139;83.7678006576;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4.5;5;5.5;6;6.5;7;13;15;17;24;37;42;53;61;73.5;96;102.5;131;151.5;180;201;299;347.5;389;408;435;485;556;591;614;680;666.5;661;698;715;671;655.5;724;692
US New Jersey;8882190;19047;75317;847.9552903057;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;11;15;23;29;49;73;96;176;264;422;733;879;1311;1894;2817;3631;4340;6795;8717;10984;13225;16438;18429;21828;24848;29005;32797;35591;38246;40741;43035;44151;45763;47027;48464;47948;50128;48775;49727
US New Mexico;2096829;314161;1484;70.7735347041;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;10;11.5;13;17;23;28;35;43;57;61;65;83;97;107;126;179.5;224;242;258;287;328;360;438;482;559;603;694;753;955;941.5;937;986;1064;1092;1121
US New York;19453561;122057;222284;1142.6391291548;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;22;33;76;105;142;173;216;318.5;421;524;726;943;1693;2370;4130;7067;10280;15054;20733;25455;30526;36873;44116;51590;58548;65279;74095;81330;88229;95761;103348;106863;109814;113198;118505;122679;125877;128140;129181;128534;126413;130067;129903
US North Carolina;10488084;125920;5465;52.1067527682;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;7;9.5;12;15;23;32;33;40;62;96;135;182;253;295;391;494.5;624;748;912;1008;1274;1458;1521;1760;1956;2218;2330;2573;2823;2922;3015;3145;3377;3480;3509;3526;3539;3608
US North Dakota;762062;178711;393;51.570607116;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;6;15;20;28;29;30;34;39;51;64;82;97;107;123;136;144;153;158;178;195;203;212;217;213;210;210;222;215;223;234
US Ohio;11689100;105829;8414;71.9815896861;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;5;13;24.5;36;50;67;88;119;168;244;348;436;556;694;852;1118;1381;1617;1883;2132;2459;2783;3143;3492;3692;4008;4218;4444;4645;4699;4781;4951;5042;4954;5244;5512
US Oklahoma;3956971;177660;2357;59.5657638128;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;3;3;4;9;10;17;29;43;48;52;65;79;103;159;241;314;362;413;464;542;689;835;939;1106;1185;1246;1366;1360;1436;1472;1491;1541;1588;1619;1544;1478
US Oregon;4217737;248608;1736;41.1595127909;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;7;14;14.5;15;19;24.5;30;33;36;39;47;72;85;111;130.5;147;176.5;194;249;302.5;384;446;512;567;643;661;738;785;861.5;907;941;972;971;994;932;892;979;978;943;927;910
US Pennsylvania;12801989;115883;27735;216.6460227391;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;6;10;12;16;22;41;47;63;76;96;132;184;266;367;473;634;839;1111;1665;2177;2704;3331;4011;4747;5672;6831;8152;9646;11031;12336;13708;15112;16541;17761;18904;19439;20112;20502;20685;20719
US Puerto Rico;3193694;8868;1043;32.6581068819;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7.25;9.5;11.75;14;21;23;29;37;49;62;76;97;122;168;231;275;304;363;431;452;482;534;569;619;646;688;770;729;684;688;727
US Rhode Island;1059361;2678;3838;362.2938733822;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;3;2;3;3;3;5;9.5;14;20;19.5;20;21;31;42;51;64;80;103;121;127;155.5;189;219;273.5;381;466;533;613;655;740;839;976;1106;1318;1562;1812;2110;2371;2574;2762;2963;3181
US South Carolina;5148714;77857;3656;71.0080225858;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;8;9;10;12;13;19;27;32;59;69.5;80;150;192;291;353;415;446;485.5;526;755;897;1050;1233;1483.5;1654.5;1765;1854;1935;2056;2128;2336;2567.5;2668;2545;2511;2470;2363;2102
US South Dakota;884659;196350;1311;148.1926934559;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;9;9.3333333333;9.6666666667;10;11;11;12;13;16.5;20;27;29;36;38;49;58.6666666667;80.3333333333;91;97;117;152;173;194.5;219;260;290;352;401;478;558;640;767;880;1039;1146
US Tennessee;6829174;106798;6262;91.6948374723;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;7;12.5;18;26;32;39;52;73;98;153;227;370;502;612;660;771.5;939;1177;1341;1498;1782;2166;2585;2691;2839;2950;3128;3187;3471;3578;3677;3659;3741;3771;3776;3584;3396;3417
US Texas;28995881;676587;16455;56.7494396877;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;8;10;12;13;21;23;39;51;56;57;63;81;140;189;296;324;340;397;953;1373;1692;2001;2496;2820;3202;3914;4526;5136;5806;6478;6924;7852;8379;8834;9940;10509;10932;11029;11358;11495;11786
US Utah;3205958;212818;2683;83.6879335288;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;4;6;17;28;39;51;63;78;112;135;180;256;297;344;398;474;585;691;767;836;949;996;1134;1292;1424;1418;1439;1500;1574;1622;1604;1584;1557;1525;1530;1609
US Vermont;623989;23871;768;123.0790927404;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;4;6;8;10;19;22;27;38.5;50;70;88;115;149;174;199;223;244;280;302;316;360;420.5;460;468;480;482;470;495;500;492;492;459;438;430
US Virgin Islands;104425;350;3;2.8728752693;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;3;3;3;3;3;3;3;3;3;3;3;1;1;1;0;0;0
US Virgin Islands;104425;350;51;48.8388795786;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;3;3;6;11.5;17;17.5;18;18.5;19;22;23;29;29;30;30;35;34;30.5;26;26.5;27;27.5;31;29;28;21;20;19;18
US Virginia;8535519;102279;6889;80.7097963229;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;8;9;17;30;37.5;44;50;66;76;92;112;150;216;248;282;382;443;574;701.5;845;969;1183;1407;1612;1898;2255;2418;2624;3043;3254;3582;3905;4338;4384;4727;4921;5016;5183
US Washington;7614893;172119;10783;141.6040908257;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;13;22;23;44;60;76;123;154;215;308;353;434;499;646;742;868;984;1141;1307;1439;1624;1825;1996;2107;2433;2801;3202;3545;3914;4178;4514;4812;5205;5427;5775;5928;6090;6229;6220;6231;6024;5986;5579.3333333333;5246.6666666667;4845;4508;4101;3821
US West Virginia;1792147;62259;739;41.2354566897;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;7;11;12;16;20;39;51;76;96;113;125;161;190;215;230;271;312;329;392;423;472;478;481;498;500;478;511;522
US Wisconsin;5822434;140268;3875;66.5529227124;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;3;8;19;26;33;47;72;105;154;203;277;381;411;452;578;699;823;963;1079;1174;1279;1444;1575;1706;1831;1882;2024;2121;2171;2178;2226;2224;2229;2207;2204;2171;2145
US Wyoming;578759;251470;296;51.1439130968;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;3;10;15;18;19;23;24;26;29;44;52;69;80;83;91;99;115;132;143;164;173;184;187;177;177;250;179;182;181;172;157;146
Uganda;45741007;199810;55;0.120242215;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;9;11.5;14;18.5;23;30;33;38.5;44;44.5;45;48;49;51;43.3333333333;41.1666666667;39;34.75;30.5;23.75;21;16;11;10.5;10
Ukraine;43733762;579320;4161;9.5143884489;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;2;2;2;6;12;13;14;26;44;70;82;94;140;191;305;347;465;535;628;774;875;1043;1178;1235;1234;1365;1523;1696;1893;2155;2302;2554;2727;2970;3264
United Arab Emirates;9890402;83600;5825;58.8954827114;;0;0;0;0;0;0;0;4;4.25;4.5;4.75;5;5.3333333333;5.6666666667;6;6.3333333333;6.6666666667;7;7.5;8;8.1666666667;4.3333333333;4.25;4.1666666667;4.0833333333;4;4.3333333334;4.6666666666;5;5.3333333334;5.6666666666;6;6.5;7;7.8333333333;8.6666666667;9.5;10.3333333333;12.1666666667;14;15.3333333333;16.6666666667;17;17.3333333333;24.6666666667;32;40.6666666667;49.3333333333;58;62.5;67;70.3333333333;72.6666666667;75;78;81;85;111;109.5;108;120.8333333333;133.6666666667;174;253.5;284;315.6666666667;374.3333333333;472;508;556;701;884;1117.5;1352;1623.5;1878;2111;2326;2621;2955;3268;3553;3910;4269;4551;4801
United Kingdom;67886011;241930;103093;151.8619204183;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3;3;3;8;8.5;9;9.3333333333;7.6666666667;8;8.3333333333;8.6666666667;9;9.3333333333;9.6666666667;9;9.3333333333;9.6666666667;5;5.1666666667;5.3333333333;5.6666666667;10.3333333333;13;25.6666666667;29.3333333333;40;73.6666666667;103.3333333333;151;193.6666666667;260.3333333333;308;368.3333333333;441.6666666667;612;778;1117;1305.5;1488;1895;2541;2552;3806;4785;5402;6315;7655;9064;11031;13745;15949;18180.5;20598;23200;26848;30797;34185;36885;42123;44958;47165;51204;53419;59215;61902;64757;66480;68723;69002;69375
United Kingdom Anguilla;Not defined;Not defined;3;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;3;3;3;3;3;3;3;3;3;1;1;1;1;1;0
United Kingdom Cayman Islands;65722;240;60;91.2936307477;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;2;2;2;2;4;5;7;7.8;8.6;9.4;10.2;11;13;21;25;28.5;32;34;34;39;38.6;39.4;40.2;41;41.8;41.5;40;35;32
United Kingdom Falkland Islands (Malvinas);Not defined;Not defined;11;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;5;6;7;8;9;10;11;11;11
United Kingdom Isle of Man;84497;570;284;336.1066073352;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;13;23;24;25;29;32;42;49;60;67;94;113;125;122;126;127;134;165;172;194;186;193;194;188;189
United Kingdom Montserrat;4992;100;11;220.3525641026;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;5;5.125;5.25;5.375;5.5;5.625;4.75;4.875;5;5.75;6.5;7.25;8;8.3333333333;4.6666666667;4.875;5.0833333333;5.2916666667;5.5;5.375;5.25;5.125
United Kingdom Turks and Caicos Islands;Not defined;Not defined;11;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4.5;5;5.5;6;5;5.75;6.5;6.25;7;7.1666666667;7.3333333333;7.5;7.6666666667;4.8333333333;4.5;5;4.8333333333;4.6666666667;6
Uruguay;3473730;175020;502;14.4513246568;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;8;29;50;79;94;110;158;162;175.5;189;217;238;270;298;302;309;294;271;275;290;245;244;248.5;251;239;235;220;176;171.5;145;148;152
Uzbekistan;33469203;425400;1349;4.0305710297;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;10;15;23;33;43;44.5;46;50;60;75;87;102;142;143;162;166;182;194;223;297.5;411;470;485;507;536;663;721;849;993;1121;1144
Vatican;801;0.44;8;998.7515605493;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;3;3.5;4;4.5;5;5.2;5.4;5.6;5.8;6;6.1666666667;6.3333333333;6.5;6.6666666667;3.8333333333;3.5;3;2.5;2;1.8;1.6;1.4;1.2;1
Venezuela;28435940;882050;204;0.717401992;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10;17;33;36;42;56;70;73.5;77;84;91;107;112;117;117;118;106;107;104;97;85;85.5;88;82;76;64;60;56;54;54;54;54;58
Vietnam;97338579;310070;268;0.2753276273;;0;2;2;2;2;2;2;2;2;2;6;7;8;8.6666666667;9.3333333333;8;9.5;11;11.5;12;13;13.5;14;14.0869565217;10.1739130435;9.2608695652;8.347826087;7.768115942;7.1884057971;6.6086956522;5.1956521739;3.7826086957;3.3695652174;2.9565217391;2.0434782609;1.6304347826;1.2173913043;1.2173913044;1.2173913043;1.2173913044;1.2173913043;1.2173913043;1.2173913044;1.2173913043;1.2173913044;1.2173913043;13.1304347826;13.5434782609;13.9565217391;20.8695652174;21.7826086957;29.6956521739;35.6086956522;38.5217391304;43.4347826087;48.347826087;57.2608695652;67.1739130435;73.0869565217;76;83;92.5;103;103;114;116;121;132;142;146;143;148;146;146;128;122;115;110;102;94;84;74;62;54;49;35
West Bank and Gaza;Not defined;Not defined;374;0;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;16;17.5;19;26;30;30.5;31;35;38;38.5;39;41;40;40;32;34.5;40;41.3333333333;45.6666666667;53.5;60;63;71;77.5;80;93;117;147;169;185;195;193.6666666667;187.3333333333;181;176;170;181;192;222;240;213
Western Sahara;597339;266000;6;1.0044547568;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4.2857142857;4.5714285714;4.8571428571;5.1428571429;5.4285714286;5.7142857143;6;6;6;6;6
Yemen;29825964;527970;1;0.0033527835;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
Zambia;18383955;743390;48;0.2610972449;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;3;3;12;16;22;28;29;35;35.5;34;37;37.125;37.25;36.375;36.5;36.625;27.75;23.875;18;13.5;14;10;11;12;9
Zimbabwe;14862924;386850;23;0.1547474777;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;2;2;2;2;4;6;6.3333333333;6.6666666667;7;7.5;8;8.25;6.5;6.75;7;8;8.6666666667;9.3333333333;8;7;8.1666666667;9.3333333333;12;14.5;14
