Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24
Chile;19116201;743532;922;4.8231340526;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;4;4;7;6;11
China;1439323776;9388211;81591;5.6687036899;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;202;601;1170;1865;4397;4970;6772;8281;10228;14864;17852;21704;25324;28349;31872;34371;37384;39759;41721;42042;57149;63568;65576;67641;69520;71264;71636;72062;72506;73929;73922;74118;74615;75005;75428;75748;76163;76729;76919;77031;77145;77288;77437;77511;77549;77586;77606
China Anhui;59500510;139700;990;1.6638512846;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;9;15;39;59;67;102;148;195;231;291;334;402;474;524;585;659;727;773;824;854;883;904;928;944;956;967;976;980;981;982;983;983;983;983;983;983;984;984;984;984;984;984;984;984;984;984;984;984
China Beijing;19612368;16800;558;2.8451434319;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;21;35;39;66;78;88;108;111;136;164;187;208;224;249;270;293;311;322;333;338;348;361;365;367;372;373;379;385;387;388;391;391;391;392;392;402;402;403;405;406;406;410;410;414;418;420;420;421
China Chongqing;28846170;82300;578;2.0037322112;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;25;55;73;108;129;144;178;206;242;295;332;361;384;405;420;422;462;480;499;512;523;531;538;545;547;549;554;561;566;567;569;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570;570
China Fujian;36894216;121580;318;0.8619237227;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;10;18;35;59;80;84;101;120;144;159;179;194;205;214;223;238;249;260;266;271;278;280;284;286;289;291;292;292;292;292;292;292;293;293;295;295;295;295;295;295;295;295;295;295;295;295;295
China Gansu;25575254;454300;136;0.5317640247;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;5;12;17;22;24;27;38;49;53;55;60;60;65;77;81;81;84;85;88;88;88;88;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;89;100;117;118;122;122;123
China Guangdong;104303132;180000;1428;1.3690864048;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;32;52;77;110;150;206;276;352;434;533;630;721;809;890;965;1029;1090;1125;1153;1170;1212;1234;1254;1287;1309;1315;1321;1324;1325;1326;1332;1335;1337;1339;1339;1339;1340;1341;1341;1342;1342;1342;1343;1344;1344;1344;1344;1345
China Guangxi;46026629;236000;254;0.5518544493;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;23;23;35;45;50;57;76;85;98;109;125;137;148;166;170;181;193;208;213;220;220;224;233;235;236;240;242;243;244;247;247;249;250;250;250;250;250;250;250;250;250;250;250;250;250;250;250
China Guizhou;34746468;176000;146;0.4201865928;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;4;6;8;8;11;28;28;37;45;56;62;69;79;87;97;107;125;131;133;138;141;142;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144
China Hainan;9171300;34000;168;1.8318013804;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;6;17;19;30;37;39;42;48;58;60;68;76;95;102;113;120;126;133;139;152;152;154;157;157;158;158;163;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162;162
China Hebei;71854202;187700;319;0.4439545512;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;11;16;31;46;62;79;93;101;110;122;131;152;167;189;200;212;233;245;259;277;285;294;295;300;300;301;302;303;305;305;305;306;311;312;312;312;312;312;312;312;312;312;312;312;312
China Heilongjiang;38312224;454000;484;1.2633043699;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;9;14;25;30;35;48;69;84;110;144;178;215;265;283;295;319;348;366;382;406;412;432;444;451;457;463;466;466;467;467;467;467;467;467;467;467;467;467;467;468;468;468;468;468;468
China Henan;94023567;167000;1274;1.3549794383;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;6;28;77;122;161;198;268;341;409;480;550;656;745;832;895;962;1014;1054;1086;1116;1149;1164;1191;1209;1224;1235;1240;1243;1245;1248;1249;1249;1249;1249;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250;1250
China Hong Kong;7061200;1108;386;5.4664929474;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;7;7;7;9;9;11;12;14;14;16;19;22;23;24;27;36;47;48;51;54;54;55;58;60;61;66;66;67;71;76;81;88;89;90;91;92;96;96;101;101;103;104;110;111;116
China Hubei;57237740;185900;67801;118.4550612935;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;187;449;2486;2486;3593;4349;5557;9481;11733;14757;17636;19968;22809;24754;27285;29233;30803;30751;45565;51724;53522;55421;57186;58847;59160;59540;59731;61125;61098;61279;61762;62141;62540;62852;63262;63822;64004;64106;64210;64336;64459;64527;64554;64590;64600
China Hunan;65683722;210000;1018;1.5498512706;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;9;24;42;68;99;142;219;275;330;387;460;518;589;657;707;768;799;834;875;908;942;964;984;997;1000;1002;1003;1004;1006;1007;1009;1012;1012;1012;1012;1013;1013;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014;1014
China Inner Mongolia;24706321;1183000;75;0.3035660388;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;7;11;15;16;19;20;23;27;34;35;42;46;50;52;54;58;58;60;61;65;68;70;72;72;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74;74
China Jiangsu;78659903;102600;636;0.8085440939;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;9;18;33;47;70;99;129;168;202;236;271;308;341;373;408;439;468;492;515;543;570;593;604;617;626;629;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631;631
China Jiangxi;44567475;167000;936;2.1001862906;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;7;18;18;36;71;108;108;161;239;285;332;390;475;547;599;660;697;739;770;803;843;871;899;912;924;929;932;933;933;933;933;933;933;933;933;933;934;934;934;934;934;934;934;934;934;934;934;934
China Jilin;27462297;187400;93;0.3386461082;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;3;5;7;8;13;13;16;22;30;41;53;58;64;68;77;79;80;82;83;85;87;88;88;88;89;90;90;90;90;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92;92
China Liaoning;43746323;145900;127;0.2903101136;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;4;17;21;27;34;38;40;47;63;69;73;80;88;93;98;104;106;107;110;115;116;118;118;120;120;120;120;120;120;120;120;120;120;120;120;120;120;121;121;124;124;124;123;123;123;123;123
China Macau;552300;29;25;4.5265254391;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;5;6;7;7;7;7;7;8;8;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10
China Ningxia;6301350;66400;75;1.1902211431;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;4;7;11;12;17;21;26;28;31;34;34;40;43;45;45;49;53;58;64;67;70;70;70;70;71;71;71;71;71;71;71;71;72;72;73;73;74;74;75;75;75;75;75;75;75
China Qinghai;5626722;721200;18;0.3199020673;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;6;6;8;8;9;11;13;15;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
China Shaanxi;37327378;205600;249;0.6670706954;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;15;22;35;46;56;63;87;101;116;128;142;165;172;183;194;207;212;218;224;228;229;231;235;239;239;241;244;244;244;244;244;244;244;243;243;243;243;243;242;242;242;242;242;242;242;242
China Shandong;95793065;153800;768;0.8017281836;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;6;15;27;45;74;94;128;156;182;204;228;257;272;304;343;382;412;440;461;481;491;503;517;526;531;535;537;538;540;743;744;748;749;750;750;750;749;749;751;751;751;751;751;751;751;751;751;751
China Shanghai;23019148;6341;414;1.7985027074;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;15;19;32;39;52;65;95;111;134;168;181;202;218;241;255;275;283;290;296;300;308;312;315;323;325;330;330;330;331;331;332;332;332;333;334;334;334;334;334;334;335;335;336;339;339;338;338;340
China Shanxi;35712111;156300;134;0.3752228481;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;6;9;13;27;27;35;39;47;66;74;81;81;96;104;115;119;119;124;126;126;127;128;129;130;131;131;132;132;132;132;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133;133
China Sichuan;80418200;485000;545;0.6777072852;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;7;14;27;43;68;89;107;141;176;206;228;251;279;298;318;341;361;383;402;414;433;448;460;467;478;492;505;511;517;522;523;523;524;526;528;531;535;535;535;535;535;535;536;536;536;536;536;536
China Tianjin;12938224;11305;145;1.1207102304;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;7;9;13;22;22;25;28;29;38;45;57;64;66;76;78;85;88;92;103;109;116;117;119;121;122;125;127;128;129;132;132;132;132;132;133;133;133;133;133;133;133;133;133;133;133;133;133
China Tibet;3002166;1228400;1;0.033309284;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
China Xinjiang;21813334;1660400;76;0.3484107473;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;4;5;10;13;13;16;17;20;23;28;31;35;38;40;43;47;53;57;61;62;67;68;72;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73;73
China Yunnan;45966239;394000;176;0.3828897117;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;5;11;16;26;44;55;70;83;93;105;117;122;127;131;136;136;139;147;151;152;154;160;166;169;169;170;170;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172;172
China Zhejiang;54426891;102000;1240;2.2782855629;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;27;43;62;104;128;173;296;428;538;599;661;724;829;895;953;1005;1047;1074;1091;1116;1130;1144;1154;1161;1166;1170;1171;1173;1174;1202;1204;1204;1204;1204;1204;1204;1204;1204;1204;1205;1212;1212;1214;1214;1214;1214;1214;1214
Colombia;50882891;1109500;378;0.7428823178;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0
Congo (Brazzaville);5518087;341500;4;0.0724888897;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Congo (Kinshasa);81340000;341500;45;0.0553233342;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Costa Rica;5094118;51060;177;3.4745956022;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;7;7
Croatia;4105267;55960;382;9.3051194965;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;5;6;7;7;9;10;9;10;11;11;11;13
Cuba;11326616;106440;48;0.423780589;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cyprus;1207359;9240;124;10.2703504094;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Czechia;10708981;77240;1394;13.0171115254;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;5;8;12;18;19;30;30;38
Denmark;5792202;42430;1591;27.4679646877;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;1;2;6;4;14;10;22;66;230
Denmark Faroe Islands;49290;1395;122;247.5147088659;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;2;2;2
Djibouti;988000;23180;3;0.3036437247;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dominica;71986;750;2;2.7783180063;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dominican Republic;10847910;48320;312;2.8761300564;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;2;0
East Timor;1318445;14870;1;0.0758469257;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ecuador;17643054;248360;1082;6.132725094;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;5;8;10;8;6;0;0;0
Egypt;102334404;995450;402;0.3928297662;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;5;35;36;39
El Salvador;6486205;20720;5;0.0770866786;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Equatorial Guinea;1402985;28050;9;0.6414893958;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Eritrea;3546421;101000;1;0.0281974419;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;1326535;42390;369;27.8168310674;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;3;10;10;10;10;12
Ethiopia;114963588;1000000;12;0.0104380876;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fiji;896445;18270;4;0.4462069619;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Finland;5540720;303890;792;14.2941711547;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;6;6;6;6;12;15;14;22;29;39
France;65273511;547557;22304;34.1700632589;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;3;3;4;5;5;5;5;5;5;5;5;5;5;10;10;10;10;9;9;9;10;10;9;8;8;6;3;1;0;0;0;0;0;0;9;39;43;56;137;134;203;387;452;349;684
France Martinique;375265;1060;57;15.1892662518;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
France Mayotte;272815;375;36;13.1957553654;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France Reunion;895312;2500;94;10.499133263;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
France Saint Barthelemy;9877;21;3;30.3735952212;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;3;3;1;1
France Saint Martin;38666;53;8;20.6900118968;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2
French Guiana;268700;82200;23;8.5597320432;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5
French Polynesia;280908;3660;25;8.8997109374;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gabon;2225734;257670;6;0.2695739922;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gambia;2416668;10120;3;0.1241378625;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Georgia;3989167;69490;70;1.7547523079;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;3;3;3;4;4;4;13;15;15
Germany;83783942;348560;32986;39.3703127504;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;4;5;8;10;12;12;12;12;13;13;14;14;16;16;16;16;16;16;16;16;16;16;16;16;16;14;15;24;43;41;70;119;142;172;234;438;603;715;946;1053;1300
Ghana;31072940;227540;53;0.1705664157;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gibraltar;33691;10;15;44.5222759787;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
Greece;10423054;128900;743;7.1284289614;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;1;3;3;2;4;25;39;33;58;56;69
Greenland;56770;2166086;5;8.8074687335;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Grenada;112523;340;1;0.8887071976;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guadeloupe;390253;1690;62;15.8871296313;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guatemala;17915568;107160;21;0.1172164901;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guinea;13132795;245720;4;0.0304581013;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guyana;786552;196850;5;0.6356858796;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Haiti;11402528;27560;7;0.0613898953;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Honduras;9904607;111890;30;0.3028893524;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;9660351;90530;187;1.9357474692;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;2;0
Iceland;341243;100250;648;189.8940051518;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;6;10;25;33;43;49;49;57;67
India;1380004385;2973190;536;0.0388404563;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;1;1;1;3;2;25;26;26;30;32;33;46
Indonesia;273523615;1811570;686;0.250801014;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iran;83992949;1628550;24811;29.5393843119;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;254;648;1348;1787;2229;3314;4267;4881;5349;6108
Iraq;40222493;434320;316;0.7856300702;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;9;16;21;23;22;23;37;40;37;44
Ireland;4937786;68890;1329;26.9148966764;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;3;15;15;15;15;27
Israel;8655535;21640;1930;22.2978706689;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;4;7;10;10;12;15;20;37;42;60;60;80
