Country/Region;Population;Maximum;Per 100,000 inh.;CDGR per day;Comments;Day 1;Day 2;Day 3;Day 4;Day 5;Day 6;Day 7;Day 8;Day 9;Day 10;Day 11;Day 12;Day 13;Day 14;Day 15;Day 16;Day 17;Day 18;Day 19;Day 20;Day 21;Day 22;Day 23;Day 24;Day 25;Day 26;Day 27;Day 28;Day 29;Day 30;Day 31;Day 32;Day 33;Day 34;Day 35;Day 36;Day 37;Day 38;Day 39;Day 40;Day 41;Day 42;Day 43;Day 44;Day 45;Day 46;Day 47;Day 48;Day 49;Day 50;Day 51;Day 52;Day 53;Day 54;Day 55;Day 56;Day 57;Day 58;Day 59;Day 60;Day 61;Day 62;Day 63;Day 64;Day 65;Day 66;Day 67;Day 68;Day 69
Switzerland;8654622;15922;183.9710619366;0.267917113;;8;13;18;27;42;56;90;114;214;268;337;374;491;652;895.5;1139;1359;2200;2450;2700;3028;4075;5294;6575;7474;8795;9877;10897;11811;12928;14076;14829;15922
Switzerland Appenzell Inner Rhodes;16145;14;86.7141529885;0.1293241815;;2;2;4;5;5.5;6;6.4;6.8;7.2;7.6;8;9;11;12;13;13.5;14
Switzerland Appenzell Outer Rhodes;55234;50;90.5239526379;0.1656510839;;2;2;2;5;6;7;8;9;10;11;14.8;18.6;22.4;26.2;30;33;34;42;44;45;48;50
Switzerland Argovia;677387;481;71.0081533894;0.2162975286;;2;6;7;9;12;12.6666666667;13.3333333333;14;17;18;27;32;38.6666666667;45.3333333333;52;67;101;118;168;200;232;241;266;319;349;364;403;442;481
Switzerland Basel City;194766;621;318.8441514433;0.2097990151;;3;3;3;8;15;21;24;28;33;49;73;92;100;122;144;165;182;222;272;299;358;376;414;466;505;534;573;609;621
Switzerland Basel Country;288132;539;187.0670387184;0.205087622;;2;2;2;2;2;6;10.5;15;19;20;22;26;34;42;47;54;76;89;116;134;184;282;289;302;306;341;422;466;502;511;539
Switzerland Berne;1034977;826;79.8085368081;0.2308501253;;2;4;5;6;11.5;17;22.6666666667;28.3333333333;34;46.7142857143;59.4285714286;72.1428571429;84.8571428571;97.5714285714;110.2857142857;123;158;193;282;377;418;444;470;532;624;660;718;767;798;826
Switzerland Friborg;318714;477;149.6639620475;0.2159348316;;2;2;4;6;6.6666666667;7.3333333333;8;11;13.5;16;22;29;36;40;45;59;86;111;145;167;202;226;255;293;309;369;421;442;477
Switzerland Geneva;499480;2450;490.5101305358;0.2414720029;;3;5;7;8;9;11;13;17;26;35;44;68;79;108;173;282;372;472;619;751;961;1136;1262;1417;1509;1598;1708;1902;2051;2277;2349;2450
Switzerland Glarus;40403;50;123.7531866446;0.1317927912;;10;13.5;17;21.6666666667;26.3333333333;31;32;33;40;43;44;47;48.5;50
Switzerland Grisons;198379;497;250.5305501086;0.1289070883;;116;145;213;239;266;271;276;322;373;409;438.3333333333;467.6666666667;497
Switzerland Jura;73419;122;166.1695201515;0.1787268963;;2;3;4;4.5;5;6;7.5;9;10;15;16;17;24;26;31;37;49;51;57;66;78;99;112;118;120;122
Switzerland Lucerne;409557;351;85.7023564486;0.1508873415;;65;78.5;92;109;131;156;205;228;253;287;317;339;351
Switzerland Neuchâtel;176850;338;191.1224201301;0.0783306699;;159;177;188;204;230;256;271;287;311;313;338
Switzerland Nidwalden;43223;63;145.755731902;0.1561515512;;4;6.625;9.25;11.875;14.5;17.125;19.75;22.375;25;28;33;36;39;42;44;48;54;55;59;63
Switzerland Obwalden;37841;46;121.5612695225;0.0910159947;;25;26;27;30;37;40;43;46
Switzerland Schaffhausen;81991;41;50.0054884073;0.1134368285;;14;19.3333333333;24.6666666667;30;32;34;35;36;37;40;41
Switzerland Schwyz;159165;135;84.8176420696;0.1576708466;;3;3;6;6.4285714286;6.8571428571;7.2857142857;7.7142857143;8.1428571429;8.5714285714;9;12;13;21.6;30.2;38.8;47.4;56;64.6;73.2;81.8;90.4;99;109;119;122;128;135
Switzerland Solothurn;273194;190;69.5476474593;0.1318106133;;43;54.5;66;75.6666666667;85.3333333333;95;104;129;141;157;173;190;190
Switzerland St. Gallen;507697;389;76.620503962;0.2455800688;;2;2;2;2;2;2;15;21.4;27.8;34.2;40.6;47;61;85;98;141.3333333333;184.6666666667;228;254;280;306;322.5;339;365;389
Switzerland Thurgovia;276472;148;53.5316415406;0.1671575543;;17;23;32;36;49;56;75;81;87;96;110;117;134;138;148
Switzerland Ticino;353343;1962;555.2678275783;0.2789257209;;2;4;5;26.875;48.75;70.625;92.5;114.375;136.25;158.125;180;258;265;291;330;422;511;638;834;918;939;1165;1211;1354;1401;1688;1727;1837;1962
Switzerland Uri;36433;53;145.4725111849;0.1996904873;;2;2;2;2;2;2;5;7;9.5;12;17;22;25;31.5;38;40;48;50;53
Switzerland Valais;343955;1000;290.7357067058;0.2389903709;;2;3;3;4;5;6;6.5;7;12;17;22;30;53;76;98;116;173;225;311;346;433;490;527;606;651;715;808;902;964;1000
Switzerland Vaud;799145;3272;409.4375864205;0.2294528956;;23;30;40;51;77;108;156;204;350;406;508;608;796;1212;1432;1676;1782;1822;2162;2215;2532;2745;2936;3168;3272
Switzerland Zug;126837;112;88.3023092631;0.1558031419;;3;3;3;3;3;3;3;3;13;16.6666666667;20.3333333333;24;30;36;42;48;52.6666666667;57.3333333333;62;72;80;87;101;104.6666666667;108.3333333333;112
Switzerland Zurich;1520968;1874;123.2110077267;0.246988842;;2;2;2;2;9;14;19;26;30;37;40;49;59;92;140;183.3333333333;226.6666666667;270;294;424;526;773;871.3333333333;969.6666666667;1068;1211;1363;1476;1578;1720;1758;1874
