Country/Region;Population;Area;Maximum;Per 100,000 inh.;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12
US Illinois;12671821;143793;100735;794.952832746;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;128;170;185;197;197;198;263;263;291;326;362;513;1025;1499;2051;3147;4281;6241;8320;9856;11469;14209;16631;21542;25491;27762;30446;35225;40384;43656;48048;53581;58983;62942;68732;75066;80857;87527;92149;100735
US Indiana;6732219;92789;42489;631.1292012336;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;36;43;64;73;89;121;139;159;193;380;554;833;1494;1960;2931;3356;4651;6936;8407;9830;11658;13373;14375;16285;17835;19800;22652;26191;28764;30869;32133;35040;39215;42489
US Iowa;3155070;144669;17592;557.5787541956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;15;15;29;40;59;81;99;100;101;105;106;112;121;687;1117;1305;2148;2439;2723;2757;3975;4673;5349;6586;7385;7853;8668;9453;10240;10841;11599;12718;13966;14973;15953;17132;17592
US Kansas;2913314;211754;13253;454.9114856826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;11;12;12;18;42;45;99;99;143;177;397;433;451;461;472;481;499;2184;2486;3037;3431;3932;4513;4922;5424;5893;6611;7074;7578;8223;9084;9514;9514;10775;11414;12343;13253
US Kentucky;4467673;102269;24567;549.8835747379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;10;14;21;34;54;64;118;153;155;255;317;380;489;639;768;1571;1866;1886;3022;3300;4016;5123;5541;6018;6810;7556;7900;12804;15572;16663;18767;19955;21604;21801;24288;24288;24567
US Louisiana;4648794;111898;104045;2238.1073456901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;6;12;43;51;73;178;247;302;457;575;805;1047;2765;3498;5948;8603;11451;18029;21359;25161;27871;34033;38967;45776;51086;53645;58498;60325;69166;74655;81406;86919;92280;96915;104045
US Maine;1344212;79883;6721;499.9955364184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;20;42;66;94;94;94;781;1335;1713;2057;2321;2337;2353;2898;3139;3326;3549;3562;3605;3647;3669;6391;6432;6464;6520;6544;6558;6587;6607;6625;6648;6674;6704;6721
US Maryland;6045680;25142;49764;823.1332124757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;29;44;55;78;95;103;106;111;120;125;131;151;179;201;243;284;338;382;443;517;674;868;12508;13593;14729;16528;19218;21221;23690;25610;28337;29617;31627;38462;41529;44448;47238;49764
US Massachusetts;6892503;20202;116730;1693.5792410972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;8;13;13;41;92;92;95;215;490;490;516;1759;2271;3132;4091;5277;6105;8922;13749;19794;23621;29371;35049;39066;42793;46935;51738;56608;62962;68800;71937;76429;81344;87511;94958;102372;108776;116730
US Michigan;9986857;146435;79437;795.4154144793;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;18;26;36;39;59;93;149;230;238;325;691;1295;2121;3295;4483;4747;6025;7587;14597;18072;21298;23470;25686;32084;35854;40125;44485;48922;53800;57898;61970;65373;66139;67054;72044;76014;79437
US Minnesota;5639632;206232;37421;663.5362023621;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;49;49;82;135;222;316;555;868;1422;1893;2336;2762;3038;3856;4090;4680;4746;5812;11475;12950;14003;16129;17657;18822;19780;21191;22394;24227;25423;26777;28128;29260;30753;32294;33894;35404;37421
US Mississippi;2976149;121531;21413;719.4868267684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;20;42;45;90;94;289;389;513;602;775;835;1321;1392;1872;1943;2776;3139;3223;3318;3836;4474;4785;5930;6111;6588;7218;20370;20547;20635;20892;21101;21274;21413
US Missouri;6137428;178040;45200;736.4648514003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1;1;1;65;73;94;127;170;215;266;332;416;442;459;552;552;725;871;1038;10920;12385;14235;15941;17427;19683;21470;24905;27249;29835;31969;34110;38494;40740;43172;45200
US Montana;1068778;376962;8913;833.9430639478;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;11;11;15;21;35;56;108;110;205;311;509;773;947;1166;1177;1180;1689;2001;2199;2698;3385;4297;4314;4418;4918;5320;5576;6177;6603;6790;6985;7398;7860;8297;8581;8913
US Nebraska;1934408;198974;10691;552.6755472475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;17;18;18;39;50;52;90;93;94;97;188;227;230;267;272;394;404;406;1027;1365;1657;1846;2000;2076;2729;3103;3685;4224;4766;5379;5921;6787;7258;7961;8683;9354;9985;10691
US Nevada;3080156;284332;24611;799.017971817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;15;15;15;15;15;173;175;179;188;189;213;223;223;1721;2101;2508;2638;3735;4232;4572;5117;6696;8522;9150;11215;11794;12798;14046;14532;16163;16831;17629;18639;20566;21771;22749;23587;24611
US New Hampshire;1359711;23187;10925;803.4795629365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;18;22;22;42;42;42;42;100;100;219;284;284;372;539;660;789;1028;1253;1452;1548;2464;3138;3553;3843;4738;5700;5727;6400;6493;7054;7505;8032;8370;8734;9177;9551;9958;10493;10925
US New Jersey;8882190;19047;126735;1426.8440553512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;4;37;46;59;81;104;147;147;218;298;430;617;952;1154;1621;2241;3203;12000;14854;20537;25372;30510;35602;41860;45773;52642;59110;67503;75356;82166;89032;94974;100416;107192;113523;120193;126735
US New Mexico;2096829;314161;28692;1368.3519256935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;48;48;57;69;90;160;200;247;495;583;1272;2354;2797;3814;3828;4779;5386;5973;6842;7793;8513;9387;11006;11179;12527;13240;14011;14778;15632;16828;19136;21825;22245;23807;27098;27098;28692
US New York;19453561;122057;461601;2372.8354926895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54;98;125;168;197;234;265;308;308;3200;3303;5272;5493;7206;14597;22284;32427;45437;61401;78289;91270;103479;122104;145753;155934;172360;186468;205186;220880;238965;260520;283621;302280;320811;340058;365153;391549;417885;440980;461601
US North Carolina;10488084;125920;62139;592.4723715027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;2;2;2;2;7;7;72;101;160;259;329;514;1850;2505;3233;5276;6438;8438;8539;10489;12910;15136;17527;18945;20864;23106;26243;28679;31598;38773;40045;40726;41082;42987;47809;57645;60393;62139
US North Dakota;762062;178711;10350;1358.1572103057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;6;7;13;40;55;96;124;223;274;508;820;1169;1288;1383;1488;1773;2091;2492;2892;3453;3837;4257;4493;4980;5798;6207;6787;7213;7703;8552;8990;9608;10080;10350
US Ohio;11689100;105829;63243;541.0425096885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;8;9;10;14;17;25;35;63;63;175;190;207;228;259;309;387;491;582;704;14764;17316;20149;20418;20665;27275;29191;29539;34918;38375;41871;43756;48378;50838;53341;55985;58531;60408;63243
US Oklahoma;3956971;177660;22760;575.1874350355;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;9;9;17;17;39;39;40;127;184;264;407;510;587;613;736;775;841;969;1206;1406;1557;1634;1688;1794;1967;2144;2303;2521;2653;2749;13293;13345;20279;22164;22658;22760
US Oregon;4217737;248608;29758;705.5442290498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32;48;67;84;114;179;228;305;305;367;367;456;618;736;1193;1417;2117;2117;3025;3840;4559;4559;7280;8924;10172;11426;12883;13826;13872;16085;17434;17534;20624;21801;23007;24564;25627;25627;27224;29758
US Pennsylvania;12801989;115883;124890;975.5515334375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;4;6;10;12;104;138;181;252;268;746;975;1320;1793;2842;4137;5443;7239;9494;12320;18128;23234;28005;33455;37864;42488;48232;54714;62115;70030;77771;83854;91278;98538;105602;113019;120153;124890
US Puerto Rico;3193694;8868;6716;210.2894015519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;18;36;61;128;164;206;220;307;368;441;598;839;968;1105;1434;1695;1920;2427;3057;3548;3945;4539;4886;5386;5846;6371;6716
US Rhode Island;1059361;2678;20350;1920.9693390638;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;8;13;19;20;32;33;33;61;99;99;156;218;291;329;426;573;698;854;928;1015;1249;1324;1394;1427;2509;2780;3134;3589;3965;4397;5069;5566;6390;7181;8481;10307;12132;12409;14296;18207;20350
US South Carolina;5148714;77857;31425;610.3465836323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;10;10;31;31;41;58;87;123;173;263;344;643;643;914;1407;1661;1764;2310;2727;2763;2763;2947;3789;5085;5699;6326;6995;6995;18314;18976;18976;23680;24634;27367;28183;30093;31425
US South Dakota;884659;196350;8553;966.8132014708;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;5;11;18;35;82;191;336;504;562;562;562;677;705;761;790;820;860;2019;2445;2660;3217;3579;3717;4032;4382;4780;5224;5593;6020;6268;6748;7147;7647;8004;8553
US Tennessee;6829174;106798;70677;1034.9275036776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;3;3;7;57;97;142;162;196;322;403;447;503;791;3643;3777;3887;11184;11796;14909;16091;18338;20574;23304;27360;32452;34611;37839;41391;45300;47350;52874;56618;59849;62799;66828;70677
US Texas;28995881;676587;124533;429.4851396307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;5;8;8;12;13;21;23;39;51;56;57;1268;1907;2355;5277;6522;8756;10055;11167;13494;21424;23666;25260;25760;35880;42992;47857;50679;55764;63751;70938;85357;88649;96258;106134;115718;120533;124533
US Utah;3205958;212818;44234;1379.7435899035;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1;2;2;135;137;137;159;170;182;194;1526;2147;2560;3689;5047;5823;6837;7710;9244;11312;13993;16003;18513;21167;21229;24248;28043;30892;33394;34647;36116;38373;40762;42546;44234
US Vermont;623989;23871;9841;1577.1111349719;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;16;29;35;41;63;99;144;231;352;429;505;611;667;808;808;1158;1181;1535;1712;2008;2261;2374;3701;3930;4250;4495;5049;5228;5844;6582;6633;7129;7749;8181;8232;9258;9841
US Virgin Islands;104425;350;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
US Virgin Islands;104425;350;350;335.1687814221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;3;3;6;6;17;17;72;72;74;128;146;156;156;156;182;192;224;248;265;265;287;297;323;350;350
US Virginia;8535519;102279;39985;468.45423225;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;21;31;38;41;61;69;134;147;147;408;489;1028;1278;1923;2325;2790;3337;3697;4470;5370;6189;7337;9166;10609;12038;13401;15344;17589;19005;21552;23671;24521;28645;30645;33026;35459;37999;39985
US Washington;7614893;172119;93615;1229.3672412731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;18;30;34;58;76;96;519;551;886;1453;1500;2649;3580;5043;6794;8046;10503;12800;14505;17453;21109;23725;27570;31329;34535;34987;35457;47411;53722;59998;66132;66596;67159;75776;80381;83567;88659;92070;92434;92897;93160;93615;93615;93615
US West Virginia;1792147;62259;16257;907.1242481783;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;2;2;2;3;7;17;26;38;80;80;123;145;226;341;397;460;630;798;1082;1855;2427;2818;3110;4143;4575;5493;6367;7686;8838;9940;12059;12545;13863;14555;15452;16257
US Wisconsin;5822434;140268;39257;674.2369256569;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;20;32;32;32;37;38;46;92;188;188;346;551;1110;1683;2347;3661;4909;6615;7466;8694;10674;12290;13982;16221;17662;17077;18726;20369;22047;24289;25971;27436;29014;31090;32871;34309;36293;37893;39257
US Wyoming;578759;251470;5459;943.2250729578;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;1;2;3;3;105;193;289;350;461;462;618;739;998;1105;1281;1557;1640;1934;2108;2348;2589;2866;3132;3237;3929;4005;4064;4150;5056;5459;5459
