Country/Region;Population;Area;Latest;Per 100,000 inh.;% Confirmed;Blank 2;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Latvia;1886198;62200;33;1.7495512136;0.0301645338;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;6;8;10;13.5;17;26;30;33;48;70;85;110;123;137;174;189;211;230.5;263;279;317;342;349;375;372;382;385;394;362;351;356;345;332;325;304;279;259;220;217;189;203;194;197;200;184;189;172;174;161;163;179;183;183;188;159;152;157;150;139;131;144;126;127;128;114;102;104;100;126;129;113;114;116;116;102;116;108;103;103;106;99;94;68;58;59.5;59;63;57;55;40;41;39.5;36;35;33
Lebanon;6825445;10230;234;3.4283478953;0.1669044223;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;4;10;13;14;15;16;21;26;31;35.5;40;58;66;74;89;100;102;106;118;141;141;160;216;230.5;277;272;299;314;319;328;331;350;346;337;345;333;279;274;230;243;214;218;207;192;186;171;179;169;160;152;146;136;131.5;106;106;87;85;77;78;76;63;62;61;61;64;63;61.5;68;96;100;105;138;149;153;157;161;162;169;174;191;213;211;240;290;288;269;260;270;283;282;281;289;309;302;288;295;282;226;223;217;231;228;227;234
Lesotho;2142249;30360;2;0.0933598289;0.5;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;3;3;2;2;2;2;2;2;2
Liberia;5057681;96320;141;2.7878389325;0.343902439;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;3;3;3;3;3;3;3;3;3;2;2;4;4.5;5;7;10;11;19.5;27;30;32;43;45;53;57.25;61.5;65.25;69;73.5;78;85;78.5;75.3333333333;77.6666666667;80;72;74;73.5;77.75;77.1666666667;76.5833333333;76;70.5;67;67;69;71.6666666667;77.3333333333;82;83;83;78.5;71;68.3333333333;66.6666666667;67;69;68;63;63;60;51;50;52;58;54.5;54;54.5;54;54;57;62;67;78;78;81;85;90;94;104.5;117;129.5;141
Libya;6871292;1759540;288;4.1913514955;0.7328244275;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;3;8;9;10;10.5;10;13.5;17;17.5;18;19;20;23;23.3333333333;21.6666666667;17;17;25;37.5;38;35.1666666667;32.3333333333;32.5;34.6666666667;36.3333333333;38;36;36.6666666667;36.619047619;36.5714285714;35.8571428571;27.1428571429;14.4285714286;13.7142857143;13.3333333333;12.8666666667;12.4;9.9333333333;7.4666666667;5;4.1;3.2;3.0142857143;2.8285714286;2.6428571429;2.4571428571;2.2714285714;2.0857142857;1.9;1.8;2.6;3.4;4.2;5;6.9;7.8;10.7;11.2666666667;11.8333333333;12.4;34.3;40.2;53.1;65;90;101;114;127;138;167;181;218.3333333333;255.6666666667;282;279;288
Liechtenstein;38128;160;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;4;5;6;7;27;30;33;36;43;50;51.6666666667;53.3333333333;55;56.5;55;55.5;56;61;43.5;44;42;40;33.3333333333;26.6666666667;25.3333333333;24;22.6666666667;21.5;20.2222222222;18.9444444444;17.6666666667;11.8888888889;8.6111111111;5.3333333333;4.5555555556;3.7777777778;3.6666666667;3.4761904762;3.2857142857;3.0952380953;2.9047619047;2.7142857143;2.6349206349;2.5555555556;2.3333333333;2.1111111111;1.8888888889;1.6666666667;1.4444444444;1.2222222222;1;0.8571428571;0.7142857143;0.5714285714;0.4285714286;0.2857142857;0.1428571429;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;2722289;62674;96;3.5264441064;0.0547945205;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;3;3;5;7;11;16;24;26;35;48;82;142;178;207;270;295;352;386;448;474;512;554;613;647;688;668;664;671;638;656;641;632;593;571;533;510;479;453;468;487;483;470;458;443;411;400;385;387;274;284;257;250;167;112;93;73;58;35;26;18;41;36;147;130;126;124;128;131;128;139;149;160;168;172;144;150;148;142;145;139;136;134;131;120;107;94;90;89;91;85;88;86;96
Luxembourg;625978;2590;44;7.0290010192;0.0108588351;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;2;2;3;3;5;7;19;34;50;58;76;139;201;331;480;662;790;867;1091;1325;1434;1571;1780;1891;1911;2038;2116;2152;2128;2059;2006;1968;1871;1701;1662;1618;1439;1331;1304;1129;1054;957;868;808;746;715;648;620;550;472;441;442;437;434;396;340;322;275;274;270;222;197;194;176;166;163;159;153;135;131;121;118;121;119;118;120;121;110;113;106;105;101;97;93;89;86;73;72;62;53;47;51;45;47;47;51;48;44
MS Zaandam;Not defined;Not defined;0;0;0;;Missing Country;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;7;7;7;7;7;7;7;7;7;7;7;7;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Madagascar;27691018;581795;547;1.9753697751;0.4546965919;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;12;17;19;23;26;32.5;39;43;57;58;59;67;68;69;70;71;74;73;73;69.5;67;64;51;52;52;47;49;49;39.2;33.4;28.6;25.8;23;21;18;21;21;20;20;15;15;28;28.8;29.6;36.4;71.2;69.25;66.5;63.75;58;70;82;99;106;148;155;172;175;213;212;256.75;298.5;339.25;356;387;400;426;460;475;467;504;519;537;552;527;538;525;552;552;550;547
Malawi;19129952;94280;278;1.4532184921;0.577962578;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;4.5;5;7;7.3333333333;7.6666666667;8;10;11;14;14.25;14.5;13.75;14;13.25;13;12.75;10;14.6666666667;24.3333333333;24.3333333333;21.6666666667;21;20;20.0833333333;20.1666666667;20.25;20.5;20.75;21.5;23.25;24;20;14.3333333333;18.3333333334;22.3333333333;22.5;21;23.6666666667;26.3333333333;26.6666666667;26.8333333333;27;31;29.3333333333;28.6666666667;28;24.6666666667;30.3333333333;26.5;26.5;44;75;106;139.3333333333;208.6666666667;214;214;265.6666666667;287.3333333333;298;321;327;341;355;342;320;299;278
Malaysia;32365999;328550;740;2.286349944;0.0884215557;;;0;0;0;3;4;5;6;7;8;8.4;8.8;9.2;9.6;10;12;13.3333333333;14.6666666667;13;13;13;12.3333333333;11.6666666667;11;12.1;13.2;12.8833333333;12.5666666667;12.25;10.3333333333;9.0833333334;7.8333333333;6.5833333333;5.6666666667;4.75;4.5;4.25;4;3.5;3;6.9166666667;10.3333333333;13.75;27.6666666667;44.0833333333;60.5;70.4166666667;76.3333333333;94.25;106.1666666667;126.0833333333;150;173;213;399;533.5;637;740;833.5;947;1090;1207;1401;1495;1647;1858;1964;2082;2042;2060;2093;2118;2216;2303;2300;2356;2275;2339;2323;2197;2185;2210;2213;2191;2221;2164;2066;1918;1822;1727;1632;1519;1413;1375;1345;1212;1097;1003;864;873;820;820;871;909;928;901;896;864;844;847;876;906;891;834;817;784;696;596;588;595;581;592;602;596;589;691;862;840;810;877;890;925;916;899;961;1188;1129;1118;1077;912;732;719;740
Maldives;540544;300;463;85.6544518115;0.2343117409;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;6;8;8.5;9;10;13;13.25;13.5;13.75;14;14.25;14.5;10.75;10;9.25;7.5;7.25;7;6.5;4;4.25;4.5;5.25;5.0909090909;4.9318181818;4.7727272727;4.6136363636;4.4545454545;4.2954545455;4.1363636364;3.9772727273;3.8181818182;3.4090909091;3;3.1666666667;3.3333333333;3;5.9090909091;8.8181818182;15.7272727273;32.6363636364;49.5454545455;63.4545454545;66.3636363636;88.2727272727;109.1818181818;157.0909090909;194;205.3333333333;228.6666666667;256;443;463;484;475;472;490;531;540;615;613;621;671;654;677;514;540;559;567;565;570;569;568;530;523;536;498;534;502;531;560;594;679;723;698;664;656;609;588;532;521;504;505;463
Mali;20250833;1220190;528;2.607300154;0.3066202091;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;11;18;20.5;23;26;28;33;36;38;40;42;51;52;67;76;78;83.5;98;116;117;135;154.5;175;179;199;202;234;235;238;274;284;285;280;334;319;314.5;328;339;334;354;338;341;343;322;315;304;306;276;289;298;291;297;294;289;300;297;301;323;326;347;347;358;415;420;415;405;441;450;455;514;516;508;503;488;509;551;528
Malta;441543;320;24;5.4354841997;0.0375;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;5;6;9;12;18;21;30;38;45.5;53;64;70;87;104;105;123;125;127;131;130;126;131;142.5;143;138;140;137;134;183;170;203;211;221;227;228;224;211;216;220;213;200;190;150;145;108;97;78;71;66;65;64;53;45;42;50;49;39;40;41;42;42;47;53;48;45;57;65;78;76;78;87;100;113;111;119;114;108;105.5;104;94;85;72;65.5;61;51;38;24.5;25;18;19;19;20.5;23;24
Mauritania;4649658;1030700;1093;23.5071052538;0.7595552467;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;2;2;2;2;2;2;3;3;4;4.3333333333;4.6666666667;5;5.1111111111;4.2222222222;4.3333333333;4.4444444444;4.5555555556;4.6666666667;4.7777777778;4.8888888889;4;4.05;2.1;1.8166666667;1.5333333333;1.25;1.1888888889;1.1277777778;1.0666666667;1.0055555556;0.9444444444;0.8833333333;0.8222222222;0.7611111111;0.7;0.7;0.7;0.7;0.7;0.7;0.7;0.7269230769;0.7538461538;0.7807692308;0.8076923077;0.8346153846;0.8615384615;0.8884615385;0.9153846154;0.9423076923;0.9692307692;0.9961538462;1.0230769231;1.05;7;11.9230769231;20.8461538462;31.7692307692;53.6923076923;72.6153846154;122.5384615385;132.4615384615;164.3846153846;191.3076923077;218.2307692308;228.1538461538;253;255;276;326;394;443;468;507;537;604;611;683;720;812;842;894;991;1093
Mauritius;1271768;2030;2.2;0.172987526;0.0065281899;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;12;13;26;34;40;46;79;92;100;104;125;138;155;162;174;182;199;208;226;225;233;224;217;217;196.1666666667;181.3333333333;163.5;155.6666666667;138.8333333333;129;101;84.3333333333;60.6666666667;56;17;13.3333333333;12.6666666667;8;9.8333333333;8.6666666667;7.5;7.4133333333;7.3266666667;7.24;4.32;4.0666666667;3.8133333333;3.56;1.64;1.3866666667;1.1333333333;0.88;-1.04;0.04;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.12;1.24;1.36;1.48;1.6;1.72;1.9257142857;2.1314285714;2.3371428571;2.5428571429;2.7485714286;2.9542857143;3.16;3.08;3;2.8;2.6;2.4;2.2
Mexico;128932753;1943950;52574;40.7762952211;0.3924194247;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;5;5.2;5.4;5.6;5.8;6;6.5;7;7.3333333333;7.6666666667;8;12;25;37;48;76.8;87.6;112.4;158.2;197;244.5;309;359.6666666667;397.3333333333;467;573;691;807;940;1012;1122;1260;1346;1485;1639;1827;2072;2380;2706;2856;3127;3371;3668;3920;4184;4469;4787;5187;5607;6118;6333;6716;7363;8192;9028;9623;10016;10515;11353;11952;12927;13864;14591;15210;16133;16524;17090;17983;18650;19618;20345;20798;21572;22387;23371;24293;25056;25748;26728;28321;28960;29951;31005;32396;33598;34778;36236;37837;38805;39595;40368;41445;41802;42980;44644;46113;47499;47763;48483;48997;49741;51161;52574
Moldova;4033963;32850;3002;74.4181342268;0.2798545726;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;3;6;12;23;26.5;30;38.5;48;65;79;93;108;122;146;174;193;219;240;271.5;323;383.5;456;525;672;770;856;931;1025;1112;1239;1329;1399;1414;1581;1626;1649;1673;1626;1608;1583;1558;1604;1637;1672;1744;1746;1769;1704;1722;1743;1716;1674;1649;1700;1749;1698;1679;1618;1563;1519;1514;1516;1635;1656;1765;1882;1939;1890;1977;2077;2099;2119;2127;2166;2152;2151;2131;2172;2151;2164;2191;2222;2208;2242;2314;2400;2517;2607;2660;2720;2784;3002
Monaco;39242;1;0.2857142857;0.7280828849;0.0028860029;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;6;7;8;9;10;16;22;24.6666666667;27.3333333333;30;31;40;42;44;42;44;46;50;53;49;50;51.3333333333;50.6666666667;50;51;48;48;47;44.2;41.4;38.6;33.8;30;28.1;21.2;17.3;15.4;13.5;10.6;4.7;2.8;1.9;1.8;1.6833333333;1.5666666667;1.45;1.3333333333;1.3166666667;1.3;1.2833333333;1.2666666667;1.25;1.2333333333;1.2166666667;1.2;1.2111111111;1.2222222222;1.25;1.2777777777;1.3055555556;1.3333333334;1.3611111111;1.3888888889;1.4166666667;1.5333333333;1.65;1.7666666667;1.8833333333;2;2.0317460318;2.0634920635;2.0952380953;2.126984127;2.1587301587;2.1904761904;2.2222222222;2.1111111111;2;1.8;1.6;1.4;1.2;1;0.8571428571;0.7142857143;0.5714285714;0.4285714286;0.2857142857
Mongolia;3278290;1553560;36;1.0981334781;0.1827411168;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;5;6;7.3333333333;8.6666666667;10;10.2;10.4;9.6;9.8;10;10.5;11;11.5;12;8.5;8;6.8666666667;5.7333333333;4.6;4.6;4.6;4.9;5.2;5.2;4.9;4.6;4.3;4;16.5;16.5;16.8;16.9333333333;17.0666666667;17.2;18;18.5;19;19.8;20.6;20.9;21.2;21.1666666667;8.3333333333;8;7.6666666667;7.5;7.3333333333;7.5;7;7;6.3333333333;5.6666666667;5;13.8333333333;22.6666666667;31.8333333333;41;50.1666666667;59.3333333333;77.6666666667;96;96.5;100;99.25;99.1666666667;99.0833333333;99;91.0666666667;83.1333333333;75.2;67.2666666667;59.3333333333;63;62.5;46;47;45;45.0833333333;45.1666666667;45.25;50;50.6;49.7;48.8;48.4;48;36
Montenegro;628066;13450;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;14;17.5;21;26;46;51;68;81;83;84;90;107;121;141;160;183.5;193;206;194;196;183;173;179;187;183;174;165;159;131;106;94;79;72;67;64;64;57;49;47.3333333333;38.6666666667;34;19.2;17.4;15.6;14.8;11;11;9;8;5;4;3;2.6666666667;2.3333333333;2;1.8;1.6;1.4;1.2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Morocco;36910560;446300;894;2.4220710821;0.1047206279;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;2;2;2;2;2;4;5;6;16;27;28;36;47;61;74;93;111;139;165;219;264;322;377;451;523;579;605;645;714;823;906;977;1014;1050;1099;1103;1143;1182;1207;1271;1370;1575;1773;1766;1834;1926;2025;2171;2194;2310;2352;2404;2357;2364;2297;2140;2005;2044;2048;2007;2010;1962;1980;1953;2013;1998;2161;2166;2191;2184;2083;2012;1967;1899;1804;1725;1663;1621;1496;1370;1251;1159;1089;1036;1062;1039;937;881;843;789;792;739;745;791;770;860;907;894
Mozambique;31255435;786380;256;0.8190575495;0.5235173824;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;5;7;7.5;8;8.5;9;9.5;10;11;12;13;13;14;13;12;11.5;12.5;12.5;12.5;15.5;18.5;19;20;22;22;25;24.6666666667;24.3333333333;24;27.5;45;49.5;55;52.1;49.2;48.8;47.4;45;44.5;41;40.8333333333;40.6666666667;40.3333333333;35.6666666667;17;17;15;26.4;26.8;31.7;36.6;40;49.5;57;64.5;65;74.6666666667;80.3333333333;82;81;103;106;109;117.5;118;115;115;117;135.5;161;160;190;190;241;230;224;240;245;256
Myanmar;54409800;653290;53.3333333333;0.0980215574;0.2051282051;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;9;10;14;14;16.5;19;19.5;20;20.5;21;21.3333333333;19.6666666667;20;19;29;31;48;48;56.5;65;67.5;77;89.5;97;98.6666666667;100.3333333333;116;117;108;106.3333333333;86.6666666667;87;76.5;66;64.3333333333;55.6666666667;44;42;45;48;37;33;32;32.6666666667;31.6666666666;30.6666666667;30.5;30.5;29.6666666667;29.3333333333;29;30;27;28;23.6666666667;23.3333333333;23;22;22.6666666667;25.3333333333;25.3333333333;25.1666666667;25;41;42;37;39;34;36.3333333333;37.6666666667;39;40;41;40;41.6666666667;53.3333333333
Namibia;2540905;823290;8.5;0.3345264778;0.2741935484;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;3;3;3;3;4;7;7.5;8;9;8;9;10;11;12;11.5;12;12.5;13;12.0434782609;9.0869565217;8.6304347826;8.1739130435;7.2173913043;6.2608695652;5.3043478261;4.347826087;3.3913043478;2.4347826087;1.9782608696;1.5217391304;1.0652173913;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956521;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956522;0.6086956521;0.6086956522;1.5652173913;2.5217391304;3.4782608696;3.768115942;4.0579710145;4.347826087;4.8043478261;5.2608695652;5.7173913043;6.1739130435;7.1304347826;7.8869565217;8.6434782609;9.4;9.2;9;9;9.6666666667;9.3333333333;9;8.5
Nepal;29136808;143350;3572;12.2594074135;0.774165583;;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;4;4.2;4.4;4.6;4.8;5;6.5;8;8.375;7.75;8.125;7.5;7.875;7.25;6.625;6.8;8.6;10.4;14.8666666667;19.3333333333;22.5;22;25.625;29.25;32.875;34.5;37.125;37.75;38.875;40;39;38;36.3333333333;32.6666666667;29;36;40;39.5;39;54;53;53;59.5;70;81;163;193;191;208;224;220;296.5;320;328;356;414;474;481;548;555;636;793;945;1110;1277;1436;1697;1873;2177;2396;2651;2845;3080;3314;3478;3572
Netherlands;17134872;33720;2301;13.4287551141;0.0476881308;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;10;18;24;38;82;127;187;262;318;378;498;648.5;794;947;1115;1389;1662;1993;2378;2866;3443;3939;4428;5178;5909;6777.5;7799;8803;9731;10337;10890;11563;12237;12729;12996;13647;14054;14020;14137;14331;14494;14651;14721;14801;14824;14539;14517;14726;14962;14804;14602;14554;14293;13967;13438;12777;12258;11694;10997;10649;10102;9342;8647;7916;7365;6953;6477;6045;5558;5192;4782;4543;4568;4409;4165;3890;3634;3424;3371;3162;3128;2926;2795;2682;2609;2657;2594;2557;2469;2445;2387;2447;2404;2398;2286;2242;2264;2271;2338;2294;2325;2319;2301
Netherlands Aruba;106766;180;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;3;4;4.5;5;7;9;10.5;12;17;28;31;44;48;50.5;52;53.5;55.5;57;57;58.5;60.5;62;60;54;53;46;42.25;40;37.75;35.5;35;34;32.5;29.5;27;25;23;18.0769230769;14.1538461538;8.2307692308;8.0576923077;7.8846153846;7.7115384615;7.5384615385;5.6153846154;4.6923076923;4.2692307692;3.8461538462;2.9230769231;2;1;0.9230769231;0.8461538462;0.7692307692;0.6923076923;0.6153846154;0.5384615385;0.4615384615;0.3846153846;0.3076923077;0.2307692308;0.1538461538;0.0769230769;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Netherlands Curacao;164093;444;3.4;2.0719957585;0.1545454545;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;3;2;2;2;2;3;5;5.6666666667;6.3333333333;7;8;9;10;8.2857142857;8.5714285714;8.8571428571;9.1428571429;9.4285714286;9.7142857143;9;7.5;7.3333333333;6.7916666667;6.25;5.375;4.5;3.625;3.4642857143;3.3035714286;3.1428571429;2.9821428571;2.8214285714;2.6607142857;2.5;2.125;1.75;1.75;1.75;1.6594827586;1.5689655172;1.4784482759;1.3879310345;1.2974137931;1.2068965517;1.1163793103;1.025862069;0.9353448276;0.8448275862;0.7543103448;0.6637931034;0.5732758621;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.4827586207;0.9482758621;1.4137931034;1.5793103448;1.7448275862;1.9103448276;2.075862069;2.2413793103;2.540229885;2.8390804598;3.1379310345;4.1034482759;4.2118226601;4.3201970443;4.4285714286;4.0714285714;3.7142857143;3.6571428571;3.6;3.4
