Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Guadeloupe;390253;1690;0.2203597495;0.0001452327;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2203597495;0.1559871148;0.1150348286;0.0936445223;0.0942118013;0.1024772191;0.1035566374;0.0925704451;0.0740279039;0.0594645129;0.0513943334;0.0475937856;0.0439820505;0.0340388766;0.0255692537;0.0177960521;0.0155761587;0.014109588;0.0120940959;0.010478904;0.0079970827;0.005872243;0.0043726447;0.0039151042;0.0038970212;0.0043123036;0.0047242028;0.0046581421;0.004119698;0.0031139797;0.0021155185;0.0014533219;0.0011229664;0.0012150123;0.0013999754;0.0016773892;0.0019539521;0.0021362682;0.0022247079;0.0025883004;0.002858094;0.0030349363;0.0027540883;0.0021057567;0.001552587;0.0010934953;0.0015463729;0.0020429116;0.0025827715;0.0027152028;0.0023926316;0.0019455345;0.001374796;0.0011307667;0.0008873481;0.0007252513;0.0006441227;0.0006437081;0.000643294;0.0006428804;0.0006424674;0.0019224696;0.0044658208;0.0070391473;0.0083927871;0.0072548518;0.0048541315;0.0024354405;0.0012825359;0.00136911;0.0014994529;0.001629423;0.0017148573;0.001755933;0.0017528551;0.0016043222;0.0013109052;0.0008729821;0.0004360149;0.0001452327;0
Guatemala;17915568;107160;0.1560859044;0.0413448445;0.0493017473;0.0413574991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.098915251;0.0828683853;0.0973419968;0.10526036;0.1066819197;0.0907719047;0.0675538662;0.06331634;0.0668107967;0.0972551989;0.1179350346;0.1219802634;0.1180339887;0.1031630137;0.1006234548;0.1189148569;0.1392814419;0.1560859044;0.1468181628;0.1161415997;0.088732631;0.0675934165;0.0712565723;0.0777870337;0.0884517426;0.09512275;0.092337438;0.0865506959;0.0892947759;0.0967480033;0.1125635188;0.1176980541;0.1089019548;0.0862932375;0.0609271514;0.049097554;0.046112475;0.0525164243;0.0569657207;0.0569510509;0.050969125;0.0436640015;0.0413448445;0.0450689946;0.0529133621;0.0624347117;0.0696813504;0.0739056737;0.0787507836;0.0859160174;0.0949275617;0.099849455;0.0944186185;0.0795242132;0.0690917969;0.0639661931;0.0714309654;0.0807302546;0.0901762231;0.0994795745;0.1032762504;0.1031824475;0.093011742;0.0778831103;0.0635650136;0.0530058344;0.0503333023;0.0505650549;0.051412721;0.0505807729;0.0493499817;0.0495652223;0.0496215453;0.0507103155;0.0509568184;0.0506906666;0.0496719567;0.0493017473
Guinea;13132795;245720;0.4062136496;0.011966028;0.011966028;0.0132097335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3269068114;0.3857440012;0.4062136496;0.3512001548;0.2618717364;0.1658525356;0.1326636665;0.1217422784;0.1366527899;0.1438941282;0.1418917942;0.1411211391;0.1343093096;0.1271697076;0.1149626456;0.1034714038;0.0972200263;0.0928793183;0.093948282;0.0964364811;0.1007756254;0.1065209361;0.1045766025;0.0997594804;0.0880177712;0.0781872123;0.074904146;0.0776602187;0.0785912488;0.0731012503;0.0617659337;0.0488056661;0.0420984871;0.0387750908;0.0405866775;0.040369287;0.037020507;0.0361207349;0.0346272005;0.0357601289;0.0362841176;0.0362276684;0.0369950163;0.0365899432;0.0362887673;0.0344298396;0.0313297315;0.0288542799;0.0284611185;0.0284784549;0.0279747185;0.0264295743;0.0244014019;0.0232136315;0.0226453416;0.0221812812;0.0221465391;0.0212752831;0.0211648611;0.0202938885;0.0184784426;0.0167089202;0.0147765424;0.0142403806;0.0141055149;0.0142780136;0.014286595;0.0134226654;0.0125217162;0.011966028
Guinea-Bissau;1968001;28120;0.4036982341;0.0025357929;0.0025357929;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.206973443;0.1659718911;0.1172229371;0.0721632651;0.0458350901;0.0327736324;0.0310790279;0.0306558886;0.0303214876;0.0289712816;0.0266900961;0.0300548339;0.0326388492;0.0345332774;0.0307724434;0.0216285611;0.0140455648;0.0080052127;0.0082631567;0.038273456;0.1438490858;0.2784486473;0.3822825377;0.4036982341;0.3169009527;0.2210569498;0.1714942275;0.1514060668;0.1370026473;0.1246447344;0.1081267327;0.1024171702;0.1015224229;0.0944794664;0.0902230314;0.0766173437;0.0698468878;0.0603400468;0.0517579923;0.0465990516;0.0387548803;0.0327430633;0.0285127669;0.027785837;0.0258136619;0.0235300398;0.0189989921;0.0176073625;0.0154278334;0.0146500925;0.0144376859;0.0145565847;0.0168910051;0.0198730842;0.0219321289;0.0210889483;0.017690432;0.0133313971;0.0092907907;0.0066372698;0.0052966734;0.0052230667;0.0047278329;0.0038311107;0.0025357929
Guyana;786552;196850;0.1405126055;-0.2328329542;0.0045632644;0.0063694268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-0.0782590542;-0.2328329542;-0.2304444849;-0.161502743;-0.0544186183;;;;;;;0.1405126055;0.108451201;0.0871401384;0.1059981493;0.1167896529;0.1096073534;0.096049737;0.0712296056;0.0572105321;0.039601649;0.0395820182;0.0489228801;0.0661373906;0.0755349709;0.0666344789;0.0483913581;0.0264725078;0.0163935298;0.0140250933;0.0193537437;0.0245280106;0.0266254369;0.0235782046;0.0185263901;0.0152371092;0.017846119;0.023468962;0.0291232292;0.0321151854;0.0320525209;0.0293566424;0.0236389774;0.0177225115;0.0114408909;0.0109011997;0.0163605677;0.0274226617;0.0378338225;0.0404962521;0.0358990009;0.0254538625;0.0164602765;0.0127739804;0.0139593607;0.0172995138;0.0188564659;0.0168937906;0.0143272265;0.0129401593;0.0143546157;0.0169788864;0.0180176252;0.0196569875;0.022232416;0.0245355692;0.0246229874;0.020468752;0.0139314564;0.0077654194;0.0038409486;0.0024580276;0.0015424444;0.0010863677;0.0013559353;0.0018947168;0.0027005377;0.0036813193;0.0045632644
Haiti;11402528;27560;0.1742817199;0.0167749939;0.0565958222;0.0381981033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0518979701;0.0400696735;0.0456858095;0.0584943359;0.075029641;0.0823855008;0.0842082952;0.085776556;0.0786792608;0.0764836882;0.072353855;0.0749792139;0.0738059285;0.0662575174;0.0528711459;0.0357122346;0.024709971;0.0247835139;0.0462818448;0.0673007214;0.0845813383;0.0962107149;0.0870566567;0.0745699318;0.0536493779;0.0364972273;0.0244888911;0.0167749939;0.0198553279;0.0237661195;0.0262200213;0.0272954398;0.0363139587;0.0418023213;0.0576851943;0.0737926655;0.091768512;0.1018638605;0.1095889106;0.1195540049;0.1194646174;0.1175612803;0.1105126517;0.1080406478;0.1133222345;0.1404278945;0.1660965485;0.1742817199;0.1582408937;0.1394153728;0.1229565889;0.1161472362;0.1119000303;0.0960890257;0.0917883602;0.0938767564;0.1111616088;0.1234467335;0.1264913185;0.127209302;0.1202656328;0.1143299083;0.0970736024;0.0775521851;0.0613721237;0.0591418222;0.0653709694;0.0725800288;0.0750294662;0.0679939948;0.0565958222
Honduras;9904607;111890;0.298503929;0.0177318551;0.0445064191;0.0419836957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.128694321;0.1270184525;0.1780396143;0.2467004416;0.2886407572;0.298503929;0.2574334297;0.2041344835;0.1815095772;0.1553817625;0.1595276987;0.1364706591;0.117613438;0.0917907742;0.0673528014;0.0622456757;0.0572438463;0.0641644695;0.0627043064;0.0533836201;0.0365227736;0.0229238888;0.0177318551;0.021504461;0.0257237984;0.0289700865;0.0294262726;0.0290155699;0.0282170357;0.0266339268;0.0360540756;0.0474501706;0.058902941;0.0612722407;0.0550136763;0.0487127751;0.0438840611;0.0460251527;0.0653156173;0.0810010703;0.1004987447;0.1093437122;0.108922718;0.1138446652;0.1096558701;0.1083368053;0.0927123288;0.075208119;0.0576184773;0.0504015359;0.0452787466;0.0448052665;0.0452358582;0.0449027156;0.0474666212;0.0453741122;0.0472552097;0.0475804141;0.0506872037;0.0547365733;0.0597544752;0.0642707472;0.0646487969;0.0621578426;0.0548446713;0.0483235621;0.0417497106;0.0356346397;0.0322131515;0.0296696707;0.0293233156;0.0295168253;0.0287965873;0.0285100808;0.0271341352;0.025815238;0.0296013077;0.036034096;0.0445064191
Hungary;9660351;90530;0.2605652931;0.0023936314;0.0023936314;0.0029798858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2605652931;0.2600449358;0.2263120465;0.2226394057;0.209297331;0.2118916251;0.2137195212;0.2200185933;0.2241143719;0.2209471672;0.2056390424;0.1836071771;0.1684406912;0.1602289042;0.154646997;0.1437950582;0.128088473;0.111130193;0.096693921;0.0877861455;0.0856815761;0.0769516121;0.0726269703;0.0682469672;0.0725832901;0.0920582424;0.1098044391;0.1232776008;0.1161520083;0.0933542764;0.0692620992;0.0494677367;0.0456107163;0.0462864851;0.0492235115;0.0485789642;0.046862109;0.0446020196;0.0440308382;0.0471747108;0.0466678561;0.0436393918;0.0363133823;0.0290569111;0.0254255254;0.0239582652;0.0258055748;0.0263579736;0.0255174374;0.0243677355;0.0212216112;0.0178994357;0.0145329984;0.012681514;0.0119568414;0.0118127042;0.0114364524;0.010968752;0.0102439869;0.0096984755;0.0095448492;0.0102372597;0.0114004591;0.0118227602;0.0112031053;0.0100471752;0.0093871395;0.0093757323;0.0100365667;0.0102038752;0.0094754033;0.0079427886;0.0064635321;0.0055235954;0.0053099212;0.0056320425;0.0057800813;0.0055554667;0.0051779843;0.0047388567;0.0047570392;0.004693963;0.0047778654;0.0047346606;0.0043339328;0.0038578375;0.0030080554;0.0023936314
Iceland;341243;100250;0.2290347615;0.0000172946;0.0000172946;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2290347615;0.1513578797;0.136666433;0.1498837779;0.1873676553;0.2138876526;0.2143426992;0.1851374147;0.1539714365;0.134044774;0.1477499048;0.1818084287;0.2070260077;0.2221194654;0.1945594666;0.1621443106;0.1295517073;0.1082052295;0.1050364602;0.1014302453;0.0985052458;0.0883962239;0.074763426;0.0669769485;0.0634103465;0.0619410663;0.060537932;0.0552600393;0.0499547383;0.0438530621;0.0382381286;0.032534981;0.0255442187;0.0197970662;0.0154345222;0.0126943716;0.0096292066;0.0072042946;0.0059195893;0.0057818515;0.0058429778;0.0060994543;0.0056404894;0.0048496644;0.0039269319;0.0031543905;0.0027927661;0.0021772085;0.0016590974;0.0010959176;0.0007914529;0.0007907167;0.0008367041;0.0007896882;0.0006266758;0.0004638866;0.0003477173;0.0002780481;0.0002779708;0.0002778936;0.0002623882;0.0002314654;0.0001851338;0.0001388214;0.0001079539;0.0000925198;0.00009141;0.0000891994;0.0000858882;0.0000825776;0.0000803687;0.0000792613;0.000079255;0.000088053;0.0001056524;0.0001320498;0.0001545908;0.0001644722;0.0001616983;0.0001501233;0.00014625;0.0001500748;0.0001615938;0.0001634944;0.0001519329;0.0001269145;0.0000980565;0.0000788205;0.0000692018;0.000069197;0.0000691922;0.0000634223;0.0000518883;0.0000345907;0.0000172946
India;1380004385;2973190;0.2561535976;0.0352319901;0.0352319901;0.0757530289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1170572436;0.115892272;0.1409735262;0.1641260481;0.1695005655;0.1681900672;0.1654204736;0.1499481924;0.1457845639;0.1286277726;0.1344938955;0.1548085603;0.1970778762;0.2349771433;0.2561535976;0.245842945;0.2183155424;0.1861302273;0.1668640541;0.1611148504;0.1439959991;0.1416833882;0.1276423672;0.156071549;0.1964249277;0.2149708704;0.2221424179;0.1874434453;0.1783447111;0.177771001;0.182269358;0.1807160694;0.1530943852;0.1358952346;0.1207200095;0.1185716919;0.1137810416;0.1075598107;0.1020174132;0.0929615621;0.0871393451;0.0861789357;0.086405906;0.0881852158;0.0836414483;0.0785264856;0.0738273351;0.0706479074;0.070236889;0.0669581024;0.0647851341;0.0615662729;0.0597019003;0.0590162442;0.059719306;0.0622164132;0.0669972914;0.0709104498;0.0740867083;0.0736523761;0.0706512367;0.066316555;0.0624976621;0.0604412948;0.058532543;0.0568358277;0.0543073478;0.0519728051;0.0504810505;0.0509012611;0.0516800048;0.0532229973;0.0539131505;0.0546929056;0.054932546;0.054786895;0.0548512564;0.0535813727;0.0516480954;0.0492443324;0.0469451012;0.0461472074;0.0464187701;0.0472746286;0.0474103558;0.0465536955;0.0456035542;0.0448795517;0.0446252991;0.0444760306;0.0443257456;0.0429845707;0.0414300213;0.0364169034;0.0352319901
Indonesia;273523615;1811570;0.3702183532;0.0222812946;0.0300425357;0.0285289661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3702183532;0.3252390915;0.2863316956;0.2526141896;0.2596570165;0.2715090425;0.2784522712;0.2575513712;0.2141627208;0.1834288849;0.1612703716;0.1546057815;0.1532126626;0.1483812429;0.1412450035;0.1293710798;0.1155965898;0.1053680648;0.0940874275;0.0906388075;0.0854616004;0.0828630572;0.0823901442;0.0830172912;0.0867562453;0.0906694717;0.0923350671;0.0914718731;0.090970525;0.0890130475;0.0871917094;0.080872665;0.0751082023;0.0701055483;0.067170555;0.0657266005;0.0603517134;0.054183165;0.0477257128;0.0446848646;0.0455690433;0.0469439143;0.0479055357;0.0445920356;0.0410395114;0.0364361888;0.0341976623;0.0344321166;0.0347352793;0.0351715252;0.0341155135;0.0344024335;0.034536404;0.0342505811;0.033278726;0.0320226941;0.0310292708;0.0298613202;0.0294608294;0.0297525671;0.0315927412;0.0339802025;0.0356840912;0.0351283505;0.0327544426;0.0303010384;0.0297778509;0.0318181915;0.034337758;0.0379667342;0.0386274675;0.0364983839;0.0318588917;0.0270435888;0.025048993;0.0246793633;0.0258922644;0.026505358;0.0256604807;0.0241026212;0.0230095734;0.0222812946;0.0225446041;0.0235232607;0.0247512358;0.025960259;0.0269671968;0.0285037417;0.0300425357
Iran;83992949;1628550;0.6052885388;0.0102013147;0.0123824442;0.0124650159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5231279115;0.5551090268;0.5754671366;0.6052885388;0.5913709449;0.5803189497;0.5323147922;0.4546337802;0.3812572454;0.3077499797;0.2618471518;0.2218683422;0.181217161;0.1449684122;0.1215872067;0.1170456064;0.1192968196;0.1196109468;0.1133050874;0.1032697875;0.0916352377;0.0810226132;0.0739309347;0.06794293;0.0627379601;0.0588979124;0.0582593647;0.0629179553;0.070350042;0.0797541948;0.0873344653;0.090911539;0.0912894816;0.088089809;0.083105937;0.0769696801;0.0703975583;0.0639103713;0.0574278079;0.0515972621;0.0463787103;0.041678292;0.0371305236;0.0334336769;0.0304657596;0.0283835577;0.0268509141;0.0252442469;0.023753624;0.0222940078;0.0212419315;0.0203929722;0.0194669795;0.0183772239;0.0173312639;0.0163209855;0.015360398;0.0145155788;0.0137161994;0.0132043437;0.0128007375;0.0125122288;0.0122153799;0.0118023337;0.0114698626;0.0109264914;0.0104616607;0.0102013147;0.0104857048;0.0115959988;0.012905239;0.0141874304;0.0148698508;0.0148578849;0.0147277888;0.0143732491;0.0145894341;0.0149743658;0.0157072915;0.0163093039;0.0164528289;0.0166331209;0.0165935009;0.0170685859;0.0175947721;0.0180995378;0.0180343735;0.017469265;0.0166780521;0.0157316531;0.0150625466;0.0146885074;0.0151118106;0.0156893077;0.0164566779;0.0171499019;0.0176724861;0.0183932741;0.0192561672;0.0198786951;0.0195793397;0.0183519254;0.0164379574;0.0146245725;0.0131389685;0.0123824442
Iraq;40222493;434320;0.2559338046;0.0170373912;0.0861384106;0.0818087453;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2559338046;0.1801334824;0.1431645726;0.1343823041;0.1448195589;0.1496152284;0.1340530661;0.1207826212;0.1105153055;0.1134253299;0.1073173962;0.0955077208;0.0960576402;0.0999015944;0.1175207759;0.126685655;0.1172954684;0.1033282996;0.0873762383;0.096401513;0.1087787686;0.1236079405;0.1356612039;0.1336313896;0.1296115441;0.1267975767;0.1207203931;0.1111765668;0.0977236973;0.0835550168;0.0719037529;0.0669283255;0.0694520527;0.0763602623;0.0795652404;0.0753772727;0.0664997626;0.0530322924;0.0415944384;0.0329271383;0.0269664967;0.022962878;0.0184738891;0.0170373912;0.0176276698;0.0197393149;0.0214796625;0.0214647366;0.0206858885;0.0201170212;0.0204411766;0.0222078465;0.0242734364;0.0254856426;0.0276864745;0.0292828814;0.0326247179;0.03541294;0.0364722378;0.0364646951;0.0334034282;0.0317806263;0.0296309393;0.0282493634;0.0267798692;0.0255814854;0.0262335321;0.0261249087;0.0274364795;0.0287079979;0.0308170606;0.0318442381;0.0308450222;0.0298476592;0.0297324407;0.0306156998;0.0321063253;0.0327247448;0.0314422919;0.0346761891;0.0393137378;0.0450484823;0.047971228;0.0480615191;0.0499488849;0.0533755231;0.0584724706;0.0605725801;0.0599096606;0.0588164438;0.0637953645;0.0717293047;0.0834816778;0.0953039267;0.1040029375;0.109337546;0.1055399807;0.0971907808;0.0861384106
Ireland;4937786;68890;0.401501601;0.0004530522;0.0004530522;0.0002774365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1922603035;0.2680597846;0.3589289742;0.401501601;0.3920519267;0.3285071787;0.2832568502;0.2441206463;0.3064317958;0.3606230079;0.390935337;0.3649167181;0.2730910537;0.2169426948;0.1868510715;0.1869464935;0.1823918939;0.1727192913;0.1550192207;0.1393412075;0.1231982554;0.1084048152;0.1016045187;0.0986739559;0.0978599776;0.0966035574;0.0917671165;0.0855747747;0.077392771;0.0725646619;0.0850233123;0.1007859791;0.1167780223;0.1233284983;0.1126418924;0.1010607141;0.0874381862;0.0802097877;0.0722441767;0.0613000078;0.0518840734;0.042143198;0.0358401063;0.0341768702;0.0353206019;0.0373162281;0.0373666203;0.0337876647;0.028866706;0.0240742894;0.0204969105;0.0179010985;0.0159203859;0.0152750891;0.0149395978;0.0141347387;0.0132367175;0.011988465;0.0103871954;0.0091629122;0.0085779935;0.0084305275;0.0080853803;0.007638881;0.0078610485;0.0082192261;0.0087425939;0.0082733263;0.0066385816;0.0048082919;0.0032384012;0.0029027781;0.0029307065;0.0031410481;0.0032854526;0.0032802866;0.0029238289;0.0025656749;0.0022035647;0.0020264622;0.0019316998;0.0018772173;0.0020173081;0.0020001639;0.0019801515;0.0017468713;0.0014472227;0.0012291279;0.0010218381;0.0009016066;0.0006854887;0.0005459971;0.0004530522
Israel;8655535;21640;0.3879022474;0.000749622;0.0089387988;0.0116589485;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3193849171;0.3879022474;0.3831129488;0.2974015658;0.2206418158;0.1585203078;0.1539655615;0.1690247396;0.2213594404;0.2324405379;0.222395713;0.193089658;0.1870951062;0.2109277515;0.2510141836;0.287906405;0.2839490327;0.2616040787;0.2940946531;0.312340432;0.3201278662;0.3081343203;0.2355249803;0.1882858252;0.1527973635;0.1464139225;0.1383811884;0.1285713147;0.1154260352;0.1008263;0.0830068247;0.0687148697;0.0562804882;0.0481877942;0.042787183;0.0401823845;0.0404785707;0.0399429033;0.039541557;0.0380531654;0.0367035292;0.0338449416;0.0290987288;0.0240602199;0.0205607394;0.0184731761;0.0195934846;0.0213567244;0.0232101004;0.0235384777;0.0209556497;0.0172013161;0.0130811026;0.0106675657;0.0092010369;0.0084513128;0.0079620162;0.0072275458;0.0058992224;0.0044706716;0.0031623191;0.0024961032;0.0024988929;0.0026971496;0.0026610758;0.0023244674;0.0019534762;0.0015793359;0.0014603263;0.0014079105;0.0013303531;0.0011626844;0.0010656387;0.0010192388;0.0009679364;0.0009772072;0.0008611634;0.0008303121;0.000749622;0.000768974;0.0008382739;0.0009918348;0.0015079884;0.0024281967;0.003285044;0.0038851039;0.0040901052;0.004281241;0.0046847918;0.005279176;0.0057164253;0.0061725984;0.0064299706;0.0070666389;0.0077339376;0.0082205229;0.0089387988
Italy;60461826;294140;0.5672811954;0.0011112609;0.0011112609;0.0016075466;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5672811954;0.4544755315;0.3946566332;0.3864686346;0.3576266929;0.3292807848;0.299929994;0.2632897862;0.242627288;0.23242417;0.2376231424;0.2412545576;0.2321292975;0.2193591844;0.2049737216;0.1916846088;0.1921915976;0.1891977608;0.1829956995;0.1681588902;0.1526580603;0.1423736665;0.1376675496;0.1387314438;0.1381337036;0.1302203427;0.1163709677;0.100162631;0.0883881113;0.081292116;0.0779472747;0.0745767291;0.068251112;0.0603179231;0.0521643938;0.0463333048;0.043153976;0.0419146974;0.0408855749;0.0387864903;0.0352919455;0.0317183267;0.0289943984;0.0276429972;0.0280098219;0.02859612;0.0283421392;0.0266336458;0.0237658576;0.0214256096;0.0198939983;0.0197537628;0.0200069787;0.0193382807;0.0180749743;0.0165993065;0.0157097397;0.0155660773;0.0153379579;0.0148285597;0.0136094495;0.0121814859;0.0111351196;0.0103080184;0.0099944954;0.0097241121;0.0093641795;0.0086591666;0.0076912492;0.0068359158;0.0062580153;0.0060824984;0.0060962168;0.0058580863;0.0053293114;0.0048297622;0.0045075854;0.004511992;0.0045090757;0.0043799417;0.0041013167;0.0036061845;0.0033219251;0.0030408505;0.0029498491;0.002925762;0.0029262035;0.0028898724;0.0026555558;0.0023828192;0.0021291514;0.0020230222;0.0020881982;0.0021913295;0.0021815416;0.0019526653;0.0016467245;0.0013980679;0.0012353346;0.0012575385;0.0012965876;0.0013469339;0.0013208731;0.0012281947;0.0011556773;0.0011112609
Ivory Coast;26378274;318000;0.5337222158;0.0143470877;0.0406401794;0.0533365224;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5337222158;0.4751323108;0.2945505642;0.2235964924;0.1696249998;0.1659973086;0.1294449982;0.0898930289;0.0661115383;0.064323992;0.0775590287;0.1015685644;0.1157612852;0.1259643421;0.1291703717;0.1225781459;0.1195050185;0.1086851297;0.1015533231;0.0870040468;0.0684689012;0.0498185468;0.0349144584;0.0391282839;0.0516224959;0.0688585307;0.0739444002;0.0642848701;0.0529988558;0.0464281922;0.0483705927;0.0498794571;0.0451972466;0.0362291507;0.0292516381;0.0256049815;0.0292193772;0.032223444;0.0336848381;0.0319824884;0.0279291692;0.0267418146;0.0268719071;0.0284063266;0.0303762279;0.0301687542;0.0287312899;0.0304626841;0.0324275606;0.0367182026;0.0372521519;0.0342334228;0.0299095829;0.0230984473;0.0197863234;0.0182573237;0.0195424758;0.0224479001;0.0237085656;0.0215882095;0.0174865939;0.0143470877;0.0156122991;0.0202371612;0.02623484;0.0300250881;0.0296993516;0.0283816754;0.0260499965;0.0262667477;0.028960819;0.0337843958;0.0386318586;0.0424094438;0.0443487727;0.0433140426;0.0414270381;0.0406401794
Jamaica;2961167;10830;0.1942023943;0.0026668775;0.0048555218;0.0049342105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1010497678;0.098915251;0.0901772482;0.0806240865;0.0841347521;0.0908274954;0.0975930569;0.0941750316;0.0785572728;0.0715455001;0.0712787142;0.0868527253;0.0963668903;0.0952121655;0.0855926041;0.0762450264;0.0696660381;0.0651588477;0.0566656433;0.0429590958;0.0286302125;0.0161342383;0.0150319815;0.0209837769;0.058470975;0.113060754;0.1660747419;0.1942023943;0.1747593512;0.1327605155;0.1109293378;0.1033813106;0.1048691668;0.1007885316;0.0861553539;0.0803353425;0.0835872786;0.0914715876;0.0889537411;0.0761467078;0.0616620205;0.0524075553;0.0474712537;0.0458692149;0.0402799144;0.0311172139;0.0193620364;0.013471653;0.009313137;0.0106221916;0.0114067173;0.0109380586;0.0098133899;0.0078779237;0.0063241627;0.0044610773;0.0039396692;0.00440863;0.0055241744;0.0063125251;0.0064394827;0.0065566796;0.0074484189;0.0092711619;0.0106032906;0.0106834572;0.0099621521;0.0092385065;0.0088431235;0.0086330377;0.0082700484;0.0077542196;0.0072521066;0.0069208281;0.0058796539;0.0045611218;0.0034014097;0.0028224949;0.0028145508;0.0026668775;0.0032165998;0.0039008821;0.0048555218
