Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11
Brazil;212559417;8358140;0.5011378098;0.0751041509;0.0789929541;0.0393725661;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25529829;0.4096852349;0.4809056777;0.5011378098;0.4432002597;0.2993458093;0.2581936685;0.2974930684;0.3683715539;0.3802489398;0.3992015046;0.3661511129;0.3446413147;0.2959720513;0.2399878416;0.1970535421;0.1653538462;0.1512049219;0.1369630306;0.136696626;0.143276787;0.1678806721;0.1871808773;0.1908545989;0.1806351413;0.1551132977;0.139867384;0.1359667872;0.1453214763;0.1513164763;0.1462317489;0.1266291208;0.1027035462;0.0916097064;0.0940499358;0.1039810558;0.1181775176;0.1281299756;0.1273969791;0.1199458277;0.1081377981;0.1003595421;0.0977985815;0.1035983422;0.1148717828;0.1238149494;0.1246307347;0.1219870437;0.1204368096;0.1229250117;0.1272919739;0.1273409187;0.1162151229;0.1021597997;0.0941933308;0.0958837486;0.1066508843;0.1171601594;0.1244671829;0.1200013437;0.1099850005;0.0964370505;0.0900151205;0.0920484582;0.1010104757;0.1114187845;0.1144142224;0.1097772737;0.1005180089;0.1000493228;0.1047309699;0.1135641808;0.1179870977;0.112270233;0.1019139851;0.0900452639;0.0833019239;0.0836071272;0.0933852344;0.1044702388;0.1099245077;0.1074803827;0.097312952;0.0880307387;0.088153677;0.0947824851;0.1013518177;0.1013146987;0.0903854658;0.0799527856;0.0751041509;0.0789929541
Brunei;437479;5270;0.2209471672;0.0079707113;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2209471672;0.1521914738;0.1188254555;0.1130314741;0.1020416417;0.0875389904;0.0719698873;0.06439111;0.0726799791;0.0893013418;0.096933715;0.0807056547;0.0727796143;0.0581971482;0.0548982898;0.0544271574;0.0492098523;0.0391247182;0.0333335738;0.0312643142;0.0239892057;0.0214549663;0.0141780287;0.0108748922;0.0079707113;0.0101614269;0.0153018361;0.0156116238;0.0181171026;0.0229143637;0.0334403527;0.0436177253;0.0627002968;0.0704674806;0.0980834905;0.1257995241;0.12453307;0.0925015422;0.0600035361;0.0264419944;0.027251428;0.0281119801;0.0290286583;0.0300071314;0.0310538733;0.0321762793;0.0333828695;0.0715346849;0.0715346404;0.0715345872;0.071534542;0.0808798851;0.1411055278;0.201898756;0.2006985764;0.1345286817;0.0676603758;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bulgaria;6948445;108560;0.2845778774;0.0376374777;0.1362469365;0.0310725025;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2845778774;0.2250662511;0.219397242;0.2301802869;0.2311375374;0.2202881578;0.1846754995;0.1497592556;0.1165779142;0.1056527234;0.1144050826;0.1180306844;0.109591875;0.1011806794;0.0941970546;0.0898524149;0.0964350098;0.1029790796;0.1005967735;0.0867099707;0.0801201835;0.0749516102;0.0726298582;0.0727327886;0.0735196164;0.0713799267;0.0653427362;0.0668002436;0.0664155928;0.0811608105;0.1011065994;0.1181039951;0.1257992221;0.1114120874;0.0976550809;0.0898462917;0.0980574627;0.1147549083;0.1349221531;0.1372886617;0.1208063534;0.0998613856;0.0856643491;0.0763393318;0.0794378303;0.0771476514;0.0706476161;0.064427121;0.0581968165;0.0584524145;0.0684225277;0.0886494141;0.0886090165;0.0859618072;0.081238101;0.0714210431;0.0660486341;0.0648136703;0.065472926;0.0663182851;0.0659691816;0.0647424994;0.0627471481;0.0634713366;0.062430808;0.0656194269;0.0732085302;0.0796474432;0.0754419516;0.062998193;0.0491881505;0.0390790061;0.0376374777;0.041383133;0.0452843923;0.0450261547;0.0450138306;0.0495444919;0.0625447467;0.0814474349;0.1025292586;0.1308081742;0.1334075749;0.132168714;0.1315601519;0.1362469365
Burkina Faso;20903273;273600;0.3790732248;0.016711176;0.016711176;0.0005608525;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3790732248;0.3704600883;0.3384364508;0.2799822998;0.2429036671;0.2004782302;0.1791516732;0.1493212076;0.139892143;0.1192814022;0.1075773597;0.091258148;0.076206415;0.0706450939;0.0659704622;0.0746795254;0.082628356;0.0982543486;0.0988082046;0.1060388551;0.1083884927;0.1010487998;0.0911343288;0.0766677288;0.0685090024;0.0601969641;0.0534033896;0.0470659098;0.0443028694;0.0428652659;0.0461199506;0.0556039411;0.0647896231;0.0708291748;0.0707998456;0.0649983349;0.0507320534;0.0394817583;0.0329754078;0.0278075097;0.0345981336;0.0400019896;0.0488006902;0.0587857588;0.086434809;0.108654031;0.1433107233;0.1744285001;0.1562895289;0.1132257949;0.0734918474;0.0455322034;0.0461066022;0.047148346;0.0459214134;0.0402126843;0.0377505786;0.0418836109;0.052325515;0.0806521659;0.0758389142;0.0686557741;0.0529921766;0.0520953696;0.061829263;0.0723449866;0.0824928492;0.085167335;0.0783356965;0.0704759716;0.0792687643;0.0829567068;0.086076228;0.0885003375;0.0792801452;0.0626844312;0.0478324727;0.0350241898;0.0252709469;0.0207212012;0.0197789225;0.016711176
Burundi;11890784;25680;0.3081586982;0.0242634763;0.0242634763;0.0047281324;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0671279816;0.06612987;0.0673496863;0.0686394636;0.0700025984;0.0714429821;0.0739224247;0.0783343009;0.0847031849;0.0911118084;0.0931399151;0.0929792054;0.0907789026;0.0886850517;0.0866897553;0.0847859112;0.0829671111;0.0812275562;0.0795619818;0.0779655972;0.077798924;0.1412545322;0.2269471205;0.3022177833;0.3081586982;0.2040951807;0.1240450451;0.0597172793;0.0573567279;0.055174549;0.0531513587;0.0512704725;0.0495174529;0.0478797444;0.0482336747;0.0858761411;0.0942854289;0.1021439102;0.1055900948;0.1050364412;0.1009195114;0.0949003672;0.0818453232;0.0610211212;0.0391414998;0.0242634763
Cambodia;16718965;176520;0.2134572215;0.0032465057;0.0243206404;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1823323485;0.1992824457;0.2134572215;0.2127654844;0.1865102278;0.1125908952;0.0726488459;0.0346810371;0.0300392038;0.0291419173;0.0314355471;0.0334258655;0.0307494142;0.031876298;0.0275251225;0.0487785178;0.0464173153;0.0381553435;0.034676499;0.0330097155;0.050256962;0.064368732;0.0672214555;0.0743178677;0.0687954253;0.0513974721;0.0328466093;0.023492883;0.0032465057;0.0033413532;0.0034419093;0.0035487052;0.0048816319;0.007818239;0.0091391283;0.0109970816;0.0714810151;0.0714809935;0.0714809656;0.0714809655;0.0714809592;0.0714809466;0.0714809277;0.0714809367;0.0714809053;0.0714809018;0.071480892;0.0714808759;0.0714808878;0.0714808592;0.0714808586;0.0714808517;0.0714808386;0.0714808192;0.0714807936;0.071480796;0.0714807922;0.0714807821;0.0714807658;0.0714807432;0.0714807487;0.0714807138;0.0785261264;0.1110651121;0.1646814831;0.1907715217;0.1710522493;0.1314337327;0.0915728507;0.0713239926;0.0673953361;0.0637102493;0.0596991969;0.0554023631;0.0514439528;0.0483558382;0.0557495858;0.0668992663;0.0675422981;0.0670148671;0.0597703096;0.043804336;0.0243206404
Cameroon;26545863;472710;0.3932180492;0.0253750158;0.0836362702;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3879659388;0.3932180492;0.3555867127;0.2733103529;0.197149233;0.1584573603;0.1571554633;0.1765551719;0.1995463016;0.206537614;0.2160848241;0.2673386909;0.3025930543;0.3243974215;0.2875353446;0.194103;0.1229289153;0.0719835774;0.0640537357;0.056639493;0.0537696592;0.0408642659;0.0267247175;0.0253750158;0.0397794016;0.0804776995;0.1011153298;0.1114427544;0.0984171211;0.1018457774;0.1150191906;0.1269854713;0.1274133425;0.1180675833;0.1174543515;0.1192079173;0.1145584503;0.1108106367;0.1003660845;0.0875512525;0.0806094894;0.0797297891;0.0731076871;0.0604606339;0.0525037151;0.05282522;0.0554495997;0.0497376622;0.0567187768;0.080353171;0.1174771389;0.1404079583;0.1280901259;0.1148833677;0.1057860277;0.111973226;0.1132519976;0.1119119333;0.1021462873;0.0972918168;0.1062818014;0.1182005515;0.1343762082;0.1247486032;0.1145902147;0.0990758637;0.0952959702;0.0802620102;0.0642785001;0.0560606147;0.0577200578;0.0665034028;0.0717513072;0.0807471608;0.0771960623;0.0847145459;0.1015202578;0.1143178301;0.1115149108;0.0988548534;0.0836362702
Canada;37742154;9093510;0.3373700452;0.0594191432;0.0602637316;0.0044475063;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2256984847;0.262974659;0.2765248008;0.2375312157;0.1910774176;0.1688249744;0.1772290592;0.1968624368;0.2088238351;0.1929165086;0.1933219868;0.1817478691;0.2250456517;0.2564418722;0.2724915648;0.3172631908;0.3040558172;0.3373700452;0.3312228952;0.3051052622;0.2868941922;0.2542820492;0.2690954367;0.2851209699;0.2921732279;0.2960310422;0.2667985566;0.2344702508;0.2031288979;0.1865005647;0.1771452229;0.1671012201;0.1663815905;0.1587878118;0.1485517039;0.1405609329;0.1309381372;0.1282196097;0.1195324077;0.1092949858;0.102839354;0.0932904493;0.0915580128;0.0867973325;0.0822937058;0.0789197467;0.085534884;0.0933862341;0.0997111314;0.1105301709;0.1027786071;0.0961023301;0.0909845273;0.0932199289;0.0944395531;0.0912969566;0.0825973105;0.0774573435;0.0733470411;0.0721196581;0.0753494114;0.0777866637;0.078440474;0.0796858297;0.0839105432;0.0850737625;0.0841316905;0.0768416226;0.07226899;0.0681378686;0.0681427604;0.0664902676;0.0633924642;0.0617135704;0.0611490719;0.0630592133;0.0647800149;0.0703233993;0.0713667295;0.0706935967;0.0701803633;0.0704172489;0.0715846092;0.0733326687;0.074821768;0.0745898201;0.0724626993;0.069526339;0.0675785373;0.0665511278;0.0671018601;0.0662317736;0.064471833;0.0628312381;0.0611687008;0.0601321566;0.0599236491;0.0600123321;0.0594191432;0.0604801412;0.0615387003;0.0615734094;0.0602637316
Canada Alberta;4067175;640330.46;0.2985224322;0.0326499738;0.0975181944;0.0054975261;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2319708183;0.2377660088;0.2709446905;0.2985224322;0.2963139428;0.2873993976;0.2793768334;0.2766786392;0.2721224908;0.2319971467;0.1998171892;0.1732740399;0.159725826;0.1538034474;0.1263210373;0.1032301927;0.0796465536;0.0963073135;0.1186200748;0.1424961916;0.1499853298;0.1289543995;0.1150761035;0.094283959;0.0965005836;0.08083807;0.0627522967;0.0609065662;0.0682846607;0.0839325849;0.0927915584;0.1083803552;0.1103836904;0.1253642385;0.152442476;0.1629261963;0.1549413078;0.1330098705;0.1151339004;0.1208144202;0.1266471345;0.1244777158;0.1114706656;0.0965620935;0.0845380777;0.0769078433;0.0818945201;0.0784291788;0.0719109068;0.0589914662;0.0444444493;0.037438867;0.0326499738;0.033603504;0.0349544183;0.0399811219;0.0451975649;0.0473299431;0.0541931101;0.0547103895;0.061011728;0.062004734;0.0679900467;0.0714200627;0.0690210501;0.0634232481;0.0534906312;0.0469619275;0.0438488871;0.0479667056;0.049344539;0.0511871882;0.0520633866;0.0515454379;0.0551202939;0.0594974468;0.0632793102;0.0616751488;0.061974752;0.0619464913;0.0632917962;0.0617229313;0.0568397156;0.0622751668;0.0747388509;0.0865487771;0.0919892186;0.0975181944
Canada British Columbia;4648055;922503.01;0.3219795084;0.0429306635;0.0661219064;0.0052238806;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2456412205;0.2015391052;0.1641675283;0.1792183293;0.1951227079;0.2016127614;0.2112789779;0.2250632261;0.2654817489;0.3027209683;0.3199662759;0.3219795084;0.2918685782;0.2615672375;0.2361505775;0.1849018735;0.1622887362;0.142514264;0.1294518169;0.1130042846;0.0941468615;0.0844057893;0.0729845532;0.0652434103;0.0631518778;0.0727119075;0.067729455;0.0591964232;0.0573291031;0.0485046974;0.043203127;0.0466341837;0.0611745193;0.0758662383;0.0871065407;0.0853290425;0.070731884;0.060366419;0.0547167097;0.0624995761;0.0710024447;0.0785666386;0.0812978143;0.0815315231;0.0935404353;0.0972729308;0.1045434132;0.1026516831;0.1019665208;0.0908543008;0.0807679552;0.0769790959;0.0658049268;0.0642285376;0.0596986474;0.055119191;0.0526346642;0.0530873487;0.0487639029;0.0497057599;0.0630716007;0.0642319969;0.0601981094;0.0544834235;0.0458627071;0.0429306635;0.0488175338;0.0572313639;0.0649345716;0.0694786263;0.0596675891;0.0519816054;0.0536638514;0.0642919079;0.0805731407;0.088897937;0.0855200391;0.066164098;0.0572838888;0.0515485879;0.0540451239;0.0572594692;0.0560702756;0.0585028583;0.0614675972;0.0695081717;0.0752673866;0.0889908594;0.087557887;0.0756372548;0.0657709504;0.0568898017;0.059475632;0.0661219064
Canada Manitoba;1278365;552370.99;0.2806199858;0.0089410977;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0557655318;0.0986909139;0.1346808127;0.1905497966;0.2452886672;0.250720765;0.2806199858;0.2741272248;0.269325782;0.2530209626;0.2177610539;0.2084215221;0.1704704223;0.1233392233;0.0803665582;0.0536807133;0.0391461014;0.0308617816;0.0332366151;0.0365780674;0.0443480958;0.0403288303;0.0344588042;0.0321302958;0.0234906967;0.0269876852;0.0274595555;0.0294784285;0.0296212288;0.0267323704;0.0323990369;0.0531040299;0.1023963579;0.1034225449;0.118729244;0.1162661429;0.0975179366;0.0791301807;0.0639521175;0.0647330844;0.0700979789;0.0639946877;0.0481391448;0.0379373467;0.0297862068;0.0218880883;0.0136068606;0.0183718871;0.0448302598;0.0686665371;0.0930276425;0.0839153236;0.0634170492;0.0194858165;0;0.0089410977;0.0321550741;0.062776493;0.0443363784;0.0549877793;0.0684530842;0.0812934674;0.1046580764;0.1129897472;0.0836757942;0.066932381;0.0658348298;0.0647726875;0.063744263;0.0652004331;0.0775105528;0.0960986441;0.1122699552;0.1193947125;0.1206220774;0.1029167632;0.0717276857;0.037578321;0.0131670379;0
Canada New Brunswick;747101;71388.81;0.2843201526;0.0107011439;0.1366442382;0.0132450331;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0796992896;0.083011215;0.1195350339;0.1920428135;0.254027;0.2843201526;0.2709382448;0.2087295865;0.1636982605;0.1231318629;0.1124133551;0.1001891472;0.0849684939;0.0630510409;0.0438014323;0.0387536993;0.0391415387;0.0405279927;0.0389382796;0.0449610507;0.0432622984;0.0375160676;0.0395318648;0.0382113851;0.0307157974;0.0229341871;0.0157628978;0.0170536067;0.0155513304;0.0134204664;0.0107011439;0.0124032715;0.011649439;0.014110573;0.0250462453;0.0303590534;0.0385326047;0.0435585602;0.0500922935;0.0589320511;0.0715602774;0.0715602081;0.07156014;0.0782640199;0.1215413739;0.1647295207;0.1649310765;0.1219288671;0.079069108;0.0363516398;0.0362693583;0.0361874457;0.036105906;0.0360247302;0.0359439224;0.0358634672;0.0357833817;0.0715666795;0.0715666038;0.0731278797;0.0836434467;0.100440685;0.1142148967;0.1187100107;0.1064757074;0.10684111;0.1428392147;0.1831286152;0.1733857741;0.1679309575;0.1460673165;0.1077982195;0.0861674258;0.0781524074;0.0640560984;0.0522918031;0.0576569963;0.0801467385;0.111845089;0.1366442382
Canada Newfoundland and Labrador;519716;370514.08;1.1440388671;-1.0318167953;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3226442475;0.2325683705;0.1604628336;0.1200927211;0.0948195325;0.0840422935;0.0787104023;0.0709486284;0.0694870319;0.0585249433;0.0540537634;0.0432043042;0.0339408504;0.0297518717;0.0307782618;0.0334085751;0.0281057272;0.0291381083;0.0281269727;0.0398377522;0.056729212;0.0716981241;0.0717931205;0.043241646;0.0120442476;-0.003993812;-0.0058979036;0.0026086078;0.0152730034;0.0272439148;0.0363682095;0.0375427655;0.0508622494;0.0891874443;0.0907620802;0.0802834996;0.0764847497;0.0737765179;0.0693507539;0.0717494388;0.0703385598;0.0584279143;0.0397031756;-0.0045263574;-0.0438945317;-0.0756304639;-0.0941812501;-0.124790042;-0.1453284143;-0.1528962684;-0.1041733956;-1.0318167953;-0.2132542614;-0.1430050012;-0.2288079141;-0.5720196593;1.1440388671;0.2860096509;0.1634340201;0.1144037866;0.0880028763;0.0705674313;0.0625345734;0.0454712895;0.0250046117;0.0092598363;0;0;0;0;0;0;0;0;0
Canada Northwest Territories;41786;1143793.8600000001;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Canada Nova Scotia;923598;52942.27;0.33748061;0.0343508846;0.0799765531;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3079747114;0.33748061;0.316074013;0.2657337709;0.2281328564;0.1910609119;0.1763011826;0.1514621691;0.1409699889;0.133137731;0.1336839622;0.1380283665;0.1350879165;0.1329341641;0.1298027698;0.1255470062;0.1084090308;0.1023433811;0.1077276248;0.114934379;0.1138160851;0.1048942467;0.101496363;0.0970931325;0.0989853943;0.0991075398;0.0948876762;0.094205109;0.0917165964;0.0867022849;0.0833606345;0.0884568032;0.0887392934;0.0773509049;0.0652011949;0.0541470598;0.0480992428;0.0504514667;0.0508204209;0.0503733618;0.0418380442;0.0400364577;0.0358943403;0.0398607109;0.0491436588;0.0507525984;0.0459478394;0.0368890933;0.0369165675;0.0352727842;0.0350107142;0.0351372168;0.0405295891;0.0456175095;0.0587059366;0.0727767133;0.068306243;0.0625536889;0.0515781474;0.0397970533;0.0352445836;0.0392166338;0.0392164885;0.0365946353;0.037488394;0.0375119292;0.0525153421;0.059396932;0.0607787162;0.0566805982;0.046386791;0.0385252714;0.0391723375;0.0417196384;0.0385047286;0.0347560741;0.0343508846;0.0391097733;0.0521755503;0.0799765531
Canada Ontario;13448494;908699.33;0.3549241894;0.0619553292;0.0657648245;0.0071957736;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1306502855;0.1015587844;0.0956738509;0.1091279745;0.1131164777;0.1183724302;0.1138347607;0.1650358471;0.2145508951;0.2728983482;0.3549241894;0.3504541967;0.3480172288;0.292373826;0.2346134022;0.207819136;0.1874548964;0.1978436191;0.1901111762;0.183197009;0.1866558238;0.1957229558;0.19943338;0.1990129883;0.2061862636;0.2054234154;0.2123861474;0.2160474014;0.2101515354;0.1985499387;0.1848299544;0.1650247943;0.1405647758;0.1189815307;0.1036564624;0.1045559962;0.103301865;0.1060425353;0.0991576723;0.0903412181;0.0888957323;0.0993221384;0.1154195717;0.1289441416;0.1356875302;0.1123674406;0.096093513;0.0861558607;0.0885481948;0.0900673708;0.0839521891;0.0741005922;0.0665342012;0.0619553292;0.0632649248;0.0699925498;0.0706000251;0.0695649776;0.0686175789;0.0658612783;0.0651498255;0.0708044902;0.0711003628;0.0735547929;0.0761967224;0.0749280994;0.0708165592;0.0674339681;0.0656889558;0.0658938117;0.0688935779;0.0716090268;0.0714693558;0.0738708671;0.0729070906;0.0745678493;0.0790420302;0.0836055042;0.0855356536;0.0862306453;0.0837152112;0.0793951668;0.0745236793;0.0694899474;0.0673328295;0.0682756129;0.0681816993;0.0686096198;0.0718742049;0.0752015382;0.0763952532;0.0768164267;0.0759537708;0.0730156287;0.0732554318;0.0728922852;0.0705653193;0.0657648245
Canada Prince Edward Island;142907;5686.03;0.1205653433;0.0092647581;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1205653433;0.0655315405;0.0383013667;0.0256982327;0.0250596966;0.0268971116;0.0275037499;0.0264519605;0.0231433739;0.0215803578;0.0228891547;0.0299929015;0.0323697695;0.0342752941;0.0351149659;0.0344765614;0.0336659066;0.0349373349;0.0396192112;0.0505129852;0.0527731948;0.0552453069;0.0579605886;0.0609567735;0.0642798237;0.0679863145;0.0710447463;0.0628360229;0.0456171151;0.0250446117;0.0092647581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Canada Quebec;8164361;1356625.27;0.6527657925;0.0456629256;0.0477843465;0.0026996119;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4802701134;0.3969216561;0.3227613183;0.2586830277;0.3765242136;0.5174105241;0.6163746618;0.6527657925;0.4892633869;0.3517850804;0.2555478698;0.2209866279;0.2056237681;0.190547169;0.1844098093;0.1702986973;0.1603197608;0.150415792;0.1434641864;0.1385856421;0.1230302215;0.1116545828;0.1027005328;0.0974411734;0.0915236262;0.0846025375;0.0799086742;0.0748853812;0.0786264066;0.0827167312;0.0901840194;0.0934029707;0.09111113;0.0902384834;0.0910732976;0.0949277017;0.0937044343;0.089521269;0.0802541439;0.0776747538;0.0766405975;0.0765641407;0.0794492098;0.0829404719;0.0853131503;0.0895921231;0.1026165194;0.107560654;0.1022900286;0.0887636686;0.0785138805;0.0693542418;0.0697440786;0.0681050957;0.0646158536;0.0619529984;0.0609857525;0.0618954479;0.06315273;0.0713921472;0.071213519;0.0709187895;0.0695654068;0.0680627724;0.0674219959;0.0687864432;0.0703525837;0.0713015494;0.0705988399;0.068491336;0.0682110253;0.0673000998;0.0671912592;0.0656794266;0.0622671548;0.0568636339;0.0508667513;0.0471044782;0.0456629256;0.0463574636;0.0474350682;0.048560752;0.0490036494;0.0484503236;0.0477843465
