Country/Region;Population;Area;Maximum;Per 100,000 inh.;Blank 3;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27;2020-11-28;2020-11-29;2020-11-30;2020-12-01;2020-12-02;2020-12-03;2020-12-04;2020-12-05;2020-12-06;2020-12-07;2020-12-08;2020-12-09;2020-12-10;2020-12-11;2020-12-12;2020-12-13;2020-12-14;2020-12-15;2020-12-16;2020-12-17;2020-12-18;2020-12-19;2020-12-20;2020-12-21;2020-12-22;2020-12-23;2020-12-24;2020-12-25;2020-12-26;2020-12-27;2020-12-28;2020-12-29;2020-12-30;2020-12-31;2021-01-01;2021-01-02;2021-01-03;2021-01-04;2021-01-05;2021-01-06;2021-01-07;2021-01-08;2021-01-09;2021-01-10;2021-01-11;2021-01-12;2021-01-13;2021-01-14;2021-01-15;2021-01-16;2021-01-17;2021-01-18;2021-01-19;2021-01-20;2021-01-21;2021-01-22;2021-01-23;2021-01-24;2021-01-25;2021-01-26;2021-01-27;2021-01-28;2021-01-29;2021-01-30;2021-01-31;2021-02-01;2021-02-02;2021-02-03;2021-02-04;2021-02-05;2021-02-06;2021-02-07;2021-02-08;2021-02-09;2021-02-10;2021-02-11;2021-02-12;2021-02-13;2021-02-14;2021-02-15;2021-02-16;2021-02-17;2021-02-18;2021-02-19;2021-02-20;2021-02-21;2021-02-22;2021-02-23;2021-02-24;2021-02-25;2021-02-26;2021-02-27;2021-02-28;2021-03-01;2021-03-02;2021-03-03;2021-03-04;2021-03-05;2021-03-06;2021-03-07;2021-03-08;2021-03-09;2021-03-10;2021-03-11;2021-03-12;2021-03-13;2021-03-14;2021-03-15;2021-03-16;2021-03-17;2021-03-18;2021-03-19;2021-03-20;2021-03-21;2021-03-22;2021-03-23;2021-03-24;2021-03-25;2021-03-26;2021-03-27;2021-03-28;2021-03-29;2021-03-30;2021-03-31;2021-04-01;2021-04-02;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17;2021-05-18;2021-05-19;2021-05-20;2021-05-21;2021-05-22;2021-05-23;2021-05-24;2021-05-25;2021-05-26;2021-05-27;2021-05-28;2021-05-29;2021-05-30;2021-05-31;2021-06-01;2021-06-02;2021-06-03;2021-06-04;2021-06-05;2021-06-06;2021-06-07;2021-06-08;2021-06-09;2021-06-10;2021-06-11;2021-06-12;2021-06-13;2021-06-14;2021-06-15;2021-06-16;2021-06-17;2021-06-18;2021-06-19;2021-06-20;2021-06-21;2021-06-22;2021-06-23;2021-06-24;2021-06-25;2021-06-26;2021-06-27;2021-06-28;2021-06-29;2021-06-30;2021-07-01;2021-07-02;2021-07-03;2021-07-04;2021-07-05;2021-07-06;2021-07-07;2021-07-08;2021-07-09;2021-07-10;2021-07-11;2021-07-12;2021-07-13;2021-07-14;2021-07-15;2021-07-16;2021-07-17;2021-07-18;2021-07-19;2021-07-20;2021-07-21;2021-07-22;2021-07-23;2021-07-24;2021-07-25;2021-07-26;2021-07-27;2021-07-28;2021-07-29;2021-07-30;2021-07-31;2021-08-01;2021-08-02;2021-08-03;2021-08-04;2021-08-05;2021-08-06;2021-08-07;2021-08-08;2021-08-09;2021-08-10;2021-08-11;2021-08-12;2021-08-13;2021-08-14;2021-08-15;2021-08-16;2021-08-17;2021-08-18;2021-08-19;2021-08-20;2021-08-21;2021-08-22;2021-08-23;2021-08-24;2021-08-25;2021-08-26;2021-08-27;2021-08-28;2021-08-29;2021-08-30;2021-08-31;2021-09-01;2021-09-02;2021-09-03;2021-09-04;2021-09-05;2021-09-06;2021-09-07;2021-09-08;2021-09-09;2021-09-10;2021-09-11;2021-09-12;2021-09-13;2021-09-14;2021-09-15;2021-09-16;2021-09-17;2021-09-18;2021-09-19;2021-09-20;2021-09-21;2021-09-22;2021-09-23;2021-09-24;2021-09-25;2021-09-26;2021-09-27;2021-09-28;2021-09-29;2021-09-30;2021-10-01;2021-10-02;2021-10-03;2021-10-04;2021-10-05;2021-10-06;2021-10-07;2021-10-08;2021-10-09;2021-10-10;2021-10-11;2021-10-12;2021-10-13;2021-10-14;2021-10-15;2021-10-16;2021-10-17;2021-10-18;2021-10-19;2021-10-20;2021-10-21;2021-10-22;2021-10-23;2021-10-24;2021-10-25;2021-10-26;2021-10-27;2021-10-28;2021-10-29;2021-10-30;2021-10-31;2021-11-01;2021-11-02;2021-11-03;2021-11-04;2021-11-05;2021-11-06;2021-11-07;2021-11-08;2021-11-09;2021-11-10;2021-11-11;2021-11-12;2021-11-13;2021-11-14;2021-11-15;2021-11-16;2021-11-17;2021-11-18;2021-11-19;2021-11-20;2021-11-21;2021-11-22;2021-11-23;2021-11-24;2021-11-25;2021-11-26;2021-11-27;2021-11-28;2021-11-29;2021-11-30;2021-12-01;2021-12-02;2021-12-03;2021-12-04;2021-12-05;2021-12-06;2021-12-07;2021-12-08;2021-12-09;2021-12-10;2021-12-11;2021-12-12;2021-12-13;2021-12-14;2021-12-15;2021-12-16;2021-12-17;2021-12-18;2021-12-19;2021-12-20;2021-12-21;2021-12-22;2021-12-23;2021-12-24;2021-12-25;2021-12-26;2021-12-27;2021-12-28;2021-12-29;2021-12-30;2021-12-31;2022-01-01;2022-01-02;2022-01-03;2022-01-04;2022-01-05;2022-01-06;2022-01-07;2022-01-08;2022-01-09;2022-01-10;2022-01-11;2022-01-12;2022-01-13;2022-01-14;2022-01-15;2022-01-16;2022-01-17;2022-01-18;2022-01-19;2022-01-20;2022-01-21;2022-01-22;2022-01-23;2022-01-24;2022-01-25;2022-01-26;2022-01-27;2022-01-28;2022-01-29;2022-01-30;2022-01-31;2022-02-01;2022-02-02;2022-02-03;2022-02-04;2022-02-05;2022-02-06;2022-02-07;2022-02-08;2022-02-09;2022-02-10;2022-02-11;2022-02-12;2022-02-13;2022-02-14;2022-02-15;2022-02-16;2022-02-17;2022-02-18;2022-02-19;2022-02-20;2022-02-21;2022-02-22;2022-02-23;2022-02-24;2022-02-25;2022-02-26;2022-02-27;2022-02-28;2022-03-01;2022-03-02;2022-03-03;2022-03-04;2022-03-05;2022-03-06;2022-03-07;2022-03-08;2022-03-09;2022-03-10;2022-03-11;2022-03-12;2022-03-13;2022-03-14;2022-03-15;2022-03-16;2022-03-17;2022-03-18;2022-03-19
Australia;25499884;7682300;3900138;15294.7283995488;;;;0;0;0;0;4;5;5;6;9;9;12;12;12;13;13;14;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;25;27;30;39;52;55;60;63;76;91;107;128;164;200;250;297;377;452;568;681;791;1071;1549;1682;2044;2364;2810;3143;3640;3984;4361;4559;4862;5116;5330;5550;5687;5797;5895;6010;6108;6215;6303;6315;6351;6415;6440;6462;6522;6568;6610;6623;6645;6652;6662;6677;6694;6714;6721;6744;6752;6766;6778;6799;6822;6847;6875;6894;6913;6918;6939;6948;6970;6980;6989;7019;7035;7044;7054;7068;7072;7081;7095;7099;7114;7120;7126;7139;7150;7165;7184;7192;7202;7221;7229;7240;7247;7252;7259;7265;7267;7274;7285;7289;7294;7320;7335;7347;7370;7391;7409;7411;7461;7474;7492;7521;7558;7595;7601;7686;7764;7834;7920;8001;8066;8260;8443;8583;8755;8886;9056;9374;9553;9797;9980;10251;10487;10810;11233;11441;11802;12069;12428;12894;13302;13595;13950;14403;14935;15303;15582;16298;16903;17280;17895;18318;18730;19445;19890;20272;20698;21084;21397;21713;22127;22358;22742;23035;23287;23558;23773;23989;24236;24407;24602;24811;24915;25053;25204;25322;25448;25547;25670;25746;25819;25923;26049;26136;26207;26278;26321;26373;26465;26524;26564;26607;26651;26692;26739;26778;26813;26861;26885;26898;26912;26942;26972;26980;27000;27016;27040;27044;27055;27078;27096;27109;27121;27135;27148;27173;27181;27206;27226;27244;27263;27285;27310;27337;27357;27371;27378;27390;27399;27405;27443;27458;27476;27495;27513;27525;27539;27553;27565;27579;27585;27595;27601;27610;27622;27630;27644;27652;27658;27665;27669;27671;27675;27676;27682;27711;27749;27758;27777;27785;27792;27806;27821;27834;27843;27853;27865;27873;27886;27892;27902;27912;27923;27939;27949;27956;27965;27972;27987;27993;28000;28011;28025;28030;28037;28048;28060;28072;28093;28126;28168;28198;28219;28237;28262;28274;28297;28308;28337;28349;28381;28405;28425;28460;28484;28504;28517;28536;28546;28571;28582;28595;28614;28634;28650;28660;28669;28689;28708;28721;28731;28740;28749;28755;28760;28766;28777;28780;28786;28794;28799;28806;28811;28818;28823;28829;28838;28842;28848;28851;28857;28860;28871;28879;28887;28892;28898;28900;28905;28911;28912;28918;28920;28926;28930;28937;28939;28947;28957;28965;28970;28978;28986;28996;29007;29021;29029;29034;29046;29061;29074;29090;29102;29112;29117;29130;29137;29154;29166;29183;29192;29196;29206;29211;29221;29230;29239;29252;29259;29276;29296;29304;29322;29333;29341;29348;29357;29365;29379;29385;29390;29396;29405;29419;29429;29450;29469;29484;29499;29519;29533;29556;29576;29594;29638;29653;29663;29680;29717;29750;29773;29798;29811;29824;29838;29850;29865;29884;29893;29906;29922;29931;29938;29946;29955;29957;29964;29975;29978;29983;29992;29995;29999;30003;30007;30019;30029;30046;30063;30074;30083;30096;30105;30118;30124;30137;30141;30157;30173;30191;30205;30210;30225;30228;30234;30248;30262;30273;30286;30301;30309;30322;30331;30355;30366;30380;30404;30424;30457;30499;30528;30560;30602;30643;30684;30734;30753;30804;30831;30861;30903;30951;31015;31100;31221;31323;31429;31513;31626;31771;31899;32016;32120;32266;32426;32582;32753;32918;33082;33266;33473;33726;33909;34130;34383;34612;34836;35089;35391;35698;36051;36328;36630;37010;37377;37749;38165;38658;39097;39615;40097;40774;41521;42228;43119;44026;44920;45754;46725;47840;48816;49935;51256;52611;53868;55093;56560;58208;59949;61619;63155;64621;66317;68042;69912;71987;73603;75323;76901;78544;80400;82200;84056;85628;87128;88710;90369;92178;93942;95807;97559;99031;100911;102723;105123;107181;109516;111388;113411;115800;117826;120042;122566;125081;127471;129567;131415;133444;136188;138720;141031;143204;145263;147301;149398;151942;154489;156372;158546;160230;162016;163866;165904;167790;169379;170564;172030;173165;174276;175813;177393;178927;180314;181578;182870;184071;185627;187041;188493;189608;190603;191617;192845;194112;195617;196977;198442;199649;200651;202115;203642;205269;206749;207984;209139;210238;211655;213357;214879;216587;217836;219121;220555;222260;223914;225625;227382;228925;230768;232738;235547;238970;242772;246789;250651;254682;259174;264705;273062;281280;291135;300594;310478;322275;339953;361322;395133;425496;462955;492563;537308;608803;684229;762458;860550;972457;1045291;1139097;1223505;1398776;1526961;1613249;1726116;1786007;1870362;1954977;2022581;2086522;2129688;2196870;2229104;2287126;2340046;2391062;2457285;2523265;2570523;2607242;2613887;2620532;2644760;2676939;2704275;2727260;2752507;2779880;2811390;2822873;2854123;2876687;2902294;2914583;2945496;2969890;2979968;2990045;3013262;3030638;3048857;3074020;3099249;3124101;3150771;3170574;3188117;3209599;3235017;3256772;3296784;3321943;3344659;3362035;3384217;3429179;3459870;3496205;3527894;3562971;3596466;3622906;3651709;3706018;3763166;3812332;3859284;3900138
Austria;9006398;82409;3429011;38073.0565093837;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;3;9;14;18;21;29;41;55;79;104;131;182;246;302;504;655;860;1018;1332;1646;2013;2388;2814;3582;4474;5283;5588;6909;7657;8271;8788;9618;10180;10711;11129;11524;11781;12051;12297;12639;12942;13244;13555;13806;13945;14041;14226;14336;14476;14595;14671;14749;14795;14873;14925;15002;15071;15148;15225;15274;15357;15402;15452;15531;15558;15597;15621;15650;15684;15752;15774;15833;15871;15882;15961;15997;16058;16109;16201;16242;16269;16321;16353;16404;16436;16486;16503;16539;16557;16591;16628;16655;16685;16731;16733;16759;16771;16805;16843;16898;16902;16968;16979;17005;17034;17064;17078;17109;17135;17189;17203;17223;17271;17323;17341;17380;17408;17449;17477;17522;17580;17654;17723;17766;17873;17941;18050;18165;18280;18365;18421;18513;18615;18709;18783;18897;18948;19021;19154;19270;19439;19573;19655;19743;19827;19929;20099;20214;20338;20472;20558;20677;20850;20955;21130;21212;21304;21385;21481;21566;21696;21837;21919;22033;22106;22245;22439;22594;22876;23179;23370;23534;23829;24084;24431;24762;25062;25253;25495;25706;26033;26361;26590;26985;27166;27438;27642;27969;28372;28729;29087;29271;29561;30081;30583;31247;31827;32696;33159;33541;34305;35073;35853;36661;37474;38095;38658;39303;39984;40816;41500;42214;42876;43432;44041;44813;45686;46374;47432;48146;48896;49819;50848;52057;53188;54423;55319;56298;57326;58672;60224;61387;63134;64806;65927;67451;69409;71844;74415;78029;80811;83267;86102;89496;93949;99576;104925;109881;114016;118198;125099;132515;138979;147220;153153;158746;164866;172380;181642;191228;198291;203956;208613;214597;221688;228683;235351;241962;247188;250333;254710;260512;266038;270992;275661;279708;282456;285489;289461;293430;297245;300689;303430;305693;308070;311002;313688;316581;319822;322463;325051;327679;330343;332828;334913;337209;338854;340373;342226;344357;347204;349055;350484;351892;353484;355352;357902;360815;362911;364302;365768;367410;369721;372190;374730;376793;379071;380722;382258;383833;385750;389260;390788;392511;393778;394939;396425;398096;399798;401886;403512;404714;405723;407140;408781;410230;411730;413208;414398;415522;416763;418283;419801;421189;422522;423839;424896;426093;427562;429139;430870;432303;433487;434712;436139;437874;439841;441659;443536;445374;446644;448371;450376;452767;454860;457317;459440;460849;462769;465322;467646;470314;472871;475070;476980;479391;481919;484916;488042;491065;493568;495464;497889;501224;504581;508096;511440;514153;516565;519980;523269;526393;530288;533786;536465;539541;542542;546229;549592;552729;556012;558755;560972;562907;566008;568914;571616;574755;577007;578950;581263;584205;586883;589299;591347;593423;595540;597566;600089;602494;604823;606954;608979;610545;612170;614510;616739;618870;620485;622110;623201;624595;626239;627484;628817;630050;631076;631896;632766;633960;634893;635780;636424;637097;637573;638155;639054;639616;640293;640876;641380;641740;642138;642583;643168;643709;644207;644586;644815;645152;645552;645834;646167;646438;646800;647079;647322;647688;647971;648187;648387;648620;648732;648849;649002;649181;649309;649445;649576;649670;649728;649845;649922;650016;650192;650261;650324;650353;650412;650474;650569;650662;650737;650817;650901;651008;651128;651291;651453;651612;651804;652022;652354;652660;653001;653412;653735;653998;654314;654745;655197;655589;655938;656270;656582;656949;657501;658004;658518;659056;659508;659872;660262;660854;661359;661922;662529;663082;663532;664133;665035;665885;666890;667841;668732;669506;670372;671593;672819;674077;675405;676526;677603;678605;680179;681617;683219;684541;685956;687076;688305;690153;691663;693416;695131;696905;697510;698948;701216;703572;705913;708173;710030;711573;713269;715893;718091;720455;722357;724035;725434;726674;728696;730403;732157;734302;735890;737202;738763;741046;743095;744964;746380;748825;750229;751139;753832;755797;757675;759543;761218;762538;763928;766542;768711;771143;773540;775782;777679;780269;783996;787644;791226;794982;798606;801456;804825;809086;813334;819195;825297;830981;835504;840902;847408;856002;865390;875333;883887;892065;899777;911175;923150;934948;948100;959652;971541;981904;996320;1011465;1027274;1042571;1056613;1070419;1079932;1095297;1108889;1121134;1132805;1143283;1151809;1159995;1170362;1179244;1185982;1193286;1198478;1203103;1207336;1212999;1217436;1221095;1225555;1228034;1232204;1235063;1239287;1242333;1245232;1247399;1249641;1251433;1253961;1256230;1258377;1260751;1262836;1264553;1266103;1268519;1271770;1274995;1278619;1282227;1285510;1288829;1294325;1304086;1312939;1321725;1329130;1339421;1350225;1361741;1378747;1394599;1411421;1428170;1443589;1459306;1475991;1503668;1505501;1530919;1577588;1600041;1625651;1650597;1684608;1727661;1766292;1801040;1828167;1855578;1881472;1920882;1959017;1995346;2027604;2056928;2084227;2111314;2149623;2184873;2217585;2248713;2274664;2299229;2324406;2362662;2393576;2424742;2448921;2473099;2494535;2515962;2550371;2578962;2610286;2636258;2659532;2679742;2704530;2744023;2775589;2808008;2839297;2867760;2893913;2924852;2972647;3022079;3071402;3115867;3153927;3188147;3225272;3283855;3335900;3387012;3429011
Belgium;11589623;30280;3707561;31990.3503332248;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;8;13;23;50;109;169;200;239;267;314;437;559;689;886;1058;1243;1486;1795;2257;2815;3401;3743;4269;4937;6235;7284;9134;10836;11899;12775;13964;15348;16770;18431;19691;20814;22194;23403;24983;26667;28018;29647;30589;31119;33573;34809;36138;37183;38496;39983;40956;41889;42797;44293;45325;46134;46687;47334;47859;48519;49032;49517;49906;50267;50509;50781;51420;52011;52596;53081;53449;53779;53981;54288;54644;54989;55280;55559;55791;55983;56235;56511;56810;57092;57342;57455;57592;57849;58061;58186;58381;58517;58615;58685;58767;58907;59072;59226;59348;59437;59569;59711;59819;59918;60029;60100;60155;60244;60348;60476;60550;60637;60723;60810;60898;61007;61106;61209;61295;61361;61427;61509;61598;61727;61838;62016;62058;62091;62123;62210;62357;62469;62707;62744;62781;62872;63238;63499;63706;63900;64094;64258;64627;64847;65199;65727;66026;66428;66662;67335;68006;68751;69402;69849;70314;70648;71158;72016;72784;73401;74152;74620;75008;75647;76191;77113;77869;78323;78534;78897;79479;80178;80894;81468;81936;82092;82447;83030;83500;83952;84599;85042;85236;85487;85911;86544;87174;87825;88367;88769;89141;89691;90568;91537;92478;93455;94306;94795;95948;97976;99649;100748;102295;103392;105226;106887;108768;110976;112803;114179;115353;117115;118452;121059;124234;127623;130235;132203;134291;137868;143596;148981;156931;162258;165880;173240;181511;191959;202151;213115;222253;230480;240159;253386;270132;287700;305409;321031;333718;347289;368337;392258;412314;429229;441018;447355;452541;468213;479341;488044;494168;500789;503182;507475;515391;520393;525012;531280;535939;537871;540605;545787;550264;553680;556904;558779;559902;561803;564967;567532;570829;574448;576599;577345;579212;582252;584857;587439;589942;591756;592615;594572;597643;600397;601778;603159;608137;609211;611422;615058;618204;621039;623760;625930;626911;629109;632321;634904;637246;638030;638877;639734;641411;644242;646496;648289;649169;650011;650887;652735;655732;658655;660703;662694;664263;665223;667322;670249;672886;675089;677209;678839;679771;681250;684256;686827;689271;691854;693666;694858;696642;699662;702437;705120;707837;710153;711417;713271;716395;718847;721432;723870;725610;726483;728334;730951;733100;735220;737115;738631;739488;741205;743882;746302;749739;752379;754473;755594;757696;760809;763885;766654;769414;771511;772294;774344;777608;780251;783010;785809;787891;789008;791171;794605;798108;801723;805321;808283;809861;813026;818142;822801;827941;832474;837006;839238;842775;849090;854608;860731;866063;870757;872936;876842;882453;887920;892585;897474;900996;902964;904673;908212;913057;917917;922487;925476;927229;930603;935316;939309;943213;947000;949996;951626;955056;960169;964526;968107;972041;974418;976088;979034;982959;986622;990229;993434;995562;996896;999627;1003746;1007264;1010987;1014351;1016609;1017876;1020332;1023583;1026473;1028104;1030071;1031923;1032895;1034714;1038514;1041706;1044612;1047128;1048881;1049822;1050677;1052652;1055543;1057903;1059763;1061200;1062001;1063499;1065358;1066957;1068406;1069874;1070802;1071271;1072175;1073358;1074204;1074988;1075765;1076338;1076579;1077087;1077758;1078251;1078668;1079084;1079415;1079640;1080035;1081061;1081908;1082476;1082810;1083144;1083478;1084550;1085131;1085885;1086508;1087126;1087745;1088363;1089105;1091095;1092477;1093700;1094810;1095919;1097029;1098332;1100616;1102069;1103413;1104678;1105943;1107208;1108675;1110418;1112161;1112813;1113465;1115581;1117697;1119030;1121089;1122951;1124715;1126149;1127584;1129018;1130758;1132934;1134907;1136726;1138277;1139828;1141379;1143127;1145736;1147855;1149869;1151539;1153209;1154879;1156620;1159366;1161558;1163726;1165351;1166977;1168602;1170213;1173108;1175575;1177909;1179543;1181176;1182810;1184664;1187506;1189710;1192008;1193557;1195107;1196656;1198503;1201056;1203326;1205516;1207138;1208759;1210381;1212106;1215114;1217473;1219814;1221504;1223195;1224885;1226682;1229236;1231523;1233723;1235268;1236813;1238358;1240232;1242821;1244954;1247197;1248750;1250304;1251857;1253587;1256191;1258688;1261102;1262922;1264742;1266562;1269002;1272669;1276221;1279869;1282924;1285978;1289033;1292887;1299439;1305678;1312360;1317641;1322921;1328202;1333947;1342718;1351913;1360650;1367192;1373733;1380275;1386816;1393358;1403548;1409006;1414463;1426647;1438830;1451189;1463548;1474130;1484712;1493966;1503220;1512474;1524862;1543299;1559998;1581500;1595520;1609540;1623560;1635675;1659025;1679861;1701633;1717578;1733524;1749469;1766035;1786444;1809557;1827467;1841280;1855093;1868906;1879784;1898498;1914527;1929772;1939579;1949386;1959193;1968269;1980120;1985140;1990160;1999764;2008459;2017154;2017447;2023285;2030878;2038111;2043031;2047951;2052871;2062836;2075781;2089657;2105343;2114657;2123970;2133284;2151914;2179710;2206992;2231686;2249968;2268250;2286532;2307843;2347164;2378948;2410731;2435163;2459595;2484027;2521462;2575313;2642761;2697239;2741732;2786226;2830719;2878212;2939439;3007724;3055925;3089030;3122134;3155239;3184201;3229629;3267656;3296038;3312303;3328568;3344833;3363890;3386223;3405839;3421081;3429900;3438720;3447539;3460301;3473015;3484518;3494223;3500219;3506216;3512212;3520568;3529041;3537675;3544034;3548461;3552887;3557314;3563841;3567710;3571579;3586292;3591404;3596515;3601627;3609122;3619397;3629671;3640052;3646063;3652073;3658084;3670934;3683784;3696059;3701810;3707561
