Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27;2020-11-28;2020-11-29;2020-11-30;2020-12-01;2020-12-02;2020-12-03;2020-12-04;2020-12-05;2020-12-06;2020-12-07;2020-12-08;2020-12-09;2020-12-10;2020-12-11;2020-12-12;2020-12-13;2020-12-14;2020-12-15;2020-12-16;2020-12-17;2020-12-18;2020-12-19;2020-12-20;2020-12-21;2020-12-22;2020-12-23;2020-12-24;2020-12-25;2020-12-26;2020-12-27;2020-12-28;2020-12-29;2020-12-30;2020-12-31;2021-01-01;2021-01-02;2021-01-03;2021-01-04;2021-01-05;2021-01-06;2021-01-07;2021-01-08;2021-01-09;2021-01-10;2021-01-11;2021-01-12;2021-01-13;2021-01-14;2021-01-15;2021-01-16;2021-01-17;2021-01-18;2021-01-19;2021-01-20;2021-01-21;2021-01-22;2021-01-23;2021-01-24;2021-01-25;2021-01-26;2021-01-27;2021-01-28;2021-01-29;2021-01-30;2021-01-31;2021-02-01;2021-02-02;2021-02-03;2021-02-04;2021-02-05;2021-02-06;2021-02-07;2021-02-08;2021-02-09;2021-02-10;2021-02-11;2021-02-12;2021-02-13;2021-02-14;2021-02-15;2021-02-16;2021-02-17;2021-02-18;2021-02-19;2021-02-20;2021-02-21;2021-02-22;2021-02-23;2021-02-24;2021-02-25;2021-02-26;2021-02-27;2021-02-28;2021-03-01;2021-03-02;2021-03-03;2021-03-04;2021-03-05;2021-03-06;2021-03-07;2021-03-08;2021-03-09;2021-03-10;2021-03-11;2021-03-12;2021-03-13;2021-03-14;2021-03-15;2021-03-16;2021-03-17;2021-03-18;2021-03-19;2021-03-20;2021-03-21;2021-03-22;2021-03-23;2021-03-24;2021-03-25;2021-03-26;2021-03-27;2021-03-28;2021-03-29;2021-03-30;2021-03-31;2021-04-01;2021-04-02;2021-04-03;2021-04-04;2021-04-05;2021-04-06;2021-04-07;2021-04-08;2021-04-09;2021-04-10;2021-04-11;2021-04-12;2021-04-13;2021-04-14;2021-04-15;2021-04-16;2021-04-17;2021-04-18;2021-04-19;2021-04-20;2021-04-21;2021-04-22;2021-04-23;2021-04-24;2021-04-25;2021-04-26;2021-04-27;2021-04-28;2021-04-29;2021-04-30;2021-05-01;2021-05-02;2021-05-03;2021-05-04;2021-05-05;2021-05-06;2021-05-07;2021-05-08;2021-05-09;2021-05-10;2021-05-11;2021-05-12;2021-05-13;2021-05-14;2021-05-15;2021-05-16;2021-05-17;2021-05-18;2021-05-19;2021-05-20;2021-05-21;2021-05-22;2021-05-23;2021-05-24;2021-05-25;2021-05-26;2021-05-27;2021-05-28;2021-05-29;2021-05-30;2021-05-31;2021-06-01;2021-06-02;2021-06-03;2021-06-04;2021-06-05;2021-06-06;2021-06-07;2021-06-08;2021-06-09;2021-06-10;2021-06-11;2021-06-12;2021-06-13;2021-06-14;2021-06-15;2021-06-16;2021-06-17;2021-06-18;2021-06-19;2021-06-20;2021-06-21;2021-06-22;2021-06-23;2021-06-24;2021-06-25;2021-06-26;2021-06-27;2021-06-28;2021-06-29;2021-06-30;2021-07-01;2021-07-02;2021-07-03;2021-07-04;2021-07-05;2021-07-06;2021-07-07;2021-07-08;2021-07-09;2021-07-10;2021-07-11;2021-07-12;2021-07-13;2021-07-14;2021-07-15;2021-07-16;2021-07-17;2021-07-18;2021-07-19;2021-07-20;2021-07-21;2021-07-22;2021-07-23;2021-07-24;2021-07-25;2021-07-26;2021-07-27;2021-07-28;2021-07-29;2021-07-30;2021-07-31;2021-08-01;2021-08-02;2021-08-03;2021-08-04;2021-08-05;2021-08-06;2021-08-07;2021-08-08;2021-08-09;2021-08-10;2021-08-11;2021-08-12;2021-08-13;2021-08-14;2021-08-15;2021-08-16;2021-08-17;2021-08-18;2021-08-19;2021-08-20;2021-08-21;2021-08-22;2021-08-23;2021-08-24;2021-08-25;2021-08-26;2021-08-27;2021-08-28;2021-08-29;2021-08-30;2021-08-31;2021-09-01;2021-09-02;2021-09-03;2021-09-04;2021-09-05;2021-09-06;2021-09-07;2021-09-08;2021-09-09;2021-09-10;2021-09-11;2021-09-12;2021-09-13;2021-09-14;2021-09-15;2021-09-16;2021-09-17;2021-09-18;2021-09-19;2021-09-20;2021-09-21;2021-09-22;2021-09-23;2021-09-24;2021-09-25;2021-09-26;2021-09-27;2021-09-28;2021-09-29;2021-09-30;2021-10-01;2021-10-02;2021-10-03;2021-10-04;2021-10-05;2021-10-06;2021-10-07;2021-10-08;2021-10-09;2021-10-10;2021-10-11;2021-10-12;2021-10-13;2021-10-14;2021-10-15;2021-10-16;2021-10-17;2021-10-18;2021-10-19;2021-10-20;2021-10-21;2021-10-22;2021-10-23;2021-10-24;2021-10-25;2021-10-26;2021-10-27;2021-10-28;2021-10-29;2021-10-30;2021-10-31;2021-11-01;2021-11-02;2021-11-03;2021-11-04;2021-11-05;2021-11-06;2021-11-07;2021-11-08;2021-11-09;2021-11-10;2021-11-11;2021-11-12;2021-11-13;2021-11-14;2021-11-15;2021-11-16;2021-11-17;2021-11-18;2021-11-19;2021-11-20;2021-11-21;2021-11-22;2021-11-23;2021-11-24;2021-11-25;2021-11-26;2021-11-27;2021-11-28;2021-11-29;2021-11-30;2021-12-01;2021-12-02;2021-12-03;2021-12-04;2021-12-05;2021-12-06;2021-12-07;2021-12-08;2021-12-09;2021-12-10;2021-12-11;2021-12-12;2021-12-13;2021-12-14;2021-12-15;2021-12-16;2021-12-17;2021-12-18;2021-12-19;2021-12-20;2021-12-21;2021-12-22;2021-12-23;2021-12-24;2021-12-25;2021-12-26;2021-12-27;2021-12-28;2021-12-29;2021-12-30;2021-12-31;2022-01-01;2022-01-02;2022-01-03;2022-01-04;2022-01-05;2022-01-06;2022-01-07;2022-01-08;2022-01-09;2022-01-10;2022-01-11;2022-01-12;2022-01-13;2022-01-14;2022-01-15;2022-01-16;2022-01-17;2022-01-18;2022-01-19;2022-01-20;2022-01-21;2022-01-22;2022-01-23;2022-01-24;2022-01-25;2022-01-26;2022-01-27;2022-01-28;2022-01-29;2022-01-30;2022-01-31;2022-02-01;2022-02-02;2022-02-03;2022-02-04;2022-02-05;2022-02-06;2022-02-07;2022-02-08;2022-02-09;2022-02-10;2022-02-11;2022-02-12;2022-02-13;2022-02-14;2022-02-15;2022-02-16;2022-02-17;2022-02-18;2022-02-19;2022-02-20;2022-02-21;2022-02-22;2022-02-23;2022-02-24;2022-02-25;2022-02-26;2022-02-27;2022-02-28;2022-03-01;2022-03-02;2022-03-03;2022-03-04;2022-03-05;2022-03-06;2022-03-07;2022-03-08;2022-03-09;2022-03-10;2022-03-11;2022-03-12;2022-03-13;2022-03-14;2022-03-15;2022-03-16;2022-03-17;2022-03-18;2022-03-19
Australia;25499884;7682300;0.2680841496;0.000123483;0.0131948042;0.0105859014;;;;;;;;;;;;;;;;;;0.0392898776;0.0442698471;0.0431751412;0.029883572;0.0173978273;0.0056340257;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0514473818;0.1046267912;0.1618507285;0.2085501589;0.2178832856;0.214981075;0.1946086489;0.1669095451;0.1324444991;0.1203242718;0.1317708993;0.1633205486;0.1899534016;0.2093703495;0.2235013477;0.2303417188;0.2336011594;0.2299666105;0.2281658256;0.228417311;0.2189602653;0.2258913833;0.2500325685;0.2610767624;0.2680841496;0.2439924172;0.2061013111;0.1791636258;0.1612694342;0.1531063271;0.1351553234;0.1160648058;0.0948117512;0.0779410708;0.0630901734;0.0551683604;0.0470873351;0.0404242429;0.0322302507;0.0256583859;0.0211406008;0.0185426611;0.0174748986;0.0156037423;0.0130120161;0.0100477331;0.0076955286;0.0063638858;0.0059434293;0.0061147461;0.0063691739;0.0062059034;0.0057927579;0.0046725498;0.0032707206;0.0023902849;0.0019437169;0.0020643818;0.0021225975;0.002342812;0.0022883445;0.0021958932;0.0020677;0.002025652;0.0022430232;0.0025320704;0.0030408905;0.0033382097;0.0034504082;0.0031243732;0.0027389216;0.0022840718;0.0021086868;0.0020803508;0.0020280064;0.0021917743;0.0022220501;0.0023840345;0.0023082477;0.0021135491;0.0017891385;0.0014543085;0.0013576642;0.0012849633;0.0013420163;0.0013168443;0.0013151743;0.0012900983;0.0012530399;0.0014149848;0.0016229176;0.0018187405;0.0018974644;0.0018708503;0.0017744241;0.001724793;0.0015950304;0.0014311142;0.0012216649;0.0009897698;0.0008623027;0.0007696157;0.0007804078;0.0008255752;0.0008822241;0.001110229;0.0014059025;0.0017575362;0.0020969254;0.0023316942;0.00250775;0.0023663713;0.0025860873;0.0026805363;0.0028855468;0.0030921967;0.0032381312;0.0036495333;0.0036253969;0.0043627921;0.0052746764;0.0066589569;0.0082904599;0.0094045624;0.0100003891;0.0110153307;0.0130409982;0.0157370048;0.0181949904;0.0189493469;0.01891627;0.0194929869;0.0207012072;0.0230255856;0.0237935765;0.0239466413;0.0235867746;0.0237212741;0.0262259682;0.0276086031;0.0292739564;0.0285789233;0.0277858858;0.0279747251;0.0288098038;0.0303045897;0.0299505554;0.0291674563;0.0289104264;0.0291703485;0.0291382736;0.0298371939;0.0303273917;0.0312133072;0.0325231629;0.0318768066;0.0301749047;0.0285293097;0.0275785575;0.0274248779;0.0258996809;0.023749696;0.0213264501;0.0187070069;0.0175142692;0.0162926198;0.0156468968;0.0150068089;0.0143537443;0.0136242847;0.0123785166;0.0114869141;0.0104554628;0.0097033024;0.009173046;0.0086504267;0.0079941314;0.0073094598;0.0065133288;0.0059045559;0.0054908812;0.0051026296;0.0049287213;0.0045468859;0.0041238662;0.0038140971;0.0036517671;0.0036987479;0.0037242075;0.003635531;0.0032461054;0.002754004;0.0024371166;0.0023479584;0.0023613662;0.0022809698;0.0020873424;0.0018471476;0.0016582843;0.0016085121;0.001587257;0.0015660485;0.0014857841;0.0013530842;0.0011340088;0.0009309321;0.0008275574;0.0007741118;0.0007952588;0.0007545448;0.0007106469;0.0006360285;0.0005770031;0.000558202;0.0005331552;0.0005636417;0.0005756745;0.0005784796;0.0005381662;0.0005316674;0.0005405939;0.0005986142;0.0006412433;0.0006745284;0.0007078197;0.0007103756;0.0007496498;0.0007826646;0.0008278899;0.0008333913;0.0007565502;0.0006310238;0.000496557;0.0003927497;0.0004290469;0.0005078977;0.0006383312;0.0007140073;0.0007196139;0.0006887882;0.0006064137;0.0005697007;0.0005239322;0.0004964012;0.0004598593;0.000429417;0.0003748331;0.0003293534;0.0003141311;0.0003109993;0.0003471211;0.0003620959;0.0003649927;0.0003407541;0.0002893938;0.0002380791;0.0001837862;0.0001415788;0.000123483;0.0001927038;0.0003822418;0.0005896832;0.0007548685;0.0007545417;0.000636855;0.0004953179;0.0004049938;0.0004227995;0.0004316134;0.0004404462;0.0004252911;0.0003891762;0.0003770413;0.0003619488;0.0003558374;0.0003437593;0.0003376506;0.0003673962;0.0003911423;0.0004119023;0.0003968403;0.0003549331;0.0003368976;0.0003218712;0.0003277273;0.0003306145;0.0003334684;0.000339307;0.0003332461;0.0003301779;0.0003241082;0.0003388471;0.000395166;0.0005226834;0.0007182228;0.0009253008;0.0010668578;0.0010748931;0.0009791622;0.0008304047;0.0007321859;0.0006638082;0.0006603621;0.0006511043;0.000688878;0.0007531632;0.0007907782;0.000869515;0.0008863566;0.000917864;0.0008614509;0.0007817069;0.0006728672;0.0005992411;0.0005667363;0.0005576408;0.0005602832;0.0005541025;0.0005800154;0.0005709527;0.0005473934;0.0005092622;0.0004885938;0.0005057597;0.0005258763;0.0005053249;0.0004470313;0.0003655767;0.0003016277;0.0002580447;0.0002405766;0.0002289228;0.0002288698;0.0002288247;0.0002200819;0.0002200309;0.0002112993;0.0002170437;0.0002112113;0.0002053789;0.000214012;0.000213965;0.0002197027;0.0002052103;0.0001907189;0.0001704589;0.0001733092;0.0001992679;0.0002338705;0.00025981;0.000256865;0.0002308403;0.0001903954;0.0001672824;0.0001470654;0.0001470434;0.0001354926;0.0001383541;0.0001383349;0.0001498378;0.0001613442;0.000169958;0.0001929699;0.0002188398;0.0002475868;0.0002590472;0.0002618641;0.0002617858;0.0002789653;0.000319132;0.0003535291;0.0003562953;0.0003446929;0.0003359448;0.0003558985;0.000404536;0.0004502807;0.0004673053;0.0004298623;0.0003838431;0.0003378756;0.000334868;0.0003605017;0.0004118381;0.0004488646;0.000428683;0.0003913912;0.0003141269;0.000276898;0.000259688;0.0002738788;0.0003080311;0.0003193431;0.0003562924;0.0004017421;0.000441449;0.0004896687;0.0004894625;0.0004693214;0.0004150995;0.0003523989;0.0003153387;0.0002981756;0.0003037629;0.0003065169;0.0002865805;0.0002552909;0.0002580444;0.0002806405;0.0003599014;0.0004447599;0.000518187;0.0005632442;0.0005770898;0.0005739386;0.000579228;0.0006014786;0.0006321544;0.0007247822;0.0007806176;0.0008138708;0.0007599025;0.0007086419;0.0007360941;0.0008028189;0.0009117148;0.0009026621;0.0008010829;0.0006520961;0.0005341606;0.0004779415;0.0004637119;0.0004718754;0.0004772478;0.0004686664;0.0004461349;0.0004152831;0.0003677598;0.000328635;0.0002756244;0.0002365767;0.0002253872;0.0002169843;0.0002169385;0.0002141152;0.0002057299;0.0001917884;0.0001695219;0.0001556005;0.0001639032;0.0001916414;0.0002693446;0.0003581051;0.0004273659;0.000457739;0.0004409142;0.0004046889;0.0003767982;0.0003517319;0.0003488363;0.0003265867;0.0003209296;0.0003429451;0.0003925591;0.0004615065;0.0004723804;0.0004666737;0.0003919437;0.0003255595;0.0002868333;0.0002867257;0.0003307316;0.0003691979;0.0004131492;0.0004184977;0.0004100668;0.0003879003;0.0004069714;0.0004287859;0.0004643094;0.0005162993;0.0005489501;0.0006391313;0.000764756;0.0009148163;0.0010372195;0.001107323;0.0011607047;0.0012138477;0.0012913482;0.0013089122;0.0013208381;0.0012459155;0.0011791946;0.0011480578;0.0011465676;0.0012990425;0.0015370597;0.001994672;0.0024956306;0.0029587708;0.0032053878;0.0032836963;0.0033628205;0.0035011974;0.0037475125;0.0038558035;0.0039070814;0.003953574;0.0041234133;0.0044631845;0.0047660307;0.004975042;0.0050807075;0.0052268268;0.0055814243;0.0059092585;0.0062351375;0.0064514594;0.0065544964;0.0066659504;0.0067413317;0.006990274;0.0073204359;0.0078737898;0.0083604702;0.0086535002;0.0088066734;0.0089263424;0.0092597295;0.0096788606;0.0103062553;0.0108628154;0.0114700113;0.0119603173;0.0126620224;0.0136748344;0.0148996848;0.0165428458;0.0179507475;0.0191982658;0.0198340433;0.0201355203;0.0205122165;0.0207654625;0.0213743049;0.0221908484;0.0232019885;0.0241394989;0.0246244108;0.0249092057;0.0251393952;0.0258923078;0.0270495652;0.0278197721;0.0275872529;0.0266411724;0.0256978102;0.025466401;0.026082281;0.0265033194;0.0264858374;0.0253975786;0.0239283818;0.0228073544;0.0221480319;0.0223013982;0.0221302673;0.0215206726;0.0204334598;0.0192528787;0.0186971549;0.0186280617;0.0190144952;0.0192531491;0.0189385409;0.0184803234;0.0179029736;0.0181629124;0.0188112132;0.0198379062;0.020366151;0.0200812445;0.0197034714;0.0190387234;0.0189487664;0.0189842519;0.019317117;0.0196427391;0.0195316596;0.0188920698;0.0177033977;0.0168498805;0.0167379022;0.0172385049;0.0176118532;0.0172822539;0.0163777803;0.0152869914;0.014848465;0.0149863495;0.0151616607;0.0151755697;0.0144542978;0.0134184817;0.0123601562;0.0117114145;0.0115890937;0.0113895083;0.0109385605;0.0101077988;0.0090213114;0.008051162;0.007556227;0.0074886135;0.0078440688;0.0081594362;0.0082885745;0.0080911228;0.0076109323;0.0073418716;0.0072793393;0.0074422695;0.0074917004;0.007221849;0.0067078219;0.0061375646;0.0058896332;0.006042213;0.0064420603;0.0068719672;0.0070520568;0.0068671141;0.0066275491;0.0064396705;0.0066378905;0.0069903381;0.007219971;0.0071232989;0.0066174545;0.0061844732;0.0060924636;0.0063582862;0.0068870393;0.0071608585;0.0071230587;0.0068144045;0.0065697402;0.0066434018;0.0069111042;0.0072994017;0.0074680155;0.0075432556;0.0075910182;0.0080754286;0.0091570046;0.0108169273;0.0127864524;0.0144052878;0.0154956478;0.0160657773;0.0167429089;0.018632462;0.0215394264;0.0254868197;0.0290382521;0.0315018364;0.0331980504;0.0356665492;0.0405730778;0.0499448818;0.0608136128;0.0717924046;0.0777604802;0.0802126247;0.0851087678;0.0927652324;0.1045345921;0.1149894402;0.1218393088;0.1198271593;0.1132289007;0.1024234323;0.0971928046;0.0957418582;0.0950309547;0.0931476166;0.0804249457;0.0672189194;0.054452574;0.0470081345;0.0429413405;0.03759866;0.0339508683;0.0289725348;0.0257453306;0.0238750584;0.0227990045;0.0233019805;0.0236696748;0.024424825;0.0234820792;0.0203506223;0.0155735907;0.0106902463;0.0077398318;0.0074350357;0.0083998357;0.0095357912;0.0098450549;0.0097555176;0.0092939967;0.0091699678;0.0087833744;0.008558447;0.0082006933;0.0079735917;0.0079790527;0.007509305;0.0070098944;0.0062438512;0.0057257411;0.0055023437;0.0059207637;0.0065818361;0.0072114822;0.0076477571;0.0078795722;0.0076999196;0.0072065787;0.0068267414;0.0067064501;0.0072583103;0.0079318757;0.0084731929;0.008328423;0.0076338486;0.0075078557;0.0076863932;0.00877382;0.0095988288;0.0099636489;0.0099274621;0.0094248804;0.0091059128;0.0091666688;0.0099912248;0.011378181;0.0127186069;0.0131948042
