Country/Region;Population;Area;Maximum;Latest;Blank 3;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27
American Samoa;55191;200;0;0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marshall Islands (World List);59190;180;3.3789491468;3.3789491468;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3789491468;3.3789491468;3.3789491468;3.3789491468;3.3789491468;3.3789491468;3.3789491468;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3789491468;3.3789491468;3.3789491468;3.3789491468;3.3789491468;3.3789491468;3.3789491468;0;0;0;0
Northern Mariana Islands;57559;460;17.373477649;1.7373477649;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4746955298;3.4746955298;3.4746955298;3.4746955298;10.4240865894;13.8987821192;13.8987821192;10.4240865894;10.4240865894;10.4240865894;10.4240865894;8.6867388245;5.2120432947;5.2120432947;5.2120432947;5.2120432947;5.2120432947;8.6867388245;3.4746955298;3.4746955298;3.4746955298;5.2120432947;5.2120432947;5.2120432947;1.7373477649;1.7373477649;1.7373477649;1.7373477649;0;0;0;0;0;0;0;0;0;0;0;1.7373477649;1.7373477649;1.7373477649;3.4746955298;3.4746955298;8.6867388245;8.6867388245;6.9493910596;6.9493910596;6.9493910596;8.6867388245;8.6867388245;3.4746955298;3.4746955298;3.4746955298;5.2120432947;5.2120432947;1.7373477649;1.7373477649;1.7373477649;1.7373477649;1.7373477649;0;0;0;0;0;1.7373477649;1.7373477649;6.9493910596;6.9493910596;6.9493910596;8.6867388245;10.4240865894;12.1614343543;12.1614343543;6.9493910596;6.9493910596;6.9493910596;5.2120432947;3.4746955298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7373477649;1.7373477649;1.7373477649;1.7373477649;1.7373477649;1.7373477649;1.7373477649;0;0;3.4746955298;3.4746955298;3.4746955298;8.6867388245;8.6867388245;10.4240865894;10.4240865894;6.9493910596;6.9493910596;8.6867388245;3.4746955298;3.4746955298;1.7373477649;3.4746955298;5.2120432947;5.2120432947;3.4746955298;3.4746955298;6.9493910596;6.9493910596;5.2120432947;8.6867388245;10.4240865894;10.4240865894;10.4240865894;8.6867388245;8.6867388245;10.4240865894;5.2120432947;5.2120432947;5.2120432947;5.2120432947;3.4746955298;5.2120432947;3.4746955298;3.4746955298;6.9493910596;8.6867388245;8.6867388245;8.6867388245;8.6867388245;8.6867388245;8.6867388245;3.4746955298;1.7373477649;1.7373477649;3.4746955298;1.7373477649;1.7373477649;1.7373477649;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;3.4746955298;5.2120432947;3.4746955298;3.4746955298;5.2120432947;3.4746955298;6.9493910596;10.4240865894;12.1614343543;13.8987821192;13.8987821192;12.1614343543;13.8987821192;10.4240865894;6.9493910596;3.4746955298;3.4746955298;3.4746955298;5.2120432947;3.4746955298;5.2120432947;6.9493910596;6.9493910596;6.9493910596;6.9493910596;6.9493910596;6.9493910596;6.9493910596;5.2120432947;6.9493910596;5.2120432947;6.9493910596;5.2120432947;6.9493910596;5.2120432947;15.6361298841;15.6361298841;15.6361298841;15.6361298841;17.373477649;15.6361298841;17.373477649;8.6867388245;6.9493910596;8.6867388245;8.6867388245;6.9493910596;8.6867388245;8.6867388245;6.9493910596;8.6867388245;6.9493910596;6.9493910596;6.9493910596;6.9493910596;5.2120432947;6.9493910596;5.2120432947;6.9493910596;5.2120432947;6.9493910596;5.2120432947;5.2120432947;3.4746955298;5.2120432947;3.4746955298;5.2120432947;3.4746955298;3.4746955298;5.2120432947;5.2120432947;3.4746955298;3.4746955298;1.7373477649;1.7373477649;1.7373477649;0
US;331002651;9147420;371.7997412655;351.3150110692;;;;0;0;0;0;0;0;0;0.0015105619;0.0015105619;0.0018126743;0.0018126743;0.0009063372;0.0018126743;0.0018126743;0.0015105619;0.0018126743;0.0012084495;0.0012084495;0.0012084495;0.0003021124;0.0006042248;0.0006042248;0.0006042248;0.0006042248;0.0006042248;0.0006042248;0.0006042248;0.0003021124;0.0003021124;0;0.0006042248;0.0006042248;0.0006042248;0.0006042248;0.0006042248;0.0006042248;0.0009063372;0.0003021124;0.0027190115;0.0048337981;0.011782383;0.0175225183;0.0274922269;0.0504527681;0.0664647245;0.1141984811;0.147128731;0.162838575;0.2138955679;0.3141968793;0.4235615624;0.5987867451;0.7779393888;0.8135886501;1.2341290886;1.7311039603;2.4235455444;3.6486112614;5.3809236712;6.9627841138;9.5597421665;12.5095674838;15.1618121028;18.0071065352;22.0390984119;25.759008196;29.8713619668;32.9072893135;36.1855107922;40.9298836703;45.1014514684;48.8920555503;52.9071291335;56.957851978;59.7729351721;62.2173264709;63.7562869549;65.6632203227;66.9305817735;67.3882820352;66.2683514278;65.8846687001;64.5662502564;63.7064384116;63.0931502721;62.1321307786;61.8856070733;61.468389871;61.0943747396;61.8831901742;61.1267007647;60.8696031259;61.4082695066;61.7351551061;62.8363547457;63.1852945492;61.6043404438;61.1816852186;60.7276103055;59.6107008218;59.7584337776;58.6079898194;57.8868475588;57.9457594737;57.9001405037;57.0777905945;56.5487918101;54.2856679417;53.4349194684;51.7473196914;50.5524652127;50.0131946073;48.766678911;48.592057953;48.1407020514;47.8591333095;47.691158824;48.464566527;47.9600388457;48.5941727397;48.2035414272;47.6162349528;46.7361815782;47.2289268765;46.1292377988;45.6446495348;44.2763825478;43.370951733;43.6561458234;44.4757767212;44.2011565642;43.7724590913;44.3579528914;44.8029644331;44.3497958571;44.6803068052;43.9519138474;43.5365093194;43.7069007039;42.7921044052;43.0776006081;43.5833367389;43.4519178519;44.6189779912;45.0289444963;45.6222932184;47.2331564499;48.9092759562;50.366968209;52.1998840426;54.2086292838;56.3080082401;59.6977091884;63.478645674;65.8734905419;69.6465721056;73.9885312882;76.8410764178;81.203881355;84.0379976292;86.9902398455;92.1448813411;96.7466571741;98.7067623214;99.9726132103;102.7432858838;103.9834572201;108.4471676935;110.9401990862;113.0486414141;117.8878775808;122.2645796876;125.1361578974;129.5569684123;131.5726622383;133.9578395099;138.3490430111;139.5009975313;140.2360369615;140.7287822598;141.5393497861;140.5737986068;141.8692565094;139.2753195804;139.7378536403;140.6157922282;138.8478305571;137.1768469613;137.646329606;137.618837379;137.3418003229;135.7430215869;133.465396324;130.8696467207;127.431607791;124.8630483023;119.6065949333;117.1540466001;114.25709095;113.2335341931;113.2631412067;114.5217413984;111.392461325;112.1063528884;109.7683051487;111.7145131264;109.3967069164;107.8290457559;104.1384408731;103.5680526921;100.720643473;98.4079731736;93.4197956016;92.4762986264;90.4448949564;90.4352273602;88.9071429219;88.3479328992;88.6600149918;88.2600181954;88.7739113606;88.8736084473;88.4847898091;88.9977766371;87.6174251547;87.2128966725;88.1796563013;87.5107794832;86.5210593132;83.0005437026;78.5353226672;76.4036176858;74.0728206434;73.2601383304;72.6060650191;73.45016702;76.5694773846;80.3422568359;81.7213998688;84.3969071414;84.7929764768;85.2443323785;86.4947755358;91.8324971361;91.8618020373;91.8983576358;92.1364221944;91.93310056;92.4871746722;92.1355158572;86.3077679701;87.3089684106;88.0989922948;87.9736156554;89.8844764841;91.2050097146;90.8461002024;92.8608876912;93.2092232699;96.0626747367;100.0004075496;100.4813704649;102.0925358087;105.0357146535;105.5755894837;108.2734530727;110.9417096481;112.7631452112;116.5259549538;117.392413271;118.4383263444;126.3844862681;128.8645268282;129.9379321285;133.2542197676;137.042104838;144.8704409319;148.6362717983;148.5072698104;153.0126717928;157.7431475013;162.224380493;167.521014809;169.3629940142;173.5324470256;178.6396568769;193.3274546493;200.6352511056;211.5179434016;219.7320770099;231.5495050219;241.9252527376;253.3698740679;257.3202956009;269.6087168196;280.2001727775;295.8677210111;307.5621892829;315.3805556681;326.3774464453;333.2719531603;341.3845770075;349.4555093458;355.0270659313;358.4602710629;360.5596500192;364.6973812303;368.4496170395;371.7997412655;348.4307441393;351.3150110692
US Alabama;4903185;131171;327.2770658256;295.746540259;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0203949066;0.1223694395;0.2447388789;0.5710573841;0.7342166367;0.9381657025;1.3868536472;1.6315925261;2.406598976;2.5697582286;2.8348920141;3.6506882771;4.8335928585;8.9329690803;10.3198227275;11.6658865615;13.6237975928;14.1132753506;15.6224984372;16.1935558214;14.8270970808;17.2336960567;18.0290974132;20.1909575103;22.6179513928;23.2094036835;26.3502192962;31.3265765008;31.3265765008;32.856194494;35.26279347;36.0174050133;35.8338508541;35.5687170686;32.1423727638;31.8568440718;29.8581432273;26.7581174278;26.3298243897;27.6350984105;27.5739136908;29.2259011235;26.554168362;30.2252515457;29.2259011235;30.0620922931;29.6949839747;28.0837863552;25.3100790609;27.0436461198;26.4521938291;29.6745890681;31.122627435;32.5910607085;35.4667425357;38.3220294564;42.0746922664;43.5023357267;41.850348294;40.4634946468;41.2996858165;41.5240297888;42.2174566124;40.6878386192;39.8924372627;40.6674437126;42.3602209584;42.1358769861;43.3799662872;43.869444045;47.8668457339;49.2536993811;52.1293812083;53.924132987;61.5926178596;63.2038154791;65.0801468841;66.4873954379;69.7709753966;72.9321859159;74.0946955907;66.2018667458;61.3478789807;56.330731963;52.2925404609;54.7399292501;52.965572378;52.2517506478;56.6978402814;63.9992168356;76.9499825114;88.1671811282;92.9599841736;104.3199471364;109.051565462;111.9680371024;108.5620877042;109.3370941541;107.9298456004;100.9139977382;89.859958374;85.291499301;85.3526840207;96.9165960493;101.9745328802;105.6660109704;112.8654129918;110.5403936421;137.0741670975;141.7038108903;140.6840655615;140.8268299075;156.6736723171;158.651978255;173.6014447752;157.1019653552;157.8565768985;163.1592526083;184.8390382986;176.2731775366;185.2877262432;196.4845299535;217.5524684465;233.9295784271;246.8803441029;242.9849169468;256.6291094462;270.9871236757;273.7812258766;272.1904231637;267.2344608657;259.9534792181;267.6627539038;263.3798235229;263.0127152045;250.5106374734;249.3073379854;244.902038165;244.1066368085;235.5611709532;238.9875152579;228.8104568765;247.7981148988;235.4795913269;231.1966609459;221.7334242946;220.8768382184;215.7373217613;184.3291656342;201.705626037;211.2708372211;206.9879068401;206.6411934284;182.8403374541;163.3224118609;187.4903761535;144.7834417832;122.043120951;132.77084181;136.4827148068;140.561696122;131.7714913877;141.7853905166;135.1570458794;157.1631500749;140.3373521497;158.5907935352;174.8659289829;192.0180454133;190.8351408319;207.5181744111;190.6515866727;211.5767608198;183.2482355856;168.5027181312;167.4013931761;161.4052906427;144.3755436517;141.0307789733;122.1654903904;125.9997328267;128.0800132975;128.6918604948;119.1674391238;131.3635932562;132.2813640521;133.6682176993;136.0340268621;126.2852615188;125.6326245084;132.9340010626;126.5911851174;128.9162044671;131.0168798444;123.7155032902;131.5267525088;158.9782967602;151.4729711402;150.086117493;146.9045120672;142.1524988349;153.9407548359;153.7368057701;123.1852357192;138.4610207447;139.6643202327;137.2577212567;141.1939382259;136.9925874712;127.0806628753;138.0123328;125.3470958163;125.8977582938;129.7727905433;136.9721925646;133.7701922322;146.5781935619;140.9084095338;145.5380533266;148.5564994998;151.1058628218;149.5966397352;159.467774518;161.1605517638;215.0031051245;236.866444974;239.2118592303;241.4145091405;242.882942414;242.9033373205;246.4724459713;195.3832049984;183.7377133435;196.4029503272;195.1792559326;193.5884532197;205.3971041272;204.1326199195;208.3951553939;207.9668623558;197.8713836007;203.2352440302;216.9610161558;221.4886854157;234.1131325863;263.1554795505;272.4963467624;288.2820044522;293.1767820305;291.2596608123;302.8439677475;311.4914081357;300.9472414359;303.1702862527;299.4788081624;302.8235728409;326.6652186283;322.8921609117;327.2770658256;295.746540259
US Alaska;731545;1477953;575.0842395205;572.0769057269;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4100909718;1.0935759249;1.5036668968;1.9137578686;2.0504548592;3.4174247654;5.1944856434;5.331182634;5.6045766152;7.108243512;8.2018194369;10.3889712868;11.6192442023;10.9357592493;11.755941193;12.5761231366;11.755941193;11.755941193;10.9357592493;10.2522742962;9.9788803149;11.6192442023;11.6192442023;11.755941193;11.755941193;11.755941193;11.8926381836;11.755941193;9.8421833243;9.1586983713;8.88530439;8.6119104088;7.7917284651;6.4247585589;6.0146675871;6.0146675871;5.7412736059;5.0577886528;4.1009097185;3.554121756;3.0073337935;3.2807277748;3.0073337935;2.7339398123;3.1440307842;3.4174247654;3.4174247654;3.6908187466;3.4174247654;2.7339398123;2.3238488405;1.9137578686;1.777060878;1.777060878;1.5036668968;1.5036668968;1.6403638874;1.6403638874;2.0504548592;1.777060878;2.1871518499;2.5972428217;2.7339398123;2.7339398123;2.7339398123;2.1871518499;2.1871518499;2.1871518499;1.777060878;1.3669699062;1.3669699062;1.3669699062;3.0073337935;3.554121756;3.4174247654;7.108243512;8.0651224463;10.5256682774;12.8495171179;12.439426146;13.2596080897;14.4898810053;11.755941193;13.2596080897;12.0293351742;12.3027291554;13.3963050803;13.8063960522;15.7201539208;15.8568509114;13.8063960522;14.0797900334;14.0797900334;13.2596080897;13.533002071;12.8495171179;13.1229110991;13.533002071;13.9430930428;13.1229110991;14.7632749865;15.0366689677;14.7632749865;17.2238208176;19.2742756768;22.0082154891;25.2889432639;27.2027011325;30.8935198792;34.9944295976;34.7210356164;35.5412175601;33.080671729;33.3540657102;34.5843386258;35.2678235789;37.1815814475;46.0668858375;50.4411895372;53.8586143026;55.3622811994;57.6861300398;56.5925541149;56.4558571243;55.2255842088;57.1393420774;63.5641006363;69.4420712328;69.4420712328;71.492526092;75.046647848;88.9897408909;91.8603776938;94.3209235249;90.7668017689;93.5007415812;100.1988941213;107.8539255958;101.1557730557;96.2346813935;89.8099228345;88.0328619565;82.0181943695;75.046647848;66.161343458;60.830160824;62.1971307302;60.5567668428;61.3769487865;67.1182223923;73.26958697;73.9530719231;74.4998598856;72.0393140545;74.363162895;76.0035267824;76.140223773;71.9026170639;72.4494050263;67.6650103548;70.5356471577;66.0246464674;63.1540096645;63.2907066551;69.715465214;70.3989501671;67.2549193829;62.4705247114;62.7439186926;64.6576765613;65.2044645237;65.6145554956;64.7943735519;71.9026170639;71.6292230827;71.3558291014;71.2191321108;74.7732538668;70.6723441483;72.8594959982;68.2117983173;73.8163749325;75.1833448387;73.1328899794;72.3127080357;74.7732538668;73.5429809513;79.9677395102;79.2842545571;81.1980124258;84.7521341818;87.8961649659;90.4934077876;93.910832553;94.1842265343;100.1988941213;109.0841985114;112.9117142486;113.7318961923;115.7823510515;118.5162908639;122.7538975729;133.9630508034;137.3804755688;139.7043244093;139.2942334375;145.5822950058;158.0217211518;172.9216931289;172.2382081758;173.4684810914;178.1161787723;182.490482472;187.138180153;184.4042403406;178.936360716;180.713421594;190.9656958902;200.3977882427;210.3766685576;214.0674873043;234.0252479342;276.1279210438;296.0856816737;317.5471092004;335.0443239992;350.2176899576;367.851601747;381.2479068273;358.4195093945;357.5993274508;356.9158424977;364.5708739722;359.5130853194;377.2836940995;397.6515457012;419.5230641997;435.9267030736;457.1147366191;467.9137988777;490.8788933012;501.4045615786;519.3118673492;537.2191731199;552.8026300501;565.9255411492;573.8539666049;575.0842395205;558.1338126841;550.0686902378;536.5356881668;525.5999289176;518.7650793868;535.8522032137;544.4641136225;572.0769057269
US Arizona;7278717;294207;381.221031124;370.1476510215;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.02747737;0.02747737;0.041216055;0.068693425;0.068693425;0.068693425;0.0824321099;0.0961707949;0.0961707949;0.0824321099;0.0961707949;0.0961707949;0.1786029049;0.1923415899;0.2610350148;0.4808539747;0.7693663595;1.2639590192;1.9234158987;3.3934551927;4.6299368419;5.7977250661;7.3227191001;9.2186576288;10.5650487579;10.5375713879;12.2549070118;12.8044544114;13.2303536461;14.0271973756;14.1920615955;15.7445329994;18.5472247375;17.846551803;17.6679488981;18.0388933929;19.5089326869;18.4510539426;18.8769531773;17.4481299383;17.1184014985;16.9123212236;16.9810146486;16.7062409488;19.1654655621;18.2174962978;19.0967721372;18.7120889574;19.8523998117;20.5668114312;21.0888814608;21.1300975158;21.4460872706;21.9406799303;22.6963076048;23.3145484293;23.9465279389;25.8149890977;26.3370591273;28.6314195208;29.0435800705;30.2663230347;32.3820805233;34.4154059019;31.5577594238;35.2259883163;35.6656262361;34.0582000921;33.8109037623;33.3987432126;33.9208132422;37.4928713398;36.3113444306;36.6960276104;38.715614304;38.3309311243;38.8804785239;37.3829618599;36.2838670606;33.5086526925;33.0827534578;33.0003213478;32.8491958129;30.4586646245;32.4919900032;33.6323008574;39.2514230186;44.1836109303;49.4180499118;48.9371959371;61.3707058538;68.2950030891;68.556038104;80.6048648409;85.1248922028;95.5250767409;103.7957651053;96.802774445;104.6750409447;116.9299479565;117.9603493308;123.7443357119;120.9279052888;124.0191094117;148.3915365854;152.1147202179;167.3234445027;189.195431008;210.7514277585;229.422300661;245.6614263201;262.161586994;261.7219490743;269.0996229143;272.8365452318;278.2495871182;295.6290236315;274.045549511;289.0069774659;331.3496046075;335.15522035;347.7261171165;336.625259644;332.2151417619;369.6805357318;355.5434288763;336.9000333438;346.8468412771;343.9342400591;348.6466090109;334.9216627051;307.5129861485;316.0309708428;312.4176966902;301.4542260676;297.1814950355;293.1148442782;290.6693583498;293.444572718;282.8245692201;264.5383794974;251.8438345659;244.246341766;257.9575493868;252.6544169804;256.144042968;237.0060547759;242.6801316771;245.2904818253;243.2983725016;233.0218361285;226.0425841532;215.2851938054;200.1863790006;191.3798819215;176.5283634465;151.7162983531;125.090726841;116.174320282;110.266685736;113.0968548441;99.4680793332;98.1903816291;91.6095515185;89.9471706346;90.867662529;89.0541561102;84.946289298;83.9983200336;75.3704258594;71.1389108822;72.0044480367;62.7308356679;60.5738621243;59.8044957648;53.608348834;53.0175853794;51.6437168803;46.6016194887;48.8822411972;47.0000413534;42.1640242367;46.7390063386;52.3993445548;55.2707297179;58.100898826;56.3973018871;56.7270303269;50.8743505208;50.5583607661;41.8892505369;39.0453427438;35.8854451959;37.7264289847;37.9325092595;43.4691993108;46.2444136789;63.994794687;74.449933965;74.504888705;75.6451995592;75.919973259;77.444967293;73.8729091954;57.5925674813;47.0549960934;44.9941933448;44.2248269853;44.7743743849;45.8597304992;44.2797817253;46.161981569;46.6565742287;49.088321472;48.3189551126;48.9097185672;51.5200687154;55.3806391978;57.5513514264;59.3648578451;62.9094385728;66.2342003405;68.4186512541;65.9456879557;70.026077398;73.4607486457;74.2163763202;74.5873208149;76.5794301386;80.3300911411;85.2210629978;86.2377256871;84.6028221732;87.872629201;87.4467299663;96.3631365253;97.0912868298;98.7124516587;99.6466822381;104.0568001201;112.1488855797;126.0386961054;127.9071572641;126.0524347904;133.2102896706;130.0778694927;141.3435911851;147.2649644161;157.1430789245;161.9928347262;158.8191984934;182.9305906522;199.623092916;189.5114207628;203.5111407684;215.2714551205;222.1820136708;236.4839847462;230.3015765004;246.4582700495;283.8824479644;303.885973311;306.1116402795;332.8745986415;349.1274629856;370.5598115712;381.221031124;372.332101935;370.1476510215
