Country/Region;Population;Area;Maximum;Per 100,000 inh.;Blank 3;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27
US Connecticut;3565287;12542;112581;3157.6981039675;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;3;6;6;11;20;26;41;68;96;194;209;223;415;618;875;1012;1291;1524;1993;2571;3128;3557;3824;4914;5276;5675;6906;7781;8783;9784;10538;11510;12035;13381;13989;14755;15884;16809;17180;17550;19815;20360;22469;23100;23921;24582;25269;25791;26312;26767;27700;28764;29026;29287;29954;30621;30995;31784;32411;32984;33554;33765;34333;34855;35464;36085;36703;37419;38116;38430;39017;39208;39640;40022;40468;40873;41303;41431;41559;41762;42022;42201;42743;42979;43091;43239;43460;43818;43968;44092;44179;44347;44461;44689;44994;45088;45235;45349;45429;45440;45557;45715;45755;45782;45899;45913;45994;46059;46206;46303;46362;46514;46572;46646;46717;46803;46890;46976;47033;47108;47209;47287;47361;47436;47510;47530;47636;47750;47893;47947;48001;48055;48096;48223;48232;48776;48845;48914;48983;49077;49540;49670;49810;49894;49978;50062;50110;50225;50245;50320;50402;50485;50567;50684;50706;50782;50897;51020;51144;51267;51291;51314;51432;51519;51683;51847;52011;52040;52220;52350;52495;52623;52751;52879;53006;53108;53209;53365;53469;53574;53678;53782;53871;54093;54326;54516;54705;54895;55031;55166;55386;55527;55693;55858;56024;56160;56315;56472;56587;56774;56960;57147;57329;57550;57742;58297;58571;58846;59120;59241;59364;59748;60038;60484;60931;61377;61697;61861;62028;62830;63227;63624;64021;64455;64871;65373;66052;66734;67417;68099;68637;69127;70446;71207;72091;72974;73858;74616;75373;77060;78125;79238;80350;81463;82987;84741;85899;88645;90191;91738;93284;94986;97028;99381;101469;103226;104983;106740;107280;109152;110867;112581
US Delaware;973764;5047;34170;3509.0637977991;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;4;6;6;8;16;25;30;38;45;56;68;91;115;130;163;214;232;264;319;368;393;450;593;673;801;928;1068;1207;1326;1479;1552;1625;1761;2014;2075;2323;2431;2538;2745;2931;3200;3308;3442;3576;4034;4162;4575;4655;4734;4918;5038;5208;5288;5371;5778;5939;6111;6277;6447;6565;6741;6952;7223;7373;7547;7670;7869;8037;8194;8386;8529;8690;8809;8965;9066;9096;9171;9236;9422;9498;9605;9685;9712;9746;9773;9845;9942;9972;10020;10056;10106;10173;10229;10264;10340;10403;10444;10499;10611;10681;10775;10820;10847;10889;10980;11017;11091;11226;11376;11474;11510;11731;11923;11996;12128;12293;12414;12462;12531;12652;12743;12804;12879;12969;13050;13114;13337;13429;13519;13633;13746;13792;13924;14202;14246;14290;14406;14476;14602;14689;14788;14877;14949;15055;15137;15296;15365;15445;15502;15575;15634;15699;15833;15967;16340;16396;16451;16536;16593;16643;16718;16770;16828;16895;16942;16962;16986;17035;17083;17349;17389;17429;17535;17549;17653;17752;17892;18043;18249;18308;18387;18466;18596;18726;18849;18937;19137;19234;19318;19366;19449;19566;19667;19761;19830;19947;20085;20156;20260;20389;20531;20613;20787;20937;21125;21243;21363;21466;21550;21682;21827;21998;22130;22289;22394;22465;22560;22724;22942;23093;23196;23325;23375;23528;23687;23847;23961;24168;24249;24392;24553;24751;24951;25126;25311;25426;25534;25753;26035;26258;26603;26908;27112;27342;27546;28016;28395;28803;29200;29552;29755;30153;30816;31321;31808;32211;32664;32995;33579;34170
US District of Columbia;705749;158;20937;2966.6354468798;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;5;10;10;10;16;17;22;31;39;71;77;98;116;137;183;231;267;304;342;401;495;586;653;757;902;998;1097;1211;1440;1523;1660;1778;1875;1955;2058;2197;2350;2476;2666;2793;2927;3098;3206;3361;3528;3699;3841;3892;3994;4106;4323;4658;4797;5016;5170;5322;5461;5654;5899;6102;6272;6389;6485;6584;6736;6871;7042;7123;7270;7434;7551;7788;7893;7966;8096;8225;8334;8406;8492;8538;8717;8801;8857;8886;9016;9120;9199;9269;9332;9389;9474;9537;9589;9654;9709;9767;9799;9818;9847;9903;9952;9984;10020;10058;10094;10128;10159;10185;10216;10248;10292;10327;10365;10390;10435;10447;10482;10515;10569;10642;10679;10743;10801;10847;10906;10946;11026;11076;11115;11194;11261;11339;11427;11529;11571;11649;11717;11780;11858;11945;11999;12057;12126;12205;12274;12313;12398;12443;12518;12589;12653;12753;12807;12896;12959;13024;13118;13159;13220;13273;13325;13354;13409;13469;13534;13590;13639;13684;13722;13794;13851;13925;13959;13992;14049;14077;14135;14186;14238;14279;14315;14362;14387;14412;14493;14552;14592;14622;14687;14743;14790;14852;14902;14955;14978;15021;15050;15106;15163;15215;15250;15264;15300;15326;15358;15423;15473;15519;15547;15652;15697;15765;15843;15918;15984;16022;16068;16132;16166;16255;16334;16370;16395;16445;16498;16537;16609;16706;16767;16812;16906;16973;17074;17144;17266;17369;17438;17524;17601;17682;17792;17891;18001;18087;18173;18379;18507;18666;18814;18977;19064;19309;19465;19678;19808;19961;20151;20290;20409;20516;20736;20937
US Florida;21477737;138887;963751;4487.2092436927;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;7;8;8;12;13;18;20;26;31;51;91;122;149;211;310;386;528;731;1029;1205;1488;1985;2520;3179;3884;4760;5612;6516;7548;8816;10097;11245;12008;13167;14173;15219;16252;17340;18404;19213;20135;20727;21624;22823;23906;24647;25360;26106;26965;27662;28876;29610;30405;30924;31672;32015;32529;33506;34209;34841;35609;36183;36764;37389;37733;38498;39179;39562;40168;40967;41759;42545;43025;44161;44815;45427;45902;47092;47817;48550;49095;50075;50578;51053;51667;52888;53640;54510;55210;55812;57021;58286;59305;60549;61941;62970;64128;65370;67039;68673;71149;73282;75042;77733;80160;82854;86167;90169;94786;97537;101335;106806;111797;120611;130145;138499;143862;149889;156434;165876;175200;186530;196386;202623;209922;219869;228759;240009;250283;265432;277639;286822;296814;310573;321747;331920;344305;354710;363973;373637;383749;396069;408114;417360;426164;435302;444622;454457;463357;472859;479915;484729;490086;495510;503083;510624;518967;525106;529256;535018;543113;549340;557337;563628;567375;570024;573811;577891;582407;587023;591283;594287;596511;599176;602113;605342;609074;612206;614753;616629;624116;626426;629913;633060;636653;639166;640978;642775;644781;647318;650922;654090;656485;658203;660946;663234;666507;669684;673194;675691;677362;679776;682370;684847;687656;690387;692234;692962;696171;698051;700602;703212;705965;707751;709157;711358;713902;717148;720001;722708;725415;726934;729591;732399;735685;739050;743018;745492;747183;750739;752845;758306;761924;766305;768653;771989;776215;780220;784331;789714;791997;796802;801371;805924;810256;816376;821526;825906;832525;836370;840652;846321;851825;858585;862990;872810;877340;884625;892352;901234;910065;918240;924614;930728;938830;946956;955354;963751
US Georgia;10617423;148959;416303;3920.9420214302;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;6;7;12;17;22;31;42;66;99;121;146;197;287;420;507;600;772;1026;1247;1525;2001;2366;2651;2809;3929;4638;5348;5831;6160;6647;7314;8818;9901;10566;11483;12159;12452;13315;14223;14987;15669;17194;17669;18301;18947;19881;20740;21512;22147;22695;23401;23913;24615;25623;26155;27270;28306;28602;29368;29711;30696;31439;32106;32532;33441;33927;34635;35332;35858;36681;37147;37701;38081;38721;39647;40405;41218;42132;42838;43344;43730;44421;45070;45670;46286;46986;47618;48207;48894;49847;50621;51309;51898;52497;53249;53980;54973;55783;56801;57681;58414;59078;60030;60912;62009;63809;64701;65928;67678;69381;71095;72995;74985;77210;79417;81291;84237;87709;90493;93319;95516;97064;100470;103890;106727;111211;114401;116926;120569;123963;127834;131275;135183;139872;143123;145575;148988;152302;156588;161401;165188;167953;170843;175052;178323;182286;186352;190012;193177;195435;197948;201713;204895;209004;213427;216596;219025;222588;226153;228668;231895;235168;237030;238861;241677;243982;246741;249630;252222;253949;256253;258354;260590;263074;265372;267758;268973;270471;272697;274613;277288;279354;281548;283199;283807;285350;287287;289123;290781;292905;294314;295337;296833;299056;300903;302737;305021;306155;307339;308221;309678;311046;312514;313873;314685;315281;316306;318026;319334;320634;322078;322925;323714;324650;326142;327407;329032;330269;331409;332311;333304;334601;336241;337850;339384;340558;341310;342438;343750;345535;347759;349605;350923;351881;353372;355025;356848;358225;360790;361982;362921;364589;366452;368368;370106;371825;373078;374181;376054;377694;380190;382505;384997;386949;387930;391466;393890;396641;399410;402435;404411;406220;408644;411002;413909;416303
US Guam;162742;543;6768;4158.7297685908;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;8;12;14;15;27;29;32;37;45;51;55;56;58;69;77;82;84;93;112;113;121;125;128;130;133;133;133;133;133;133;134;134;134;134;134;134;138;140;141;142;142;144;145;146;147;148;150;150;151;151;151;151;152;152;152;152;153;153;154;156;158;161;163;165;165;166;166;166;168;169;170;172;173;173;174;175;177;178;179;179;179;180;180;180;182;183;184;185;185;186;186;188;193;200;222;223;224;225;231;245;248;250;253;255;259;267;280;286;288;295;301;303;307;309;310;312;312;313;313;313;314;315;315;317;319;327;330;332;337;340;343;346;349;351;354;356;367;368;368;375;389;397;411;412;415;418;434;449;477;502;509;516;558;577;599;704;767;794;820;907;984;1120;1232;1287;1347;1371;1395;1447;1494;1560;1619;1671;1685;1699;1713;1758;1846;1863;1891;1909;1927;1966;2013;2045;2074;2117;2132;2147;2190;2235;2263;2286;2354;2372;2390;2443;2488;2550;2617;2699;2726;2753;2814;2868;2934;2989;3056;3078;3170;3266;3341;3427;3538;3617;3675;3756;3886;3968;4056;4141;4175;4216;4336;4418;4466;4549;4628;4681;4690;4693;4812;4903;5004;5077;5113;5233;5473;5654;5755;5850;5924;5965;6121;6175;6234;6346;6416;6452;6476;6549;6602;6655;6705;6748;6768
US Hawaii;1415872;16635;18006;1271.7251276952;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;7;10;14;16;26;37;48;56;77;90;95;106;120;151;175;204;208;258;285;319;351;371;387;410;435;442;465;486;499;504;517;530;541;553;574;580;584;586;592;596;601;603;606;607;609;613;618;619;620;621;621;625;626;629;630;631;632;634;635;638;638;639;639;640;641;641;643;647;647;648;648;648;648;649;649;649;651;652;653;653;654;655;664;673;675;676;682;685;692;706;723;728;736;740;744;762;789;803;814;816;819;835;850;866;872;899;900;917;926;946;975;999;1023;1030;1071;1094;1130;1158;1200;1220;1243;1264;1292;1311;1334;1354;1381;1393;1418;1435;1490;1549;1620;1683;1711;1757;1865;1989;2111;2197;2242;2448;2591;2763;2914;3115;3346;3498;3638;3958;4312;4428;4543;4825;5042;5215;5609;5844;5958;6072;6356;6600;6984;7122;7260;7566;7830;8139;8339;8472;8653;8991;9202;9473;9693;9855;9959;10156;10254;10423;10593;10722;10834;10913;10978;11080;11239;11376;11485;11562;11618;11681;11848;11938;12070;12197;12295;12382;12469;12589;12694;12788;12921;12991;13041;13124;13232;13333;13498;13569;13670;13712;13773;13872;13962;14047;14143;14225;14262;14350;14427;14529;14669;14758;14877;14914;14978;15039;15116;15216;15284;15367;15444;15531;15686;15785;15923;16051;16179;16242;16320;16437;16534;16652;16759;16853;16905;16974;17081;17199;17361;17483;17596;17656;17764;17881;18006
US Idaho;1787065;214045;96503;5400.0833769337;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;5;7;9;11;23;31;42;47;50;73;123;189;230;261;310;415;525;669;891;1013;1077;1101;1170;1210;1232;1353;1396;1407;1426;1453;1464;1587;1609;1655;1668;1672;1736;1766;1802;1836;1870;1887;1897;1917;1952;1984;2015;2035;2061;2084;2106;2127;2158;2178;2205;2230;2245;2260;2293;2324;2351;2389;2419;2437;2455;2476;2506;2534;2595;2626;2650;2675;2699;2731;2769;2803;2839;2873;2906;2933;2990;3054;3111;3139;3164;3189;3220;3260;3302;3353;3399;3431;3462;3540;3632;3743;3871;4006;4130;4254;4402;4645;4865;5148;5319;5536;5752;6117;6370;6593;6994;7370;7733;8052;8539;8969;9428;9928;10505;10902;11402;11718;12445;13133;13752;14302;14873;15266;15822;16322;16736;17264;17827;18177;18694;19222;19679;20246;20721;21114;21344;21675;22234;22707;23399;23922;24495;24671;25100;25595;26133;26631;27173;27477;27660;27942;28326;28696;29120;29369;29662;29853;30070;30475;30780;31122;31384;31677;31867;32088;32368;32664;32927;33196;33477;33667;33741;33981;34310;34617;34950;35167;35279;35532;35810;36093;36489;36959;37247;37491;37901;38347;38743;39234;39757;40296;40501;40923;41434;42048;42561;43238;43702;43964;44422;45082;45753;46426;47088;47701;48066;48663;49247;49892;50610;51704;52582;53092;53790;54663;55650;56600;57673;58694;59344;60041;60923;61785;62746;63810;64608;65088;65845;67024;68314;69579;70909;72312;72961;74227;75428;77121;78279;79798;81317;82245;83344;85125;86435;87978;89764;90834;91653;93090;94730;96503;96503
US Illinois;12671821;143793;705063;5564.0227241215;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;5;5;6;6;7;19;19;25;32;46;64;93;159;288;422;585;753;1049;1273;1535;1865;2538;3026;3491;4596;5057;5994;6980;7695;8904;10357;11256;12262;13549;15078;16422;17887;19180;20852;22025;23247;24593;25733;27575;29160;30357;31508;33059;35108;36934;39658;41777;43903;45883;48102;50355;52918;56055;58505;61499;63840;65962;68232;70873;73760;76085;77741;79007;83021;84698;87937;90369;92457;94191;96485;98030;100418;102686;105444;107796;110304;112017;113195;114306;115833;117455;118917;120260;121234;122848;123830;124759;125915;126890;127757;129139;129936;130561;131327;132059;132732;133404;133877;134500;135046;135639;136470;137104;137762;138224;138825;139540;140434;141344;142130;142776;143514;144238;145066;145935;146872;147734;148373;148987;149574;150554;151572;152899;154094;155048;155931;156638;157825;159082;160509;161785;162750;163923;164878;166476;168100;169699;171125;172666;173897;174973;176366;178138;180118;181757;183224;184522;185993;187752;189705;191808;193998;195380;196699;198248;199893;201727;204023;205851;207413;209186;210926;213221;215053;217346;219702;221595;223207;224887;227044;228751;231185;233065;235057;236725;238217;240345;241705;247299;250105;251508;252889;254281;255618;257571;259883;262004;263466;264839;266305;268246;270302;272525;275054;276456;277933;279464;281312;283569;286374;288815;290419;292128;293490;295763;297929;300385;302827;304280;306133;307750;310380;313439;316556;319461;322188;324930;327781;330643;334658;339761;343390;347635;350748;354462;358804;363746;368746;374907;378969;383698;387698;393808;400171;408660;416559;423539;429761;436277;443815;453750;465540;477978;487987;498560;511183;523840;536542;551957;562985;573616;585248;597849;606771;621383;634395;646286;656298;664620;674089;685467;697489;705063
US Indiana;6732219;92789;324537;4820.654230054;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;6;10;12;12;15;19;24;30;39;56;79;126;201;259;365;477;645;981;1232;1514;1786;2159;2565;3039;3437;3953;4411;4944;5507;5943;6351;6907;7435;7928;8236;8527;8955;9542;10154;10641;11210;11686;12097;12438;13039;13680;14395;15012;15961;16588;17182;17835;18630;19295;19933;20507;21033;21870;22503;23146;23732;24126;24627;25127;25473;26053;26655;27280;27778;28255;28705;29274;29936;30409;30901;31376;31715;32078;32437;33068;33558;34211;34574;34830;35237;35712;36096;36578;36997;37397;37623;38033;38337;38748;39146;39543;39909;40430;40786;41013;41438;41746;42061;42423;42633;42871;43140;43655;44140;44575;44930;45228;45594;45952;46387;46915;47432;48008;48331;48626;49063;49575;50300;51079;51612;52037;52685;53370;54080;54813;55654;56571;57206;57916;58673;59602;60598;61520;62372;62907;63678;64299;65253;66154;67122;67857;68433;69255;69975;71015;72254;73287;74328;74992;75862;76522;77565;78632;79676;80415;81006;81847;82336;83277;84317;85317;85932;87592;88421;89359;90504;91313;92434;93313;94196;94891;95750;96854;97884;98961;99804;100394;100780;101485;102243;103505;104561;105804;106540;107229;107809;108646;109683;110759;111505;112027;112626;113337;114236;115407;116549;117450;118322;119066;120019;121176;122640;124059;125146;125976;126946;128227;129677;131493;133411;134981;136555;138104;139269;141212;143495;145977;147582;149166;150664;152396;155246;157713;160454;162607;164581;166564;169112;172730;175893;179358;182108;185185;188066;191764;196176;200823;205722;210374;214509;219338;224374;230965;236565;244887;251597;256744;262207;268222;275503;282311;289183;295357;300913;306538;312521;318894;324537
US Iowa;3155070;144669;198222;6282.6498302732;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;13;14;16;17;18;22;23;29;38;45;68;90;105;124;145;179;235;298;336;424;497;549;614;699;786;868;946;1048;1145;1270;1388;1510;1587;1710;1899;1995;2141;2332;2513;2902;3159;3641;3748;3924;4445;5092;5476;5868;6376;6843;7145;7884;8641;9169;9703;10111;10404;11059;11457;11671;11959;12373;12912;13289;13675;14049;14328;14651;14955;15349;15614;16170;16504;16893;17252;17577;17703;18360;18573;18926;19244;19552;19697;20016;20055;20805;21152;21478;21667;21987;22236;22551;22938;23337;23717;23926;24053;24179;24461;24854;25275;25496;25963;26051;26373;26705;27197;27686;28012;28489;28782;29007;29451;30209;30429;31041;31353;31657;32029;32509;33240;33984;34647;35071;35529;35849;36291;37132;37722;37907;38723;39166;39474;39793;40634;41271;41671;42200;42554;42777;43277;44038;44582;44976;45492;45841;46042;46659;47361;47865;48283;48789;49071;49329;49806;50336;50932;51793;52428;52722;52951;53288;54015;55006;55735;56275;56633;57294;58235;59786;60971;61749;62720;63328;63919;64645;65523;66614;67642;68291;68684;69139;69503;70405;71133;71706;72490;72876;73277;74080;75028;76211;77058;77679;78339;78887;79923;81071;82045;82944;83636;84002;84476;85596;86634;87559;88470;89096;89460;89934;90884;92145;93187;94271;95346;95809;96338;97384;98717;99946;101103;101960;102517;103011;104190;105625;106874;108514;109657;110404;111261;113042;114982;117185;119755;121967;123372;124464;126740;130732;133510;137228;140541;144922;147656;151953;155603;159635;163728;167282;169353;171545;174839;178313;181790;184968;187505;189856;191152;194395;197086;198222
US Kansas;2913314;211754;153021;5252.4719271592;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;4;6;6;8;11;15;16;34;44;55;64;82;98;126;168;202;261;319;368;428;482;552;620;698;747;845;900;1046;1106;1166;1268;1337;1376;1426;1494;1588;1705;1790;1849;1986;2025;2211;2482;2777;3056;3174;3328;3491;3738;4238;4449;4746;5030;5245;5458;5734;6144;6501;6751;6948;7116;7292;7468;7677;7886;8037;8189;8340;8440;8539;8749;8958;9045;9131;9218;9278;9337;9528;9719;9816;9914;10011;10091;10170;10282;10393;10479;10564;10650;10731;10812;10930;11047;11171;11295;11419;11550;11681;11870;12059;12194;12330;12465;12718;12970;13254;13538;13840;14141;14443;14717;14990;15455;15919;16246;16574;16901;17260;17618;18115;18611;19093;19576;20058;20496;20933;21449;21965;22421;22878;23334;23719;24104;24607;25109;25463;25818;26172;26521;26870;27341;27812;28167;28521;28876;29297;29717;30178;30638;31002;31366;31730;32139;32547;33216;33885;34312;34740;35167;35529;35890;36373;36856;37371;37886;38401;39169;39937;40493;41048;41569;42091;42612;43276;43940;44580;45220;45785;46349;46914;47162;47410;47898;48386;48890;49395;49899;50385;50870;51578;52285;52843;53401;53959;54593;55226;55909;56592;57271;57950;58629;59189;59749;60430;61111;61643;62176;62708;63330;63952;64880;65807;66492;67177;67862;68509;69155;70005;70855;71559;72264;72968;73712;74456;75343;76230;77045;77861;78676;80361;82045;83613;85181;86530;87878;89227;90721;92215;94924;97633;99606;101580;103553;106389;109225;112366;115507;117918;120330;122741;125668;128594;131564;134533;137042;139550;142059;144928;147797;150409;153021
US Kentucky;4467673;102269;171755;3844.3950575613;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;8;8;11;14;16;21;22;26;35;47;54;99;104;124;157;198;248;302;394;439;480;591;680;770;831;917;955;1008;1149;1346;1693;1767;1840;1963;2048;2210;2291;2429;2522;2707;2960;3050;3192;3373;3481;3779;3905;4074;4146;4375;4539;4708;4879;5005;5130;5245;5822;5934;6129;6288;6440;6559;6677;6853;7080;7225;7444;7688;7879;8069;8172;8275;8286;8426;8571;8740;8908;9077;9131;9184;9464;9704;10046;10185;10410;10705;10977;11287;11382;11476;11708;11883;11945;12195;12445;12546;12647;12829;12995;13197;13454;13630;13750;13839;14141;14363;14617;14859;15046;15232;15347;15624;15842;16079;16376;16635;16893;17152;17519;17919;18245;18670;19121;19389;19653;20223;20677;21083;21605;22184;23161;23414;24060;24540;25147;25931;26764;27079;27601;28126;28727;29386;30151;30723;31185;31508;32197;32741;33254;33796;34578;34982;35254;35793;36945;37686;38298;38930;39315;39691;40299;40926;41626;42265;42897;43529;43899;44568;45230;45978;46757;47577;48032;48396;49185;49991;50885;51677;52464;52774;53064;53319;53977;54772;55704;56415;56945;57282;58000;58764;59370;60128;61106;61542;61917;62731;63517;64158;65066;66036;66491;66939;67856;68840;69728;70727;72001;72617;73158;74194;76587;77455;78456;79445;80292;80930;81691;83013;84195;85506;86797;87607;88247;89544;90996;92299;93748;95480;96942;97866;99637;101494;103305;105242;107219;108642;109670;111379;113009;115277;117505;119661;120838;122567;124646;127344;129680;132844;136137;137586;139097;142008;144753;148390;152206;155908;158100;160232;162838;166139;168947;171755
