Country/Region;Population;Area;Maximum;Per 100,000 inh.;Blank 3;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27
US Louisiana;4648794;111898;230602;4960.4693174187;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;14;36;51;90;115;137;240;347;473;580;837;1172;1388;1795;2305;2746;3315;3540;4025;5237;6424;9150;10297;12496;13010;14867;16284;17030;18283;19253;20014;20595;21016;21518;21951;22532;23118;23580;23928;24523;24854;25258;25739;26140;26512;26773;27068;27286;27660;28001;28711;29140;29340;29673;29996;30399;30652;30855;31417;31600;31815;32050;32662;33489;33837;34117;34432;34709;35038;35316;36504;36925;37040;37169;37809;38054;38497;38802;39190;39577;39916;40341;40746;41133;41562;41989;42486;42816;43050;43612;44030;44472;44995;46283;46619;47172;47706;48634;48884;49135;49385;49778;50239;51595;52477;53415;54769;55503;56236;57081;58095;60178;61561;63289;64258;65226;66327;68263;70151;71994;74636;76803;78122;79827;82042;84131;86411;88590;90148;91706;94892;96583;99354;101650;103734;105654;107574;109917;111038;112773;114481;116280;118014;119747;120846;124461;125943;127246;128746;130073;131399;131961;133125;134304;135439;136737;137328;137918;138485;139125;139903;140821;141720;142332;142943;143566;144116;145661;146338;146944;147756;148568;148894;149583;150734;151547;152369;153067;153764;154073;154329;155890;156354;157109;157750;158390;158882;159253;159865;160343;161322;161790;162258;162501;163253;163869;164446;165152;165614;166075;166315;166848;167458;168009;168826;169273;169719;169937;170469;172625;173149;173406;173997;174587;174647;175329;176209;176952;177726;178298;178869;179070;179769;181132;181904;182603;183089;183575;183802;184724;185822;186216;186649;187185;187720;187995;189148;190164;190845;191715;192348;192981;193372;194702;196617;198531;201981;203247;204513;205059;207685;209914;211966;216709;218451;220192;221160;224403;225638;228120;230602
US Maine;1344212;79883;11265;838.0374524257;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;3;17;32;43;53;57;73;89;107;125;149;155;168;211;253;275;303;344;376;432;456;470;499;519;537;560;586;616;633;698;734;770;796;827;847;867;875;888;907;937;965;990;1015;1023;1040;1056;1095;1123;1152;1185;1205;1226;1254;1330;1374;1408;1436;1462;1477;1515;1565;1603;1648;1687;1713;1741;1819;1877;1948;2013;2055;2074;2109;2137;2189;2226;2282;2325;2349;2377;2418;2446;2482;2524;2570;2588;2606;2637;2667;2721;2757;2793;2810;2819;2836;2878;2913;2938;2957;2971;2994;3017;3070;3102;3154;3191;3219;3253;3294;3328;3373;3397;3415;3423;3440;3460;3486;3499;3520;3539;3558;3566;3578;3598;3636;3646;3687;3711;3723;3730;3737;3757;3790;3814;3832;3838;3866;3888;3912;3937;3958;3970;3975;3992;3997;4014;4026;4042;4049;4050;4070;4089;4115;4144;4168;4197;4213;4234;4253;4285;4317;4335;4356;4368;4389;4414;4436;4489;4512;4526;4548;4567;4617;4632;4667;4682;4701;4713;4734;4760;4792;4834;4863;4903;4918;4941;4962;5005;5035;5079;5106;5146;5171;5215;5235;5260;5288;5300;5337;5391;5431;5468;5486;5519;5545;5565;5604;5639;5666;5696;5723;5752;5780;5816;5836;5865;5913;5939;5962;5989;6027;6064;6095;6137;6201;6254;6311;6387;6467;6570;6668;6715;6799;6926;7077;7260;7444;7603;7693;7888;8060;8202;8395;8639;8791;8944;9117;9363;9519;9734;9958;10123;10359;10544;10799;11027;11265;11265
US Maryland;6045680;25142;192858;3190.0133649151;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;3;5;6;9;12;17;26;31;37;57;85;107;149;190;244;288;349;423;580;774;992;1239;1413;1660;1985;2331;2758;3125;3609;4045;4371;5529;6185;6968;7694;8225;8936;9472;10032;10784;11572;12308;12830;13684;14193;14775;15737;16616;17766;18581;19487;20113;20849;21742;23472;24473;25462;26408;27117;28163;29374;30485;31534;32587;33373;34061;34812;35903;36986;37968;38804;39762;41546;42323;43531;44424;45495;46313;47152;47687;48423;49709;50988;52015;52778;53327;54175;54982;55858;56770;57482;57973;58404;58904;59465;60197;60613;61305;61701;62032;62409;62969;63229;63548;63956;64306;64603;65007;65337;65777;66115;66450;66777;67254;67559;67918;68423;68961;69341;69632;69904;70396;70861;71447;71910;72467;73109;73527;74260;75016;75664;76371;77206;78131;78685;79545;80172;80836;81766;83054;83748;84876;85524;86285;87177;88346;89365;90274;91144;91854;92426;93005;93806;94581;95503;96258;96843;97384;98160;98875;99693;100212;100715;101235;101649;102229;102899;103523;104102;104669;105046;105486;106063;106664;107294;107791;108249;108863;109319;110012;110831;111607;112119;112883;113239;113575;114078;114724;115533;116110;116646;117245;117888;118519;119062;119744;120156;120568;120912;121297;121800;122359;122972;123403;123880;124311;124725;125510;126222;126819;127290;127791;128204;128664;129425;130159;130795;131357;131861;132343;132918;133548;134329;135127;135657;136154;136744;137236;137979;138691;139487;140279;140844;141741;142425;143387;144314;145281;146145;146995;147766;148766;149964;151505;152915;153996;155371;156709;158423;159900;161769;164090;165930;167656;169805;171823;174733;177086;179971;182139;183797;185464;188161;190480;192858
US Massachusetts;6892503;20202;219252;3181.0214663672;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;23;38;64;97;118;156;229;314;426;547;678;1060;1739;2318;3151;4158;4856;5653;6521;7639;8867;10303;11637;12402;13739;15104;16692;18843;20878;22766;25381;26794;28109;29970;32492;35125;37527;39820;41416;43168;44913;47992;50969;53348;54938;56462;58302;60265;62205;64311;66263;68087;69087;70271;72025;73721;75333;76743;77793;78462;79332;80497;82182;83421;84933;86010;87052;87925;88970;90084;90889;91662;92675;93271;93693;94220;94895;95512;96301;96965;100805;101163;101592;102063;102557;103132;103436;103626;103889;104156;104667;105059;105395;105603;105690;105885;106151;106422;106650;106936;107061;107210;107439;107611;107837;108070;108443;108667;108768;108882;109143;109338;109628;109838;109974;110137;110338;110602;110897;111110;111398;111597;111827;112130;112347;112581;112879;113238;113534;113789;114033;114320;114647;114985;115268;115637;115926;116182;116684;117098;117612;118040;118458;118657;119203;119643;119874;120291;120711;121040;121315;121707;122000;122319;122531;122897;123200;123413;123588;124415;124728;125216;125360;125691;126022;126420;126756;127124;127584;128030;128229;128533;128888;128893;128897;128902;128906;128911;128915;128920;128925;128929;128934;128938;128943;128947;128952;128956;128961;128966;128970;128975;128979;128984;128988;128993;129481;130050;130642;131072;131584;132116;132870;133631;134303;134947;135462;135957;136492;136936;137701;138340;138903;139663;140412;140992;141579;142346;142930;143660;144488;145464;146166;147215;148285;149488;150565;151777;153037;154218;155564;157146;158576;159707;160549;161585;163299;165161;167274;169576;171399;172727;174881;177541;180189;183095;186142;188275;190439;192964;195868;198550;200949;204155;206850;208623;211199;214594;216923;219252
US Michigan;9986857;146435;369801;3702.8766908348;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;27;50;74;100;140;188;251;372;528;727;997;1361;1728;2188;2895;3659;4531;5276;6219;7023;7822;9062;10155;11335;12475;13799;14865;15784;17363;18654;20246;21376;22579;23581;24458;25785;26964;28064;29096;30172;30980;31666;32702;33613;34533;35455;36320;37029;37557;38494;39589;40705;41694;42730;43263;43789;44709;45538;46488;47505;48240;48672;49029;49809;50497;51131;51731;52349;52732;53033;54004;55641;56458;57036;57687;58023;58278;58812;59576;60151;60610;61075;61293;61457;61632;62075;62461;62797;63116;63321;63568;63813;64103;64382;64616;64821;64914;64969;65104;65167;65182;65449;65672;65836;66054;66085;66269;66497;66798;67097;67545;67711;67957;68197;68555;68989;69329;69679;69946;70223;70728;71089;71678;72175;72581;72941;73269;73900;74551;75063;75685;76370;76776;77198;77864;78913;79839;80593;81338;81868;82395;83059;83730;84431;85072;85867;86661;87173;87958;88974;89781;90574;91332;91761;92374;93175;93893;94656;95470;96191;96726;97306;98213;98689;99856;100724;101782;102259;102749;103403;104091;104618;105331;106044;106808;107686;108637;109480;110343;111136;111831;112526;113025;113820;114468;115242;116295;117191;117797;118403;118902;119863;120846;122251;123058;123673;124287;124969;125742;126722;127500;128087;128875;129662;130357;131259;132337;133377;134373;135038;135702;136820;138014;139012;139996;141271;141999;142726;143878;145092;146493;147816;149464;150430;151396;152862;154455;156913;159119;160787;162455;164123;165994;167872;170076;172122;175612;177641;179669;182344;185934;190043;193388;197406;200866;204326;207763;212160;218263;222509;229003;233656;238308;245252;251872;259183;268362;275792;282373;288954;296840;303058;311041;321181;329021;334993;340964;347746;352433;361117;369801
US Minnesota;5639632;206232;295001;5230.8554884432;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;5;11;21;43;62;90;128;179;246;269;287;303;327;349;393;444;502;565;640;687;725;823;916;973;1056;1119;1158;1217;1330;1432;1534;1637;1732;1806;1864;2012;2165;2321;2486;2668;2788;2914;3190;3452;3758;4270;4788;5127;5512;6187;6788;7468;8116;8736;9071;9411;10235;10876;11510;12328;13040;13321;13552;14379;15043;15772;16565;17363;17705;18016;18987;19842;20609;21582;22374;22765;23121;23524;24308;24988;25559;26013;26181;26322;26897;27376;27889;28290;28688;28853;28988;29436;29866;30199;30418;30463;30465;30471;30693;30882;31296;31675;32031;32467;32920;33227;33469;33763;34123;34616;35033;35549;35861;36303;36716;37210;37624;37880;38136;38569;39133;39589;40163;40767;41571;42281;42772;43170;43742;44347;45013;45470;46204;47107;47457;47961;48721;49488;50291;51153;51803;52281;52947;53692;54463;55188;55947;56560;57162;57779;58640;59185;60101;60898;61516;61839;62303;62993;63723;64413;65152;65716;66061;66618;67308;68133;68867;69584;70298;70707;71236;72390;73240;74257;75189;75864;76355;77085;78123;78966;79880;80587;81225;81608;81868;82249;82716;83588;84311;84949;85351;85813;86722;87807;88721;90017;90942;91422;92100;93012;94189;95659;96734;97638;98447;99134;100200;101366;102787;103826;104799;105740;106651;107922;109312;110828;112268;113439;114574;115943;117106;119396;121090;122812;124439;125531;126591;128152;129863;132122;133802;135372;137536;139444;142311;145465;148472;150672;153620;157096;160923;164865;170307;174954;180862;184788;189681;194570;201795;207339;216028;223581;231018;236949;242043;249906;256700;262952;270157;276500;282916;289303;292152;295001
US Mississippi;2976149;121531;148387;4985.8726831217;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;6;10;12;21;34;50;80;140;207;249;320;377;485;579;663;758;847;937;1073;1177;1358;1455;1638;1738;1915;2003;2260;2469;2642;2781;2942;3087;3360;3624;3793;3974;4274;4512;4716;4894;5153;5434;5718;5911;6094;6342;6569;6815;7212;7441;7550;7877;8207;8424;8686;9090;9378;9501;9674;9908;10090;10483;10801;11123;11296;11432;11704;11967;12222;12624;13005;13252;13458;13731;14044;14372;14790;15229;15501;15752;16020;16322;16560;16759;16769;17270;17768;18126;18483;18787;19091;19348;19516;19799;20152;20641;20970;21299;21629;21958;22287;22898;23424;24516;25066;25531;25892;26567;27247;27900;28770;29722;30674;30900;31257;32214;32888;33591;34622;35419;36287;36680;37542;38567;39797;40829;41846;42638;43889;45524;47071;48053;49663;51097;52304;52957;54299;55804;57579;58747;59881;60553;61125;62199;63444;64400;65436;66646;67173;67649;68293;69374;69986;70930;71755;72136;72412;73207;74555;75449;76323;77268;77894;78405;79206;80110;80695;81294;82029;82676;82950;83584;84365;85116;85939;86478;86888;87130;87379;87805;88322;89175;89620;89874;90018;90523;91234;91935;92511;93087;93364;93556;94021;94573;95310;96032;96677;96859;97049;97638;98190;98886;99558;100167;100488;100703;101472;102241;102819;103681;104638;104932;105228;105941;106817;108139;109255;110006;110299;110592;111322;112123;113081;113876;115088;115426;115763;116617;117617;118587;119336;120160;120500;120865;121509;122275;123887;124854;125885;126689;127205;128138;129394;130665;131970;133340;134309;134898;135803;137396;138791;140429;142401;143180;143879;144544;145636;147382;148387
US Missouri;6137428;178040;290536;4733.8396474875;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;4;5;6;8;13;24;47;73;90;183;270;356;502;669;838;935;1031;1327;1581;1834;2113;2291;2367;2722;3037;3327;3539;3799;4024;4160;4388;4686;4895;5111;5283;5517;5667;5807;5941;6137;6321;6625;6826;6997;7171;7303;7425;7562;7835;8154;8386;8754;8916;9102;9341;9489;9666;9844;9918;10006;10142;10317;10456;10675;10789;10945;11080;11232;11340;11558;11752;11988;12167;12291;12492;12673;12795;12962;13147;13327;13575;13767;14057;14253;14442;14553;14734;14913;15187;15390;15585;15810;16000;16189;16414;16625;16908;17201;17590;18003;18143;18506;18868;19421;19914;20261;20575;21043;21551;21927;22283;22830;23215;23436;23856;24629;25204;25999;26566;27133;27443;27890;28826;29714;30422;31288;32248;33094;33624;34762;36063;37700;39352;40709;41927;43050;44823;46750;48834;50323;51258;51840;52887;54080;55321;56383;57379;58237;59096;59954;60935;62530;63797;65270;66397;67475;68623;69417;70675;71733;72964;74257;75075;75944;76636;78062;79574;80992;82190;83655;84697;85755;87213;88610;90215;92202;93434;94340;95113;96475;97591;99160;101134;102747;104079;105396;106587;108334;110129;111516;112844;114307;115366;116946;118311;120298;122014;123406;124686;124762;126113;127912;129397;131105;132431;133418;134583;135651;137156;139164;144230;145342;146455;147567;148679;150554;152571;154928;156696;158101;159625;160869;162723;164534;167452;169495;171022;172717;174632;177693;180200;183186;185535;188186;190424;193023;196576;200507;205066;209197;212441;216697;220768;225371;229376;235722;239451;243169;248886;253473;257822;262436;267312;271527;274897;278661;282792;287263;290536
US Montana;1068778;376962;59796;5594.800791184;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;5;7;7;8;10;12;16;20;31;34;46;53;71;108;129;154;171;184;208;227;243;265;286;299;319;332;354;365;377;387;394;399;404;415;422;426;433;435;437;439;442;444;445;448;449;451;452;453;454;455;456;457;457;458;458;458;458;459;459;461;462;464;466;468;469;470;471;478;479;479;480;480;480;481;481;485;493;505;515;519;523;525;539;541;543;545;548;554;561;563;573;588;601;609;614;630;655;666;698;717;740;743;766;803;829;852;863;919;967;1016;1083;1128;1167;1212;1249;1327;1371;1466;1593;1677;1758;1843;1952;2096;2231;2366;2471;2533;2621;2712;2813;2910;3039;3260;3342;3381;3475;3676;3814;3965;4081;4193;4233;4314;4429;4602;4757;4889;4952;5017;5104;5268;5407;5541;5659;5750;5792;5846;5956;6072;6216;6376;6429;6489;6624;6785;6929;7063;7251;7340;7421;7509;7691;7871;8019;8164;8264;8316;8381;8468;8663;8785;8925;9021;9107;9244;9431;9647;9871;10163;10299;10429;10700;10912;11242;11564;11907;12107;12413;12724;13071;13500;13855;14356;14635;14847;15347;16063;16677;17399;18117;18702;19125;19611;20210;20933;21595;22233;22821;23390;24093;24712;25640;26503;27142;27880;28501;29346;29966;30853;31916;32801;33495;34252;35159;35955;36968;37947;38948;39679;40053;41151;42070;43031;44244;45886;47158;48027;49398;50582;51818;53293;54542;55680;56381;57504;58565;59682;59796
US Nebraska;1934408;198974;122952;6356.0531180599;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;5;10;13;14;17;18;21;24;27;32;38;48;50;52;61;73;85;96;108;145;172;210;246;279;321;363;409;447;519;567;635;700;791;814;871;901;952;1066;1138;1287;1474;1648;1722;1813;2124;2421;2732;3028;3358;3374;3784;4281;4838;5326;5910;6083;6438;6771;7190;7831;8234;8315;8572;8692;9075;9416;9772;10220;10348;10625;10846;11122;11425;11662;11989;12134;12355;12619;12976;13261;13654;13905;14101;14345;14611;14866;15117;15379;15543;15634;15752;15883;16025;16315;16513;16633;16725;16851;17031;17226;17415;17591;17707;17810;17957;18092;18221;18346;18524;18775;18899;19042;19177;19310;19452;19660;19827;19929;20046;20201;20425;20623;20777;20998;21172;21399;21717;21979;22134;22361;22481;22583;22847;23190;23486;23818;24174;24395;24618;24899;25157;25422;25766;26211;26391;26702;26956;27178;27489;27821;28104;28245;28432;28696;29030;29244;29660;29988;30241;30372;30563;30825;31040;31348;31626;31780;31889;32047;32348;32727;33101;33436;33753;34046;34287;34574;34995;35469;35661;35805;35886;35975;36477;36917;37373;37841;38108;38335;38642;38970;39419;39921;40387;40797;41083;41388;41785;42278;42731;43162;43596;44063;44578;45044;45564;46185;46977;47403;47807;48259;48757;49396;50059;51144;51887;52382;52839;53543;54467;55428;56714;57334;58068;58817;59409;60308;61285;62510;63215;63797;64499;65376;66545;68150;69645;70732;71666;72620;74060;75888;78012;80693;82395;83969;85551;87733;89942;92553;94922;96834;98161;101601;103805;106617;109280;111661;113029;114061;115921;117682;120076;122952
US Nevada;3080156;284332;146317;4750.3113478668;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;4;5;5;9;12;22;34;45;63;73;78;101;109;124;154;190;278;321;420;535;621;738;996;1113;1279;1458;1514;1742;1836;1953;2087;2318;2456;2584;2700;2836;2971;3088;3211;3321;3524;3626;3728;3830;3937;4081;4208;4398;4539;4602;4690;4805;4898;4998;5227;5311;5423;5491;5594;5663;5766;5884;6028;6098;6152;6311;6394;6499;6614;6709;6857;6906;7046;7166;7255;7401;7696;7770;7879;7997;8113;8208;8350;8495;8593;8688;8830;8931;9090;9266;9460;9649;9786;10030;10164;10399;10676;10946;11173;11279;11658;11842;12076;12486;12931;13205;13535;13997;14592;15479;15860;16339;17160;17894;18456;19101;19733;20718;21575;22418;22909;23785;24301;24904;25908;26838;27683;28515;29619;30468;31915;33295;34477;35765;36713;37528;38657;39919;40885;41816;42834;43831;44936;45806;46824;48088;49074;50205;51199;52179;52828;53557;54533;55419;56230;56972;57520;58048;58650;59749;60608;61305;61967;62639;63028;63584;64433;65069;65601;66010;66413;66666;67220;67852;68461;68908;69228;69633;69872;70223;70712;71102;71610;71967;72104;72258;72546;72806;73220;73537;73814;74040;74248;74595;75096;75419;75804;76036;76298;76807;77197;77753;78355;78728;79191;79595;79980;80410;81182;81708;82100;82437;82916;83347;83827;84593;85399;85779;86348;86835;87314;87969;88685;89652;90261;90843;91499;92064;92853;93666;94812;95703;96178;96908;97479;98554;99786;100763;101479;102114;103025;104093;105360;106922;108746;110022;110982;112304;113411;114880;116737;119006;120183;122097;123794;125459;127875;129714;131733;133888;136227;139080;142239;144781;146317
US New Hampshire;1359711;23187;19313;1420.3753591756;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4;4;4;6;6;7;13;13;17;26;39;44;55;65;78;101;108;137;158;187;214;314;365;415;447;479;540;621;669;715;788;804;819;885;929;985;1020;1139;1213;1287;1315;1342;1392;1491;1540;1588;1670;1720;1787;1864;1938;2010;2054;2146;2310;2429;2588;2612;2636;2740;2843;2947;3011;3160;3200;3239;3299;3464;3510;3556;3596;3652;3721;3868;3935;4089;4119;4149;4197;4231;4286;4386;4492;4545;4651;4685;4749;4795;4876;5019;5031;5043;5079;5132;5178;5209;5251;5299;5345;5355;5364;5436;5450;5486;5518;5544;5558;5571;5598;5671;5694;5717;5760;5771;5782;5802;5822;5857;5877;5897;5914;5932;5952;5973;5991;6024;6054;6068;6091;6113;6165;6184;6203;6226;6249;6262;6295;6318;6415;6436;6468;6500;6507;6513;6544;6613;6624;6634;6660;6693;6719;6742;6818;6831;6840;6861;6887;6921;6951;6980;6988;7004;7017;7036;7050;7071;7092;7107;7134;7150;7159;7194;7216;7246;7254;7275;7297;7322;7347;7368;7424;7447;7476;7494;7534;7573;7620;7652;7696;7714;7748;7780;7814;7861;7920;7947;7952;7990;8007;8044;8083;8121;8172;8208;8233;8266;8317;8534;8597;8645;8680;8731;8800;8878;8985;9092;9118;9143;9279;9349;9426;9514;9625;9694;9746;9828;9917;9994;10112;10238;10328;10397;10531;10641;10768;10884;11084;11214;11320;11448;11563;11808;12012;12241;12488;12699;12919;13148;13470;13929;14311;14671;15029;15303;15749;16277;16797;17281;17598;18042;18382;18776;19045;19313
US New Jersey;8882190;19047;326473;3675.5912674689;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;6;11;15;24;30;50;50;98;178;267;427;742;890;1327;1914;2844;3675;4402;6876;8825;11124;13386;16636;18696;22255;25590;29895;34124;37505;41090;44416;47437;51027;54588;58151;61850;64584;68824;71030;75317;78467;81420;85301;88806;92387;95865;99989;102196;105523;109038;111188;113856;116264;118652;121190;123717;126744;128269;130593;131890;133635;135454;137085;138532;139945;140743;141560;142704;143905;145089;146334;148039;149013;150399;151472;152719;153104;154154;155092;155764;156628;157815;158844;159608;160445;160918;161545;162068;162530;163336;163893;164164;164497;164796;165346;165816;166164;166605;166881;167103;167426;167703;168107;168496;168834;169142;169415;169734;169892;170196;170584;170873;171182;171272;171667;171928;172356;172742;173033;173402;173611;173878;174039;174240;174628;174959;175298;175522;175915;176278;176501;176551;176814;176889;176963;177256;177645;177887;178345;178858;179363;179812;180295;180766;180970;181660;182029;182350;182614;182970;183327;183701;184061;184429;184773;185031;185475;185938;186594;187164;187442;187455;187767;188098;188427;188527;188817;189236;189494;189719;190021;190306;190613;190971;191320;191611;191960;192290;192595;192973;193422;193747;194058;194390;194667;194990;195414;195888;196337;196634;196968;197404;197792;198361;198848;199309;199762;200154;200580;200988;201552;202100;202850;203548;204107;204563;205275;205889;206629;207576;208202;208713;209342;209850;211148;212013;212877;213628;214097;215085;216023;216994;217804;218738;220013;221205;222193;223223;224385;225430;227339;228468;229684;231331;232997;234547;236523;237886;239629;240997;242825;245257;247219;249380;252582;254595;256653;260430;263495;266986;270383;274736;279274;281493;285519;289562;293744;297370;302039;306007;309588;313863;317905;322378;326473
