Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27
US Connecticut;3565287;12542;83684;2347.1883189207;0.7433225855;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-3;-4;-4;-9;-10;-16;-15;-21;-22;-14;-10;-28;-17;-16;63;44;34;209;341;546;632;843;1030;1439;1969;2457;2689;2853;3878;4215;4589;5575;6358;7239;8145;8774;9648;10111;11383;11900;12587;13627;14470;14792;15114;17320;17727;19751;20303;21047;21650;22302;22783;23271;23642;24481;25479;25687;25879;26505;27149;27466;28202;28774;29309;29861;30023;30564;31052;31638;32217;32791;33475;34152;34458;35028;35201;35602;35967;36397;36789;37206;37311;37413;37603;37836;38000;38539;38769;38872;39013;39222;39567;39708;39829;39902;40060;40163;40382;40683;40772;40915;41027;41105;41114;41222;41379;41418;41444;41558;41570;41646;41705;41846;41938;41991;42142;42192;42257;42321;42404;42487;42570;42626;42699;42799;42874;42946;43020;43092;43107;43211;43319;43461;43513;43566;43618;43658;43784;43792;44335;44403;44471;44539;44630;45090;45218;45357;45440;45523;45606;45653;45768;45787;45860;45941;46023;46105;46221;46242;46317;46432;46555;46678;46801;46825;46847;46964;47050;47213;47375;47538;47566;47744;47872;48015;48141;48268;48394;48520;48621;48721;48873;48976;49080;49183;49286;49374;49594;49825;50014;50203;50392;50526;50658;50875;51014;51179;51342;51507;51639;51793;51945;52057;52243;52429;52615;52796;53013;53202;53755;54025;54296;54566;54682;54797;55179;55461;55903;56346;56788;57102;57257;57419;58214;58607;59001;59394;59819;60226;60717;61381;62054;62728;63401;63930;64411;65720;66470;67347;68222;69099;69845;70589;72255;73297;74396;75493;76592;78106;79815;80955;83684
US Delaware;973764;5047;27253;2798.7274123915;0.7975709687;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;1;-1;-3;-4;-3;4;12;14;21;28;37;44;63;83;96;127;171;184;211;259;301;323;374;507;583;702;824;951;1076;1179;1324;1384;1444;1569;1810;1865;2101;2196;2292;2490;2665;2931;3023;3145;3275;3722;3838;4241;4304;4372;4545;4655;4816;4889;4963;5364;5522;5691;5852;6016;6129;6297;6499;6764;6910;7081;7202;7398;7564;7719;7903;8044;8203;8321;8475;8574;8603;8677;8741;8927;9002;9107;9186;9210;9243;9269;9341;9438;9467;9515;9551;9599;9666;9721;9756;9831;9894;9934;9989;10099;10168;10262;10306;10333;10374;10463;10500;10574;10708;10858;10956;10989;11209;11401;11473;11604;11769;11889;11935;12002;12074;12164;12225;12299;12389;12469;12531;12752;12843;12933;13046;13159;13205;13336;13614;13656;13699;13814;13884;14009;14096;14195;14283;14355;14461;14542;14701;14767;14845;14901;14972;15030;15095;15229;15363;15735;15791;15846;15931;15987;16037;16111;16163;16220;16286;16332;16351;16374;16422;16469;16735;16774;16812;16917;16930;17033;17132;17271;17419;17622;17680;17758;17836;17965;18093;18215;18303;18502;18598;18679;18724;18804;18921;19021;19115;19181;19296;19433;19503;19606;19733;19872;19953;20126;20275;20461;20578;20697;20798;20880;21008;21149;21318;21449;21604;21708;21777;21871;22020;22234;22383;22485;22613;22661;22812;22970;23130;23243;23449;23527;23668;23821;24017;24215;24389;24573;24687;24792;25009;25289;25511;25855;26156;26355;26582;26785;27253
US District of Columbia;705749;158;17989;2548.9232007413;0.8591966375;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;0;-1;3;3;7;7;6;11;8;13;20;27;56;56;76;92;113;156;199;229;257;292;348;428;514;572;671;811;902;992;1099;1313;1384;1507;1613;1697;1770;1868;1992;2126;2245;2426;2542;2669;2834;2929;3076;3224;3388;3518;3564;3658;3756;3965;4290;4422;4633;4778;4922;5054;5242;5481;5675;5838;5949;6042;6139;6283;6411;6580;6657;6802;6964;7078;7313;7414;7483;7607;7734;7839;7907;7990;8032;8206;8286;8339;8366;8493;8593;8669;8738;8799;8854;8937;8996;9046;9108;9161;9217;9248;9266;9294;9349;9397;9427;9461;9497;9531;9564;9591;9616;9647;9678;9722;9756;9794;9816;9858;9869;9903;9936;9989;10061;10098;10162;10219;10265;10324;10363;10442;10491;10530;10608;10675;10752;10840;10941;10983;11060;11127;11189;11266;11352;11405;11463;11530;11608;11676;11715;11799;11843;11917;11987;12049;12149;12202;12291;12354;12419;12512;12553;12614;12666;12717;12746;12800;12858;12922;12977;13026;13070;13107;13178;13235;13309;13342;13375;13432;13460;13516;13567;13618;13659;13694;13740;13765;13789;13870;13928;13967;13997;14061;14116;14162;14223;14272;14324;14347;14389;14418;14472;14528;14579;14613;14627;14662;14688;14718;14782;14832;14877;14905;15010;15055;15122;15200;15275;15341;15378;15424;15487;15521;15609;15688;15723;15748;15797;15849;15887;15957;16052;16112;16157;16249;16316;16416;16486;16608;16709;16776;16861;16936;17015;17123;17221;17330;17415;17500;17702;17830;17989
US Florida;21477737;138887;839989;3910.9753508947;0.8715830126;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-2;-3;-4;-4;-4;-4;-1;-2;-4;-1;-1;0;-2;-2;-3;-3;35;59;72;124;182;223;337;513;793;909;1179;1631;2130;2741;3419;4277;5075;5907;6902;8117;9343;10464;11202;12311;13263;14240;15221;16265;17310;18112;18981;19487;20334;21509;22518;23244;23937;24570;25360;25995;27138;27825;28614;29119;29823;30117;30581;31515;32169;32792;33536;34054;34591;35167;35465;36186;36863;37231;37830;38567;39313;40050;40495;41627;42272;42814;43252;44401;45072;45777;46309;47277;47727;48164;48729;49921;50624;51488;52180;52727;53911;55132;56108;57312;58687;59704;60795;61993;63616;65209;67660;69764;71496;74129;76510;79136;82382;86366;90954;93657;97392;102815;107686;116408;125844;134153;139481;145375;151808;161094;170288;181528;191295;197440;204603;214410;223127;234241;244389;259460;271590;280582;290357;303864;314781;324776;337099;347431;356447;365886;375878;388018;399876;409045;417756;426617;435724;445410;454081;463379;470328;475055;480193;485443;492897;500320;508556;514644;518722;524301;532241;538329;546238;552379;556112;558693;562290;566240;570607;575120;579320;582286;584488;587109;589844;592860;596416;599450;601989;603829;611170;613326;616666;619673;623203;625707;627498;629196;630999;633357;636839;639900;642283;643996;646633;648746;651888;654954;658391;660846;662476;664831;667286;669593;672284;674925;676682;677363;680449;682263;684670;687182;689847;691583;692935;695050;697513;700678;703457;706088;708783;710282;712882;715624;718831;722123;726049;728495;730140;733640;735714;741136;744700;748994;751320;754598;758755;762708;766746;772055;774293;779068;783596;788063;792307;798346;803416;807754;814311;818060;822269;827839;833286;839989
US Georgia;10617423;148959;373125;3514.2708357763;0.8962822752;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;1;-8;-11;-8;-16;-13;-15;-18;-17;-22;-3;19;34;35;58;124;236;306;389;543;697;885;1146;1585;1938;2218;2345;3428;4086;4761;5181;5487;5960;6581;8019;9065;9694;10591;11255;11540;12344;13197;13894;14549;16040;16495;17124;17725;18593;19429;20176;20770;21295;21996;22472;23154;24118;24628;25713;26714;26996;27726;28047;29009;29685;30321;30721;31617;32097;32764;33425;33896;34707;35144;35659;36007;36619;37524;38258;39044;39955;40658;41136;41445;42092;42695;43252;43840;44535;45124;45678;46319;47242;47985;48667;49255;49849;50561;51282;52228;53013;54025;54903;55630;56273;57203;58063;59153;60952;61841;63050;64779;66459;68165;70030;71989;74209;76391;78237;81146;84605;87361;90151;92343;93888;97216;100555;103367;107769;110906;113428;117060;120400;124192;127604;131431;136047;139283;141733;145067;148318;152562;157284;161002;163754;166614;170701;173867;177748;181779;185343;188475;190708;193154;196864;199991;204006;208335;211464;213869;217326;220842;223275;226424;229592;231426;233229;235944;238187;240873;243699;246245;247912;250209;252284;254462;256870;259126;261471;262640;264118;266299;268194;270814;272817;274949;276597;277203;278673;280514;282301;283907;285991;287368;288376;289839;292035;293840;295631;297887;298993;300147;300992;302419;303752;305166;306480;307269;307852;308852;310556;311842;313078;314471;315287;316057;316976;318438;319678;321266;322461;323600;324484;325460;326725;328318;329895;331405;332577;333311;333959;335228;336957;339151;340958;342275;343204;344642;346219;347967;349320;351834;353025;353954;355581;357387;359266;360964;362646;363880;364966;366833;368397;370854;373125
US Guam;162742;543;5812;3571.2968993868;0.8587470449;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;2;3;5;9;10;11;23;25;28;33;41;47;50;51;53;64;72;77;79;88;107;108;116;120;123;125;128;128;128;128;128;128;129;129;129;129;129;129;133;135;136;137;137;139;140;141;142;143;145;145;146;146;146;146;147;147;147;147;148;148;149;151;153;156;158;160;160;161;161;161;163;164;165;167;168;168;169;170;172;173;174;174;174;175;175;175;177;178;179;180;180;181;181;183;188;195;217;218;219;220;226;240;243;245;248;250;254;262;275;281;283;290;296;298;302;304;305;307;307;308;308;308;309;310;310;312;314;322;325;327;332;335;338;341;344;346;349;351;362;363;363;370;384;391;404;405;408;411;427;440;467;492;499;506;548;564;586;691;753;779;804;889;965;1099;1211;1264;1322;1345;1369;1419;1465;1529;1586;1637;1651;1664;1676;1721;1808;1822;1848;1866;1881;1919;1964;1996;2024;2066;2080;2092;2134;2178;2205;2227;2295;2312;2329;2382;2426;2488;2554;2635;2660;2686;2747;2799;2864;2919;2985;3005;3095;3190;3264;3349;3459;3538;3595;3676;3806;3885;3971;4053;4086;4126;4246;4327;4374;4457;4535;4587;4596;4595;4712;4802;4903;4974;5009;5127;5366;5547;5646;5739;5812
US Hawaii;1415872;16635;16294;1150.8102427338;0.904920582;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;7;10;13;15;24;34;44;52;72;85;90;100;112;143;166;195;199;249;276;310;342;361;377;398;423;430;452;472;485;488;501;514;525;537;558;563;567;569;575;579;584;586;589;590;592;596;601;602;603;604;604;608;609;612;613;614;615;617;618;621;621;622;622;623;624;624;626;630;630;631;631;631;631;632;632;632;634;635;636;636;637;638;647;656;658;659;665;668;675;689;705;710;718;722;726;744;770;784;795;797;800;816;831;847;853;880;878;895;904;924;952;975;999;1006;1047;1069;1104;1132;1174;1194;1217;1238;1266;1285;1308;1328;1355;1367;1391;1408;1461;1518;1589;1652;1677;1719;1825;1949;2071;2157;2202;2408;2549;2718;2869;3069;3299;3451;3589;3909;4261;4373;4484;4763;4979;5145;5535;5769;5879;5991;6272;6515;6898;7034;7169;7472;7734;8042;8240;8372;8553;8888;9095;9353;9573;9734;9838;10034;10132;10299;10466;10591;10702;10780;10843;10944;11100;11234;11332;11406;11461;11521;11685;11774;11904;12029;12126;12211;12296;12406;12510;12603;12735;12804;12853;12935;13029;13127;13289;13357;13457;13498;13558;13657;13746;13831;13924;14006;14043;14131;14207;14309;14449;14538;14656;14692;14756;14817;14894;14994;15061;15144;15221;15308;15462;15561;15692;15818;15945;16008;16085;16200;16294
US Idaho;1787065;214045;77384;4330.2286150756;0.8018818068;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3;-2;0;-1;0;0;2;14;21;32;37;37;58;105;165;205;234;283;382;486;628;850;970;1033;1056;1122;1159;1178;1298;1341;1351;1369;1395;1404;1525;1546;1592;1604;1608;1671;1701;1736;1769;1802;1818;1828;1847;1881;1913;1943;1962;1988;2010;2032;2050;2080;2100;2126;2150;2165;2179;2212;2242;2269;2307;2336;2354;2372;2393;2422;2450;2511;2542;2565;2590;2614;2645;2683;2716;2752;2785;2818;2845;2901;2965;3022;3050;3074;3099;3130;3170;3212;3262;3308;3340;3370;3448;3540;3650;3778;3913;4036;4160;4306;4547;4765;5047;5217;5434;5649;6014;6260;6479;6876;7251;7612;7930;8413;8834;9290;9784;10359;10753;11250;11558;12272;12956;13563;14105;14674;15066;15612;16105;16513;17035;17592;17940;18455;18976;19430;19995;20456;20845;21073;21402;21952;22416;23101;23618;24189;24364;24786;25269;25796;26288;26820;27119;27301;27581;27958;28324;28743;28987;29278;29468;29683;30086;30374;30715;30972;31262;31450;31669;31945;32235;32493;32758;33036;33224;33294;33530;33856;34160;34492;34707;34818;35069;35346;35624;36017;36485;36767;37009;37414;37855;38243;38731;39251;39789;39992;40413;40922;41532;42044;42715;43173;43434;43891;44547;45207;45873;46526;47129;47493;48083;48662;49293;49995;51078;51953;52462;53158;54016;54986;55929;56994;58011;58658;59343;60209;61052;61997;63058;63849;64327;65082;66226;67502;68744;70064;71465;72112;73361;74554;76226;77384
US Illinois;12671821;143793;539271;4255.6709094928;0.7648550555;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;3;1;0;0;-3;-5;3;0;-1;-2;-1;-1;20;60;147;265;375;510;775;966;1155;1403;2010;2430;2814;3876;4263;5126;6032;6623;7770;9098;9966;10913;12081;13513;14734;16092;17306;18919;20042;21122;22378;23378;25118;26601;27739;28846;30221;32134;33823;36417;38428;40497;42424;44501;46563;48990;51997;54376;57322;59606;61583;63707;66266;69045;71295;72885;74123;78098;79615;82751;85099;87127;88801;91073;92505;94797;96950;99649;101932;104400;105915;106999;108033;109470;111014;112447;113771;114727;116269;117164;118041;119141;120061;120906;122264;123025;123587;124313;125011;125658;126315;126774;127376;127894;128451;129255;129880;130532;130988;131552;132231;133105;133999;134761;135388;136120;136819;137639;138483;139407;140251;140885;141493;142057;143014;144012;145322;146505;147458;148323;149000;150171;151412;152817;154085;155036;156200;157136;158706;160309;161877;163285;164821;166051;167107;168485;170233;172186;173820;175269;176555;178000;179735;181661;183742;185915;187291;188602;190122;191730;193541;195817;197634;199185;200951;202653;204921;206729;208984;211317;213205;214809;216482;218611;220290;222680;224538;226516;228179;229653;231746;233081;238652;241433;242822;244196;245559;246874;248797;251076;253172;254621;255981;257424;259330;261362;263533;266031;267416;268879;270379;272185;274410;277183;279594;281189;282885;284218;286443;288556;290960;293375;294806;296637;298213;300775;303792;306868;309710;312413;315138;317943;320754;324713;329767;333340;337560;340655;344301;348588;353433;358349;364419;368431;373135;377053;383010;389325;397769;405471;412377;418557;424960;432347;442102;453745;466026;475936;486448;498921;511400;523946;539271
US Indiana;6732219;92789;230971;3430.8301616451;0.7116938901;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-2;-2;-2;-1;-3;-4;-5;-6;-4;-5;-12;-16;-13;-11;-19;-26;-22;-23;10;74;120;192;274;400;681;902;1171;1436;1771;2129;2562;2918;3408;3849;4375;4877;5282;5645;6166;6650;7115;7392;7626;7890;8428;8979;9412;9964;10422;10771;11061;11625;12233;12905;13504;14421;15010;15563;16189;16939;17554;18182;18742;19209;20006;20590;21205;21789;22150;22637;23123;23443;23985;24545;25155;25644;26113;26508;27067;27705;28151;28609;29073;29399;29739;30082;30688;31162;31798;32152;32397;32790;33237;33605;34062;34461;34857;35070;35464;35759;36162;36551;36927;37290;37806;38146;38363;38776;39065;39374;39730;39935;40154;40408;40916;41392;41819;42170;42466;42819;43167;43592;44112;44612;45186;45506;45780;46200;46695;47416;48184;48709;49131;49761;50438;51134;51848;52683;53596;54226;54920;55666;56589;57575;58484;59331;59863;60609;61213;62148;63041;63994;64724;65298;66090;66795;67824;69046;70069;71108;71767;72621;73263;74299;75355;76391;77124;77710;78535;79011;79945;80967;81955;82568;84224;85041;85962;87094;87893;88997;89875;90757;91431;92278;93376;94389;95458;96298;96882;97260;97955;98695;99939;100984;102224;102949;103617;104177;105001;106027;107090;107831;108346;108915;109610;110494;111646;112767;113661;114527;115244;116183;117312;118753;120141;121209;122016;122938;124204;125612;127401;129293;130851;132412;133910;135042;136952;139209;141645;143218;144776;146225;147932;150735;153166;155862;157978;159917;161833;164350;167917;171030;174470;177198;180249;183041;186680;191033;195617;200476;205069;209177;213903;218876;225404;230971
US Iowa;3155070;144669;157283;4985.0874940968;0.7934689389;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;8;12;13;13;14;14;16;16;20;27;34;54;68;80;98;118;150;204;264;295;381;448;496;554;635;712;793;867;965;1055;1174;1281;1398;1469;1583;1763;1847;1979;2162;2338;2718;2971;3434;3529;3693;4202;4840;5211;5597;6087;6537;6827;7548;8295;8818;9348;9739;10016;10653;11032;11227;11505;11914;12434;12798;13171;13527;13797;14117;14404;14788;15040;15590;15912;16295;16648;16965;17079;17730;17934;18283;18594;18900;19042;19347;19382;20126;20471;20795;20982;21301;21548;21859;22243;22633;23012;23221;23345;23464;23744;24136;24555;24775;25241;25328;25648;25970;26458;26943;27264;27739;28028;28250;28689;29431;29645;30254;30559;30860;31227;31701;32422;33161;33821;34244;34696;35010;35445;36275;36855;37035;37847;38284;38586;38894;39726;40358;40746;41270;41621;41837;42326;43079;43616;44003;44517;44860;45053;45653;46347;46844;47252;47753;48027;48277;48739;49253;49837;50685;51315;51606;51828;52162;52880;53865;54574;55110;55465;56114;57041;58579;59760;60532;61502;62104;62685;63408;64272;65354;66378;67026;67410;67853;68209;69103;69826;70395;71176;71556;71949;72736;73668;74839;75681;76297;76950;77487;78508;79650;80608;81489;82176;82530;82991;84099;85128;86036;86943;87568;87922;88379;89300;90544;91567;92640;93712;94161;94677;95702;97024;98240;99387;100243;100776;101248;102403;103823;105056;106685;107815;108555;109387;111143;113052;115237;117783;119982;121381;122437;124674;128626;131377;135068;138349;142716;145430;149682;153291;157283
US Kansas;2913314;211754;113978;3912.3142922459;0.7448520138;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-2;-1;-1;-1;-2;1;2;1;2;3;6;6;21;27;34;42;57;71;88;126;152;206;263;306;359;406;472;536;612;655;745;793;936;994;1051;1151;1219;1256;1302;1369;1459;1575;1659;1715;1850;1888;2067;2335;2625;2899;3016;3170;3330;3574;4070;4277;4574;4857;5072;5282;5556;5962;6316;6565;6761;6928;7095;7263;7470;7678;7826;7975;8123;8220;8317;8522;8726;8812;8896;8982;9040;9097;9286;9476;9572;9670;9766;9845;9923;10031;10139;10223;10307;10391;10471;10551;10667;10783;10905;11027;11149;11279;11409;11595;11782;11916;12051;12185;12437;12688;12971;13254;13555;13854;14155;14423;14691;15154;15617;15942;16269;16594;16952;17310;17798;18285;18764;19244;19723;20154;20584;21095;21607;22061;22515;22969;23352;23736;24233;24729;25081;25433;25785;26130;26475;26942;27410;27764;28117;28471;28889;29306;29763;30219;30581;30942;31304;31707;32110;32776;33442;33868;34295;34721;35077;35432;35903;36375;36889;37402;37916;38679;39442;39990;40537;41050;41565;42078;42716;43354;43989;44624;45188;45750;46314;46551;46789;47271;47754;48256;48760;49262;49727;50192;50890;51587;52142;52698;53253;53878;54503;55166;55829;56505;57182;57858;58384;58911;59581;60252;60780;61308;61836;62418;63000;63916;64832;65517;66201;66886;67517;68148;68987;69826;70524;71224;71922;72645;73369;74216;75064;75874;76685;77495;79163;80830;82377;83925;85271;86615;87961;89425;90889;93556;96223;98181;100139;102097;104909;107722;110850;113978
US Kentucky;4467673;102269;130973;2931.5708647432;0.7625571308;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;-1;-1;-2;1;2;4;4;5;6;7;12;11;9;15;16;17;59;59;65;92;125;158;210;300;342;376;476;558;641;694;773;807;854;978;1161;1502;1567;1635;1755;1835;1985;2056;2189;2274;2456;2707;2789;2917;3090;3187;3481;3601;3766;3835;4054;4213;4380;4547;4671;4780;4879;5451;5558;5743;5897;6047;6163;6279;6453;6675;6816;7026;7257;7440;7627;7722;7817;7820;7956;8100;8268;8431;8593;8638;8688;8965;9202;9541;9673;9892;10185;10455;10763;10856;10944;11171;11345;11399;11642;11889;11988;12087;12264;12423;12616;12869;13042;13160;13246;13539;13755;14005;14239;14424;14607;14718;14989;15197;15429;15718;15968;16223;16481;16845;17242;17561;17979;18425;18689;18944;19504;19953;20352;20870;21444;22419;22670;23309;23788;24387;25167;25992;26306;26826;27343;27937;28590;29347;29913;30372;30690;31367;31899;32398;32932;33705;34101;34369;34898;36043;36776;37380;38009;38385;38758;39351;39960;40650;41278;41904;42533;42902;43571;44217;44943;45713;46520;46972;47331;48111;48909;49792;50576;51356;51663;51952;52200;52853;53635;54555;55261;55788;56120;56830;57590;58179;58931;59901;60333;60703;61513;62294;62924;63824;64787;65239;65684;66587;67564;68432;69427;70689;71300;71832;72852;75224;76075;77060;78041;78885;79520;80263;81571;82734;84030;85312;86118;86755;88041;89482;90765;92204;93919;95377;96290;98047;99890;101683;103595;105561;106981;108006;109682;111297;113535;115743;117878;119051;120775;122837;125509;127827;130973
