Country/Region;Population;Area;Maximum;Per 100,000 inh.;% Confirmed;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27;2020-11-28;2020-11-29;2020-11-30;2020-12-01;2020-12-02;2020-12-03;2020-12-04
Iran;83992949;1628550;778682;927.0802005059;0.7657899266;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2;-2;-4;-5;-8;-12;-16;-19;-26;-34;-43;-54;-66;-77;-90;-102;-106;-117;-151;-176;-196;-215;-184;-126;-18;254;648;1348;1787;2229;3314;4267;4881;5349;6108;6923;7841;8986;10212;11298;12234;13271;14325;15247;16350;17158;18035;19310;20939;23024;25296;28100;31051;33835;36910;39922;42816;45599;48225;50712;53108;55291;57292;59195;60739;62618;64379;65976;67497;69000;70432;71967;73403;74712;76008;77228;78462;79578;80540;81653;82739;83841;84787;85851;86874;87786;88744;89511;90436;91590;92851;94467;95886;97391;98861;100186;101835;103259;105161;106906;108958;110658;112401;114614;116661;118937;121270;123518;125312;127420;129373;131086;133085;135265;138009;140220;142629;145495;148497;151511;154998;157764;159918;162166;164090;166064;167942;170026;172286;174591;176919;179206;181622;184093;186541;189002;191176;193381;195794;198039;200417;202791;205277;207545;209840;212173;214451;216801;219255;221638;223899;226250;228646;231054;233526;235384;237431;239633;241603;243740;246026;248218;250492;252674;254624;256598;258797;261210;263611;266058;268391;270575;272745;274990;277473;279921;282368;284873;287260;289798;292231;294814;297358;299853;302191;304190;306069;308068;310288;312679;315187;317576;319711;321741;323879;326163;328482;330632;332720;334638;336612;338740;340821;342937;344998;346998;348787;350413;351899;353441;355120;356938;358820;360548;362357;364332;366456;368585;370473;372579;374546;376440;378869;381367;384165;386769;389631;392297;395183;398289;401774;405140;408431;411784;414793;417904;421144;424567;427870;431439;434726;437996;441397;444962;448791;452498;456586;460393;463933;467459;471328;475090;479505;483722;487909;491626;495082;498893;503510;508707;513772;519482;524873;530605;536107;542622;548984;556820;564370;571738;578998;586801;595251;603223;611519;619904;628923;637684;647694;657550;668861;679896;691227;702039;714194;726875;739845;752904;765769;778682
Ireland;4937786;68890;67716;1371.3838550314;0.9214189493;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;-1;-1;-1;-1;0;4;3;15;15;15;15;27;34;24;68;93;103;115;152;207;459;563;648;748;951;1119;1329;1556;1834;2095;2281;2545;2829;3003;3363;3743;4033;4384;4677;4979;5305;5780;7075;7865;8568;9545;10320;11357;12039;12715;13472;13948;14333;14701;15296;16204;16755;17115;17804;18181;18389;18756;19106;19315;19643;19963;20225;20422;20677;20802;20949;21156;21388;21523;21627;21770;22188;22311;22397;22460;22545;22593;22656;22727;22836;22904;22960;23015;23044;23108;23138;23171;23223;23284;23354;23357;23401;23428;23448;23468;23485;23490;23495;23505;23511;23520;23561;23568;23585;23598;23603;23616;23628;23633;23638;23641;23649;23653;23662;23670;23691;23692;23715;23725;23729;23740;23746;23756;23774;23777;23784;23788;23802;23825;23847;23864;23873;23905;23918;23932;23964;23984;23993;23999;24035;24051;24058;24073;24097;24108;24119;24156;24168;24253;24291;24334;24387;24433;24478;24527;24596;24693;24867;24935;24991;25024;25061;25152;25218;25414;25480;25535;25721;25769;25898;25977;26130;26191;26338;26423;26582;26671;26796;26937;26976;27025;27238;27326;27417;27511;27742;27879;27981;28286;28370;28563;28771;28928;29183;29389;29746;29995;30217;30463;30728;31123;31310;31633;31859;32177;32494;32736;33164;33550;33910;34320;34759;35222;35819;36180;36690;37108;37716;38215;38825;39832;40644;41466;42269;43347;44527;45519;46765;48047;49076;50334;51492;52543;53321;54163;55181;56119;56804;57469;58328;59087;59478;60023;60766;61053;61477;62036;62520;62833;63371;63633;63861;64214;64596;65056;65476;65851;66303;66617;66984;67393;67716
Israel;8655535;21640;325233;3757.5147001312;0.950692924;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;6;6;7;12;15;15;21;36;46;55;59;84;91;94;100;125;161;234;274;342;348;585;794;1024;1185;1279;2388;2899;3324;3798;4324;4861;5591;6274;6986;7574;7991;8566;9011;9379;9714;10053;10408;10750;11300;11734;12128;12433;12723;13017;13305;13578;13874;14154;14378;14653;14895;15051;15130;15253;15409;15488;15628;15742;15798;15821;15871;15901;15965;16026;16058;16077;16106;16143;16165;16203;16224;16235;16239;16254;16280;16300;16314;16330;16349;16350;16361;16382;16432;16471;16548;16660;16689;16774;16873;16994;17091;17232;17359;17436;17575;17754;17925;18162;18349;18530;18676;18810;19007;19307;19575;19876;20183;20337;20508;20845;21291;21773;22284;22744;23137;23515;24268;25047;26013;27150;28077;28890;29711;30833;32214;33535;35044;36445;37606;38833;40546;42142;44004;45928;47519;48953;49958;51830;53825;55859;57840;59658;60757;61792;63825;65939;67878;69649;70999;71614;72303;74099;75814;77492;79157;80908;81652;82563;84251;86055;87666;89298;90674;91426;92480;94107;95741;97367;98838;100319;101015;101968;103851;105787;107725;109782;111594;112489;113573;115731;117967;121134;123777;126380;127858;130014;133371;136834;140805;144935;148880;151574;154717;159493;164997;169534;174873;180188;183960;186503;190342;197318;204417;212604;220954;226801;230169;231298;236251;245294;252994;260018;262579;265483;271173;275877;280017;283743;286680;287569;289180;292321;294629;296736;298329;299818;300204;301107;302608;303775;304930;305949;306782;307020;307620;308498;309375;310091;310723;311398;311614;312263;313044;313878;314640;315202;315887;316087;316604;317316;317985;318743;319570;320325;320607;321224;322089;322908;323699;324460;325233
Italy;60461826;294140;1286915;2128.4752465134;0.7619665364;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;1;0;-4;-7;-9;-14;-18;-26;-31;-49;-76;-104;-145;-177;-171;-211;-234;-309;-374;-361;-378;-313;-115;-122;-1;111;453;604;1058;1899;3095;3329;4959;6898;8526;11134;13968;16389;19078;22558;27120;32340;38216;43251;47404;52049;56717;62310;67649;73004;77790;81274;84725;88929;93072;97082;101405;105288;108433;110938;114337;118077;121608;125887;129719;132539;135129;137473;140974;144198;147215;150088;152149;154642;157643;160015;162793;164956;167115;168675;170594;172485;174095;175818;177565;178809;179931;180844;182127;183372;184569;185533;186285;186937;188261;189032;189954;190656;191420;192020;192411;193169;193763;194317;194884;195481;195959;196194;196512;197025;197565;198025;198363;198652;198826;199110;199388;199499;199970;200191;200364;200621;200886;201086;201464;201597;201935;202251;202546;202733;203040;203341;203384;203421;203638;203851;203934;204496;204780;205023;205191;205356;205469;205594;205763;205944;206156;206377;206566;206761;206883;207067;207271;207542;207725;207954;208118;208221;208377;208604;208826;209070;209280;209458;209581;209851;210151;210400;210661;210913;211077;211273;211551;211927;212303;212440;212674;212829;213014;213391;213786;214329;214673;215129;215384;215792;216255;216772;217337;217965;218438;218752;219145;219781;220611;221547;222602;223804;224745;225611;226963;228362;229812;231250;232608;233590;234556;235870;237254;238976;240646;241927;243060;244415;245825;247399;248995;250479;251918;252910;254115;255548;257107;258991;260601;262170;263504;264867;266476;268240;270124;271964;273704;275159;276765;278572;281037;283481;286277;288786;290970;293558;297108;301430;306711;312284;317612;322090;327767;334894;343480;353290;363918;375415;384519;395037;409884;425534;444231;463446;484388;501039;522448;546813;573006;603535;634747;664106;685855;713365;743160;777009;814112;853229;885281;909920;944157;976396;1013551;1053626;1090189;1123625;1150305;1181711;1215307;1250490;1286915
Japan;126476461;364555;126075;99.6825804606;0.795993358;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;4;4;7;7;10;14;19;19;19;20;21;21;21;22;22;24;24;25;29;38;48;54;61;73;78;88;105;130;141;150;160;177;199;215;223;235;248;268;301;332;386;430;459;486;543;595;649;680;739;763;778;826;856;893;941;972;1011;1048;1119;1209;1303;1405;1590;1760;1845;2085;2349;2614;2937;3289;3621;3835;4182;4697;5263;5890;6572;7078;7356;7841;8381;8917;9448;10012;10354;10676;11048;11432;11852;12220;12532;12739;12891;13153;13350;13542;13798;14083;14274;14433;14549;14637;14727;14804;14910;14972;15004;15085;15128;15215;15261;15308;15328;15360;15385;15416;15451;15469;15493;15534;15552;15581;15606;15675;15749;15789;15823;15858;15903;15932;15968;16007;16045;16081;16098;16146;16179;16216;16279;16321;16397;16466;16509;16554;16611;16681;16747;16802;16842;16898;16981;17073;17179;17271;17383;17492;17631;17853;18070;18199;18475;18681;18860;19066;19271;19625;20050;20434;20843;21125;21436;22168;22503;23096;23934;24433;24688;25440;26108;27080;27841;28639;29501;30090;31058;32316;34071;35154;36711;38013;38987;40212;41538;43010;44589;46163;47594;48416;49083;50058;51230;52567;53780;54789;55419;56323;57401;58566;59597;60555;61292;61781;62490;63367;64237;65071;65912;66510;66941;67560;68138;68788;69366;69963;70410;70695;71205;71739;72376;73014;73659;74097;74353;74878;75422;75908;76470;77068;77544;77860;78164;78395;78873;79431;80077;80558;80853;81387;81945;82594;83104;83675;84074;84351;84861;85353;85982;86561;87252;87684;87931;88427;88963;89654;90288;90901;91322;91621;92101;92716;93328;94058;94784;95274;95669;96306;97030;97820;98586;99462;100069;100548;101414;102020;103044;104206;105507;106451;107242;108524;110028;111659;113332;115071;116554;117481;119138;121336;123685;126075
Korea, South;51269185;97230;29863;58.2474638518;0.8089665448;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;2;3;4;4;4;4;11;12;15;15;16;19;22;22;22;19;19;18;16;15;15;12;12;2;3;-4;69;162;389;552;780;923;1201;1700;2268;3078;3661;4257;5105;5537;5997;6499;6939;7203;7362;7393;7629;7738;7840;7942;8010;8078;8158;8248;8396;8478;8622;8778;8813;8845;8937;9037;9124;9267;9369;9444;9564;9662;9747;9832;9924;10003;10048;10094;10146;10183;10209;10238;10269;10293;10318;10344;10365;10385;10402;10409;10420;10428;10438;10452;10461;10471;10480;10494;10502;10505;10513;10518;10530;10538;10541;10542;10546;10557;10574;10607;10642;10667;10693;10722;10748;10767;10780;10794;10806;10837;10849;10869;10891;10916;10932;10951;10989;11067;11125;11164;11190;11225;11263;11311;11349;11388;11439;11495;11533;11571;11620;11665;11721;11769;11803;11839;11872;11915;11974;12023;12090;12137;12154;12199;12249;12276;12314;12364;12426;12467;12510;12559;12613;12674;12736;12796;12841;12884;12947;12995;13040;13075;13118;13180;13212;13251;13311;13371;13410;13444;13469;13514;13577;13635;13676;13788;13845;13870;13898;13946;13964;13999;14030;14060;14083;14117;14149;14192;14210;14253;14288;14316;14350;14402;14457;14557;14718;14995;15191;15436;15732;16017;16339;16669;17065;17329;17604;17921;18360;18727;19045;19341;19584;19815;20079;20272;20465;20632;20794;20911;21044;21197;21350;21524;21656;21775;21879;21984;22091;22242;22367;22473;22554;22623;22682;22791;22914;23027;23086;23179;23228;23265;23374;23450;23511;23584;23647;23718;23792;23903;23969;24021;24091;24148;24244;24345;24428;24526;24572;24644;24733;24807;24861;24950;25068;25222;25298;25358;25475;25558;25659;25783;25897;26019;26142;26238;26312;26429;26552;26694;26781;26922;27044;27143;27286;27427;27617;27816;28023;28243;28471;28783;29125;29481;29863
New Zealand;4822233;263310;1994;41.3501379962;0.9595765159;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;4;5;5;5;5;5;5;5;6;7;7;11;19;27;38;51;101;128;154;204;282;366;447;510;584;638;699;788;857;939;1027;1094;1147;1196;1222;1265;1294;1311;1330;1347;1367;1382;1389;1402;1411;1420;1424;1430;1435;1440;1449;1450;1451;1453;1455;1458;1464;1466;1466;1467;1467;1468;1469;1471;1473;1476;1476;1477;1476;1476;1477;1477;1478;1480;1481;1482;1482;1482;1482;1482;1482;1482;1482;1483;1483;1483;1483;1483;1483;1483;1483;1483;1483;1483;1483;1484;1484;1484;1484;1484;1484;1484;1485;1485;1486;1487;1489;1491;1493;1494;1497;1498;1500;1504;1506;1507;1507;1508;1509;1510;1511;1512;1514;1515;1518;1520;1521;1522;1523;1523;1525;1526;1527;1528;1531;1532;1533;1533;1534;1534;1534;1535;1535;1535;1537;1538;1539;1540;1543;1545;1546;1547;1547;1547;1548;1548;1548;1548;1558;1567;1580;1587;1600;1609;1621;1627;1632;1643;1647;1650;1659;1666;1671;1678;1690;1703;1705;1714;1728;1732;1734;1739;1742;1747;1751;1757;1763;1767;1768;1770;1772;1773;1776;1777;1784;1785;1786;1790;1793;1796;1799;1802;1804;1806;1808;1809;1810;1811;1823;1824;1824;1829;1830;1833;1836;1839;1841;1845;1846;1847;1847;1849;1851;1855;1858;1861;1862;1862;1887;1889;1898;1909;1910;1915;1916;1918;1924;1925;1932;1934;1938;1943;1946;1948;1949;1951;1957;1961;1962;1963;1966;1970;1973;1976;1978;1980;1983;1985;1988;1994
Norway;5421241;365268;31660;583.9991249236;0.8375439803;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;12;16;22;29;50;80;101;140;169;195;388;584;688;977;1067;1196;1301;1424;1506;1696;1855;2056;2314;2545;2774;2983;3261;3642;3896;4156;4311;4502;4713;4995;5209;5386;5522;5684;5904;5962;6017;6115;6208;6322;6398;6417;6533;6686;6726;6825;6865;6942;6976;7122;7184;7245;7280;7305;7375;7432;7481;7506;7551;7576;7614;7671;7721;7762;7799;7835;7864;7870;7896;7921;7939;7960;7983;8001;8012;8020;8030;8043;8071;8094;8107;8113;8125;8143;8160;8169;8180;8195;8197;8203;8212;8234;8260;8277;8285;8300;8313;8327;8345;8359;8371;8378;8381;8397;8410;8441;8457;8475;8491;8493;8499;8520;8536;8558;8580;8593;8602;8609;8626;8642;8648;8666;8671;8675;8681;8692;8695;8710;8719;8722;8725;8728;8745;8755;8759;8769;8772;8775;8778;8797;8803;8829;8836;8854;8860;8875;8893;8915;8951;8979;8992;9006;9072;9100;9146;9204;9287;9335;9374;9420;9487;9519;9587;9644;9701;9741;9795;9846;9897;9932;10010;10034;10058;10130;10189;10239;10277;10317;10346;10378;10516;10605;10768;10854;10964;11028;11120;11252;11354;11476;11597;11732;11807;11881;12002;12119;12223;12369;12494;12583;12622;12730;12878;13001;13130;13269;13351;13422;13512;13638;13749;13871;14006;14084;14178;14326;14505;14734;14942;15109;15186;15244;15359;15513;15672;15856;15990;16087;16174;16320;16489;16680;16950;17247;17463;17622;18054;18377;18779;19273;19768;20036;20339;21042;21658;22278;22924;23529;23935;24423;25014;25573;26195;26906;27588;28105;28663;29222;29780;30419;31088;31660
Portugal;10196709;91590;244695;2399.7448588559;0.7828912216;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;5;7;8;16;7;8;16;26;36;69;126;191;288;430;576;774;1014;1305;1749;2017;2615;3135;3833;4700;5458;5873;6876;7652;8405;9229;9837;10564;10995;11680;12356;13136;14618;15107;15682;16006;16500;17118;17852;18015;18662;19163;19800;20305;20893;21248;21683;22266;22729;22883;23159;23330;23861;24161;24206;24248;24293;24455;24919;25438;25979;26104;26265;26349;26571;26776;26950;27200;27414;27626;27785;27996;28213;28457;28735;28997;29144;29303;29515;29795;30092;30441;30691;30983;31180;31373;31738;32068;32442;32823;33163;33351;33766;34057;34361;34625;34902;35126;35468;35760;36093;36502;36866;37236;37519;37772;38108;38473;38771;39220;39535;39986;40250;40473;40778;41103;41474;41885;42208;42438;42719;43157;43572;43967;44505;44795;45099;45329;45701;46038;46342;46653;46898;47032;47159;47410;47636;47946;48205;48408;48540;48649;48849;49098;49300;49535;49685;49790;49897;50062;50273;50559;50743;50872;51024;51140;51416;51739;51968;52163;52283;52412;52624;52874;53163;53378;53614;53757;53877;54066;54425;54821;55219;55588;55901;56141;56368;56755;57163;57563;58044;58346;58587;58970;59613;60195;60877;61366;62030;62639;63058;63655;64419;65193;66030;66572;67182;67631;68425;69106;69993;70872;71524;71935;72607;73425;74268;75135;76085;76970;77687;78099;79027;80289;81652;83277;84348;85570;86750;88798;90866;93434;95548;97367;99270;101101;103577;106801;109648;113261;115790;118174;121411;125289;129435;134022;137974;140960;143375;145890;153308;157649;163138;169716;175427;179449;183181;188045;193802;200388;206903;212874;221167;225547;231370;238285;244695
Russia;145934462;16376870;1981295;1357.6608107823;0.8317737274;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;12;12;16;16;19;17;25;41;55;55;81;97;123;169;219;263;322;391;437;595;764;942;1158;1404;1688;2167;2579;3316;3876;4418;5028;5938;7041;8159;9576;11302;12903;15023;17534;20235;23518;26865;30839;35571;41573;45765;51312;56462;61148;66899;72761;79034;85138;91442;97187;104193;112013;121517;132056;142546;152533;162957;174061;184610;195288;206147;217711;228436;238303;248103;258469;267488;277059;285829;294910;303497;312178;320928;330165;338630;347464;356208;364330;372529;380918;389756;398905;407247;415912;424247;432888;441425;450110;458972;467847;476281;484520;493206;501991;510500;519207;527332;535419;543028;550653;558448;566151;573734;581185;588400;595393;602322;608936;615591;622245;628824;635332;641726;648311;654835;661336;667960;674444;680654;687023;693367;699837;706277;712787;719213;725304;731547;737834;744062;750181;756207;762029;767713;773425;779141;784801;790505;796170;801707;806957;812278;817640;822994;828305;833624;838934;843926;848997;854129;859230;864295;869377;874393;879167;884107;889004;893912;898831;903674;908430;913026;917701;922354;927073;931824;936560;941198;945716;950217;954765;959421;964147;968953;973829;978349;983112;987927;992859;997861;1002879;1007914;1012779;1017806;1022969;1028284;1033523;1038785;1044139;1049417;1054855;1060356;1065974;1071762;1077698;1083673;1089598;1095732;1102037;1108951;1116178;1123802;1131705;1139594;1147730;1156284;1165348;1174806;1185000;1195591;1206804;1217472;1228531;1240219;1252598;1265812;1279001;1292374;1306072;1319269;1333855;1348233;1362798;1378403;1394164;1409223;1424638;1441346;1457250;1473360;1490254;1506243;1521702;1538691;1556277;1573731;1591763;1609481;1627477;1646511;1665170;1685083;1704730;1724582;1745805;1766087;1785172;1805990;1827220;1849160;1871022;1893220;1914862;1934999;1957793;1981295
Singapore;5850342;700;58114;993.3436370045;0.9978022733;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;4;5;7;7;10;13;16;18;18;24;28;28;30;33;40;45;47;50;58;67;72;75;77;81;84;85;85;87;89;90;91;93;96;99;102;106;108;110;114;117;130;136;148;153;158;176;187;198;210;223;240;263;310;341;380;426;449;503;552;625;677;725;794;836;870;916;990;1039;1103;1178;1298;1364;1470;1611;1898;2096;2287;2520;2904;3238;3685;4412;5034;5975;6570;7996;9107;10121;11158;12055;12673;13604;14402;14930;15620;16148;17080;17526;18183;18756;19388;20176;20916;21684;22437;23313;23799;24648;25323;26075;26868;27333;28015;28319;28770;29340;29788;30402;31043;31591;31935;32318;32851;33224;33835;34340;34858;35266;35810;36379;36896;37157;37501;37884;38270;38488;38939;39361;39824;40171;40578;40792;40943;41190;41447;41589;41807;42069;42287;42406;42597;42710;42929;43220;43433;43635;43880;44095;44283;44452;44637;44773;44956;45113;45271;45396;45587;45756;45934;46256;46603;46851;47099;47426;47628;47885;48008;48407;48717;49071;49348;49861;50342;50811;51170;51504;51782;52178;52485;52798;53024;53319;54227;54528;54770;54902;55077;55265;55326;55368;55470;55553;55634;55720;55811;55911;56004;56072;56189;56239;56326;56377;56408;56468;56545;56639;56690;56744;56785;56825;56833;56881;56921;56955;56995;57017;57064;57139;57202;57288;57330;57379;57427;57461;57487;57505;57516;57531;57549;57579;57600;57612;57627;57638;57658;57673;57687;57714;57737;57756;57766;57772;57784;57791;57802;57812;57821;57831;57838;57848;57852;57856;57861;57864;57873;57876;57883;57887;57893;57905;57913;57923;57937;57942;57945;57952;57959;57966;57975;57987;57991;57992;58001;58008;58015;58019;58026;58028;58036;58045;58063;58074;58086;58087;58090;58095;58101;58106;58110;58114
Spain;46754778;498800;1510478;3230.6388023059;0.8966139494;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;0;-1;-3;-8;-15;-26;-29;-41;-40;-101;-150;-205;-222;-368;-401;-571;-643;-875;-1099;-1238;-1113;-1370;-610;94;409;995;2226;3284;4523;7615;9212;13427;16127;21795;25840;34723;42339;49638;56629;62901;70200;77867;85410;92750;99197;106125;111193;115823;120660;126503;131065;135749;140125;143641;146578;148719;153369;160405;166017;166626;173410;174782;178565;182532;186954;186784;186663;186579;186515;186398;186272;186114;187757;189019;189830;190302;191551;192437;193507;194229;194900;195598;198683;199277;199937;200786;201428;201943;202396;202850;203280;203798;204279;206066;206531;207013;207256;207499;208322;209145;209802;210466;210716;210875;211168;211562;211895;212213;212544;212784;212950;213198;213512;213938;214440;214835;215158;215338;215557;215911;216496;216802;217165;217498;217730;217977;218311;218710;219129;219692;219993;220192;220493;220880;221324;221765;222180;222593;223008;223348;223730;224273;225124;225806;226486;227168;227833;228708;230068;231468;232994;234521;236047;237405;238761;241376;243630;245750;247870;249990;251817;253848;256636;259728;262571;265415;268258;274018;276970;281042;285524;288386;291246;294108;297688;300813;308338;313802;319197;324593;329988;335044;341673;348672;356636;363064;369492;375920;382959;390221;399808;409539;417362;425187;433010;440969;449311;458108;468494;477291;486089;494886;503609;512345;523025;535094;544169;553244;562319;571566;582569;593678;607954;618384;628813;639243;649781;660994;671521;683552;694082;704612;715142;725523;735775;745054;756157;763912;771665;779420;791200;801535;813803;826360;835552;844745;853937;860788;872590;885735;900682;913186;925688;938192;951827;967177;987795;1007299;1024524;1041750;1058975;1077013;1096398;1119622;1144909;1163088;1181265;1199444;1217678;1242369;1264025;1286213;1303504;1320796;1338087;1355796;1373672;1392846;1413923;1426547;1439171;1451795;1464512;1479557;1495536;1510478
