Country/Region;Population;Area;Maximum;Per 100,000 inh.;Blank 3;Blank 4;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21;2020-04-22;2020-04-23;2020-04-24;2020-04-25;2020-04-26;2020-04-27;2020-04-28;2020-04-29;2020-04-30;2020-05-01;2020-05-02;2020-05-03;2020-05-04;2020-05-05;2020-05-06;2020-05-07;2020-05-08;2020-05-09;2020-05-10;2020-05-11;2020-05-12;2020-05-13;2020-05-14;2020-05-15;2020-05-16;2020-05-17;2020-05-18;2020-05-19;2020-05-20;2020-05-21;2020-05-22;2020-05-23;2020-05-24;2020-05-25;2020-05-26;2020-05-27;2020-05-28;2020-05-29;2020-05-30;2020-05-31;2020-06-01;2020-06-02;2020-06-03;2020-06-04;2020-06-05;2020-06-06;2020-06-07;2020-06-08;2020-06-09;2020-06-10;2020-06-11;2020-06-12;2020-06-13;2020-06-14;2020-06-15;2020-06-16;2020-06-17;2020-06-18;2020-06-19;2020-06-20;2020-06-21;2020-06-22;2020-06-23;2020-06-24;2020-06-25;2020-06-26;2020-06-27;2020-06-28;2020-06-29;2020-06-30;2020-07-01;2020-07-02;2020-07-03;2020-07-04;2020-07-05;2020-07-06;2020-07-07;2020-07-08;2020-07-09;2020-07-10;2020-07-11;2020-07-12;2020-07-13;2020-07-14;2020-07-15;2020-07-16;2020-07-17;2020-07-18;2020-07-19;2020-07-20;2020-07-21;2020-07-22;2020-07-23;2020-07-24;2020-07-25;2020-07-26;2020-07-27;2020-07-28;2020-07-29;2020-07-30;2020-07-31;2020-08-01;2020-08-02;2020-08-03;2020-08-04;2020-08-05;2020-08-06;2020-08-07;2020-08-08;2020-08-09;2020-08-10;2020-08-11;2020-08-12;2020-08-13;2020-08-14;2020-08-15;2020-08-16;2020-08-17;2020-08-18;2020-08-19;2020-08-20;2020-08-21;2020-08-22;2020-08-23;2020-08-24;2020-08-25;2020-08-26;2020-08-27;2020-08-28;2020-08-29;2020-08-30;2020-08-31;2020-09-01;2020-09-02;2020-09-03;2020-09-04;2020-09-05;2020-09-06;2020-09-07;2020-09-08;2020-09-09;2020-09-10;2020-09-11;2020-09-12;2020-09-13;2020-09-14;2020-09-15;2020-09-16;2020-09-17;2020-09-18;2020-09-19;2020-09-20;2020-09-21;2020-09-22;2020-09-23;2020-09-24;2020-09-25;2020-09-26;2020-09-27;2020-09-28;2020-09-29;2020-09-30;2020-10-01;2020-10-02;2020-10-03;2020-10-04;2020-10-05;2020-10-06;2020-10-07;2020-10-08;2020-10-09;2020-10-10;2020-10-11;2020-10-12;2020-10-13;2020-10-14;2020-10-15;2020-10-16;2020-10-17;2020-10-18;2020-10-19;2020-10-20;2020-10-21;2020-10-22;2020-10-23;2020-10-24;2020-10-25;2020-10-26;2020-10-27;2020-10-28;2020-10-29;2020-10-30;2020-10-31;2020-11-01;2020-11-02;2020-11-03;2020-11-04;2020-11-05;2020-11-06;2020-11-07;2020-11-08;2020-11-09;2020-11-10;2020-11-11;2020-11-12;2020-11-13;2020-11-14;2020-11-15;2020-11-16;2020-11-17;2020-11-18;2020-11-19;2020-11-20;2020-11-21;2020-11-22;2020-11-23;2020-11-24;2020-11-25;2020-11-26;2020-11-27;2020-11-28;2020-11-29;2020-11-30;2020-12-01;2020-12-02;2020-12-03;2020-12-04
Iran;83992949;1628550;1016835;1210.6194771183;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;18;28;43;61;95;139;245;388;593;978;1501;2336;2922;3513;4747;5823;6566;7161;8042;9000;10075;11364;12729;13938;14991;16169;17361;18407;19644;20610;21638;23049;24811;27017;29406;32332;35408;38309;41495;44605;47593;50468;53183;55743;58226;60500;62589;64586;66220;68192;70029;71686;73303;74877;76389;77995;79494;80868;82211;83505;84802;85996;87026;88194;89328;90481;91472;92584;93657;94640;95646;96448;97424;98647;99970;101650;103135;104691;106220;107603;109286;110767;112725;114533;116635;118392;120198;122492;124603;126949;129341;131652;133521;135701;137724;139511;141591;143849;146668;148950;151466;154445;157562;160696;164270;167156;169425;171789;173832;175927;177938;180156;182525;184955;187427;189876;192439;195051;197647;200262;202584;204952;207525;209970;212501;215096;217724;220180;222669;225205;227662;230211;232863;235429;237878;240438;243051;245688;248379;250458;252720;255117;257303;259652;262173;264561;267061;269440;271606;273788;276202;278827;281413;284034;286523;288839;291172;293606;296273;298909;301530;304204;306752;309437;312035;314786;317483;320117;322567;324692;326712;328844;331189;333699;336324;338825;341070;343203;345450;347835;350279;352558;354764;356792;358905;361150;363363;365606;367796;369911;371816;373570;375212;376894;378752;380746;382772;384666;386658;388810;391112;393425;395488;397801;399940;402029;404648;407353;410334;413149;416198;419043;422140;425481;429193;432798;436319;439882;443086;446448;449960;453637;457219;461044;464596;468119;471772;475674;479825;483844;488236;492378;496253;500075;504281;508389;513219;517835;522387;526490;530380;534631;539670;545286;550757;556891;562705;568896;574856;581824;588648;596941;604952;612772;620491;628780;637712;646164;654936;663800;673250;682486;692949;703288;715068;726585;738322;749525;762068;775121;788473;801894;815117;828377;841308;854361;866821;880542;894385;908346;922397;935799;948749;962070;975951;989572;1003494;1016835
Ireland;4937786;68890;73491;1488.339105826;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;2;6;6;18;18;19;21;34;43;43;90;129;149;169;223;292;557;683;785;906;1125;1329;1564;1819;2121;2415;2615;2910;3235;3447;3849;4273;4604;4994;5364;5709;6074;6574;8089;8928;9655;10647;11479;12547;13271;13980;14758;15251;15652;16040;16671;17607;18184;18561;19262;19648;19877;20253;20612;20833;21176;21506;21772;21983;22248;22385;22541;22760;22996;23135;23242;23401;23827;23956;24048;24112;24200;24251;24315;24391;24506;24582;24639;24698;24735;24803;24841;24876;24929;24990;25062;25066;25111;25142;25163;25183;25201;25207;25215;25231;25238;25250;25295;25303;25321;25334;25341;25355;25368;25374;25379;25383;25391;25396;25405;25414;25437;25439;25462;25473;25477;25489;25498;25509;25527;25531;25538;25542;25565;25589;25611;25628;25638;25670;25683;25698;25730;25750;25760;25766;25802;25819;25826;25845;25869;25881;25892;25929;25942;26027;26065;26109;26162;26208;26253;26303;26372;26470;26644;26712;26768;26801;26838;26929;26995;27191;27257;27313;27499;27547;27676;27755;27908;27969;28116;28201;28363;28453;28578;28720;28760;28811;29025;29114;29206;29303;29534;29672;29774;30080;30164;30360;30571;30730;30985;31192;31549;31799;32023;32271;32538;32933;33121;33444;33675;33994;34315;34560;34990;35377;35740;36155;36597;37063;37668;38032;38549;38973;39584;40086;40703;41714;42528;43351;44159;45243;46429;47427;48678;49962;50993;52256;53422;54476;55261;56108;57128;58067;58767;59434;60297;61059;61456;62002;62750;63048;63483;64046;64538;64855;65394;65659;65889;66247;66632;67099;67526;67903;68356;68686;69058;69473;69802;70143;70461;70711;70930;71187;71494;71699;71942;72241;72544;72798;73066;73228;73491
Israel;8655535;21640;342101;3952.3957791171;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;2;3;6;6;7;12;15;15;21;37;47;56;60;88;96;104;112;138;177;251;295;371;386;628;843;1080;1249;1351;2468;2988;3421;3901;4433;4979;5717;6413;7132;7729;8157;8740;9191;9568;9906;10249;10607;10952;11504;11942;12341;12652;12948;13246;13537;13813;14112;14394;14619;14895;15143;15302;15385;15513;15672;15754;15896;16012;16069;16096;16149;16181;16246;16307;16340;16359;16388;16427;16450;16489;16511;16523;16528;16543;16570;16592;16607;16624;16643;16648;16661;16683;16733;16773;16850;16963;16992;17079;17179;17300;17397;17539;17666;17744;17884;18063;18236;18476;18667;18851;19000;19136;19334;19634;19905;20207;20517;20676;20849;21194;21645;22132;22648;23112;23510;23895;24652;25438;26410;27556;28495;29316;30147;31281;32671;33998;35523;36932;38100;39338;41058;42662;44539;46478;48083;49531;50547;52434;54440;56484;58474;60304;61416;62458;64506;66631;68585;70372;71734;72359;73067;74867;76596;78286;79963;81727;82481;83405;85109;86932;88554;90197;91585;92342;93410;95060;96709;98349;99836;101329;102040;103005;104905;106861;108814;110885;112717;113627;114728;116906;119158;122351;125012;127635;129140;131317;134705;138194;142190;146351;150326;153045;156220;161025;166564;171138;176523;181863;185672;188251;192117;199138;206263;214497;222887;228769;232183;233342;238333;247411;255142;262200;264793;267730;273451;278175;282340;286095;289058;289974;291620;294789;297125;299242;300854;302354;302765;303687;305204;306397;307569;308601;309450;309696;310303;311187;312074;312797;313441;314121;314349;315007;315795;316641;317410;317980;318671;318883;319417;320136;320811;321574;322410;323171;323463;324088;324961;325790;326585;327355;328129;328551;329316;330275;331132;332211;333296;334328;334908;335933;337191;338389;339968;341406;342101
Italy;60461826;294140;1688939;2793.3972751666;;;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;20;62;155;229;322;453;655;888;1128;1694;2036;2502;3089;3858;4636;5883;7375;9172;10149;12462;15113;17660;21157;24747;27980;31506;35713;41035;47021;53578;59138;63927;69176;74386;80589;86498;92472;97689;101739;105792;110574;115242;119827;124632;128948;132547;135586;139422;143626;147577;152271;156363;159516;162488;165155;168941;172434;175925;178972;181228;183957;187327;189973;192994;195351;197675;199414;201505;203591;205463;207428;209328;210717;211938;213013;214457;215858;217185;218268;219070;219814;221216;222104;223096;223885;224760;225435;225886;226699;227364;228006;228658;229327;229858;230158;230555;231139;231732;232248;232664;232997;233197;233515;233836;234013;234531;234801;234998;235278;235561;235763;236142;236305;236651;236989;237290;237500;237828;238159;238217;238275;238499;238720;238833;239410;239706;239961;240136;240310;240436;240578;240760;240961;241184;241419;241611;241819;241956;242149;242363;242639;242827;243061;243230;243344;243506;243736;243967;244216;244434;244624;244752;245032;245338;245590;245864;246118;246286;246488;246776;247158;247537;247832;248070;248229;248419;248803;249204;249756;250103;250566;250825;251237;251713;252235;252809;253438;253915;254235;254636;255278;256118;257065;258136;259345;260298;261174;262540;263949;265409;266853;268218;269214;270189;271515;272912;274644;276338;277634;278784;280153;281583;283180;284796;286297;287753;288761;289990;291442;293025;294932;296569;298156;299506;300897;302537;304323;306235;308104;309870;311364;313011;314861;317409;319908;322751;325329;327586;330263;333940;338398;343770;349494;354950;359569;365467;372799;381602;391611;402536;414241;423578;434449;449648;465726;484869;504509;525782;542789;564778;589766;616595;647674;679430;709335;731588;759829;790377;824879;862681;902490;935104;960373;995463;1028424;1066401;1107303;1144552;1178529;1205881;1238072;1272352;1308528;1345767;1380531;1408868;1431795;1455022;1480874;1509875;1538217;1564532;1585178;1601554;1620901;1641610;1664829;1688939
Japan;126476461;364555;158387;125.2304173818;;;;2;2;2;2;4;4;7;7;11;15;20;20;20;22;23;23;23;24;24;26;27;28;33;43;54;60;67;79;85;95;112;137;149;160;173;192;218;236;245;259;278;298;333;365;420;466;499;527;585;640;696;733;795;826;843;893;928;968;1022;1059;1104;1144;1217;1314;1416;1530;1728;1907;2001;2255;2535;2818;3154;3525;3876;4110;4485;5020;5614;6250;6951;7473;7773;8277;8835;9398;9958;10548;10914;11258;11641;12037;12469;12854;13186;13405;13576;13860;14076;14284;14558;14861;15061;15229;15354;15455;15553;15640;15755;15824;15861;15948;15998;16096;16148;16202;16226;16259;16287;16321;16362;16385;16410;16451;16472;16502;16528;16598;16673;16716;16751;16787;16837;16867;16911;16958;17000;17039;17060;17111;17146;17187;17250;17293;17369;17439;17484;17530;17588;17658;17725;17780;17820;17879;17963;18055;18162;18254;18366;18476;18615;18838;19055;19185;19461;19668;19848;20055;20261;20617;21044;21430;21841;22125;22437;23172;23510;24104;24946;25446;25706;26463;27136;28114;28883;29684;30548;31142;32116;33382;35144;36234;37804;39116;40099;41347;42686;44167;45764;47342;48782;49617;50302;51288;52471;53818;55051;56074;56717;57636;58728;59900;60949;61916;62658;63158;63888;64779;65653;66499;67353;67958;68396;69023;69619;70278;70866;71467;71918;72213;72724;73264;73916;74558;75206;75646;75914;76446;76997;77488;78061;78662;79142;79462;79773;80009;80490;81054;81703;82186;82484;83022;83591;84244;84768;85345;85746;86027;86540;87039;87679;88267;88962;89400;89652;90153;90694;91402;92044;92670;93098;93408;93895;94515;95134;95868;96599;97095;97503;98146;98877;99674;100450;101327;101943;102431;103309;103928;104964;106136;107439;108394;109191;110487;112011;113655;115360;117113;118611;119557;121247;123477;125859;128285;130871;133034;134554;135786;137735;140225;142778;145457;147515;148962;150976;153432;155938;158387
Korea, South;51269185;97230;36915;72.0023148408;;;;1;1;2;2;3;4;4;4;4;11;12;15;15;16;19;23;24;24;25;27;28;28;28;28;28;29;30;31;31;104;204;433;602;833;977;1261;1766;2337;3150;3736;4335;5186;5621;6088;6593;7041;7314;7478;7513;7755;7869;7979;8086;8162;8236;8320;8413;8565;8652;8799;8961;8999;9037;9137;9241;9332;9478;9583;9661;9786;9887;9976;10062;10156;10237;10284;10331;10384;10423;10450;10480;10512;10537;10564;10591;10613;10635;10653;10661;10674;10683;10694;10708;10718;10728;10738;10752;10761;10765;10774;10780;10793;10801;10804;10806;10810;10822;10840;10874;10909;10936;10962;10991;11018;11037;11050;11065;11078;11110;11122;11142;11165;11190;11206;11225;11265;11344;11402;11441;11468;11503;11541;11590;11629;11668;11719;11776;11814;11852;11902;11947;12003;12051;12085;12121;12155;12198;12257;12306;12373;12421;12438;12484;12535;12563;12602;12653;12715;12757;12800;12850;12904;12967;13030;13091;13137;13181;13244;13293;13338;13373;13417;13479;13512;13551;13612;13672;13711;13745;13771;13816;13879;13938;13979;14092;14150;14175;14203;14251;14269;14305;14336;14366;14389;14423;14456;14499;14519;14562;14598;14626;14660;14714;14770;14873;15039;15318;15515;15761;16058;16346;16670;17002;17399;17665;17945;18265;18706;19077;19400;19699;19947;20182;20449;20644;20842;21010;21177;21296;21432;21588;21743;21919;22055;22176;22285;22391;22504;22657;22783;22893;22975;23045;23106;23216;23341;23455;23516;23611;23661;23699;23812;23889;23952;24027;24091;24164;24239;24353;24422;24476;24548;24606;24703;24805;24889;24988;25035;25108;25199;25275;25333;25424;25543;25698;25775;25836;25955;26043;26146;26271;26385;26511;26635;26732;26807;26925;27050;27195;27284;27427;27553;27653;27799;27942;28133;28338;28546;28769;28998;29311;29654;30017;30403;30733;31004;31353;31735;32318;32887;33375;33824;34201;34652;35163;35703;36332;36915
New Zealand;4822233;263310;2078;43.0920695868;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;3;3;4;5;5;5;5;5;5;5;6;8;8;12;20;28;39;52;102;129;155;205;283;368;451;514;589;647;708;797;868;950;1039;1106;1160;1210;1239;1283;1312;1330;1349;1366;1386;1401;1409;1422;1431;1440;1445;1451;1456;1461;1470;1471;1472;1474;1476;1479;1485;1487;1487;1488;1488;1489;1490;1492;1494;1497;1497;1498;1498;1498;1499;1499;1500;1502;1503;1504;1504;1504;1504;1504;1504;1504;1504;1505;1505;1505;1505;1505;1505;1505;1505;1505;1505;1505;1505;1506;1506;1506;1506;1506;1506;1506;1507;1507;1508;1509;1511;1513;1515;1516;1519;1520;1522;1526;1528;1529;1529;1530;1531;1532;1533;1534;1536;1537;1540;1542;1543;1544;1545;1545;1547;1548;1549;1550;1553;1554;1555;1555;1556;1556;1556;1557;1557;1557;1559;1560;1561;1562;1565;1567;1568;1569;1569;1569;1570;1570;1570;1570;1580;1589;1602;1609;1622;1631;1643;1649;1654;1665;1671;1674;1683;1690;1695;1702;1714;1727;1729;1738;1752;1757;1759;1764;1767;1772;1776;1782;1788;1792;1793;1795;1797;1798;1801;1802;1809;1810;1811;1815;1818;1821;1824;1827;1829;1831;1833;1834;1835;1836;1848;1849;1849;1854;1855;1858;1861;1864;1866;1870;1871;1872;1872;1874;1876;1880;1883;1886;1887;1887;1912;1914;1923;1934;1935;1940;1941;1943;1949;1950;1957;1959;1963;1968;1971;1973;1974;1976;1982;1986;1987;1988;1991;1995;1998;2001;2003;2005;2008;2010;2013;2019;2028;2030;2031;2039;2040;2047;2050;2053;2056;2059;2060;2069;2074;2078
Norway;5421241;365268;37801;697.2757713594;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;6;15;19;25;32;56;87;108;147;176;205;400;598;702;996;1090;1221;1333;1463;1550;1746;1914;2118;2385;2621;2863;3084;3369;3755;4015;4284;4445;4641;4863;5147;5370;5550;5687;5865;6086;6149;6211;6314;6409;6525;6603;6623;6740;6896;6937;7036;7078;7156;7191;7338;7401;7463;7499;7527;7599;7660;7710;7738;7783;7809;7847;7904;7955;7996;8034;8070;8099;8105;8132;8157;8175;8196;8219;8237;8249;8257;8267;8281;8309;8332;8346;8352;8364;8383;8401;8411;8422;8437;8440;8446;8455;8477;8504;8522;8531;8547;8561;8576;8594;8608;8620;8628;8631;8647;8660;8692;8708;8726;8742;8745;8751;8772;8788;8810;8832;8846;8855;8862;8879;8896;8902;8921;8926;8930;8936;8947;8950;8965;8974;8977;8981;8984;9001;9011;9015;9025;9028;9031;9034;9053;9059;9085;9092;9111;9117;9132;9150;9172;9208;9240;9253;9268;9334;9362;9409;9468;9551;9599;9638;9684;9751;9783;9851;9908;9965;10005;10060;10111;10162;10197;10275;10299;10323;10395;10454;10504;10542;10582;10611;10643;10782;10871;11034;11120;11231;11296;11388;11521;11623;11746;11867;12003;12079;12154;12276;12393;12498;12644;12769;12858;12897;13005;13153;13277;13406;13545;13627;13698;13788;13915;14027;14149;14284;14362;14457;14605;14784;15013;15221;15388;15466;15524;15639;15793;15953;16137;16272;16369;16457;16603;16772;16964;17234;17532;17749;17909;18342;18666;19069;19564;20062;20331;20635;21339;21956;22578;23229;23835;24243;24732;25325;25887;26511;27228;27916;28434;28994;29554;30114;30770;31441;32014;32352;32765;33183;33717;34268;34748;35193;35546;35828;36150;36591;36969;37371;37801
Portugal;10196709;91590;312553;3065.2340868019;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;5;8;13;20;30;30;41;59;86;112;169;245;331;448;617;785;1020;1280;1600;2060;2362;2995;3544;4268;5170;5962;6408;7443;8251;9034;9886;10524;11278;11730;12442;13141;13956;15472;15987;16585;16934;17448;18091;18841;19022;19685;20206;20863;21379;21982;22353;22797;23392;23864;24027;24322;24505;25045;25351;25409;25466;25524;25702;26182;26715;27268;27406;27581;27679;27913;28132;28319;28583;28810;29036;29209;29432;29660;29912;30200;30471;30623;30788;31007;31292;31596;31946;32203;32500;32700;32895;33261;33592;33969;34351;34693;34885;35306;35600;35910;36180;36463;36690;37036;37336;37672;38089;38464;38841;39133;39392;39737;40104;40415;40866;41189;41646;41912;42141;42454;42782;43156;43569;43897;44129;44416;44859;45277;45679;46221;46512;46818;47051;47426;47765;48077;48390;48636;48771;48898;49150;49379;49692;49955;50164;50299;50410;50613;50868;51072;51310;51463;51569;51681;51848;52061;52351;52537;52668;52825;52945;53223;53548;53783;53981;54102;54234;54448;54701;54992;55211;55452;55597;55720;55912;56274;56673;57074;57448;57768;58012;58243;58633;59051;59457;59943;60258;60507;60895;61541;62126;62813;63310;63983;64596;65021;65626;66396;67176;68025;68577;69200;69663;70465;71156;72055;72939;73604;74029;74717;75542;76396;77284;78247;79151;79885;80312;81256;82534;83928;85574;86664;87913;89121;91193;93294;95902;98055;99911;101860;103736;106271;109541;112440;116109;118686;121133;124432;128392;132616;137272;141279;144341;146847;149443;156940;161350;166900;173540;179324;183420;187237;192172;198011;204664;211266;217301;225672;230124;236015;243009;249498;255970;260758;264802;268721;274011;280394;285838;290706;294799;298061;300462;303846;307618;312553
Russia;145934462;16376870;2382012;1632.2477688649;;;;0;0;0;0;0;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;4;13;13;17;17;20;20;28;45;59;63;90;114;147;199;253;306;367;438;495;658;840;1036;1264;1534;1836;2337;2777;3548;4149;4731;5389;6343;7497;8672;10131;11917;13584;15770;18328;21102;24490;27938;32008;36793;42853;47121;52763;57999;62773;68622;74588;80949;87147;93558;99399;106498;114431;124054;134687;145268;155370;165929;177160;187859;198676;209688;221344;232243;242271;252245;262843;272043;281752;290678;299941;308705;317554;326448;335882;344481;353427;362342;370680;379051;387623;396575;405843;414328;423186;431715;440538;449256;458102;467073;476043;484630;493023;501800;510761;519458;528267;536484;544725;552549;560321;568292;576162;583879;591465;598878;606043;613148;619936;626779;633563;640246;646929;653479;660231;666941;673564;680283;686852;693215;699749;706240;712863;719449;726036;732547;738787;745197;751612;758001;764215;770311;776212;782040;787890;793720;799499;805332;811073;816680;822060;827509;832993;838461;843890;849277;854641;859762;864948;870187;875378;880563;885718;890799;895691;900745;905762;910778;915808;920719;925558;930276;935066;939833;944671;949531;954328;959016;963655;968297;972972;977730;982573;987470;992402;997072;1001965;1006923;1011987;1017131;1022228;1027334;1032354;1037526;1042836;1048257;1053663;1059024;1064438;1069873;1075485;1081152;1086955;1092915;1098958;1105048;1111157;1117487;1123976;1131088;1138509;1146273;1154299;1162428;1170799;1179634;1188928;1198663;1209039;1219796;1231277;1242258;1253603;1265572;1278245;1291687;1305093;1318783;1332824;1346380;1361317;1376020;1390824;1406667;1422775;1438219;1453923;1471000;1487260;1503652;1520800;1537142;1553028;1570446;1588433;1606267;1624648;1642665;1661096;1680579;1699695;1720063;1740172;1760420;1781997;1802762;1822345;1843678;1865395;1887836;1910149;1932711;1954912;1975629;1998966;2023025;2047563;2071858;2096749;2120836;2144229;2169424;2196691;2223500;2249890;2275936;2302062;2327105;2354934;2382012
Singapore;5850342;700;58242;995.5315432841;;;;0;1;3;3;4;5;7;7;10;13;16;18;18;24;28;28;30;33;40;45;47;50;58;67;72;75;77;81;84;85;85;87;89;90;91;93;96;99;102;106;108;110;114;117;130;138;150;155;160;178;189;200;212;226;243;266;313;345;385;432;455;509;558;631;683;732;802;844;879;926;1000;1049;1114;1189;1309;1375;1481;1623;1910;2108;2299;2532;2918;3252;3699;4427;5050;5992;6588;8014;9125;10141;11178;12075;12693;13624;14423;14951;15641;16169;17101;17548;18205;18778;19410;20198;20939;21707;22460;23336;23822;24671;25346;26098;26891;27356;28038;28343;28794;29364;29812;30426;31068;31616;31960;32343;32876;33249;33860;34366;34884;35292;35836;36405;36922;37183;37527;37910;38296;38514;38965;39387;39850;40197;40604;40818;40969;41216;41473;41615;41833;42095;42313;42432;42623;42736;42955;43246;43459;43661;43907;44122;44310;44479;44664;44800;44983;45140;45298;45423;45614;45783;45961;46283;46630;46878;47126;47453;47655;47912;48035;48434;48744;49098;49375;49888;50369;50838;51197;51531;51809;52205;52512;52825;53051;53346;54254;54555;54797;54929;55104;55292;55353;55395;55497;55580;55661;55747;55838;55938;56031;56099;56216;56266;56353;56404;56435;56495;56572;56666;56717;56771;56812;56852;56860;56908;56948;56982;57022;57044;57091;57166;57229;57315;57357;57406;57454;57488;57514;57532;57543;57558;57576;57606;57627;57639;57654;57665;57685;57700;57715;57742;57765;57784;57794;57800;57812;57819;57830;57840;57849;57859;57866;57876;57880;57884;57889;57892;57901;57904;57911;57915;57921;57933;57941;57951;57965;57970;57973;57980;57987;57994;58003;58015;58019;58020;58029;58036;58043;58047;58054;58056;58064;58073;58091;58102;58114;58116;58119;58124;58130;58135;58139;58143;58148;58160;58165;58183;58190;58195;58199;58205;58213;58218;58228;58230;58239;58242
Spain;46754778;498800;1684647;3603.154740677;;;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;13;15;32;45;84;120;165;222;259;400;500;673;1073;1695;2277;3755;5232;6391;7798;9942;11748;13910;17963;20410;25374;28768;35136;39885;49515;57786;65719;73235;80110;87956;95923;104118;112065;119199;126168;131646;136675;141942;148220;153222;158273;163027;166831;170099;172541;177644;184948;190839;191726;198674;200210;204178;208389;213024;213083;213141;213200;213259;213318;213376;213435;215216;216582;217466;218011;219329;220325;221447;222857;223578;224350;227436;228030;228691;229540;230183;230698;231152;231606;232037;232555;233037;234824;235290;235772;236016;236259;237083;237906;238564;239228;239479;239638;239932;240326;240660;240978;241310;241550;241717;241966;242280;242707;243209;243605;243928;244109;244328;244683;245268;245575;245938;246272;246504;246752;247086;247486;247905;248469;248770;248970;249271;249659;250103;250545;250960;251374;251789;252130;252513;253056;253908;254590;255271;255953;256619;257494;258855;260255;261782;263309;264836;266194;267551;270166;272421;274541;276662;278782;280610;282641;285430;288522;291366;294210;297054;302814;305767;309855;314362;317235;320107;322980;326612;329784;337334;342813;348236;353659;359082;364196;370867;377906;386054;392515;398975;405436;412553;419849;429507;439286;447143;455001;462858;470973;479554;488513;498989;507842;516696;525549;534513;543379;554143;566326;575461;584595;593730;603167;614360;625651;640040;650516;660992;671468;682267;693556;704209;716481;727076;737671;748266;758727;769188;778607;789932;797759;805585;813412;825410;835901;848324;861112;870397;879683;888968;896086;908056;921374;936560;949190;961819;974449;988322;1005295;1026281;1046132;1063528;1080924;1098320;1116738;1136503;1160083;1185678;1204018;1222357;1240697;1259366;1284408;1306316;1328832;1346294;1363756;1381218;1399464;1417709;1437220;1458591;1471349;1484106;1496864;1510023;1525341;1541574;1556730;1565359;1573987;1582616;1594844;1605066;1617355;1628208;1634868;1641527;1648187;1656444;1665775;1675902;1684647
