Country/Region;Population;Maximum;Per 100,000 inh.;CDGR per day;Comments;Day 1;Day 2;Day 3;Day 4;Day 5;Day 6;Day 7;Day 8;Day 9;Day 10;Day 11;Day 12;Day 13;Day 14;Day 15;Day 16;Day 17;Day 18;Day 19;Day 20;Day 21;Day 22;Day 23;Day 24;Day 25;Day 26;Day 27;Day 28;Day 29;Day 30;Day 31;Day 32;Day 33;Day 34;Day 35;Day 36;Day 37;Day 38;Day 39;Day 40;Day 41;Day 42;Day 43;Day 44;Day 45;Day 46;Day 47;Day 48;Day 49;Day 50;Day 51;Day 52;Day 53;Day 54;Day 55;Day 56;Day 57;Day 58;Day 59;Day 60;Day 61;Day 62;Day 63;Day 64
Switzerland;8654622;10897;125.9096006735;0.2707229107;;56;90;114;214;268;337;374;491;652;652;1139;1359;2200;2200;2700;3028;4075;5294;6575;7474;8795;9877;10897
Switzerland Appenzell Inner Rhodes;16145;0;0;0;
Switzerland Appenzell Outer Rhodes;55234;0;0;0;
Switzerland Argovia;677387;319;47.0927254287;0.2232970449;;52;67;101;118;168;168;232;241;266;319
Switzerland Basel City;194766;466;239.2614727416;0.1532618544;;73;92;100;100;144;165;182;222;272;299;358;376;414;466
Switzerland Basel Country;288132;341;118.3485346994;0.2023642695;;54;76;89;116;134;184;282;289;302;306;341
Switzerland Berne;1034977;624;60.2911948768;0.1977450549;;123;123;193;282;377;418;418;470;532;624
Switzerland Friborg;318714;293;91.9319515302;0.2218051492;;59;86;111;145;167;202;226;255;293
Switzerland Geneva;499480;1708;341.9556338592;0.2397437577;;68;79;108;173;282;372;472;619;751;961;1136;1262;1417;1509;1598;1708
Switzerland Glarus;40403;0;0;0;
Switzerland Grisons;198379;322;162.315567676;0.1570244984;;116;145;213;239;266;266;276;322
Switzerland Jura;73419;78;106.2395292772;0.1521476602;;51;57;66;78
Switzerland Lucerne;409557;228;55.6699067529;0.1963553964;;65;65;92;109;131;156;205;228
Switzerland Neuchâtel;176850;256;144.7554424654;0.0999389172;;159;177;188;204;230;256
Switzerland Nidwalden;43223;0;0;0;
Switzerland Obwalden;37841;0;0;0;
Switzerland Schaffhausen;81991;0;0;0;
Switzerland Schwyz;159165;99;62.1996041843;0;;99
Switzerland Solothurn;273194;129;47.2191922224;0.1434288742;;66;66;66;95;104;129
Switzerland St. Gallen;507697;228;44.9086758441;0.2072597347;;61;85;98;98;98;228;228;228
Switzerland Thurgovia;276472;96;34.7232269452;0.1442496849;;56;75;81;87;96
Switzerland Ticino;353343;1354;383.1970634766;0.1679150181;;180;258;265;291;330;422;511;638;834;918;939;1165;1211;1354
Switzerland Uri;36433;0;0;0;
Switzerland Valais;343955;651;189.2689450655;0.2324673603;;53;76;98;116;173;225;311;346;433;490;527;606;651
Switzerland Vaud;799145;2215;277.1712267486;0.2657930948;;51;77;108;156;204;350;406;508;608;796;1212;1432;1676;1782;1822;2162;2215
Switzerland Zug;126837;80;63.073078045;0.1359236685;;62;72;80
Switzerland Zurich;1520968;1363;89.6139826742;0.2514201158;;59;92;140;140;140;270;294;424;526;773;773;773;1068;1211;1363
