Country/Region;Population;Area;% Max;% Min;% Latest;% Last Day;Comments;2020-01-22;2020-01-23;2020-01-24;2020-01-25;2020-01-26;2020-01-27;2020-01-28;2020-01-29;2020-01-30;2020-01-31;2020-02-01;2020-02-02;2020-02-03;2020-02-04;2020-02-05;2020-02-06;2020-02-07;2020-02-08;2020-02-09;2020-02-10;2020-02-11;2020-02-12;2020-02-13;2020-02-14;2020-02-15;2020-02-16;2020-02-17;2020-02-18;2020-02-19;2020-02-20;2020-02-21;2020-02-22;2020-02-23;2020-02-24;2020-02-25;2020-02-26;2020-02-27;2020-02-28;2020-02-29;2020-03-01;2020-03-02;2020-03-03;2020-03-04;2020-03-05;2020-03-06;2020-03-07;2020-03-08;2020-03-09;2020-03-10;2020-03-11;2020-03-12;2020-03-13;2020-03-14;2020-03-15;2020-03-16;2020-03-17;2020-03-18;2020-03-19;2020-03-20;2020-03-21;2020-03-22;2020-03-23;2020-03-24;2020-03-25;2020-03-26;2020-03-27;2020-03-28;2020-03-29;2020-03-30;2020-03-31;2020-04-01;2020-04-02;2020-04-03;2020-04-04;2020-04-05;2020-04-06;2020-04-07;2020-04-08;2020-04-09;2020-04-10;2020-04-11;2020-04-12;2020-04-13;2020-04-14;2020-04-15;2020-04-16;2020-04-17;2020-04-18;2020-04-19;2020-04-20;2020-04-21
American Samoa;55191;200;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Northern Mariana Islands;57559;460;0.0615652017;0.0333232726;0.036533472;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.040516561;0.0360037516;0.0333232726;0.0491134268;0.0615652017;0.0598537215;0.0580388004;0.055142756;0.0485104106;0.036533472
US;331002651;9147420;0.441144298;0.0192376247;0.0822573479;0.0503107126;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0192376247;0.0200464397;0.0209271912;0.026425619;0.0371886355;0.0507709811;0.068160568;0.0880611765;0.1125305491;0.0927448655;0.081897255;0.0787771059;0.0758828126;0.1372388353;0.2479412228;0.365807084;0.441144298;0.3840547123;0.2601627703;0.1359052507;0.0824417547;0.0696618927;0.1069182996;0.1530789332;0.2033631886;0.2619580659;0.2883628562;0.3432698766;0.3692729879;0.3588751598;0.3664214509;0.3536680665;0.3605929921;0.3689138417;0.3449131311;0.3203557229;0.2977805999;0.3038069688;0.3071652546;0.3560276983;0.3977153901;0.4233574563;0.4339514413;0.3897476785;0.3443564407;0.2978312925;0.2755431692;0.2561023875;0.2430331131;0.2274480002;0.2077482054;0.188705532;0.1701436763;0.1630660069;0.1574207425;0.1523043602;0.1452424368;0.1354164473;0.1239872542;0.1128939994;0.1069719471;0.1032359009;0.1010550416;0.0970386696;0.0909270141;0.08489959;0.0793066004;0.0772995206;0.0788508056;0.0822074566;0.0841892961;0.083639391;0.0822573479
US Alabama;4903185;131171;0.3766935056;0.064320558;0.064320558;0.0409950249;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3766935056;0.3288481579;0.3004435599;0.2778862085;0.2492942744;0.3086164018;0.3399969808;0.3650676101;0.336317218;0.2463726764;0.1843517936;0.1358085618;0.1273573623;0.1293394798;0.136122;0.1441465432;0.1407932473;0.1332799239;0.1254995351;0.1326430635;0.1368387067;0.1405737586;0.1383059091;0.1239597325;0.1105994656;0.0954575426;0.0870353745;0.081680943;0.0755541601;0.0728268992;0.0683502596;0.064320558
US Alaska;731545;1477953;0.304948567;0.0512613607;0.0512613607;0.0249221184;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.304948567;0.2756932703;0.2569236463;0.2485693632;0.2233568201;0.1895902976;0.1517672452;0.1222155205;0.1030428929;0.0968438482;0.0999631001;0.099974007;0.0962205952;0.0926409144;0.0942946742;0.0920727829;0.0866613313;0.0850402179;0.0777097491;0.0723924397;0.0686252096;0.0605495207;0.0580028694;0.056372826;0.0583764856;0.0517825767;0.0512613607
US Arizona;7278717;294207;0.5544894982;0.0731321595;0.0915236063;0.0369273302;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2037615085;0.2591668641;0.3364499734;0.436882281;0.50268534;0.5544894982;0.550978698;0.5079590754;0.448756788;0.3626997784;0.3015462125;0.2437203161;0.2118504903;0.1787208599;0.1558721672;0.1460388241;0.1332310045;0.1315640312;0.1278634825;0.1334859467;0.129637562;0.1143651293;0.102079762;0.0923168822;0.0925225763;0.0901321892;0.0920792761;0.0859209615;0.0739935412;0.0731321595;0.0748114895;0.0884915907;0.1000444315;0.1013869582;0.0915236063
US Arkansas;3017804;134771;0.4640176595;0.0717291408;0.0864988336;0.1580863235;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3677823999;0.4115069211;0.4640176595;0.4392679287;0.3356857315;0.2698684446;0.221559278;0.2202288529;0.1966461315;0.1648175234;0.1241153697;0.0982674552;0.0952126976;0.1038399043;0.1196571401;0.1201421981;0.1193973262;0.1092629684;0.1071365196;0.1081452476;0.1100828743;0.113695934;0.1090996901;0.1026628176;0.0950596217;0.094410731;0.0974847265;0.1020263493;0.0971105581;0.0859720671;0.0747799894;0.0717291408;0.0864988336
US California;39512223;403466;0.3294008151;0.0700412107;0.093480411;0.0736974627;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1856834996;0.2148128099;0.2316774615;0.2164547149;0.1979867303;0.1787846798;0.1593100564;0.1774632947;0.2229052747;0.2892126489;0.3294008151;0.3270536495;0.3007230776;0.2411110557;0.2125444722;0.185706205;0.1906228294;0.2059375683;0.2224624703;0.2438592846;0.237183379;0.2217115174;0.1907628234;0.1659895752;0.1518099793;0.14448666;0.1481709503;0.1424324038;0.1347029614;0.1190350432;0.1081968457;0.1035634782;0.0975830401;0.0953340559;0.0856134211;0.0790557922;0.070085439;0.0700412107;0.0785128966;0.0890523798;0.0985825164;0.0952134862;0.093480411
US Colorado;5758736;268431;0.4548179772;0.0702014814;0.0845612815;0.038643371;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4548179772;0.3192021086;0.2259640445;0.1660240222;0.1585145131;0.1875073638;0.2333186359;0.2685496167;0.2795819167;0.2779871019;0.2603074709;0.2574850436;0.2569835571;0.254355522;0.2538712269;0.2286537409;0.197509389;0.159217586;0.1275570692;0.1172844818;0.1161596372;0.1218643296;0.1160266434;0.1015292814;0.0849251602;0.0830035727;0.087160104;0.0945942001;0.1057947181;0.095329811;0.0867751958;0.0743035811;0.0702014814;0.0733495559;0.0752637551;0.085879965;0.0845612815
US Connecticut;3565287;12542;0.5922352905;0.076428958;0.0813089749;0.0275044158;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5922352905;0.5578669319;0.4778605392;0.4360097168;0.3758993876;0.4075619195;0.4234237582;0.4003488568;0.3368026398;0.2722348452;0.2582031023;0.2528794387;0.2434570622;0.2148485443;0.194055817;0.1684553421;0.1501042698;0.150786886;0.1460147614;0.1528139711;0.1508047768;0.1480294897;0.1378421872;0.1171653882;0.108989416;0.1013566138;0.0955999355;0.0918181036;0.0914082838;0.0875508358;0.076428958;0.0789643114;0.0813089749
US Delaware;973764;5047;0.2547365973;0.093467508;0.093467508;0.0677595628;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2421015078;0.2330732542;0.2500404891;0.2547365973;0.2543038361;0.2461028479;0.2278785081;0.2121009467;0.1988144938;0.1827007822;0.1667152101;0.1559743712;0.1646158891;0.1734333181;0.1924734897;0.2069791491;0.2031449695;0.189183443;0.1697679053;0.1600511555;0.1378945833;0.1170959431;0.1003524907;0.0943440485;0.0943071145;0.1033021868;0.1116510298;0.1061030698;0.101045201;0.093467508
US District of Columbia;705749;158;0.3729819028;0.0774453588;0.0961269341;0.0584215921;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1808612863;0.216563085;0.320589356;0.3626153591;0.3729819028;0.33945483;0.2657941095;0.245767232;0.2334663357;0.2479854375;0.2405445291;0.2129063646;0.1817897174;0.1686594976;0.1751867721;0.1849845062;0.1931588121;0.1847800583;0.1742505966;0.1639275098;0.1516011561;0.1470628992;0.1409147098;0.1363829565;0.1288187368;0.1114866819;0.0963958247;0.082074758;0.0787484109;0.0774453588;0.0833415909;0.09382482;0.0983341716;0.0983683892;0.0961269341
US Florida;21477737;138887;0.4466059215;0.073583024;0.0780521715;0.0313203301;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1788176521;0.2333853963;0.322503369;0.4044538435;0.4466059215;0.4305052818;0.4264927125;0.3924506996;0.3922694046;0.3797044202;0.3372905427;0.3196295857;0.2962125855;0.2890429355;0.2873825305;0.2695512046;0.2757958748;0.2680304751;0.2609001051;0.2467716804;0.2153205271;0.1953223733;0.1709199699;0.1661573569;0.1612336321;0.1587201555;0.145275685;0.1230637285;0.1064988518;0.0922354565;0.0857498057;0.0795066367;0.0796243815;0.0793401648;0.0771036742;0.0736556687;0.073583024;0.0749116771;0.0747995537;0.0786832899;0.0780521715
US Georgia;10617423;148959;0.4252439898;0.0797485367;0.081419094;0.049295403;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4236638809;0.4252439898;0.4037695279;0.3552929712;0.3323985292;0.3440179278;0.3594617355;0.3607114919;0.3246687822;0.2850961389;0.267033561;0.2641384508;0.2711274905;0.2595670854;0.2411349982;0.2070265367;0.1913993589;0.1867076007;0.1972196165;0.207257396;0.1806031793;0.1443985145;0.1079806659;0.1080469969;0.1223523468;0.1397694066;0.1484107469;0.1328533363;0.1081432596;0.0846290853;0.0797485367;0.0809745293;0.0849734935;0.0905322291;0.0924809016;0.090154177;0.084300068;0.081419094
US Guam;162742;543;0.250160204;-0.049660062;-0.049660062;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.250160204;0.1989009103;0.1732968517;0.1471967864;0.1363278448;0.1090734474;0.0895419257;0.0871668709;0.104483571;0.1140477238;0.1081628358;0.1198799588;0.116677253;0.1255737921;0.1208058257;0.1026776059;0.0783188877;0.0529257637;0.0437604329;0.0319317809;0.0277464787;0.0215419382;0.0149752376;0.0084975324;0.0049580367;-0.0028166063;-0.0184809565;-0.049660062
US Hawaii;1415872;16635;0.3839301441;0.0485805308;0.0676533748;0.0068965517;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3839301441;0.3499153723;0.3029239607;0.2446448439;0.2024029037;0.1566123463;0.1421566063;0.1481694809;0.1700399199;0.1746295355;0.1648266176;0.1531053193;0.1462605429;0.1498795317;0.1371664638;0.12778318;0.1010992227;0.084110312;0.0716467247;0.0658148078;0.0653212062;0.0640261125;0.0623617137;0.0529166422;0.0530468232;0.0485805308;0.0518353858;0.0604904124;0.0672931047;0.0676533748
US Idaho;1787065;214045;0.422303671;0.034294879;0.0662721095;0.038277512;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2716977157;0.2652197672;0.3438077829;0.4123979601;0.422303671;0.3500798765;0.269586628;0.2363841743;0.2442737331;0.2773485013;0.2795404;0.2525388473;0.1950303204;0.1313039752;0.0835292083;0.0546250306;0.0514817661;0.0529704933;0.0556227145;0.0513839169;0.0432326377;0.034294879;0.0351052606;0.0550358699;0.081053541;0.0911774031;0.0767344272;0.0662721095
US Illinois;12671821;143793;0.5948470159;0.0858253776;0.0858253776;0.0492255935;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3243050208;0.4168351672;0.5204027332;0.5797024006;0.5948470159;0.5405376188;0.4538829915;0.3750688408;0.317627822;0.2798004754;0.2585249313;0.249530555;0.2410718914;0.2452897342;0.2238698893;0.2102673169;0.1959949883;0.1775463775;0.1683714823;0.157081418;0.1550415419;0.1466909294;0.1350340118;0.1252778496;0.1209585122;0.1189623967;0.1173880683;0.1166600805;0.1082155992;0.1019843428;0.0964170651;0.0879254013;0.0863879505;0.0880440349;0.0900273664;0.0894773162;0.0858253776
US Indiana;6732219;92789;0.4917941548;0.0727208107;0.0940968605;0.0351702892;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2116015436;0.2434832849;0.2837973533;0.3242837276;0.3873824345;0.4591825628;0.4845506787;0.4917941548;0.4462305963;0.3937736319;0.3858094485;0.3736780793;0.3641122573;0.327701533;0.2755663728;0.234454148;0.2066483621;0.1942157385;0.1814452435;0.1679929248;0.1522242139;0.1417014927;0.1301707427;0.1204684471;0.1118690872;0.1034006893;0.098376816;0.0932533252;0.0868868199;0.0782727821;0.0727208107;0.0751174919;0.0840565388;0.0926569567;0.0961374289;0.0940968605
US Iowa;3155070;144669;0.3197294482;0.1001908367;0.1497990242;0.1525799304;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1001908367;0.1201687828;0.1525720491;0.1839566242;0.2442541544;0.2869630544;0.3165026272;0.3197294482;0.2795739071;0.2374045753;0.2225908269;0.235732386;0.2479115982;0.2527736902;0.2354587313;0.2097779365;0.1872207929;0.1622348291;0.1497136529;0.1392394465;0.1335276137;0.1286800346;0.121193868;0.1180737697;0.1200632033;0.1227642122;0.1183699621;0.1136085766;0.1099163164;0.105984358;0.1080065764;0.1099888675;0.1117709252;0.1203081143;0.1309827645;0.1497990242
US Kansas;2913314;211754;0.4165900602;0.0699565658;0.0933506464;0.0196374622;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4165900602;0.3342349737;0.2749140361;0.2372422911;0.2512847702;0.2611027552;0.2755077272;0.2711620007;0.2546524198;0.2326230973;0.1995837917;0.1804387665;0.1607002615;0.1498024016;0.1393926334;0.1314806824;0.1210921477;0.1155295668;0.1163668985;0.113168975;0.1155005507;0.1081297234;0.0989520614;0.0861331516;0.0731931413;0.0699565658;0.0741266375;0.0863916814;0.0941095043;0.0990421196;0.0933506464
US Kentucky;4467673;102269;0.3395806587;0.0772917938;0.0881698887;0.0304054054;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.1984873499;0.2108076769;0.2411028371;0.3143289602;0.3395806587;0.3353358894;0.3130736946;0.2563151323;0.2486748041;0.2409826295;0.2619862049;0.2527874975;0.2250653432;0.2008141013;0.1760837779;0.1682802548;0.1583514504;0.1528742462;0.1286654703;0.1025124624;0.0935395928;0.1008804778;0.135535262;0.1647020987;0.1811357279;0.1583120742;0.1138821477;0.0910083135;0.0772917938;0.0822241891;0.0816829548;0.0806480194;0.084828806;0.0881698887
US Louisiana;4648794;111898;0.4608026919;0.0407904311;0.0593304828;0.0134975329;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4608026919;0.4118346225;0.4148273886;0.4028434506;0.3887380152;0.3708727326;0.3476066344;0.3376840237;0.3148273966;0.2870170189;0.2636191901;0.2282546466;0.1955879941;0.1774924981;0.1777216124;0.2217832171;0.2535802044;0.269437735;0.2448967355;0.1956033056;0.15635397;0.1209678393;0.1094612966;0.0912333159;0.0820306885;0.0673444691;0.0561566708;0.0490528456;0.0407904311;0.0416009953;0.0422088128;0.0496352831;0.050411385;0.0561196738;0.0593304828
